milliseconds,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161
0,1.9979299773171735,-0.007867005942913568,5.000121429278987,-0.010124693802448036,2.4899396266696057,5.020765757141096,-0.024611088876382116,-0.0016859283897880672,-0.005290167660386284,-0.0052042155546567674,1.9862021909666163,-0.024605909162372566,-0.00027221044308866336,2.499468733117477,0.015595386633454143,2.993835382830829,3.0299761041142563,0.0,0.5,-0.003551504016919785,-0.001124724231692564,0.0012037497700906356,0.004213955213201609
100,2.007191892339177,-0.0012896070775682445,3.2634443173883176,0.012869585044548739,1.9368349305118175,3.2726999821149017,1.7416651812670176,-0.0010317450493376652,0.008474710097553802,0.010199296458790834,1.9921868887203769,0.03672969795187526,0.002946054958990112,1.9394787998041574,0.5660593485961477,2.607351575435985,2.6375418814171163,0.0,0.5,-0.002397242250146489,0.36311028000949114,0.025844635336713936,0.005777544409118105
200,2.0007883811526157,-0.0051366081109404625,2.5529387058856288,0.05218025711314637,1.5870703125665566,2.5946887580875058,2.428750853835758,0.001731632027915069,0.01007191275354182,0.012872563313971522,1.9961888047685232,0.1327875994276963,0.0034697431824676074,1.599121891412496,0.8678569438617959,2.3378976845006996,2.3262907527202983,0.0,0.5,-0.003303709589047395,0.5634953214423762,0.12146965251397208,0.012715233306621965
300,1.9922586298448615,0.0016269259966575664,2.210135470288073,0.11021326459128836,1.3563927917931435,2.21399062607392,2.7783032218472803,0.002283961779909276,0.006313829586471011,0.013422007180506769,1.9950958952319233,0.26000641775130023,0.00346093062801943,1.373278923392317,1.0414874319925833,2.0901450036695124,2.08046423349418,0.0,0.5,-0.0023768686854888214,0.6519960124397861,0.24836495384471277,0.031923634334196815
400,1.9924893466355948,-0.0030169103924432665,2.055672924718204,0.153071111771149,1.222112548459178,2.0571233839668173,2.9396148339075756,0.0040591643799267885,-0.004472358921620346,0.06949621004364716,1.988360483128165,0.4581787104316413,0.0038963795528346875,1.197906127855623,1.138684799332212,1.8670866535745005,1.8747500927509322,0.0,0.5,0.0007802111859437159,0.6890003130508521,0.36662591742241313,0.06651003327293667
500,1.989529667556254,0.007634175109687513,1.9134941054613512,0.1908123717784985,1.0962569322113673,1.9226681730038229,3.0792147186777856,0.0067497396126704546,0.010013070383379109,0.11279358857261755,1.9908453035642262,0.585076224049088,0.01833957389693537,1.1026838980127995,1.2112103152533276,1.6884423658617593,1.7247277062862696,0.0,0.5,0.0018114050431641453,0.6991974238321862,0.46178552664520217,0.10710871812298954
600,1.9795124339176484,0.016083614775793117,1.8761159922055088,0.23182354218320542,1.00580711297476,1.872578598316852,3.101931508628735,0.013886429722487402,0.011465929979437156,0.1564335028444279,2.0060741357831486,0.7201708861879847,0.02377434196274334,1.0358972734585272,1.2495610762016545,1.5956024924816763,1.566540033283285,0.0,0.5,0.009950858712175818,0.7178844023834773,0.5174859971088189,0.15353624409094419
700,1.9714274457281706,0.044235009045520426,1.8584051135677913,0.25528869080793554,0.9665532842340617,1.8555019390053058,3.155759150451114,0.016028887320702012,0.026063704509890227,0.21282227405208304,1.976567089163902,0.7883244029962496,0.0373127333005656,0.9425353352658329,1.269657377986556,1.4708221848345433,1.4918106179051949,0.0,0.5,0.01642300359109451,0.726463060109826,0.5479326050405536,0.19791860372507464
800,1.956807443427864,0.04873443793492287,1.808255502540119,0.3085155023805133,0.9185609173241874,1.8300694071379986,3.1883188677150405,0.022249419825369883,0.04461614574542285,0.24116507914956473,1.971540438597299,0.9089207897347142,0.05393884420590739,0.8965292230570362,1.287761185067451,1.3872116567556763,1.3815875986478408,0.0,0.5,0.018262869181828484,0.7422448473923761,0.573933461732592,0.23409639705606955
900,1.9293154880345875,0.07608813969657896,1.7920812813965965,0.3178075177563416,0.869630312761541,1.8123404725538899,3.1949011335482282,0.024551390354529832,0.08320422926899858,0.28697305054053535,1.957685185873353,0.9583480453105022,0.06719674022535356,0.8639689099282826,1.3065663506471819,1.3071014001984909,1.302527408473642,0.0,0.5,0.030113444489341817,0.7629501186353118,0.5751486633038111,0.27323788052714737
1000,1.9061402938517547,0.0974456648067739,1.804444198451516,0.3443092740619189,0.8518081568419905,1.7749224815864661,3.2097223692945733,0.030996157429541607,0.09119462023528441,0.3125118187762027,1.9466528057022459,1.0107461170171816,0.08799639315763172,0.8544643016811139,1.322357102217014,1.2093926171764335,1.2267169129697697,0.0,0.5,0.04376939974586285,0.7746828464094735,0.5773512843095765,0.3067872442159958
1100,1.878272579102867,0.1294616935744659,1.77944521409943,0.3780462624176133,0.8287734133736642,1.7746753023025468,3.19093583566471,0.03417292052875548,0.11194150468943244,0.36208191924186717,1.9105291420188615,1.092577065371112,0.10425209269095326,0.8285905005380301,1.3137711746419438,1.10290397361716,1.132096133399822,0.0,0.5,0.05226220098374023,0.7864072593581083,0.5636271814600327,0.32848201523989184
1200,1.8438603407833152,0.13852602612045703,1.814945985057341,0.4051442717872905,0.7892260644361273,1.765554600376541,3.202416897950067,0.03462738407554894,0.15617985110271165,0.4053102344895601,1.8791078484536519,1.13133652458363,0.12160936594312523,0.793400618502913,1.3267952287553446,1.0744651874317144,1.094872178550772,0.0,0.5,0.0720311875828579,0.7916434219264361,0.5615075198542294,0.3521467384204045
1300,1.8316388221356323,0.1818509898301967,1.7959208067248278,0.43706818647759144,0.772394033194555,1.7787547665462193,3.1994295446294108,0.038247589102205194,0.17634191286336895,0.4192862533331248,1.8746874123128925,1.159634788089287,0.1314100485910738,0.7824225975227297,1.3351663453815599,1.021814574002895,1.021458892098823,0.0,0.5,0.07919378847823662,0.8020427083651301,0.5508335297627505,0.3748526771108395
1400,1.7982019573884307,0.19241426566759265,1.8073766163355314,0.4572386279472854,0.774304314217652,1.7941116397624521,3.203210297198199,0.04207368951314387,0.20031907952437217,0.43881605794783846,1.8430457023989875,1.2455467264450175,0.15286684718171803,0.7608263439871953,1.3508403640330138,0.9440379651291394,0.9866306606286115,0.0,0.5,0.09341540804087747,0.8045018300912082,0.5353484937044066,0.3947214740163356
1500,1.7821532897207184,0.2194448354811549,1.7665171190471307,0.47904409635518863,0.7480587107290438,1.8065624518270353,3.2208835174827386,0.04427499746678467,0.23187779409331213,0.47622770275871096,1.8319356978914456,1.2955693657952203,0.1665888461545685,0.7757111104697596,1.3604187065929474,0.8956233944959396,0.9394413888063574,0.0,0.5,0.10694865115134809,0.8030387534190159,0.5201343618618952,0.4000903890349345
1600,1.7391521135662213,0.26207624158536114,1.7840343414703554,0.48210470683341755,0.7364688177919099,1.7740269685928467,3.216333079153085,0.05107766200645491,0.24891328104914515,0.5024990843317244,1.7855572404571276,1.2904815671486474,0.17123429470017784,0.7672794528870912,1.3443656329032783,0.8808645635233187,0.8883598965215125,0.0,0.5,0.11973974509770433,0.8057823973168949,0.5123450585608231,0.4131759873064702
1700,1.714186098355826,0.27546472188620397,1.7670687936163985,0.49830657935844097,0.7317108577355851,1.8088529193191178,3.2135741800790503,0.055329878842323876,0.27308404131683367,0.5296443115254253,1.7665077280596395,1.348292639028954,0.18289020701557976,0.7497951584214779,1.3544769360846296,0.8238217502034533,0.8513194250451661,0.0,0.5,0.13367514813204326,0.7999659719407332,0.5022463983199733,0.41372151726125145
1800,1.7045301444739716,0.29649141945921353,1.8055478689133027,0.5165958593449498,0.7545848458003349,1.7684945805439205,3.223134571854952,0.0577179657271808,0.3069207478140542,0.528602960976013,1.7262157010579438,1.3862604872485693,0.19482615488813984,0.751055817016221,1.3666410169428502,0.8302573971565964,0.7837985568392497,0.0,0.5,0.14753396605065852,0.804086759367135,0.4932877764822776,0.4242868645302019
1900,1.671350295797233,0.3146552766977977,1.804661703364441,0.5415208298399881,0.7522978914362147,1.7948032244310503,3.196356111929749,0.06093006213650522,0.3262828815841373,0.5594980384574774,1.6962974681079375,1.439352068363832,0.21117874467572806,0.7442133391287016,1.3730073361409265,0.7768523856901716,0.773337438802032,0.0,0.5,0.15738845128394457,0.7921714395199401,0.48540152346993237,0.421784707266702
2000,1.6598640978814452,0.34274845367716344,1.7710065541773892,0.5624044362493087,0.7298765375229082,1.7625690789906487,3.189345559784786,0.06329583634260466,0.3381538765936265,0.5798785482829617,1.6450656181594865,1.4853336390626386,0.2165294339233481,0.7399598358494961,1.3748567677729655,0.7755100195253787,0.7392839243948578,0.0,0.5,0.16797989030298827,0.7874860444524385,0.47752854468596134,0.4204209677639038
2100,1.6408001785688224,0.3525698172970875,1.7798821096795658,0.5669791107028389,0.7364487582135039,1.7760939948028853,3.202511851990593,0.06922006475626395,0.361281498908859,0.5898157967347769,1.614728252931207,1.4898923604521008,0.22904798923880554,0.7310241784911727,1.417500265499779,0.741172801327258,0.7368869994472825,0.0,0.5,0.17536628435662663,0.784163684511629,0.46904338752503183,0.41763523064938124
2200,1.6300813834689607,0.3668557262303073,1.7699001160203038,0.5929920542516328,0.7370466843935963,1.786123051887276,3.230245451549912,0.06981400795526789,0.38151066551210455,0.6207946204155508,1.5784014915609523,1.4977170221432763,0.23708887716169447,0.7324626103089025,1.4017616455723116,0.6976808016274847,0.6768091991815036,0.0,0.5,0.18086247666489527,0.7861945978377834,0.45433108026414826,0.42167614551843213
2300,1.61007955916801,0.39621465505325937,1.796918265881341,0.6125404395076034,0.7375033525202516,1.788677291449872,3.1886342391919618,0.07253836640006406,0.39481638011138104,0.6543945254248806,1.5347486164124968,1.5555230937250575,0.23926347655001637,0.7260769372139713,1.4316284487383537,0.6574568615757915,0.6441973408000826,0.0,0.5,0.18575577187625497,0.7780392471301479,0.44535445044875893,0.41317311074089785
