miliseconds,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161
0,2.001638193222884,-0.0033057532472411185,5.010669477802159,0.010673108029530061,2.4882175004305864,5.003766447377567,-0.008769189014619956,-0.001154645398023268,0.009201616008562811,0.006068386089022269,1.9877245420369494,0.0022282895882856884,0.0007655577398644606,2.4961070251381345,0.005320716726378512,3.029981855285742,2.9727791254053932,0.0,0.5,0.0033045746035478703,-0.004283933681720926,-0.0019333288592004996,-0.0022100110709944837
100,2.00608864649093,-0.005014431229983287,3.2849936139403435,0.0224726624852628,1.9357530816918942,3.25767232722731,1.7316868228192204,-0.00203277529668053,0.00996053885950376,6.995693461430124e-05,1.9972850558281607,0.01520504662484183,-0.004919819653014053,1.9263607825635085,0.5558012528674551,2.594058315933364,2.6310467563721467,0.0,0.5,0.001120207012890157,0.3722488956117391,0.020754294150755307,0.0005810143429841033
200,2.0027584293490643,0.004422441205024072,2.5884514799627487,0.06198902312745048,1.5901965342383846,2.56670662779625,2.4503171999055224,0.0025176725634091803,-0.002667504825616227,-0.0006048124553963176,1.9880436155555141,0.14626767423449263,0.001625331628863201,1.5890033600867108,0.8748201508407486,2.308999889654354,2.2933531462889003,0.0,0.5,3.547556426651489e-05,0.5708390250563595,0.12143958449186827,0.013137570438262372
300,1.9943069559518214,0.008214144445156304,2.2144277908193373,0.10210230566699285,1.3787945874496939,2.2058925734510724,2.7550449881772088,0.002065485161778461,-0.0053211509715631955,0.04399790148704237,1.9799290739104936,0.2601040701759325,0.006163108535165422,1.3755192160329002,1.0310334146619953,2.0446542412373923,2.0689792072281668,0.0,0.5,-4.863391066794136e-05,0.6488827923122644,0.24081318084366318,0.033577265705194224
400,2.001716167104203,-0.0012411582876981414,2.0527607111551043,0.1405355789906196,1.2068980276395573,2.062508008591226,2.9830870576386057,0.005346186755036935,0.0007814385769699663,0.057929710468705056,1.9928984141095236,0.42738950854807684,0.009194031371005768,1.2209995765382666,1.1502134499518295,1.86549128054976,1.8718623705984188,0.0,0.5,0.004158445191234065,0.6895773870401019,0.3713924149803112,0.058347291923011205
500,1.9806080789365301,0.01836625229674377,1.9117985322034936,0.1905958505447721,1.0977089252175112,1.9442535757027313,3.0642222361831846,0.006814477547394012,0.006327711245115271,0.10135225754850745,1.9889691745643376,0.577891064927795,0.015008273543210462,1.0868157856647644,1.2255536947053878,1.735344631465056,1.7166844800218917,0.0,0.5,0.0026088651060131854,0.7082401776811607,0.4649518001442827,0.10727785264705454
600,1.9867160393075072,0.023080850026741033,1.8553887405172385,0.2234968410019063,1.0122708180635678,1.8745888914852986,3.1504231766345616,0.010942579510286732,0.023472094052172182,0.1434783536667424,1.999523355887297,0.695457799519757,0.02147814948407236,1.0288703267993404,1.241598384360617,1.5870177806189067,1.5734365009220785,0.0,0.5,0.005696076674377153,0.7106656135847091,0.5150181775597297,0.15391505223128224
700,1.9566963556540533,0.037720967001259854,1.8546743969391302,0.2715510477681991,0.9671207578900912,1.8337992877951184,3.1857378599343553,0.017936298269738506,0.043971509231513245,0.19945936298329198,1.9649551006381931,0.8318425599819325,0.03892223254459525,0.9599429037540015,1.282717120516647,1.4832011282096114,1.446805569704181,0.0,0.5,0.016132641240278352,0.7366204395247431,0.5580150761920062,0.19737280582326394
800,1.9553547943397365,0.05867768121518374,1.8209494026079858,0.2919445556715864,0.925102012740173,1.8096960476955386,3.1926044276382655,0.023119265551579424,0.0474298997135011,0.2444998445979793,1.9665977729843929,0.8633167495175731,0.05297158211463063,0.9201704032014486,1.2896598324579251,1.3718343037456584,1.3752633728655386,0.0,0.5,0.024422352606166126,0.7426341746460865,0.5683394578360664,0.23176970749581843
900,1.9244817378828243,0.06603701460368923,1.788852340012311,0.3220535663630321,0.8660140712116671,1.8030344863919368,3.202483283900225,0.02424988289904353,0.07514386933840864,0.27973360245523665,1.9407321425725295,0.9763529068427321,0.07581839580918738,0.8715144887353359,1.3092023913042823,1.2816209245312087,1.2682542647273987,0.0,0.5,0.03150156418168243,0.7624220743718122,0.5689676280525376,0.271543943074431
