miliseconds,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161
0,2.0016843913676485,-0.008910734145989448,5.017265112383695,-0.0032266779053391945,2.4884411254780163,5.008892026103616,0.02324906201181258,-0.0018897581212536153,-0.00769096884322142,0.015213581400070024,2.016379899637986,0.024840315999994263,-0.0012947109463715834,2.5013182717442453,0.005625272832848665,2.9928440751712038,2.98521465136169,0.0,0.5,-0.002522127271529227,0.002649586854209661,-0.005213285582294949,-0.0012052578224925792
100,2.004245789331756,-0.0018033573779390982,3.262644382914391,0.01410024418210015,1.9292248824498854,3.275073537891692,1.7412436360761006,0.00026668363319222525,-0.0041598589331136564,0.005029406470315496,2.018297150446041,0.037617943833076095,0.002260787837066143,1.9372669671973162,0.5747472813300979,2.616918816625679,2.6087617780051966,0.0,0.5,-0.002016264429843867,0.37111865065047045,0.02096910517376998,-0.0005188982307982965
200,1.9990165465853589,-0.0005820866502449023,2.5643453344161857,0.0634408298234665,1.583453506164124,2.5581444728042464,2.4065436204695323,0.0011537757322854915,0.006328559229336701,-0.0007539331582372289,1.9981340695278904,0.122092114566949,-0.003052141598695131,1.5802966751557728,0.8520876160552462,2.312816905426045,2.2835656588667543,0.0,0.5,0.0003035351509703516,0.5606916148651426,0.1124118016032044,0.00626694430930214
300,2.0004389251820776,0.00400576886773497,2.2214148508469695,0.09113664642558521,1.3764732719780477,2.2511015236461347,2.763286113560685,0.00206031418571674,-0.0019781521348478303,0.03944642000889632,2.0126037756389037,0.26927403230424063,0.0042187020205490654,1.373283352676759,1.0486014985749654,2.0622342266433837,2.088023861773257,0.0,0.5,0.0005078589180860481,0.6489847691670659,0.2483333320193591,0.03230729328072957
400,2.0002494561142767,0.005894314934704485,2.050826840160863,0.13899926081447841,1.2170235555134201,2.014320064508119,2.9779273487210953,0.005495067373739733,-0.005393670764798928,0.04985163695401405,1.9994278445271796,0.4418990080720454,0.004156089604266002,1.2110980415177592,1.1534969736560194,1.844879737200795,1.8990048033648754,0.0,0.5,0.002115615581149027,0.690371283541872,0.36280326304997323,0.06550823069347647
500,1.9868620300505748,0.007063021661647894,1.9574670534460252,0.1917630322823342,1.0982851095180668,1.9162461317130428,3.0861245578381684,0.006656618837108833,0.017043911443362668,0.11248555313371365,2.006101588426719,0.5727003941990924,0.018165087843295832,1.0992196786595794,1.2042258315259597,1.726231541207779,1.6915554878830537,0.0,0.5,0.0023045524635588463,0.6992029963467511,0.46505555669483994,0.1053027787661494
600,1.9756474547822094,0.026462125832865783,1.896496313940795,0.23264684918024825,1.0310849092203165,1.875732394292938,3.135548993692764,0.015072378782848663,0.012063555539329529,0.1648399899443265,1.989749191190837,0.7078002483808631,0.023101717743196973,1.03048687772485,1.2446512897755473,1.5557074699657094,1.5703955720090887,0.0,0.5,0.0049587708127971095,0.7105394224337497,0.5151582328997271,0.15204927269388122
700,1.9610496573606282,0.037126534671128156,1.8597995800728275,0.25685962950475866,0.9550457036811963,1.859467300605175,3.1447153961101506,0.018387341351304334,0.03385511349312818,0.20479711814582724,2.002607389765515,0.8101190148882773,0.043420278479473794,0.9445933392080385,1.292938703277634,1.4619814968841482,1.4921657678011995,0.0,0.5,0.015259054018144673,0.7296437408548776,0.5577928108954487,0.20093378409944584
800,1.946332383268949,0.043730006464215154,1.7947290141949284,0.30681174967204194,0.8974650451389012,1.8116535867378494,3.1586921263939503,0.021610719464274508,0.05870971099826697,0.23510232784539983,1.9696033132682744,0.8776872651205607,0.05485844145079544,0.9034313765692438,1.3132392810429938,1.3528784098144586,1.3356332525249994,0.0,0.5,0.021637043378376974,0.7488359393995994,0.5734190358499226,0.2362624263230079
900,1.9173127422085046,0.07595721381962348,1.792434078688836,0.31999106983531633,0.8613167324177442,1.8147278753441454,3.21631102891501,0.027295850748735334,0.0827350871264896,0.2816431928874406,1.9534900831412005,0.9559794677639734,0.07534114698232948,0.8569571047844096,1.3233795534277226,1.2474459897737504,1.261308107222404,0.0,0.5,0.029506693730266858,0.7571901062717682,0.5719837183908151,0.2788306885145921
1000,1.8934770658277977,0.08777598156928082,1.821483506136724,0.36267223761528905,0.8280603449795004,1.7823944653391235,3.181441177589902,0.029364761000741754,0.08715442829356856,0.34154422936645207,1.946930493006581,1.031505373225658,0.08984521901228382,0.8393872145863885,1.3190419863178038,1.230190468690316,1.1696164693398807,0.0,0.5,0.04365792285225968,0.7793342598600618,0.5668191733378859,0.30352747140981806
1100,1.881339959358456,0.11384934603964585,1.7888313315639712,0.38371759888916407,0.829342430549414,1.804094213686463,3.203021757946326,0.03380614492355807,0.11706356124493715,0.3507267767011467,1.9102468486341562,1.0602616220197807,0.10289242721689845,0.8306800471770491,1.3266068719899906,1.1387482784287697,1.1581674464228666,0.0,0.5,0.05722226365414342,0.7855068150079973,0.559732804016791,0.33894333939601884
1200,1.8453005183578841,0.14844419909187362,1.789986859921903,0.41334901598153584,0.7856939536453993,1.7913430218234303,3.2022531631042477,0.037459066907372156,0.1501672910622191,0.38551569998721613,1.9187328980375957,1.148716645081758,0.11533765820614661,0.8018976963116778,1.3371575724454627,1.0699438229039624,1.0634415215149604,0.0,0.5,0.07019534819785712,0.7947169024686663,0.5629058507886591,0.35529870861020096
1300,1.8161109904999058,0.17702075581160945,1.7699285143313421,0.4234519841066524,0.7801670015866264,1.7869076526497663,3.221117713138918,0.037442286678571676,0.18025744451916462,0.4142317915440776,1.8692318297524309,1.1844523477884763,0.13875342539666324,0.7920468643967227,1.3400077521739528,1.0254195921896323,1.030211918762002,0.0,0.5,0.08217084198876468,0.7984328044656435,0.5455928544453165,0.3734902836191912
1400,1.792876618270537,0.19279861357309835,1.809394641689643,0.43693204731852414,0.783032274424269,1.8029841329403127,3.237426328451036,0.04309321076815043,0.2095227988455625,0.4616537171562857,1.8455184216498748,1.2419504342416547,0.14870660542450173,0.7837645384264689,1.3379747744124735,0.9475545610265723,0.9379433953284478,0.0,0.5,0.09614885909570264,0.7957931625590399,0.5355638304116166,0.39185352742805224
1500,1.7745337216363835,0.21799975536336075,1.805152563415905,0.4752085077867698,0.7738252608744995,1.780469850856635,3.1960356009926176,0.046693962764379066,0.22607663443786388,0.4800102646363318,1.832507528413077,1.2878262176468436,0.15875062365346834,0.7568528647515849,1.3321427225924305,0.9317661151579733,0.905080005390576,0.0,0.5,0.1108288242281743,0.7975654592550584,0.531109013783517,0.3953648770060963
