milliseconds,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot
2100,-1.0139582569641494e-21,-2.3847376858009583e-22,0.0011089108692095625,0.11089108692876709,-2.607321993729147e-21,-6.132184412213618e-22,0.19917418424952232,0.018864702742811927,0.06996110734514116,0.18085219427390825,0.2191477978615438
2200,-1.2819270061466869e-22,-3.014975835270595e-23,0.001108910890290701,0.11089108690768595,-3.2963847986028896e-22,-7.752797516212056e-23,0.19656298149839027,0.018619991006220922,0.07281702183286425,0.1837081087405502,0.21629188339490188
2300,2.32684601840725e-23,5.472530402335053e-24,0.0011089108856100914,0.11089108691236656,5.983319766426556e-23,1.407222441122226e-23,0.19399247312196063,0.018379092987672634,0.07562842822784217,0.18651951514020873,0.21348047699524336
2400,2.0466826741214153e-22,4.813611675379221e-23,0.0011089108775230471,0.1108910869204536,5.262899876585423e-22,1.237786229064279e-22,0.19146203812393237,0.018141950489837282,0.0783960057237058,0.18928709264415938,0.21071289949129268
2500,3.935376700795204e-23,9.255648407886975e-24,0.0011089108712559036,0.11089108692672076,1.0119543125874581e-22,2.3800245908692977e-23,0.18897103597176448,0.017908503484508887,0.08112045488120208,0.19201154180792285,0.20798845032752927
2600,4.917873289507718e-24,1.1566391109589864e-24,0.001108910865884127,0.11089108693209253,1.2645964598402983e-23,2.9742159644780832e-24,0.18651887043582419,0.017678696095368183,0.08380242780628307,0.1946935147383756,0.2053064773970765
2700,-1.9173889816592564e-24,-4.509524659180496e-25,0.001108910866616342,0.1108910869313603,-4.930430161271861e-24,-1.1595923730465195e-24,0.18410491703863768,0.01745246979882665,0.08644260750001108,0.1973336944313714,0.20266629770408068
2800,-1.981758419089691e-23,-4.660915727039558e-24,0.001108910866108387,0.11089108693186825,-5.0959517453745406e-23,-1.1985215455881258e-23,0.1817286160081549,0.017229772135225037,0.08904160619409547,0.19993269312596373,0.20006729900948833
2900,-2.735019314539569e-23,-6.4325169072581916e-24,0.0011089108664668538,0.11089108693150979,-7.032908920593175e-23,-1.6540762728284757e-23,0.179389360539016,0.017010546237133273,0.09160008756132615,0.20249117449283593,0.19750881764261613
3000,-1.470691715173018e-23,-3.4589332780658734e-24,0.00110891086763845,0.1108910869303382,-3.781779832389943e-23,-8.894402530317097e-24,0.17708655460754802,0.016794736247537204,0.09411870348239021,0.2050097904127284,0.1949902017227237
3100,3.2925071897666146e-24,7.743677733091289e-25,0.0011089108688794795,0.11089108692909716,8.466449654742862e-24,1.9912320272503133e-24,0.17481964821122428,0.01658229062234525,0.09659805550390589,0.20748914243300304,0.19251084970244903
3200,1.120208550254674e-23,2.6346287212291316e-24,0.0011089108695584596,0.11089108692841818,2.880537151965725e-23,6.774761637901446e-24,0.17258809329184507,0.01637315799968071,0.09903874304594963,0.20992982997436782,0.19007016216108424
3300,1.1821233297321355e-23,2.780246656605933e-24,0.0011089108697871868,0.11089108692818946,3.039746634227826e-23,7.14920787329832e-24,0.17039130907964253,0.016167283952066343,0.10144140130576652,0.21233248823395598,0.18766750390149606
3400,1.301208624119316e-24,3.0603244481816765e-25,0.0011089108695139663,0.11089108692846268,3.3721813906414356e-24,7.9860888322309495e-25,0.16822874391675086,0.01596461678027892,0.10380663364044564,0.21469772056890832,0.18530227156654375
3500,8.882701547706704e-25,2.0891306904069766e-25,0.0011089108692016083,0.11089108692877504,2.5504481146861787e-24,6.5574228211505095e-25,0.16609990007190112,0.01576510983888502,0.10613498442668927,0.2170260713554643,0.18297392077998775
3600,2.1572110071577167e-25,5.073564271911404e-26,0.0011089108688947021,0.11089108692908195,1.2843483395140937e-24,4.552140512132778e-25,0.16400422905744685,0.015568711725762355,0.10842705355426621,0.21931814048334816,0.1806818516521039
3700,-1.0018232041623296e-25,-2.3561971442484515e-26,0.001108910868920229,0.11089108692905643,1.2447460264945668e-24,6.080901326497111e-25,0.16194121026147673,0.015375373651193635,0.11068341042480506,0.22157449735386148,0.1784254947815906
3800,-6.964052811357551e-25,-1.6378819415979916e-25,0.0011089108688283496,0.1108910869291483,2.4378517059945413e-25,4.823431724459055e-25,0.15991034138869664,0.015185048542022564,0.11290460440675619,0.2237956913359045,0.17620430079954758
3900,-1.2849327829371086e-24,-3.0220451486369486e-25,0.0011089108686665992,0.11089108692931005,-1.2275994398554534e-24,1.3989949731901026e-25,0.15791112367553692,0.014997689656072824,0.11509118100586566,0.2259822679351757,0.17401772420027634
4000,-1.0579853900365469e-24,-2.488285502359963e-25,0.0011089108687428446,0.1108910869292338,-1.2158700483278243e-24,1.349236013142453e-26,0.15594306464061908,0.014813250839910834,0.11724367885694548,0.22813476578617928,0.17186522634927276
4100,-4.366163035254889e-26,-1.0268818722746096e-26,0.0011089108690491157,0.11089108692892752,3.055181220822121e-25,1.3253504969114562e-25,0.1540056800265475,0.014631686710822335,0.11936262760010555,0.23025371452903307,0.16974627760641894
4200,2.0102681043684575e-25,4.7279679162432704e-26,0.0011089108691822531,0.11089108692879439,3.772585304290658e-25,3.1992662208478037e-26,0.1520984875879055,0.014452952074647729,0.12144855467492216,0.23233964160371656,0.16766035053173547
4300,3.163634107778593e-25,7.440579954392522e-26,0.00110891086929643,0.1108910869286802,3.9428762668220492e-25,-1.3256141695060205e-26,0.15022102288516775,0.014277003405926305,0.12350196804638133,0.23439305497506152,0.1656069371603905
4400,9.14973460609997e-26,2.1519344392819722e-26,0.0011089108693238903,0.11089108692865275,1.0081737545973091e-25,1.7434013966069626e-27,0.1483728263636223,0.014103797636982919,0.12552337033687014,0.2364144572655229,0.1635855348699291
4500,4.841340430182632e-26,1.1386392778078679e-26,0.0011089108693853073,0.11089108692859133,6.071394368502386e-26,2.141626451820738e-26,0.14655343457567926,0.01393329133531735,0.12751326842647878,0.2384043553550701,0.1615956367803819
4600,4.4646547817083935e-26,1.0500462360845422e-26,0.0011089108694228977,0.11089108692855373,6.104035124031982e-26,2.7726995637622394e-26,0.14476240181712174,0.013765442731268857,0.1294721497890848,0.24036323671763854,0.1596367554178135
4700,2.1342779846729335e-26,5.019627886463013e-27,0.0011089108693968415,0.1108910869285798,-3.3252543553778526e-26,-1.2323409045441563e-26,0.1429992885437656,0.013600210632470964,0.13140049516123883,0.24229158208981863,0.1577084100456334
4800,-1.207989097355457e-26,-2.8410805917172372e-27,0.001108910869329514,0.11089108692864712,-1.8376402729579146e-25,-8.00396101507055e-26,0.141263658791501,0.013437554182067827,0.13329878136390658,0.24418986829255368,0.15581012384289833
4900,-3.8607774018502206e-26,-9.080197635363298e-27,0.0011089108692894424,0.11089108692868718,-2.4823157454643766e-25,-1.0092571683478163e-25,0.13955508112238144,0.013277432947377977,0.13516748026771597,0.24605856719640315,0.15394142493904886
5000,-4.2976962541450793e-26,-1.0107791074851169e-26,0.001108910869261434,0.1108910869287152,-2.897814497603077e-25,-1.1717679284833055e-25,0.13787313620801714,0.013119807630580365,0.13700705049887787,0.2478981374275931,0.15210185470785895
