milliseconds,x_Tumor_Cells,y_Effector_Cells,z_Helper_T_Cells
0,0.6309345896067794,0.9714491158211639,0.968584513807333
100,2.210396751050351,1.0222903483744352,1.0462703252771137
200,1.2117696778292668,0.8848278685947626,1.0302977239148972
300,1.376431283449712,0.8706798100177215,1.0904122235868026
400,1.270665711952071,0.8492108324524024,1.1646095928687077
500,0.9062949445783332,0.8489070360865683,1.139138417931028
600,1.8184559766906476,0.824149117540924,1.2088373257995952
700,2.4457979739273896,0.8099246280461495,1.253931763949921
800,2.987186238242873,0.724122785705256,1.2826949666989835
900,2.08908941752028,0.7383131723142395,1.3107806365805759
1000,1.707914030131525,0.721569128956851,1.3611629917193582
1100,2.0640826034593727,0.686188192662353,1.3779864620297702
1200,1.68032885838731,0.7562342158036585,1.3494957062729696
1300,2.0676864128841568,0.7285471476609553,1.3677860728565168
1400,2.6504129465777795,0.68556182783037,1.467969537471721
1500,3.968967738921867,0.6208695730572087,1.5195397447112642
1600,4.477300830737494,0.5806511212283157,1.5208047936652433
1700,3.6116979435008956,0.6115657353956048,1.5486389047015165
1800,4.388941327075048,0.6440090306313201,1.588546213444079
1900,5.852931734924976,0.6116878754901156,1.6006249165982664
2000,5.142666611354715,0.6336476867427103,1.6691271067396631
2100,6.5779352280136445,0.5541357433875247,1.6627004024705936
2200,6.642696973357773,0.626904793201457,1.6785099619171362
2300,6.853177744996493,0.5633397180563213,1.7007029119926464
2400,8.693400920537009,0.5586681509404485,1.7090432924556407
2500,10.720760796710664,0.5470614660606219,1.8319161212495734
2600,11.398732028191246,0.6331585383351176,1.8095980494172963
2700,12.706852412892042,0.6266426480678183,1.8435808530838649
2800,13.751467703648222,0.6141178840981083,1.889993768728785
2900,15.286795240605656,0.6146464616771704,1.9307791177896942
3000,15.400900013587957,0.6180164838498118,1.9008177318311157
3100,18.234478443517887,0.6293085333439047,2.00144070153232
3200,20.192064373528265,0.6517844206830822,1.9967310192205188
3300,21.766471475940993,0.7172232057781655,2.0260636239478766
3400,22.057793812046935,0.7220889203757824,2.1018493544809513
3500,24.08672271861581,0.7200437588348498,2.0833040544214465
3600,25.32680944025541,0.8716271405043492,2.1969540336592686
3700,27.915576023317414,0.8453299528413452,2.2178296972023994
3800,30.072483691723512,0.9992790386627115,2.2615032707116196
3900,32.82091257034015,1.0613828195340707,2.2599291491725224
4000,31.957652448838825,1.1530365227658548,2.2773776345843983
4100,33.72067033985949,1.3047758153831845,2.3364871352017365
4200,33.49102600299597,1.4438118024392328,2.3833115244275147
4300,34.413725240682574,1.6140305406316096,2.4239231718610563
4400,33.50364787615869,1.764768915882693,2.525899801918457
4500,32.803714124866026,1.8989560810693022,2.5379447241110555
4600,32.11862779687908,2.1333020328630616,2.6061084124724996
4700,28.322661255708077,2.306548093979913,2.5688336465565538
4800,27.991251035346853,2.5301144300759155,2.673525453073798
4900,23.95781370679774,2.7210946215196614,2.6433780396236464
5000,21.296715657999172,2.888650516438468,2.7538103466727093
