miliseconds,T,I,V,N,H
0,0.2000676869157401,0.07176803261719224,0.11975532373731854,0.09964271511590564,0.1801083694812906
100,0.20055161569012483,0.07451099690634988,0.11858269252982946,0.10188275070293978,0.18224740862823643
200,0.20179247352667534,0.07770268311403909,0.11564889164327603,0.10336946907660657,0.18399923198207258
300,0.20246929504120129,0.08078545705928679,0.11414909432720313,0.10409216027368566,0.1854728546599356
400,0.20342744970485854,0.08163676084399629,0.11223061275249957,0.10595433628892577,0.1863555815999434
500,0.2043171565009352,0.08471932607193233,0.1104401822194247,0.10702060008037695,0.1909868244664824
600,0.20517790167184097,0.0892853183496257,0.10850052046986704,0.10879132420547002,0.19098057250284792
700,0.20568443062562689,0.08956937949644167,0.10716150551128018,0.1095808767441994,0.19352322313898657
800,0.20687520107723179,0.09408432765395286,0.10543817095866471,0.11031181560645575,0.19482716221732643
900,0.20733103018578136,0.09455270690155693,0.10446796654817433,0.11208571933515074,0.19786911518517328
1000,0.20820358513052076,0.09863872004155329,0.10247806260704459,0.11298280509715282,0.20020681966550663
1100,0.20946144100356032,0.10125676339508898,0.10087830847355568,0.11374613709792968,0.20103292200409106
1200,0.21047061749235707,0.10399963952897442,0.10037814800224643,0.11536791415129781,0.20232259300298167
1300,0.21099859810676422,0.10634087005604928,0.09938670700287315,0.1166967983014896,0.20629135428880493
1400,0.21109448377831241,0.10818771995101527,0.09766840965223876,0.11715602646905805,0.21043825794816357
1500,0.21197459555513518,0.10847763835529697,0.09658051080773497,0.11837502493328911,0.20917587001888902
1600,0.2131855200543065,0.1105637524775844,0.09557149510067377,0.11950701071780394,0.21278001366235963
1700,0.2134934828094996,0.11398665623444046,0.09395317551024697,0.12044292280209909,0.21542889937069643
1800,0.2152090467743138,0.11484120723277035,0.09381413726176273,0.12132543930493349,0.2189814888000071
1900,0.21567122757395693,0.11859914195681011,0.0921487004862565,0.12187984760066344,0.21868974261942517
2000,0.21591255442579343,0.12065683055947243,0.09165873733284861,0.12289952948946065,0.22279116883788228
2100,0.21727674988352944,0.12150807127868847,0.09097179351578832,0.12344670933202365,0.22538711968032282
2200,0.2183709450726963,0.12405591980472641,0.08962674796974064,0.1247793669023385,0.22816882620565107
2300,0.2184276141193848,0.1251848733786604,0.08899336631265098,0.12526776141562904,0.22966441498670556
2400,0.21992071439752944,0.12695134101173491,0.08820450252223168,0.12609763821672978,0.23247122076010437
2500,0.22072617629317665,0.12904949480962608,0.08692402713511894,0.12655160552375588,0.23381431133942895
2600,0.22148705629240567,0.13144479263497694,0.08602519096788153,0.12673708061785896,0.2385411843128963
2700,0.22127309915587867,0.13282692343965394,0.08605580180926997,0.12784028286630197,0.24071842350376707
2800,0.22290031467707547,0.1327766816810415,0.08496993048628528,0.12826793482898824,0.24276319093834983
2900,0.22375983788102877,0.13569385905634052,0.08398766182689456,0.12936197241936181,0.24737937143146205
3000,0.2240148694003031,0.1371919731088682,0.0831200099043602,0.12931103660654097,0.2498246624983131
3100,0.22520862828003893,0.13782539492736048,0.08266165023181671,0.129998957377943,0.2506999902725854
3200,0.2258563467803806,0.13861958382244033,0.08197893159917528,0.13064681572971687,0.25631598845934683
3300,0.22704212099641263,0.14053362188293833,0.08166495735355274,0.13084282958323093,0.25942964061722895
3400,0.22778313748714615,0.14106947738611803,0.08115452711354171,0.13165420713644152,0.26089335424940496
3500,0.22866471680925174,0.1442394037600947,0.08044621572322463,0.13214714178010212,0.2625430388124079
3600,0.2286733632309521,0.1444657283279224,0.08074563457902806,0.1318941340059359,0.26737250714868555
3700,0.2298811100218949,0.1456258286681161,0.0796440296856861,0.1331306426244221,0.26900058739765226
3800,0.23024377699955256,0.1465516776202958,0.0800788466674359,0.13330267202528742,0.27368095126660447
3900,0.23183282324226306,0.14914481448422887,0.07976192228308061,0.13389744388602304,0.27657249854566107
4000,0.23199082297919635,0.149157716254618,0.07837104285809264,0.13369470128105682,0.27785622767104523
4100,0.23272982315945337,0.15095508536008925,0.07888366496699752,0.13399785119198537,0.2825863466943628
4200,0.2337518795992573,0.1519657218853153,0.07850707560090495,0.13450605906597538,0.2840668442965846
4300,0.23514530714659868,0.15346744309532023,0.07736147172981431,0.13527016058915362,0.2873274756828255
4400,0.23495446185939356,0.15256111069721795,0.07716235574329378,0.13464109255857148,0.29188345862378073
4500,0.23684812096472396,0.15499793623022473,0.07700722034729111,0.13511942697321777,0.2933316282746888
4600,0.23681298034940243,0.15408896695103508,0.07750093089556212,0.1358479888132742,0.2976199712607091
4700,0.23794648671720176,0.15666899238042775,0.07685418056010078,0.13533096825398133,0.29890972629094714
4800,0.23852084164838597,0.15732950165174564,0.07671088399841691,0.1357916008183947,0.3054702072527802
4900,0.23942191545550143,0.15839723122945343,0.07673879952597257,0.1361937655115321,0.3076496386493393
5000,0.24049811082986788,0.15755421921481005,0.07623081556364839,0.13640166804976603,0.3093331442176547
