miliseconds,T,I,V,N,H
0,0.19950655978204374,0.07056285282425133,0.11977661479830505,0.10028837031833404,0.18091094634223456
100,0.20113989846565117,0.07336145756844836,0.11807109867971043,0.10166258530386439,0.1800635340089414
200,0.20179869873305045,0.07664611459475816,0.1159469506666605,0.10311619793460394,0.18435796989089698
300,0.20221547888225594,0.07900121263824697,0.1141898470892979,0.10411397005352194,0.18380744967793844
400,0.20298485234107472,0.08252706013578577,0.11172068696111664,0.10541305528475543,0.18780095262864127
500,0.2038028756835651,0.0845014977415728,0.11101015595601116,0.10750033573108564,0.19092104938609789
600,0.2048395228705513,0.08856115153011103,0.10895702481651379,0.10780383334802297,0.18981236354444267
700,0.20626057478110912,0.0909498352942776,0.10743030915153799,0.10953137635250207,0.19326303233799122
800,0.20725611800565402,0.0919863895538796,0.10590503021070839,0.11062676015715872,0.19551208867713435
900,0.20735677670911554,0.09648400056392985,0.10393662749599666,0.11246863498430941,0.19697476080486886
1000,0.20784246903478606,0.09866241650617506,0.10285932481791321,0.11288926643449833,0.20054456574109775
1100,0.20924229552886842,0.10173365392387791,0.10166464916680701,0.11470903501906782,0.2009670309528909
1200,0.20983536113640427,0.10191667482140912,0.09953391953688792,0.11515080548759955,0.20338822695552092
1300,0.21114089856721083,0.10587787433869313,0.09876787672867801,0.11667548909428929,0.2057912378080544
1400,0.21193116059697642,0.10782704758237423,0.09807050365824932,0.11732270576260732,0.2081505787162132
1500,0.21185944946478402,0.10853189282558633,0.09604408653178491,0.11888262410053435,0.21014553854208962
1600,0.21272448587557796,0.1107075477197758,0.09507113974713337,0.11894767212098269,0.21393040531541221
1700,0.21349945651691093,0.11276307823470724,0.09375617149554445,0.1206957777751174,0.2156817924742184
1800,0.21435003072737385,0.11444163412690737,0.09271649379445936,0.1211272846087702,0.2194123927486078
1900,0.21584413338736658,0.11816550133788971,0.09193831727363659,0.12184319764800658,0.21895494947820845
2000,0.21670569290049063,0.12057106172136223,0.09086172109343622,0.12275104687867397,0.2227277443291359
2100,0.2176409897452628,0.12205159982827582,0.08971827067339042,0.1241603283432322,0.22394171094357113
2200,0.2183072958283267,0.12220248735794301,0.09011178418600224,0.12425270047272746,0.2268104345664425
2300,0.2189957799376088,0.1250341497236025,0.08831232574929354,0.1250100648039486,0.23023732244763292
2400,0.21894042749415463,0.12643825122424393,0.0875886436857345,0.12564596069689252,0.23130326936671755
2500,0.22050956736023059,0.12808874136169784,0.08659484165238293,0.12699581155472767,0.23508741894445814
2600,0.22098641992308174,0.12959483362896707,0.08672012814889583,0.1276923345040128,0.237553733318102
2700,0.22149962336473042,0.13146959166371755,0.08583628575816535,0.12774999129081085,0.2418729174375981
2800,0.2225581439241032,0.13438256608043184,0.08495867816339568,0.12898637481620573,0.24555889059624067
2900,0.2228999883217679,0.13441595480961027,0.08482306854419357,0.1288958990245404,0.24651453905658943
3000,0.2245151402760432,0.13621830358879805,0.0832789698941706,0.12994696738931324,0.24790885835016335
3100,0.22511332329245862,0.13723175093476372,0.0830059872660247,0.13006270878283463,0.25231921719991934
3200,0.22573340473457268,0.13960570770683836,0.08273000474414162,0.13108504304943897,0.25346406681928557
3300,0.22633921275916732,0.14026866026307058,0.0819723499542171,0.1311815081181258,0.25711116379957927
3400,0.2275817331180623,0.1408672035881971,0.08164462019014068,0.1312112290217236,0.2597568776195003
3500,0.2285900959571554,0.14252329627713148,0.08062266559439198,0.1317498777020254,0.264089536878049
3600,0.22885900678817617,0.1438427650844052,0.08059218332862651,0.1320398018455593,0.2647788707479973
3700,0.23024411050741048,0.14650968298642578,0.08006911633188463,0.13334538495070325,0.2711377505629024
3800,0.23045700162467503,0.14734881337786054,0.07934833005082957,0.13287343415573086,0.27265379163935405
3900,0.23146076354048595,0.14809178064707815,0.07944938001149775,0.1341104845418609,0.2761988293880259
4000,0.23189656583862908,0.14924937880223746,0.07835477709308664,0.13440660803280355,0.2801820283991811
4100,0.23251449345875483,0.15107975834517395,0.07812837364552981,0.13393213220993666,0.2820647567166032
4200,0.23350397644381957,0.15091726374779663,0.07778095769998528,0.13472047206280666,0.2858199643811625
4300,0.23514896783003816,0.15352787885323646,0.07849253160831425,0.13509265741118234,0.28873612925393694
4400,0.23564217759745912,0.15296739530398537,0.07702730030955117,0.13502746485823958,0.2905274556921263
4500,0.23681766276683078,0.15416971860802914,0.07711314854535926,0.13550962383380835,0.2926676711366517
4600,0.23693569871913536,0.15492763613972552,0.07684964238171196,0.13521131319082375,0.2977256149117047
4700,0.2382590763021298,0.1559680798486086,0.0769834547468929,0.13589012921668994,0.302084796212049
4800,0.23854925352918194,0.15798519116696857,0.07592457796056065,0.13557658532424044,0.30347024012255863
4900,0.2397283543722277,0.1586519947743958,0.07635228097872607,0.13627272410632427,0.3063219593220248
5000,0.24007341926325282,0.1590534345635126,0.07621160418791423,0.13635543159124783,0.30869053292059107
