milliseconds,T,I,V,N,H
0,0.20043453020477847,0.07145199260506281,0.1197514783,0.10049547291257348,0.1814143028462977
100,0.20067308318432073,0.07424704978946718,0.11786213046430642,0.10171173515731408,0.18350781320011442
200,0.20130873166385785,0.0760501027794057,0.1155452262945157,0.10245422841969136,0.18425122925624374
300,0.20217124398396416,0.08028806215262299,0.11384337279272949,0.10447063060519086,0.18545990289814812
400,0.2028707851828889,0.08307854515833604,0.11216327383668993,0.10613416194591695,0.18592918708483244
500,0.2046420099664284,0.08432828744008508,0.11076205749609715,0.10710402269715692,0.19130876114652673
600,0.20511176933608663,0.08720510788685358,0.10884036654395736,0.10877648200818901,0.19266148926527787
700,0.20534807334556304,0.09158697299678403,0.10710400020593931,0.10924333828557316,0.19228744355470478
800,0.2061897930890453,0.09228735707208131,0.10592869949383218,0.11112717311908782,0.195318466742739
900,0.20725922210021322,0.09464083471315984,0.10459718904976673,0.11187395456292251,0.196373837748204
1000,0.20834725483482222,0.09902709106458249,0.10289475253612412,0.11340138273907346,0.1988436507440459
1100,0.20968401868477174,0.10147627868229067,0.10147419505840916,0.11387266639210458,0.2000187767728272
1200,0.20957178382690905,0.10223908591010905,0.09995424021522627,0.11494906210376489,0.2038257915128624
1300,0.2113365154211243,0.10429382893156948,0.09917695840752269,0.11665976760887639,0.205980235454223
1400,0.21185230200890326,0.10772287053533205,0.09738450621018352,0.11756208583728778,0.20891034072990547
1500,0.21257193130205002,0.11048199103619316,0.09601705901079687,0.11818742352238541,0.21271941114672321
1600,0.2133321011950422,0.11283916521743652,0.09523724746464071,0.11937363852140542,0.21266549969505566
1700,0.21365039392702834,0.11384181862420273,0.09383295464555527,0.12070685009521842,0.21396717665639964
1800,0.2147884536545547,0.11618498050196538,0.09366669638567081,0.12121446471855278,0.2184313959610687
1900,0.21575139016429118,0.11816490232492725,0.09280634073113601,0.12234680160275563,0.22202605730713712
2000,0.21653175350687123,0.11848825492480035,0.09184673995699924,0.12294955866954982,0.22379029816686064
2100,0.21711902293795807,0.12114500694079909,0.0899145124656881,0.12354795540841984,0.22717404616138814
2200,0.2177197618526219,0.12276254104208205,0.09002151698540709,0.12433490469050776,0.22703870086085298
2300,0.21883088295548403,0.12520197392762727,0.08922788038869114,0.12505061041165227,0.2287906129148901
2400,0.21946901816154887,0.12809170539582518,0.08728645016083178,0.12580796905107264,0.23170124779656612
2500,0.2200412216872718,0.12947298129476031,0.08689748442914982,0.1260971260004844,0.23463847733589915
2600,0.2209643805326975,0.1295178440706179,0.08607120053168567,0.12694725956050612,0.23975665102663812
2700,0.22135254104046895,0.1310958223687015,0.08588682755265949,0.12778531575293098,0.2408949024278876
2800,0.22234798605576864,0.13322232756841118,0.08516510286969609,0.12888572921778935,0.24424518940666676
2900,0.22377491610284592,0.13480599695211679,0.08481885241376688,0.12895430147988043,0.24653519067210627
3000,0.223960030281177,0.13611472956359322,0.08337324838488497,0.12952040602464432,0.2487546075353865
3100,0.2251419234587792,0.1375666826992461,0.08265645223601917,0.1298672164319915,0.253383822959215
3200,0.22601767925641536,0.13934185532167556,0.08249597991858416,0.13066988777656066,0.25572876799459016
3300,0.22651701753410192,0.13936962610598974,0.0819502848702277,0.13085757815916585,0.25719100963704117
3400,0.22759597440926552,0.14182707584773768,0.08100010308792611,0.13110441471968248,0.25916744989074014
3500,0.2283099300125564,0.14221127449594476,0.08161090674999483,0.13191779713027155,0.26522646249033044
3600,0.22862805774979847,0.14542315837283515,0.08019830543821205,0.1325940985045016,0.2668247829876114
3700,0.22947225740005028,0.14600862451898625,0.08034536854245555,0.1328349575355056,0.2684365724861378
3800,0.23023655627218145,0.14607120529090534,0.07934934588632937,0.13343753758693383,0.27274565802564443
3900,0.23143590946636247,0.14833913809331414,0.07978016084792626,0.13374912916102075,0.27558459211031644
4000,0.23185656664031973,0.14832952926348875,0.07864872623098554,0.13341947009983665,0.27682493295164806
4100,0.23357300464861896,0.15010819827488014,0.07841143466903051,0.13463955480799586,0.2801261466597493
4200,0.23401850364619847,0.1508101225186746,0.07798312188214128,0.1343958881658537,0.28458507264349675
4300,0.23408458500290877,0.15165632444505214,0.07738355727227479,0.13474115078574325,0.28931223730006356
4400,0.23582573608369445,0.15318811043987046,0.07736934965701237,0.1354392045695738,0.28991135286962577
4500,0.2366225634996466,0.1533468126274493,0.07679159829705141,0.13491193592128295,0.2961164511382582
4600,0.2371250703440361,0.15474673975552544,0.07686896675221618,0.13613148292186603,0.2989168911650094
4700,0.2378070632510667,0.15649094899747729,0.07685306317066042,0.1360726326501188,0.3010709316641579
4800,0.23865528755978221,0.15638448195420745,0.07594719498281816,0.13556303433956154,0.30301945801535957
4900,0.23926139736499874,0.1584504677903221,0.07599052726068589,0.1364750562382631,0.3080820640610975
5000,0.2400216084810462,0.1595298046594289,0.07619337961625305,0.13628058245308458,0.31099663015841456
