milliseconds,P1,Target
0,10.004244942467613,10.007053800353232
100,10.091448526171215,10.035579537770191
200,10.093269573506952,10.096302988701229
300,10.172519696183398,10.165548356307651
400,10.227636275637344,10.229476644425965
500,10.246694147950606,10.27128486285919
600,10.334801226867045,10.33005532223417
700,10.358839194901487,10.377754639168064
800,10.414870775672892,10.388890241706996
900,10.505075634019297,10.482457269285968
1000,10.53953112694181,10.556156994641873
1100,10.556022430572252,10.581878206488133
1200,10.658850427228899,10.598184131564462
1300,10.703426883457455,10.690971059642779
1400,10.707461958619515,10.705889789771685
1500,10.833432191548063,10.763126047919068
1600,10.880828455012917,10.824979656171557
1700,10.934161957420242,10.87688773094917
1800,10.923150812616067,10.944262635080438
1900,10.974039258796047,11.025106807107118
2000,11.057807200064737,11.022785264175473
2100,11.110342349580701,11.07754268720297
2200,11.169479042006552,11.141700492580522
2300,11.241715860987853,11.244055363825725
2400,11.250693238024374,11.247475718274174
2500,11.364442787729025,11.300093831137573
2600,11.411300369105705,11.344146909451734
2700,11.409812724252632,11.437567405598262
2800,11.50990007930091,11.517044315964569
2900,11.573285030440974,11.57619772291872
3000,11.611468237756831,11.609238159737243
3100,11.666346543214708,11.643009183908879
3200,11.688817967562159,11.67349778711051
3300,11.793036534767822,11.789925231878684
3400,11.786090366985764,11.843798479590232
3500,11.88986993599991,11.836123743628363
3600,11.94354776371325,11.89014933636623
3700,11.97084832499401,11.946698836740097
3800,12.007011348974649,12.063040860942285
3900,12.104270611351783,12.065184400207231
4000,12.1246757355859,12.16065544969697
4100,12.203188129946623,12.203448829284964
4200,12.225082942087166,12.226284496448343
4300,12.290412549285469,12.291951988490444
4400,12.321222021156427,12.36741214623502
4500,12.37836365428684,12.427162647718497
4600,12.466553101851323,12.43383748785442
4700,12.55307899123357,12.561088389632163
4800,12.582700597149406,12.603089682569708
4900,12.61154906694196,12.627917535201213
5000,12.66807782238627,12.684645097678189
