milliseconds,P1,Target
0,10.033382125425637,10.033785585698773
100,10.040833818822426,10.038268364568179
200,10.118027502663447,10.080747131336498
300,10.148482412734019,10.184990219060355
400,10.174438850244776,10.177066999928263
500,10.297210866392911,10.26953249550088
600,10.292351380059795,10.340781462558091
700,10.406037290989863,10.355422711011347
800,10.403759325514436,10.400592414607626
900,10.50039995006798,10.45512783126867
1000,10.516446368004239,10.516416565930626
1100,10.56254672608525,10.622378725263864
1200,10.637021488808411,10.610914847443356
1300,10.684113503597189,10.663008293496226
1400,10.755544152116052,10.730704541161845
1500,10.798047069014604,10.822280706541369
1600,10.883067622102056,10.846100531641705
1700,10.906348851047593,10.92259705469991
1800,10.939037117850866,10.931775924609324
1900,11.04008040874258,11.02060038088506
2000,11.072085667603448,11.028646650955269
2100,11.115634520481299,11.14850125971563
2200,11.177158416731137,11.17749288830739
2300,11.228883271792515,11.247065180250509
2400,11.311379842920994,11.236227160177187
2500,11.367355861073161,11.356248304373233
2600,11.34991107586404,11.399896876188638
2700,11.433603729640646,11.434951828612817
2800,11.529177737372754,11.490001998069935
2900,11.551743477050447,11.528949952666583
3000,11.565451105879562,11.626946037532258
3100,11.618966438430668,11.657196062244648
3200,11.709301390720789,11.708493078784167
3300,11.746215813823731,11.753119782563285
3400,11.788332095804959,11.810994093204805
3500,11.861273550239023,11.892274690056922
3600,11.939975698147672,11.919220914796837
3700,11.974255369659367,11.974769633346401
3800,12.007527418298519,12.029492677281969
3900,12.064790209251436,12.11666634178476
4000,12.10610335531286,12.109112665246432
4100,12.211745943919514,12.196219873456997
4200,12.229827325104187,12.282331898918486
4300,12.324638729337073,12.323457829414016
4400,12.322724726374341,12.356702497798628
4500,12.413586660411381,12.415358872935263
4600,12.492675777123647,12.4737208237652
4700,12.511009647274657,12.506666744957313
4800,12.552043144204164,12.59077691205267
4900,12.663031934122058,12.611528375464612
5000,12.685649286395865,12.698107890142952
