miliseconds,P1,Target
0,9.983957232125432,10.033948703014083
100,10.028856968837054,10.0588953256549
200,10.093894560313144,10.129083109655465
300,10.16765679092945,10.155676388502448
400,10.231732684163683,10.228999223994261
500,10.265084474287667,10.22504270760861
600,10.342834921056461,10.296192855405728
700,10.376609338435864,10.337342977974846
800,10.40317568589064,10.391688415579516
900,10.440321376829198,10.461299554438924
1000,10.498137668813616,10.542200117332234
1100,10.611932419204523,10.594725864068367
1200,10.643091576869729,10.622986406920676
1300,10.682509073942024,10.651170647299642
1400,10.742522403364786,10.7264936445405
1500,10.803069544790109,10.801746610878595
1600,10.811599594633085,10.884802802326911
1700,10.886047030578574,10.86644790488087
1800,10.91700757712689,10.925372744309573
1900,11.011670360286127,10.968299381219529
2000,11.09526729258707,11.03780763152983
2100,11.08369893629744,11.13225502551299
2200,11.133219046812663,11.163263439410352
2300,11.213458837786058,11.195578214466504
2400,11.239419726891562,11.27702630911898
2500,11.367576381331162,11.291764410329524
2600,11.368711787525504,11.420771618740366
2700,11.419004843037985,11.430980649330113
2800,11.472393614881133,11.489009823616506
2900,11.564314355490161,11.581364988845387
3000,11.591956329131056,11.618201074617316
3100,11.64343455713589,11.644392381436589
3200,11.6769833344183,11.725883519533813
3300,11.743782338621122,11.733829718735635
3400,11.839208188882926,11.814501967603361
3500,11.868774936917143,11.88711470561877
3600,11.956323344961302,11.952237469703679
3700,12.003730067551322,11.94688056151751
3800,12.038728399952051,12.009562903222802
3900,12.067407197469198,12.07616906341866
4000,12.122822161906415,12.107540298447896
4100,12.172541769195256,12.168568356656504
4200,12.257160803407082,12.237465085789978
4300,12.306272895595281,12.317279199713427
4400,12.33806969031519,12.381541791775302
4500,12.386860574290276,12.445861510153343
4600,12.433647029162179,12.490325020601308
4700,12.538287276724514,12.494511233755802
4800,12.600430722900576,12.616294233661813
4900,12.630804889205786,12.599240375870238
5000,12.72548345636431,12.713609811013159
