milliseconds,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta
0,1.034784178356507e-05,0.017747992803061233,-0.022394574887294422,1.984818204488027e-07,6.588619816126901e-05,-0.001309040101723553,0.11238241593835478
100,0.00192229041457405,0.04093454200220205,0.016071006631297607,-6.729421946283564e-07,6.260636590526906e-05,0.0012944877344050598,0.02492278123311062
200,0.00095676021897271,0.0780440872473855,0.035100512533845586,4.338385602938257e-07,2.3715392312566546e-05,-0.0003870450611766338,0.46110479647562275
300,0.000640414927265298,0.13551723579073682,0.030826754241324087,-6.439003230612682e-07,-1.3285183932310438e-05,0.0003995998787697396,0.6470016430720334
400,0.0005031563960925962,0.1423855420156669,0.047460977688148095,3.102100827936028e-07,9.628766083747427e-06,-0.0006617038218103269,0.8505325295567819
500,0.00037107932430858147,0.1935573994571691,0.06559783410840034,4.5575674513465865e-07,7.213164823085334e-05,-0.0002404997956024717,1.0170402233321891
600,0.0003158150792437725,0.2446992608165354,0.0422046981471039,8.402827857699068e-07,3.83095878883689e-05,0.0009570346910979401,1.1040952742494425
700,0.0002759959454005315,0.24651903876883197,0.053015994467249805,-4.172447735996708e-08,-1.3984236892963403e-05,-0.0007128768044763287,1.220342801949542
800,0.0002689274143198307,0.29871150460750984,0.10632268086267864,-3.768769568272957e-07,8.639639520647608e-05,0.0019317197559586452,1.5424544096341009
900,0.00024049850494152242,0.3213632124558482,0.13019074284474447,-2.5677073291405363e-07,-5.54887364092214e-05,0.00026647298668399066,1.6665677945376096
1000,0.00022296319878618693,0.37232080387575267,0.14944914502560405,6.810202685000837e-07,9.788068484338828e-05,0.002244003846302986,2.102533870828483
1100,0.00018255768788218553,0.3767114721090857,0.1727867886435575,5.642198438643648e-07,-1.1325153880796144e-06,0.0028759187208269206,2.2765063734889397
1200,0.00015656232017901027,0.41082376509388435,0.18600362168248402,2.5503812748741994e-07,-9.163372732813032e-06,0.0011431611117901296,2.308867812881283
1300,0.00015892607310587144,0.4544132819087013,0.2017559426559782,8.473257967434197e-07,0.0001709611217339219,0.001756774996394171,2.5295734586637924
1400,0.00013426491100910256,0.45508257387253165,0.26005283663165857,8.708075129814655e-07,0.00013161406933688932,0.0017087106345908308,2.5554116619436464
1500,0.0001127588150397804,0.492441844718527,0.27297728342237476,8.20579176337002e-07,0.00020172107153871725,0.00270705604351791,3.020678032740048
1600,0.00011235956346097604,0.48470929193565765,0.30575322645202985,1.5721200385947452e-06,0.00012126520197450219,0.0013483216502579586,2.932060277102894
1700,0.00011489011957028151,0.5167443191558649,0.300121087507177,2.3412980952805444e-06,0.00018585531691497884,0.002759983200856799,3.2501729469425764
1800,9.247890081691346e-05,0.5828209918070768,0.3524651619458493,2.856973279507943e-06,0.0001273142021653932,0.005878374436473663,3.311029970602262
1900,8.746800590919219e-05,0.6116816991823003,0.35706350668825687,2.2663295473906134e-06,0.00028552663445786513,0.003246406159690956,3.619652280330367
2000,7.830339891691995e-05,0.5858942457692923,0.36747940273346696,3.2539795847816337e-06,0.00023478763617089805,0.004137381515418394,3.7040205223282237
2100,8.21750033563401e-05,0.6604869193857908,0.42834254573690533,3.966002389896601e-06,0.00027748937051334446,0.007218654996584363,4.036554233359856
2200,6.923392710377909e-05,0.6502692145904343,0.42933122912729604,4.0973730236027495e-06,0.00040182392889513143,0.0072484882920728425,3.995742796562388
2300,0.00011102952603230704,0.7083216705845431,0.4507471230063645,3.5814445511513958e-06,0.0004178246505840382,0.009694897003480757,4.316339305265495
2400,7.234615986829714e-05,0.7351477592366957,0.49652382941993983,4.02646260931455e-06,0.00039750435123222784,0.008103279816459748,4.375939577886829
2500,6.365069466178827e-05,0.7462767409136745,0.5262130631492411,4.765888889708688e-06,0.0005736431205641594,0.008562708183803334,4.371426379245722
2600,6.893669737632558e-05,0.7700208368371986,0.5070195913480867,5.239786399466609e-06,0.0005378114323064154,0.011242919621707082,4.505333892623067
2700,0.00010944249865616435,0.7750184754627987,0.5385696452103385,6.413509365584185e-06,0.0005744577927080275,0.012208696444724866,4.690300650472174
2800,0.00010884447945387602,0.8102326643456847,0.5765115476439403,6.867678799163534e-06,0.0006562286757241621,0.014889872913552907,4.7088501914940615
2900,8.93876922573424e-05,0.8270883702653494,0.5935111106499626,7.192893952859799e-06,0.0007228883335494575,0.013330170268615453,4.919823340295071
3000,7.088196811420516e-05,0.8819035279183033,0.6343559459769081,7.020711547842817e-06,0.0008753898556343362,0.015813055740722674,4.895830573582668
3100,4.895837104451842e-05,0.9263040096723015,0.658350793779334,8.397549928825098e-06,0.000814651656873278,0.016058311845544265,5.248032474766161
3200,0.00010143164045280534,0.9254577942825863,0.6498208965509447,8.779018938880485e-06,0.0009153149649465224,0.018878442825566687,5.221782413327247
3300,8.752528128317895e-05,0.981884329862511,0.6604324401340388,9.049896592283186e-06,0.0010156601939910088,0.02100744301673749,5.426783940380663
3400,6.72721021828996e-05,0.937927021794462,0.7388070000349055,9.546417276863795e-06,0.0011058619475376645,0.022298939174687483,5.342448256789536
3500,4.583591912635148e-05,1.0030007857425618,0.7464327816048357,1.009060923788915e-05,0.0012128643835085144,0.0248265839136502,5.276279696921098
3600,5.4529263055950096e-05,1.0355552895989053,0.7418116093648459,1.0954485245448488e-05,0.0012662631733517168,0.025680448756107463,5.4461301879576425
3700,8.093440180915819e-05,1.0489108182937454,0.7786063664199339,1.226392887591945e-05,0.0013258666374629708,0.027520608560795967,5.640105161136566
3800,6.911382407068441e-05,1.0484556688360434,0.8308541623659027,1.30892410169151e-05,0.0014511527925018845,0.029788364399120415,5.51583619881159
3900,4.3300002380584386e-05,1.1390642800787507,0.8516106833535572,1.3944772310006797e-05,0.0016768471236521313,0.034135413963997364,5.67059537706369
4000,7.610075756449045e-05,1.1423124679615047,0.8617852765940519,1.3804978499712507e-05,0.0017731034655512963,0.034814708413771024,5.499324426583934
4100,6.706773494685152e-05,1.1374066635277449,0.897335944115865,1.564766568359578e-05,0.001770178202124859,0.0385863465395413,5.532221964302629
