miliseconds,s47,s48,s49,s50,s56,s60,s63,s64,s67,s71,s72,s75,s80,s81,s83,s84,s90,s91,s130,s137,s149,s153,s161,s166
0,0.002394644594959115,6.44165279071346e-05,0.0,0.0012629077353592457,0.0441254003607732,0.11487669312918906,0.00034934679679527277,0.0,0.00032388960202522107,0.00036612625886206604,0.0018242116275443494,7.29123986409736e-06,0.011921412651549515,4.5008759426315324e-05,3.778687899875547e-05,0.0006920176053055325,0.0005756754191806841,0.0011944412427617374,0.0,0.04331668655604929,-1.3820300320670647e-07,8.28122440407893e-06,0.01634594978268291,0.0018738068479826492
100,0.002864424655067723,6.422314240761893e-05,0.0,0.0013238965470781317,0.04833664405678837,0.11949882231989245,-0.0004951358212323976,0.0,0.0005599662919141559,0.011975847907764934,0.023513848986520022,0.0002193753703309115,0.011308253026083223,0.0001478189787572511,0.003483004174619796,0.0007446540748143557,0.00011370675912938294,0.0011144598514892469,0.0,0.039339015432272625,8.631792656470338e-06,-5.75137611323762e-06,0.015960187460109975,0.07235253644937147
200,0.0028593996629317268,6.435391427497415e-05,0.0,0.0012955254193430285,0.045191794018788894,0.1068078677433542,-0.00031216732771438663,0.0,0.0008141692228094326,0.025669315718967634,0.044871064493081814,0.0002155937337896814,0.03087741813121763,0.00022490029421523154,0.0047633000655531495,9.233690704618983e-05,0.00046597482900849306,-0.0006390447605227792,0.0,0.051159491380701035,-1.2826669802492417e-06,7.845170530068768e-06,0.021403386341167476,0.10210136272022781
300,0.0028538877402891844,6.327075007728005e-05,0.0,0.0012537676742720653,0.044073699552297174,0.09670339517185549,-0.0003943523439448302,0.0,0.0007452939876009634,0.038472316363615165,0.06915169148253027,0.0004915145911403299,0.055997958426137875,0.0004019997437772415,0.005673181151288691,0.00109920546803805,0.00020276580245867347,-0.0008195817609163692,0.0,0.0588474594748964,1.6989483099211584e-05,2.1092192460300546e-06,0.02604343840686055,0.12476721845495915
400,0.0028523814700639988,6.204372999633171e-05,0.0,0.0012243301206920035,0.04301931545837189,0.09259127786660784,-3.99274077351696e-05,0.0,0.0010914164357417717,0.050567517454596034,0.0851515813767742,0.0006048212733719777,0.07370570545640537,0.0005835570770197716,0.00597168991801196,0.00414351010562812,0.00015267063586327803,-0.0002829533989034886,0.0,0.06465348733665684,5.4844996054769106e-05,1.8038224954130934e-05,0.029954585139679243,0.14444436805073374
500,0.002844537468978875,6.013538497386813e-05,0.0,0.001199844096926373,0.042268630441729474,0.08600218775712636,0.00021635452772492082,0.0,0.0015062159333688113,0.05591328712398514,0.1020420733715611,0.000762650795445534,0.10721816612893373,0.0007165945463099085,0.0060900273599902716,0.0048730430704204165,0.00017579899601775982,-0.0008540893599716295,0.0,0.06855318572557444,7.266781293111294e-05,-9.537358809826044e-06,0.03325840022250498,0.16226443417184447
600,0.0028372975513543553,6.103616186548025e-05,0.0,0.0011744240166595761,0.04226579369937566,0.08493576699482838,1.3983597228840836e-05,0.0,0.0015879866478393503,0.06842388762025911,0.12267665158296517,0.000899859502671689,0.11290173347367934,0.0008018920929285466,0.006245124460779486,0.004017159504511813,0.0008017100581474872,0.00023778445342946433,0.0,0.07092836699658096,0.00010591882718768579,1.6767354820887763e-05,0.03537634372473907,0.17377380704069223
700,0.002827349425149696,5.906126020257477e-05,0.0,0.0011988402835503705,0.04361149293162734,0.0817735898038661,0.0005577160368523355,0.0,0.002384101618311064,0.07841881449716691,0.13733228422529806,0.0009535001808065862,0.1473866717057658,0.0010710541747194755,0.006255963454723948,0.004334190741220159,0.000535254372408946,-0.0008338488752461302,0.0,0.07257855273342122,0.00016217479694018573,3.2884777556548545e-05,0.03787320520423429,0.18166268815483438
800,0.002814720955351131,5.971198585323245e-05,0.0,0.0011686473407109808,0.04437776619476568,0.08267874018054107,0.0004509673176472497,0.0,0.002802194793364594,0.0897525126796249,0.14656748274548823,0.0012382136299641145,0.15920082851318854,0.0010753918348226435,0.006145509695116966,0.008005471756623049,9.706373085076997e-05,0.0002050230406831866,0.0,0.07343879255113352,0.00019852498866973015,2.2529603120618844e-05,0.039615939926120336,0.18400284288823027
900,0.0027988566080549898,5.84036160062695e-05,0.0,0.0011808498274882638,0.045569044826440114,0.08236719678541293,0.0005124030195940817,0.0,0.0030559289825893184,0.10597740144451975,0.16117691402956544,0.0013397056883692174,0.1754256124547722,0.001245847490609371,0.006229174086574298,0.008463235965886603,0.0012922163767979176,0.000736409957484396,0.0,0.07370319409787213,0.00024576956027942546,5.781483061157847e-05,0.04086189848365027,0.18899814775703913
