milliseconds,s47,s48,s49,s50,s56,s60,s63,s64,s67,s71,s72,s75,s80,s81,s83,s84,s90,s91,s130,s137,s149,s153,s161,s166
0,0.00239123570778268,6.386622156802048e-05,0.0,0.0012793745125616143,0.04342000931036295,0.11511491984163516,-0.0003473962178221405,0.0,-8.70970166522723e-05,0.005893699275299875,-0.0025378512868531778,6.355235417435605e-05,-0.009953494012997723,-5.903860461451166e-05,-0.00015615688186083226,0.001419944350632979,-0.00015726654225313569,0.0006716218946197788,0.0,0.04298817763118294,-9.223520635325228e-06,-5.411988489064765e-06,0.01621578177234977,0.0009339897709507777
100,0.0028734270237817804,6.421705493516449e-05,0.0,0.001304913658007101,0.04752715641901516,0.11892336506083627,-0.0001737305852683978,0.0,-7.092783071580374e-05,0.0060400711447882805,0.024876431255982254,0.00010811966104878789,0.019559366005059,0.00015501086471062284,0.0032773699482007475,0.00036144246058809486,-0.0003973782656625624,0.0014736587783839442,0.0,0.038899348367713346,-6.160182067599822e-06,1.2843245157646071e-06,0.01594487163493478,0.07011561123440894
200,0.0028604140343842497,6.377798899489806e-05,0.0,0.0012814877305761653,0.045247885139773,0.10641205874620652,-9.418530250416617e-05,0.0,0.0006881080522860232,0.02595696497592623,0.04215374762990153,0.00037405866525660054,0.030556886055802486,0.0002996368043049263,0.004761843818142348,-0.00030426484606297147,-0.0003217409290731986,0.0005641564186110352,0.0,0.05097270153043505,5.231178570887421e-06,8.350599431088616e-06,0.021378022653237315,0.1020173781813011
300,0.002864432850895836,6.481343590128717e-05,0.0,0.0012554566678936274,0.043938507218946404,0.09820506286631131,0.0003781560476513512,0.0,0.001022367692890581,0.029650364924521857,0.0634309336475259,0.0005038873978363141,0.05524713601295076,0.00047961128204753166,0.0056664781182654885,0.0012782857863294795,-0.00024414825508679145,-0.0002476748992603902,0.0,0.058806818120473454,2.1398588650209073e-05,-8.322697003813104e-06,0.02644363669615494,0.12848034963626204
400,0.0028439935220982925,6.167458316546506e-05,0.0,0.0012435985109678935,0.04200033776005908,0.09082199609383386,0.00029823535982028955,0.0,0.0013902503642411561,0.04635616756333353,0.08301505868247251,0.0005591427982616287,0.08416473932221948,0.0005972364296992877,0.00579572366231038,0.0021194965536404193,0.00048174096098203535,-0.0005342171320722902,0.0,0.06435148863649452,4.888301570849408e-05,-1.4724479127134414e-05,0.029698730195722754,0.14778459822403292
500,0.002834671137449525,6.143435532926309e-05,0.0,0.0012326789690056154,0.04243404448627198,0.08727962857724873,0.0005036165747256662,0.0,0.001073220203320287,0.05931501140253507,0.10343728603534942,0.0006532177094256174,0.1009401742930971,0.0007173352343600915,0.006178137332269349,0.0021128797883614016,0.0007759632767856291,0.0019316656069819553,0.0,0.06826221392688316,8.441786576760904e-05,1.6610361557529205e-05,0.032991582089744356,0.16128110577420715
600,0.002838408210381824,6.0002551160232436e-05,0.0,0.0011760746353786818,0.04260816607356334,0.08509397645472458,0.00040038714721944794,0.0,0.001710335509662838,0.07153395864916715,0.11574042677534363,0.0009277669921958267,0.1328297758540304,0.0008119902881349075,0.006112712778479589,0.005862567187115524,0.00028714256860626987,0.0019609205605982012,0.0,0.07063889388314766,0.00011506343681303041,1.9904681531455136e-05,0.0353602662687383,0.17139135809230313
700,0.0028239597061421946,5.9840431534099886e-05,0.0,0.0011676989933951767,0.042712091316772866,0.08161607877659677,-5.082902108915081e-05,0.0,0.001947222543713223,0.08211361551852465,0.13150354716618368,0.0009839148371276344,0.13660542481989957,0.001042537840040818,0.006226293809019132,0.004837997493097784,0.0008762731681612024,-0.0011103645876505376,0.0,0.07209973297047348,0.0001645632858973838,6.685493624748955e-06,0.03794214009284472,0.1816698197328067
800,0.0028077059941958374,6.0285922020091816e-05,0.0,0.0011902416028085937,0.043522662794201965,0.08077269574943544,-0.00014343978194863603,0.0,0.0027292808455142595,0.09188244730577733,0.15084763240017987,0.0011352742438993783,0.16273529400997266,0.0012060607427218373,0.006148431479885062,0.005712028074231109,0.0006598796663368201,0.0010835894369447697,0.0,0.07361214313506075,0.0002080246612237941,4.025440326338428e-05,0.03962315966738277,0.18577595112571066
900,0.0027977694831753564,5.9210583572644876e-05,0.0,0.0011880885278351808,0.045300687321605214,0.08191838895770888,0.00024371302966071543,0.0,0.002893285378022479,0.10076666537951925,0.1600164508138336,0.0013058434774844713,0.1815818140120657,0.0013662387975828926,0.006419870262279545,0.007163805491256303,0.0008969833447352589,0.0009417605032539201,0.0,0.07366292616332694,0.00025344722284162825,5.1487856212528554e-05,0.04062553921158719,0.18831985893077338
1000,0.0027913591015250295,6.100001598253021e-05,0.0,0.001226806336187349,0.04565182448773289,0.08208773215368934,0.00083135682766185,0.0,0.00293888209888255,0.11123176608738485,0.17104077734200246,0.001464544403304793,0.20697245169812983,0.0013879292101532604,0.006612880743018863,0.01064644888658411,0.001493143589176093,0.00046455021639023276,0.0,0.07408892291360089,0.00028913025379614053,8.659435098435564e-05,0.04166013910181919,0.18782899186926003
1100,0.0027733545988161278,6.161426429402725e-05,0.0,0.0012579486460369373,0.04699568881987501,0.08080183325770117,0.0006676555562658718,0.0,0.0035806708189276147,0.1176242500219245,0.1801606647484672,0.0015544728333107601,0.21726860869979897,0.0016108353623845724,0.006735533159326814,0.00929328306359086,0.0015799038042812927,-0.0005125333914577404,0.0,0.07415506519653971,0.0003423525837696862,0.00010585757418013338,0.04273812060379841,0.18650233740405123
1200,0.0027611031716508563,6.22529308456791e-05,0.0,0.0012460933575005311,0.04950490359259504,0.08160079621826725,0.0005669869840735682,0.0,0.004027432551877938,0.1271627142782906,0.19484393737561576,0.0016816511087763078,0.2356037788066524,0.0016941364935050775,0.007049684947148298,0.011354289566455263,0.0011409118269041483,0.0024805435370198314,0.0,0.07358283501132418,0.00037671462842897644,0.0001349180572952205,0.04355732663921634,0.18551982831658695
1300,0.0027522626203029285,6.379415932120755e-05,0.0,0.0013030662338194745,0.050164828471283236,0.08450570409158885,0.000996394587794031,0.0,0.004816572076132921,0.13769145294280521,0.2057410781447415,0.001843030307724035,0.2463471177954768,0.0019001721849403672,0.007191168818561108,0.012549884782260164,0.0023416426994185796,0.0011391022880725419,0.0,0.07282822344499128,0.0004041731030521703,0.00016308000728064925,0.04361672902069677,0.18006141379122684
1400,0.0027382376111715913,6.648096254943885e-05,0.0,0.0013213213701659928,0.05173666905454699,0.08603110254351708,0.0012932912768195953,0.0,0.0048548303370456215,0.15355863261493788,0.2082498406330951,0.0018779362532081415,0.2640506306477518,0.0019193836858123208,0.007311410626384548,0.014316684901654832,0.002081980170310334,0.003637085744239124,0.0,0.07173969967909194,0.0004317135191087197,0.00018855254818418653,0.04400766605572663,0.17502252312628958
1500,0.0027274349634526457,6.691974120256372e-05,0.0,0.0013752135513666,0.05393906237016072,0.0869056491013457,0.0016442581101753096,0.0,0.005495923762169395,0.1673935681340578,0.22012762001548772,0.002104255689285302,0.3000956769330645,0.00204478050636431,0.007679321373059854,0.015562004638200354,0.0024713171468120046,0.004131261204946241,0.0,0.0714581238452921,0.00047141445413588794,0.00022146569008541994,0.0439148713440749,0.17179742386927008
1600,0.0027216540642267207,7.122309358568985e-05,0.0,0.001432390588874052,0.055906758151225505,0.08719084737049783,0.002283755728302274,0.0,0.006038131828196987,0.17560919122830573,0.23018101948822606,0.0022797091480909297,0.30753167615853444,0.0022460756030239087,0.007864939498985172,0.019647965351691467,0.0026216716836535586,0.004769869336661531,0.0,0.06984124660069223,0.000491894769329086,0.00022581179274392348,0.04365558152867387,0.16556384020868964
1700,0.0027170827135232817,7.185965053625353e-05,0.0,0.0014775879067076504,0.05685588364340341,0.09108374953303214,0.002227073092741003,0.0,0.006025682503350227,0.18601610654283068,0.23052135635728419,0.0023944915158613544,0.31707012957378855,0.0023347642360366425,0.008262196375283321,0.020378001067316014,0.003106653671282337,0.0028355248001906254,0.0,0.0689076020206245,0.000494403768014148,0.0002729744487142807,0.043582277134331666,0.1573872876172178
1800,0.002692516253602307,7.551999663867527e-05,0.0,0.0015203656886255946,0.05957684878253001,0.09227780113705308,0.002694868763724793,0.0,0.006664474971970519,0.18787366746947004,0.24028773483950527,0.0025010644665926928,0.33588586060407266,0.0024245066545439493,0.008597885318752748,0.0212042855813168,0.004773008202521726,0.004160448089596241,0.0,0.06803028824724679,0.0005039570008393057,0.00028758541881803665,0.04357583706831551,0.15115994859635784
1900,0.002682286834855138,7.675787569645458e-05,0.0,0.0015690874758845993,0.06082600317659811,0.09348828194827112,0.004073622431473542,0.0,0.006873903845848489,0.2014825545693523,0.2453704791966771,0.0025600214400925045,0.3668811156963257,0.002525553443306576,0.009012862026947057,0.022319652981701278,0.004810125352246172,0.0034941297421338816,0.0,0.06697476272283825,0.0005190717302161518,0.00031916751143176345,0.04257961834398555,0.14813043183552202
2000,0.0026769165889714256,8.058353867692632e-05,0.0,0.0016472041791999153,0.06263954724315414,0.09843719991105224,0.0038487827807733824,0.0,0.007620451970680622,0.2166915517077667,0.24652632186737394,0.0026812068255497854,0.3859944131460176,0.002750526021676979,0.009256893195569644,0.024959897085516058,0.005055190578298464,0.004832909759172935,0.0,0.06557238605586138,0.000522981185052616,0.00032913187823971547,0.04266317799095561,0.14254707292806754
2100,0.0026583501264010084,8.285449607360066e-05,0.0,0.0017187921744273116,0.06458240540227442,0.09874166713879809,0.00442081600699557,0.0,0.008371331474505932,0.21516100855375284,0.2514004283983258,0.002798697863819755,0.39066996856527064,0.0027663120409878823,0.00944841945308344,0.02662285142155482,0.006449981623668319,0.008651200325833545,0.0,0.06446109851153507,0.0005397899659291718,0.00036734874246764453,0.04151333141986654,0.1337093427837981
2200,0.002657571252089085,8.601204629615924e-05,0.0,0.0017705140188790025,0.06593056810389711,0.10078576765870938,0.005689705056896856,0.0,0.008800462541826756,0.22809956630392333,0.25259304075514116,0.0030320059749150384,0.41296549343383193,0.0029910826484896265,0.009942314178435541,0.0296206273097982,0.006409027223999484,0.007651393269459369,0.0,0.06409584034932728,0.000539869296996619,0.00037591652360401703,0.041275989468296255,0.13064389946517682
2300,0.0026439063595549736,8.928230000619772e-05,0.0,0.0018264536696215219,0.06740993803579229,0.10405053124783803,0.0057389903096051,0.0,0.009388609394659483,0.23195128695230666,0.259156525692417,0.003023314480290942,0.4340876470818653,0.0031500029887179155,0.010119282498031608,0.031421936804113565,0.008244304253202602,0.009565144915003545,0.0,0.06260712593645715,0.0005470429510117502,0.00041197886923208786,0.04077487460352744,0.1269226016597713
2400,0.002625558278228692,9.134757439555199e-05,0.0,0.0018765932689604845,0.06931092217526925,0.10763017502595561,0.006831571265111071,0.0,0.009334540914131575,0.24457110877685878,0.2623306646068654,0.003138034520052311,0.43498019064103866,0.003225308606037744,0.010414651826004106,0.03439325976796861,0.008071535126550095,0.01290852559762995,0.0,0.06189145667136063,0.0005565576739695236,0.0004252996330919528,0.0398067218929964,0.12196733082857428
2500,0.002621508923505234,9.552845092296673e-05,0.0,0.0019318144618262498,0.07049447384432848,0.10831561147289095,0.007530933142228366,0.0,0.01033996042058746,0.2574653105586449,0.2623673587365385,0.0032994351088233577,0.47347871232591354,0.003269217596242669,0.010753789755865752,0.03671294124655883,0.009523257358535089,0.014426385469802017,0.0,0.06141777154043376,0.000545927605384862,0.00046051027090850295,0.039652658889501674,0.1177683800824663
2600,0.0025960816019720517,9.812664554358468e-05,0.0,0.0019665745001634593,0.07122607433542497,0.11110420876685148,0.007709695848248729,0.0,0.010237727190996602,0.25926610661084293,0.26698114535847534,0.003364065836476136,0.4730381263959764,0.0034759462798142162,0.011303454093610714,0.0390188852198703,0.010578899934935368,0.015735311979943847,0.0,0.061107117895784005,0.0005558648908095505,0.0004605707939570204,0.03872855538988033,0.11508876341348998
2700,0.0025836690334894606,0.00010034375882357067,0.0,0.0020215443570159486,0.07244764074449078,0.11369934627346501,0.008073271705739463,0.0,0.01100266995833396,0.2700174787645621,0.264740120048002,0.0034781500612347744,0.5015441709757359,0.003518737854510067,0.011473219662211844,0.03982396433545871,0.011215967694984806,0.01894874103749676,0.0,0.05991430756703565,0.0005489295069456268,0.00048545082055941865,0.03810276125278215,0.1091456336721705
2800,0.0025815095234274234,0.00010112360669267089,0.0,0.002067946554399016,0.07371268396275327,0.11686096620794965,0.009613376075049071,0.0,0.011419892281411664,0.2832206469172454,0.2693752309043354,0.0037417878209586495,0.5071779945340624,0.003600603984750868,0.011809670807720966,0.04419582195020328,0.01206137907433015,0.01938699473150301,0.0,0.05981087346779466,0.0005570440408957442,0.0005170684946274281,0.03743987456349522,0.10785804218801408
2900,0.0025734905676624937,0.00010369848003313475,0.0,0.002106804490107801,0.0739139700662086,0.11900657207312772,0.010013564399278965,0.0,0.012230625814129125,0.29050026366832615,0.2727592135268411,0.0037363289296429526,0.5349313552284668,0.0037399175679532293,0.012011852866431402,0.04463728504953471,0.013836587312122268,0.020765416893415142,0.0,0.0590753179634232,0.0005713523080914201,0.0005205326632743012,0.03733051370820221,0.10666420118056487
3000,0.0025628575940156895,0.0001064539046725539,0.0,0.0021640081162473263,0.07523049051279723,0.12068971969204345,0.010352478046642938,0.0,0.012883836856693368,0.2943394341197402,0.27591407598575757,0.0038245493717008047,0.5508906136027724,0.0038369774812439957,0.01203486373860602,0.04953208570145935,0.014302262758408003,0.02380256861975085,0.0,0.0594830476523019,0.0005585560355868293,0.0005613276770673574,0.03643416088957144,0.10323637801789
3100,0.0025515762926587512,0.00010757047274835336,0.0,0.0021877882177472135,0.07622747324637533,0.12373337001166043,0.011802052594464667,0.0,0.013011576386210966,0.3070808422969591,0.27522143863982657,0.00401002640247073,0.5521389017597356,0.0040524581688396715,0.01232251697424536,0.04926302533260829,0.015969547199737918,0.02674923724908958,0.0,0.05859510591728891,0.0005726895815556699,0.0005706591437200206,0.03603217140060173,0.09991484934370083
3200,0.0025335305321275248,0.00011008130490963617,0.0,0.0022036017208523413,0.07639451399175323,0.12676562359133317,0.012263174385904891,0.0,0.013542591331818711,0.3081683245863781,0.2746366016360841,0.004053553719518108,0.5632759364301406,0.004119528954018098,0.012440278315908661,0.053813166878130474,0.01718301924720994,0.030705046548654937,0.0,0.05849994285895441,0.0005844939955253705,0.0005872877032429668,0.035789887415961674,0.0987384882571023
