milliseconds,N_Tumour,T_H,T_C
0,0.010165520699785758,0.5966314460278499,4.559215246044495
100,0.010580170210008006,0.6589522783751787,4.46315434445741
200,0.011108935264042271,0.7131813760471477,4.628620856499749
300,0.011393794554688062,0.7852120548463758,4.635903797414096
400,0.011772619289867794,0.8535692796545341,4.733873052238265
500,0.011284460338789494,0.9309917336839262,4.837928102883656
600,0.01087862992069205,1.007659168040255,5.033494768610858
700,0.00989541852012532,1.0773548362016083,5.239771203892602
800,0.008709273121431898,1.1403588383462246,5.488125246782677
900,0.007356622989831121,1.1748126845501818,5.838945016218749
1000,0.005953312772440154,1.1991101676305804,6.128671876227959
1100,0.00440309872364235,1.184260017066044,6.479588269481702
1200,0.0028853062589841634,1.1774571644530847,6.8065582136957214
1300,0.001996961475854166,1.1498995599521353,7.0699608884653555
1400,0.0012784717720751425,1.1051879817966126,7.376154104126977
1500,0.0005831129858899268,1.0565462738069382,7.576680528662455
1600,0.00017353053857826112,0.9999617519959919,7.878567596293486
1700,0.00013523128574111413,0.9734733469613033,7.973580454100169
1800,5.119982454405975e-05,0.9234461440612832,8.205345225214819
1900,-0.0001251712736654051,0.8751210540819907,8.336056850527719
2000,9.996051515009837e-05,0.8394224801648319,8.398243011690502
2100,-0.00019486425681386195,0.8092790581004008,8.36468493501498
2200,-6.145332346127107e-05,0.772365959420195,8.488398760508773
2300,0.00017396029210373014,0.7494697417814017,8.40284440748254
2400,-2.8072459070922408e-05,0.724742339697964,8.440264012956899
2500,-0.00017469835995434868,0.698077780766558,8.420389413554197
2600,0.00014225503585264573,0.6985196766014286,8.341387434630237
2700,4.2505632034945905e-05,0.6668949065434788,8.307860557825453
2800,-0.00015387471436747007,0.6445069982413808,8.200589935200272
2900,0.00018556209814657416,0.6457136421013533,8.174974869603718
3000,5.766122476497687e-05,0.6300269026398191,7.959690535963163
3100,-6.575263203915776e-05,0.6222383032340606,7.956779267867638
3200,4.110533758967277e-05,0.6031216177453478,7.829964389343511
3300,-3.096775167799105e-05,0.592318274795712,7.692108993527826
3400,-9.28786659270939e-05,0.578798025422069,7.547308605530853
3500,0.00014768505215999035,0.5701173906725444,7.500877813166156
3600,0.00010936950844081971,0.5584268690912073,7.344380098493065
3700,1.4514314299963695e-05,0.5579376610062715,7.239067514660895
3800,-0.00016012110515357914,0.5682874390024478,7.142914234866584
3900,0.00011106568117768195,0.5404954575305341,6.9544640988505195
4000,8.149913574550133e-05,0.5518470640414662,6.852991952401663
4100,-9.632300833714936e-05,0.536067617595967,6.7808601367089425
4200,0.00010564731183415087,0.538011157989266,6.63608482914645
4300,-1.360440983061001e-05,0.5330044380063247,6.618692194861097
4400,-4.693123342435454e-05,0.5268151799442798,6.502800417955193
4500,-0.00020603577330991318,0.5322570377836134,6.395169958246731
4600,-0.00014710606749131715,0.5157333604683109,6.25182740045851
4700,-4.963664095056761e-05,0.5322435107767373,6.208169863519676
4800,3.532834974262766e-05,0.5214036815818291,6.125361677949638
4900,0.00011540234536966546,0.5147522672556418,5.923768888837552
5000,-7.399370410022937e-05,0.5266225886688933,5.922045123697171
