miliseconds,x0,x1,y0,y1,a,s
0,10100.005706176447,38387398050.82162,7.106961814086476e-06,57.457914076052646,698.9118101713153,3.6100066074879544
100,10099.993819653755,40467696236.215355,4.3831931489379277e-05,239.33759956588787,723.1975165686288,3.6096587996807794
200,10099.97774743171,40488406776.45084,0.00018782658787854127,689.5900969368136,723.393700580797,3.6094601723625
300,10099.949056389622,40487483906.35948,0.00024973155210224597,657.7749234071705,723.2105326286872,3.6092594661817134
400,10099.938386701866,40489750926.4149,0.0003387378999408579,1355.6313803672106,723.2982314978119,3.609123141525134
500,10099.929830319927,40483649581.21642,0.0003247603282151049,1528.7309827738868,723.3284727747812,3.609025292021413
600,10099.89897309876,40479744127.63891,0.00041536627828524697,1793.6644091049147,723.4656240445983,3.6089299770882155
700,10099.877540551906,40488336845.61755,0.0004910643699861955,2203.8092184742877,723.5227580362935,3.608865142479794
800,10099.880977102206,40465669968.588394,0.0006234897419003275,2252.39131284503,723.402774223629,3.6087807803872294
900,10099.856935497763,40467102929.48602,0.0006285328844686972,2672.535720082635,723.3552988257098,3.6087454716393057
1000,10099.849153446528,40467848619.385185,0.0006789619662623524,3052.0680624261418,723.3997607580586,3.608690850908874
1100,10099.812463000042,40471314415.04101,0.0007649453182877008,3044.939693633981,723.5190311223412,3.6086636714177387
1200,10099.795318712591,40467456802.70629,0.0008475769096733648,3661.2963723749854,723.4307740548591,3.6086500598359286
1300,10099.795331032925,40488958824.59011,0.0009185988668433433,3854.462293005234,723.5042662775026,3.60862220287726
1400,10099.762023822357,40472071341.5072,0.0010363448947341787,4156.899631636764,723.5488958796403,3.608595491682016
1500,10099.767278600602,40490218316.87756,0.0010998182349021242,4174.842067785312,723.3967738692862,3.608581842633668
1600,10099.729249727698,40486091900.03449,0.0011989493660432412,4571.396075255155,723.5063483099198,3.608570331876373
1700,10099.71986426709,40464544924.614586,0.0012686606917231402,4966.852975211122,723.6133240185801,3.6085753168664456
1800,10099.701704877943,40477575941.98365,0.0012635699245170532,5113.899677190793,723.3559966092299,3.6085672383424807
1900,10099.689645600896,40486727159.39655,0.001398018219561268,5681.380319747282,723.4089006670367,3.608554166583387
2000,10099.676198172543,40491233520.6894,0.0014469733837837587,5846.8588815196135,723.4345413729512,3.6085408309934803
2100,10099.651383237071,40474978559.74045,0.0015687549761738296,6287.2205033998625,723.6379249264338,3.608552937471345
2200,10099.633235334612,40476607089.334984,0.0015812167727549088,6616.6447853418695,723.4237391501301,3.6085500747988326
2300,10099.632603630369,40462731627.656975,0.00171803970636535,6730.728124400142,723.5612030907918,3.608536639303566
2400,10099.612575173347,40478262116.26877,0.0017778340684779213,6949.797372292659,723.47972157813,3.60854945236279
2500,10099.59811624182,40471846687.05373,0.0018365294608393911,7194.607033144237,723.3669076443797,3.6085252555726317
2600,10099.576844935327,40486005353.79326,0.0018764294240706917,7594.479236593782,723.6576912466417,3.6085375547861216
2700,10099.549002854266,40475060557.218994,0.001997841177081588,7929.620586651746,723.5734180472599,3.608540270449679
2800,10099.537405064782,40464911363.13928,0.00201723328786653,8316.506961416595,723.4801214473789,3.60852279670607
2900,10099.534068407851,40467642813.876305,0.002097048990191007,8673.769864795451,723.4128990336188,3.6085360561705673
3000,10099.507213528866,40488679917.07519,0.002185274803825723,8778.075001631689,723.344704661069,3.6085385146552125
3100,10099.506964658067,40480303107.34157,0.0023042471586267746,9107.45197360043,723.4348161554867,3.608521134599581
3200,10099.488381025481,40481944911.720795,0.002288812294875836,9542.511937590638,723.3286400376121,3.608526456627432
3300,10099.463762291687,40486272744.58788,0.0023555624532967034,9512.581080773041,723.3627385916018,3.6085236622475527
3400,10099.454793540752,40471990222.792114,0.0025283240228800765,9755.612202743749,723.3821716793796,3.608522553188326
3500,10099.437636961407,40464464432.53371,0.002558498843384105,10103.299955556118,723.4530472737251,3.6085088440843514
3600,10099.42111833095,40473176270.10936,0.0026675803311406988,10419.424160887238,723.5879347285866,3.608526981932196
3700,10099.390683383144,40463280662.869255,0.0027124094065310565,10804.468097945544,723.5736791221057,3.6085227925105423
3800,10099.380229324413,40464455291.38018,0.002789984266274046,11156.087263402807,723.3417237699732,3.6085206457809065
3900,10099.372542243103,40487469662.87583,0.0028217452602687515,11415.916733083799,723.4825970349957,3.6085060851003985
4000,10099.345291651081,40485887955.10255,0.002879513900717153,11478.676819854592,723.6463698478522,3.6085316326254495
4100,10099.327346963522,40472103808.432014,0.002973531571684211,11885.078074738714,723.5049253045288,3.6085087060493217
4200,10099.317390281938,40473994346.59519,0.003023994813189453,12310.75173256447,723.624161943952,3.6085313105874985
4300,10099.295641429828,40476591147.01745,0.0031104702941792024,12519.56356255838,723.3420631134233,3.608505051873732
4400,10099.29207431451,40484628508.10312,0.003216817497930165,13039.38431332499,723.3926006744765,3.6085199048599623
4500,10099.278061330158,40465798769.216545,0.0033047949974212756,13053.020640626606,723.4980821355176,3.608505828271094
4600,10099.259680150477,40489093892.93691,0.003388931930345066,13228.0616929151,723.5906594085071,3.6085320979060977
4700,10099.243826964725,40473879516.98024,0.0034525258494175226,13877.74933394602,723.3997894414546,3.608529868815905
4800,10099.207664737303,40469593527.17361,0.0034645255235108683,14243.684330565864,723.458448181205,3.608519143691707
4900,10099.195302632177,40474961398.09449,0.003536644509134225,14171.317590643643,723.618110847614,3.6085231753879956
5000,10099.189947086265,40479438183.74801,0.0036607561502634235,14731.72183785356,723.4522925725935,3.6085276538416875
