miliseconds,x0,x1,y0,y1,a,s
0,10099.994808071306,38401721088.82494,-1.3433575513481672e-05,-114.89570118791303,699.0300227479888,3.6100091525955444
100,10099.993000478915,40464801565.19342,0.00010263209046015857,370.9231735683361,723.2144618227777,3.609643095803152
200,10099.970453239775,40479939235.34979,0.00011595029029930894,578.8648841481178,723.3551027673105,3.6094306770886426
300,10099.953259604472,40464577558.03557,0.0002177955981748441,845.0362599695997,723.2191859104166,3.609259246448984
400,10099.930182098666,40469460702.53091,0.00032123486991608334,1004.3746410792334,723.3052605471435,3.60913363371363
500,10099.929203517991,40469051745.91219,0.0003998757276372311,1382.6561717428028,723.5091355270083,3.6090242524351126
600,10099.910794410394,40470420180.615776,0.0003850789501456026,1641.153277229181,723.3752830358053,3.608938593527188
700,10099.882605482611,40464969949.89496,0.0005011100759343376,2201.2363458510513,723.3422195031867,3.60886644110603
800,10099.871123569197,40468658974.72994,0.0005667004837768609,2404.082774919893,723.3230070046376,3.608782461244847
900,10099.862118909423,40483164989.96489,0.0006822359206516164,2507.1956391150047,723.6147491967195,3.6087399483600717
1000,10099.841818160521,40480717847.35875,0.0007721722903482909,2915.598648130131,723.5052467231695,3.608705276561329
1100,10099.825763663186,40471228338.0075,0.0008036554056201626,3393.6451652412543,723.612596415846,3.608679290213622
1200,10099.795572453493,40476936202.308105,0.0008816878814109271,3282.3343445187134,723.6157983024575,3.608639090675804
1300,10099.779717216488,40467795922.28837,0.0009646641089798135,3758.751984566352,723.3757709829155,3.6086209381015006
1400,10099.774434033452,40479174369.72645,0.0009763549233437552,4249.058079861588,723.642037490895,3.6085954523962447
1500,10099.75302011313,40472070919.351715,0.0011057242726528955,4523.771001312148,723.5913032972148,3.6085970749970193
1600,10099.742511343802,40481290579.47194,0.001169757617373471,4753.746114869743,723.5051921330535,3.608567688768625
1700,10099.714043217793,40481123286.718185,0.0012544769827605004,5077.2068681704495,723.408599457263,3.6085719917082315
1800,10099.699878894602,40474589553.88788,0.0013515954024137476,5289.882657535406,723.5035635055043,3.6085732888006103
1900,10099.688876427532,40470343742.340775,0.0013817945457394063,5725.833806875456,723.6459532635514,3.608561448228841
2000,10099.663579610526,40476248649.16316,0.0014996376291776681,5631.769252284821,723.5724147547832,3.608549132854903
2100,10099.656632256978,40485687424.46419,0.001571162841997326,6294.505932110871,723.5919342126545,3.6085566300668375
2200,10099.649245696668,40469799581.61892,0.001576795698136056,6388.038443102243,723.4395087185667,3.608536490305028
2300,10099.632834369126,40477507751.342476,0.0016341102620881197,6750.311747121259,723.4083283670218,3.6085470978010115
2400,10099.60914016089,40486201946.73304,0.00176585125358486,7024.034169761883,723.4478830043756,3.608535500479527
2500,10099.60509255912,40479984633.03791,0.0018305179667118567,7188.799896287319,723.56420185162,3.60854692463002
2600,10099.569212827359,40485342217.11826,0.0018919820653881649,7640.973446507315,723.450568231863,3.608530560824846
2700,10099.554751131524,40471113570.827545,0.0020064604818950615,7983.930150394126,723.3657402416165,3.608535067765208
2800,10099.540460540755,40468112624.60142,0.002066136069112487,8359.468154849645,723.4070917160592,3.608517267960302
2900,10099.52570573606,40471468609.35194,0.002125476037459687,8304.28592550952,723.4885252523187,3.608519070415129
3000,10099.520271531084,40462361895.76106,0.002173686559358115,8842.46549454277,723.527329648002,3.608537058456744
3100,10099.493394893292,40481009346.46867,0.002231112178571871,9101.78929695992,723.4089790456667,3.608518314483219
3200,10099.4865581753,40490202358.969604,0.002346355263797238,9217.743805023008,723.4808282866101,3.6085066299804267
3300,10099.45234078958,40472414537.11688,0.0023684150789702986,9800.628362906786,723.4041869539565,3.6085205592471525
3400,10099.43948722106,40480287662.5419,0.0025223560101036717,9902.236768183016,723.3653150078846,3.608534902655953
3500,10099.435275308258,40486548315.9518,0.0025106307869416137,10432.779714061344,723.4943778962135,3.60852625928719
3600,10099.413568348285,40480010940.20501,0.002606031173717747,10442.064719045567,723.41071095846,3.608511898533928
3700,10099.39083782297,40475820492.59647,0.002662177668726207,10666.135063968859,723.5581703140451,3.6085102360057055
3800,10099.390389626895,40461446674.0623,0.0027982199032146487,11198.497478623663,723.5721981599519,3.6085190879213447
3900,10099.354119079895,40463757888.389565,0.002799863883524855,11475.294451091937,723.3698388894644,3.6085104141709934
4000,10099.344227511805,40472678729.16786,0.0028786798402025584,11794.161189166385,723.4752347478867,3.608508834702656
4100,10099.320549885195,40472698272.77183,0.0030207824427625337,11876.332452353032,723.3954972588872,3.6085060946759873
4200,10099.324102352108,40482474364.75613,0.003086990761798578,12466.461616739714,723.4825698295024,3.6085268547985216
4300,10099.287777524109,40486117984.49242,0.003122159816310118,12616.125764137903,723.5889517551111,3.608533940846667
4400,10099.27249086975,40479135677.23149,0.0032098672426680843,12656.512300265362,723.4656709944717,3.6085139976293723
4500,10099.271074849014,40487462374.93949,0.003326875033236459,13196.12319773167,723.4973313998572,3.6085117879136877
4600,10099.258070888753,40486228971.36846,0.0033172447140055665,13312.519727526413,723.4968260353888,3.608513409590528
4700,10099.237210895732,40475736359.55017,0.003417527145509842,13940.79409605791,723.4241832604529,3.6085181663743984
4800,10099.225328663604,40485274029.82555,0.0035139341356451312,14139.633919338194,723.3351728624608,3.60853538989835
4900,10099.19699926487,40477619295.19522,0.0035848634759253067,14382.824230069315,723.5483858334193,3.608532391122307
5000,10099.190014300753,40461953364.14976,0.0035999515465121893,14596.752059865677,723.5210440460016,3.608507696976153
