milliseconds,x0,x1,y0,y1,a,s
0,10099.996735533083,38390501886.97661,1.7387463045251787e-06,10.38869942535209,698.8766210610912,3.609987430897408
100,10099.994948802534,40480903193.679214,6.4135464139037e-05,418.9231757695476,723.4116629636287,3.609649116538877
200,10099.976977603195,40463840173.17289,0.00013009499922973883,760.7444731144074,723.2178390286994,3.6094315963616594
300,10099.949917218935,40469461489.82645,0.0001939939647727123,812.9167613812507,723.4792463833425,3.609287169235501
400,10099.932770655909,40490131669.74771,0.00032102157464678307,1179.590821462211,723.529360392471,3.609122259625999
500,10099.915391201213,40488967524.68685,0.00033019516761382986,1495.8593701001892,723.3910404697792,3.6090073798775753
600,10099.903201948155,40479092306.693726,0.0003903276548718563,1860.235881369519,723.3243817540849,3.6089199754362533
700,10099.896898665458,40483362463.2264,0.0005641857604685341,2158.957357310498,723.4678743208395,3.6088517327938754
800,10099.860325191199,40480590653.36593,0.00055767076882197,2200.583807751975,723.3998709143027,3.6087897391646258
900,10099.847402503641,40468945761.036804,0.0006153921966004222,2655.544282807969,723.3451881341856,3.6087319472096944
1000,10099.845773060953,40469950306.618225,0.0006797256576424619,2923.385270523458,723.5525000840504,3.6087185360032143
1100,10099.829859671057,40490507631.01963,0.0008128831012555964,3402.06793849112,723.4656453838313,3.6086570269155773
1200,10099.817979035905,40485058078.07101,0.0008724425511534637,3283.4510449470754,723.3930926743016,3.6086401222740467
1300,10099.801565757241,40486438909.03318,0.0009022047867664264,3770.8317559675734,723.3868128245715,3.6086345076677913
1400,10099.773343651737,40465289386.028946,0.0010739668747632633,4150.8781682250265,723.5871856895756,3.6086167237874403
1500,10099.751637649164,40470218973.499374,0.0010643267824904145,4296.1631648295925,723.5352797406522,3.608605305241747
1600,10099.732822862945,40490374242.77287,0.0012123451127862785,4509.657487055628,723.6290775147747,3.608582176426634
1700,10099.712749570712,40477256322.40975,0.0012596053431318567,4892.596888577997,723.4398242213862,3.6085760287520308
1800,10099.709870642075,40474857028.48049,0.0012736886480472658,5438.2642654196525,723.3634511597653,3.608565184398284
1900,10099.69901180099,40464980518.76746,0.0013678696985731697,5442.541333095372,723.4817041229187,3.6085676759601326
2000,10099.668635422588,40485420595.4333,0.001470942354490172,5615.879230852353,723.3415372785121,3.6085604759780097
2100,10099.655291219928,40478834147.61234,0.001562652204715736,6091.696703006648,723.3349652766464,3.6085492744035115
2200,10099.636515903674,40478681881.0798,0.0015787154404031454,6536.440865891593,723.529006720364,3.6085499075572223
2300,10099.623756886689,40470264133.79765,0.0016352820783760013,6503.5224412426915,723.6529518752719,3.608553462132787
2400,10099.616869513324,40470364526.53159,0.001710567246973678,6894.911105221734,723.4068342490757,3.608534028611002
2500,10099.595856667513,40485309692.69402,0.0017808455279977613,7219.647080699673,723.5375238990183,3.608546503745727
2600,10099.565368936663,40467863229.98798,0.0019232106150857682,7569.447131508804,723.636902081045,3.608525287955837
2700,10099.56104516093,40485097633.05766,0.0019637438581427097,7800.196805869666,723.4317550059856,3.6085147952039107
2800,10099.532469453155,40468570494.40933,0.0020078350765208837,7992.400860562589,723.5349112085604,3.6085241342757106
2900,10099.539211145295,40481263234.81416,0.0020858536486318105,8362.657364458417,723.396310307762,3.608528433728166
3000,10099.518768042284,40462960330.88248,0.00216874215920751,8800.833779570314,723.6021392211635,3.608510137310262
3100,10099.493710160772,40467365419.84842,0.002247885594439507,9227.179434060023,723.4821911486449,3.608531607300964
3200,10099.471825463741,40469310922.854965,0.0023110743752124143,9210.26740079361,723.4191247484285,3.6085148477568616
3300,10099.47006561205,40478253847.73178,0.0023661043884445386,9725.286452382155,723.3402472236629,3.608531317470834
3400,10099.45625544959,40469301239.25036,0.002440614233721536,9757.57545428324,723.3350315016176,3.608518248602788
3500,10099.422539288229,40483758847.75305,0.0025337115681719835,10383.505874877792,723.4149405706976,3.6085277000333775
3600,10099.410916444858,40471937335.15173,0.0026609983159677705,10302.57131047622,723.6353849011036,3.608503636926787
3700,10099.40094576212,40486256216.39282,0.0026837246719527415,10869.073777412399,723.3468870472378,3.608515623950678
3800,10099.380501844467,40463803558.02809,0.0027541473533971785,10914.275202022674,723.6128458943648,3.6085044816778864
3900,10099.360617642591,40480577541.67855,0.0028744414409856874,11240.78265425699,723.3495005594676,3.6085253620729754
4000,10099.343811264369,40481519731.21952,0.0029595254062235853,11760.085232236901,723.4350601154855,3.608506468302533
4100,10099.323976219961,40477416059.26106,0.0029771764296316785,12095.65153256657,723.454277737023,3.6085164637278355
4200,10099.321236522384,40480429360.29149,0.003065780130255674,12309.64229217491,723.345772639553,3.608528648570054
4300,10099.298435824674,40470213742.03079,0.0031313761805219034,12744.093863028813,723.4541231418035,3.608526678753117
4400,10099.270530598682,40477974568.68516,0.003265298107382739,13010.896648888966,723.6002724112118,3.6085191444435427
4500,10099.25892498206,40483410608.28689,0.003243794989568345,13348.036572254694,723.6218776248528,3.6085129868873853
4600,10099.251072611096,40484296852.491196,0.003331233470001425,13253.49882955162,723.5149355101094,3.6085199490386155
4700,10099.237783949187,40476590019.34861,0.003403575739411375,13894.49891939603,723.60382230713,3.608518253831401
4800,10099.220869082686,40477561958.82285,0.0035372693585892586,13856.252085473503,723.585187485689,3.608511847994125
4900,10099.195776433182,40473514169.30648,0.0036124494895486067,14264.526557787549,723.4376642650178,3.6085188275196107
5000,10099.191763649555,40465014540.42175,0.00364710838306474,14555.31981610517,723.3299974325234,3.608511414861309
