milliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mw1da111f2_a036_4392_8512_015005bdcbb7,mw9947742a_0e4b_4636_9a4b_b6eef2a8f6ac,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mwf405687b_7401_44ec_a0d6_4a2b35c13e8a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw772cbf20_3fc1_4800_ae59_77884f1ae333,mw2ba2b802_9f07_4f4d_94c6_24c8de1a95cf,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw5d764bb8_5693_4ac8_9557_f65992cc5eb0,mwedc1bc00_adf7_4144_a1c2_7dc1a9565dc2,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,0.000435628896551166,3.9,0.0874060669217432,221.06367608557,4.25350679194445,0.00109424263781451,2.38181965637876e-29,6.10439110812442e-26,-7.413309014e-29,0.388958921403941,6.59935877686372e-05,0.000976164943878914,0.438235811135574,0.00072566581144648,1.60036523605187e-05,0.765416493681823,0.777537339578333,9.22246266042168,6.08704712819469,409.775322370541,5.5896988923534,0.116343661809953,8.616193096436e-26,2.20020723250569e-29,2.03371981683734e-27,-3.077934746e-29,0.00130682388893128,0.374962692933961,8.44890497633549e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.06410682471754,0.0093481986616084,5.56973864471412,0.136303909449242,2.1587895876493e-29,2.62059686237767e-26,-1.209166949e-28,1.67920947537896e-29
100,0.00043562889655116574,3.9,0.08740606692174317,221.06367608557005,4.253506791944451,0.0010942426378145102,703.8000000000001,6.106081676307631e-26,-7.111526538555965e-29,0.38895892140394106,6.59935877686371e-05,0.0009761649438789122,0.438235811135574,0.0007256658114464798,1.6003652360518692e-05,0.765416493681823,0.7775373395783332,9.22246266042168,6.087047128194689,409.77532237054095,5.5896988923534,0.11634366180995301,8.54642061482697e-26,3.371926690909358e-29,2.654939939672549e-27,-3.5435269053350284e-29,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.06410682471754,0.0093481986616084,5.56973864471412,0.136303909449242,1.0850774980995404e-29,2.622100705778666e-26,-1.1923796781033604e-28,1.6790426252995568e-29
200,0.0004568554092466543,3.9000559837856446,0.08734773351588476,221.0636760855401,3.1955660319377954e-05,0.0010848874648375607,696.1847006641362,5.271071447892563,-6.75722616821391e-29,0.38896053625354776,6.578401914743932e-05,0.0009725524948991809,0.33726947864100043,0.0007512129129530365,1.5116930203041796e-05,0.7654150986391245,0.7775373602334176,9.2224626397666,4.29997338487319,409.77532236852295,5.589720493753411,0.11632197384480736,1.3566088321976768,0.003908935537096299,0.10173624303309536,-4.0597433032020273e-29,0.001276507133385601,0.3749736287277912,8.311039665223243e-05,0.9802630214104359,0.6106361252649369,9.389363874735057,4.874607521744784,0.009538397642941614,5.569896440825429,0.13614602677279836,0.0018600295525137863,0.7292148514178848,-1.1757816926223585e-28,0.024228579364978773
300,0.00046778595616370227,3.9001299209647904,0.08726602098597482,221.06367608430824,3.158393277422868e-05,0.001083565192643577,693.0748541681821,6.0488689678232745,-6.501557046520458e-29,0.38896612222883664,6.551211431301059e-05,0.0009688160077392556,0.22812151709671574,0.0008177606189349773,1.338103936764407e-05,0.7654097921003121,0.7775375452008317,9.222462454799185,2.6737631903515187,409.77532232900995,5.589784656125321,0.1162571412029365,2.695819405727877,0.007463057187530274,0.21327587347019245,-4.4988773339570446e-29,0.0012460681566426454,0.37500802133626127,8.162941457574717e-05,0.9802301402649285,0.6106370624301753,9.389362937569825,3.784530985148785,0.010016411051853275,5.570359011926829,0.13568278540143394,0.0028655824962031443,1.4551985882777083,-1.157028892130004e-28,0.048340671858487325
400,0.00048420164638700964,3.9002328227511978,0.0871490300092261,221.0636760751754,3.0715557902366855e-05,0.0010818265034385096,690.1945921108295,6.609166088202555,-6.316980226237857e-29,0.38897622267066356,6.519462827020413e-05,0.000964664730104934,0.1103302646724813,0.0009208339738069929,1.1112135089747971e-05,0.765399959972945,0.7775380972877076,9.222461902712306,1.2034487605476005,409.775322140905,5.589888230140055,0.11615169063886989,4.008737569699387,0.019026894887480095,0.3352131225441354,-4.8769588534214836e-29,0.0012152552745714588,0.3750648618582008,8.014007134223918e-05,0.980174440932356,0.6106396721766602,9.389360327823342,2.7869307612332683,0.010699806187141484,5.571068177992865,0.1349717427860606,0.004524263475190371,2.1764654652160917,-1.1372721857547671e-28,0.07234465573417231
500,0.0005053839379146258,3.90037558028166,0.08698387633051763,221.06367604035404,2.9641112087214337e-05,0.0010794841821387797,687.519927544451,6.975865758590271,-6.183645922495498e-29,0.38899165638452615,6.482119437216441e-05,0.000960111699983808,0.006029770719951836,0.0010608941024501236,8.215546951675642e-06,0.7653847332006131,0.7775392450161973,9.22246075498381,0.06477327664111342,409.7753216088467,5.59003388225108,0.11600220918057055,5.103502873833856,0.25258971682305376,0.4454738320842318,-5.205989130903838e-29,0.0011824116226969768,0.3751447273007068,7.855832532254791e-05,0.9800951109408955,0.6106447496754049,9.389355250324607,1.8748602442882607,0.011548266084051276,5.571998708086199,0.1340373833454386,0.007652482589023655,2.892220785733324,-1.117296425039695e-28,0.09624813207920593
600,0.0005304190583159811,3.900564575106239,0.0867617359041298,221.06367594571606,2.9559813297887698e-05,0.0010764436292764422,684.975708221654,7.224185920161796,-6.087246681461411e-29,0.3890113201183564,6.462901928418733e-05,0.0009582780725285117,0.0007556151880331825,0.001211921646753999,6.4334115318511806e-06,0.7653648933149718,0.7775412248265553,9.22245877517346,0.008042225084274678,409.7753204478007,5.590205599280005,0.1158237609323578,5.161920125125029,1.6128219152529801,0.4574893900600438,-5.495029241594913e-29,0.0011466026423469554,0.37524914815125254,7.683658810563165e-05,0.9799903446458886,0.6106530924135479,9.389346907586466,1.044192155984267,0.012542980954754986,5.573143707847602,0.13288565236474725,0.015325477768361516,3.599410952038681,-1.0976262478357457e-28,0.12005715736565534
700,0.0005584194863869379,3.9008026132351126,0.08647734214206723,221.063675736934,2.9419151008210494e-05,0.001072615435215067,682.5105437313762,7.4055508861595545,-6.017469849753835e-29,0.38903275693067085,6.451768280182298e-05,0.0009566290232044219,0.0004076896075914559,0.0013538365812356082,5.8581184162942565e-06,0.7653429256388695,0.7775441547705305,9.222455845229486,0.00428298409526485,409.77531831210814,5.5903876570593996,0.115630909852508,5.168935710967294,3.0213809553624933,0.46459695106806115,-5.750987592972478e-29,0.0011079983065662837,0.3753800345600192,7.497570974068596e-05,0.9798578882356348,0.6106655285150286,9.389334471484966,0.3135255151612806,0.013673101088003748,5.5745032682948095,0.1315152986170857,0.05345455496788116,4.272146337540626,-1.0786020787201603e-28,0.14377512133388726
800,0.000588205388548715,3.901090179957576,0.0861279248386973,221.06367533990257,2.9655921503468235e-05,0.0010680719114674407,680.1041844354219,7.540145226779903,-5.966882188288779e-29,0.3890554351189373,6.441972699226128e-05,0.000954820549241402,0.00028209711803937263,0.001487325842773127,5.671761180818895e-06,0.7653194014641826,0.7775480748661163,9.222451925133887,0.002925722455631422,409.7753148469378,5.590584243732108,0.11541812488634645,5.174049372275815,4.424120453471096,0.4714841215279831,-5.979190257167899e-29,0.0010810935907735514,0.37553530290726495,7.361135560548153e-05,0.9796987933428204,0.6106828880748073,9.38931711192518,0.024272173529724918,0.014856610006263486,5.57602097238519,0.1299813962332469,0.482607442845382,4.549880809865582,-1.0604346343750487e-28,0.16740451101894538
900,0.0006153038372041972,3.901416334099462,0.08572283603563886,221.06367466370355,3.0206802758312974e-05,0.0010629748086689612,677.7181924052732,7.66634134292714,-5.930125906180396e-29,0.389079299785799,6.431805879335593e-05,0.0009528025456278778,0.0002173346216780566,0.0016129831667341908,5.606713910719469e-06,0.7652943749999721,0.7775530104330762,9.222446989566933,0.002225749970892541,409.7753097036304,5.590799214294078,0.11518008293476757,5.178844774698808,5.8193397133041795,0.4783106175718007,-6.183794564650269e-29,0.001067623673294574,0.37570148758317906,7.296418455101737e-05,0.9795258867320705,0.6107056555524618,9.389294344447524,0.009752987461620026,0.015884874398297204,5.577494578170694,0.1284847190581314,1.1744742432269775,4.560945746122531,-1.0432439608289295e-28,0.19094666892808929
