milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,1.2962347139710352e-10,3.735228373999354e-05,1.1376227971177702e-14,8.979471054587168e-10,-3.8494946297396584e-13,1.9857362264495012e-10,2.77175755876516e-10,4.654501250775356e-12,-5.612374077406643e-11,-2.6826758474569397e-11,-2.036351432265481e-09,1.961720050759398e-10,1.850756864335569e-11,2.1317493267687758e-10,1.8593728315575376e-11,-5.232102558188879e-10,1.7197308419356724e-10,-6.507774816664332e-06,3.099420886578024e-11,6.537669585444116e-08,-2.4538176165419243e-11,3.517574744565793e-08,9.903254052226648e-11,9.995903001461133e-13,-2.41500720258383e-11,-3.9361011854297605e-11,-5.919981985207522e-10,-3.7738759372967374e-11,1.3940233017260572e-15,5.688155161289928e-14,-8.835228352203034e-15,-3.5870218031943784e-13,-3.5781124075348456e-15,7.02804649731173e-05,-7.827520003645176e-10,-1.742662772901724e-10,1.0995704222476055e-08,1.9639007693169612e-10,-4.487443055640476e-08,3.138768821763008e-08,2.2637684942805706e-10,3.087862197903277e-10,1.0096557120056257e-08,-1.4573742604183997e-07,2.2882156244561147e-09,-1.7675025682974847e-09,-4.942793162765652e-07,1.2996281910029052e-10,-4.459070096927068e-07,2.9689398704481664e-07,6.421158376547097e-06,-1.2425442740913e-10,1.2900834019876382e-10,5.912229011105552e-09,-5.837555652371012e-11,7.994506693709291e-09,1.997337126968574e-09,-1.6531774126635384e-12,-9.554697037409027e-10,8.914249784433165e-10,-1.1239792956819243e-06,1.379606822943346e-09,7.089504489028379e-10,-1.1699066637092331e-06,-4.94461765702349e-10,6.260511049738239e-07,-3.896722952433202e-08
100,-5.5451406368939223e-11,-0.0003948359297497071,6.307721042698826e-14,-7.034358506413999e-10,2.7551465897006693e-12,2.6698011134045737e-10,5.205349137569163e-10,-8.817643356724091e-12,-6.591892405122442e-11,1.9642889565631834e-10,2.9284692260208923e-09,2.4031994272006073e-11,2.380486719289973e-11,1.4423965395851517e-10,-1.0245889296389396e-11,4.694632239994716e-10,-9.058725292380525e-10,-1.4118539498452558e-06,6.691239844591188e-10,3.4422842672941e-08,2.9058872621318334e-10,-2.553215123147519e-08,1.613172228092563e-10,-4.4899399667761095e-12,1.5386955448355438e-10,1.204602945678652e-11,1.0016540029907073e-09,-5.891745693804341e-12,4.084086298525827e-14,-1.3296419535354744e-12,2.98899604233617e-15,6.375184912157832e-13,1.8323644118519212e-15,6.935985074792167e-05,-8.467483021831548e-11,-2.488791285791729e-10,1.1544507460049191e-07,-1.3087957675580408e-10,5.534804264689799e-08,-1.4027356509503824e-08,-6.109231220300148e-11,2.909297693094016e-08,1.3770214626540406e-09,-6.970858340774298e-09,1.187549875825862e-08,-2.987721913319399e-10,-4.3527808290149266e-07,-1.1062009879296416e-09,3.220790462113736e-07,-4.4574293136416176e-07,1.3457220725677447e-07,-1.4389853279248876e-10,8.780201532366253e-11,9.210264312962788e-10,-7.514536134569315e-11,2.236747406959309e-08,-3.6948939451652032e-09,-5.042240973629123e-11,7.332225892564482e-10,2.499634800777122e-09,6.599558009955099e-07,-1.7389613739044154e-09,6.113666176032295e-10,-6.615934474024145e-07,-2.953551091199062e-10,5.030658413374644e-07,7.868867005291879e-07
200,-7.618946788397462e-12,-0.000271903118504565,3.5810065315286305e-14,1.6542223494187092e-09,2.9744412861791137e-12,9.572473061176653e-11,-1.8031262560455897e-10,-1.0782636264314033e-11,8.26137529847637e-11,9.312740587708481e-11,1.8558198710953277e-09,9.625817533956448e-11,6.80171955049542e-12,-6.436105489788612e-10,1.117664571996423e-11,2.726040990028475e-10,1.6556818578532164e-10,-3.068268688912356e-06,2.7975834882218586e-10,2.559632856298725e-08,1.7353662644162308e-10,-8.241176621211127e-08,-4.8340362870297486e-11,-1.8418533942204687e-12,1.7797079958392738e-11,2.416230416935539e-12,-1.4285456303361063e-10,-3.18632350715864e-11,2.4417257926127764e-14,9.859791374028118e-13,1.9863734955807318e-14,1.8021099513642068e-13,5.350431779645036e-15,7.076864009088103e-05,2.772922519849868e-10,-2.1439427254044645e-10,1.0428597399657461e-07,-1.921955297446102e-10,-9.271299597989274e-08,1.4873634402665384e-09,-1.1399682388209476e-10,2.9253671080648835e-08,8.496975973875759e-09,-1.0388301812537733e-07,1.4229101193452341e-08,-3.0473087442155013e-10,-6.2486332450868e-08,3.164312654875719e-10,1.4088780161530282e-07,2.5714262188069e-07,4.587859557803953e-06,-4.1649820162825474e-10,2.0854091056801002e-10,-2.9117460321632376e-08,7.992150125140588e-11,7.98271982248493e-09,3.4036669125554316e-09,-2.6535677736250294e-12,5.6369808597989345e-09,8.338472585674295e-10,-9.372391366545324e-07,-1.099375760320904e-09,-8.053895341932362e-10,-1.4238345166254234e-06,3.03660798485205e-11,-8.129435561634409e-07,-1.1451676960356639e-06
300,1.6461066667348027e-10,-0.00022324090690076083,4.305177304366244e-14,1.5596153310712687e-09,2.570862994348948e-12,6.599360097680241e-10,4.4713491850537183e-10,-5.200286289457759e-12,4.5785447719922293e-10,-1.0168183016961918e-10,1.4274823338327409e-11,2.5949092379637775e-10,2.347730639284757e-12,1.9770102619012853e-10,-8.793154082659357e-12,-9.465297125500017e-11,-8.957356656367541e-10,1.928547717264075e-06,2.1618148125167776e-10,1.4888677876195692e-07,2.1015068826897114e-10,9.595215220351647e-09,9.278493087933566e-12,-9.10279888794767e-13,-6.86255027391255e-11,7.009068127763341e-11,-1.5949995674559705e-10,-2.4755907376700703e-11,-1.0214387700872626e-14,-1.1217176051524929e-13,1.2366592137476197e-14,-6.946650534387118e-13,-4.825751839100703e-15,7.028377585131823e-05,-1.0196116850385376e-09,-1.0364578314356335e-10,-1.2084474597801838e-07,1.4852185846681162e-10,6.981309996858745e-08,4.956525030456585e-09,-2.0388897561875838e-10,-1.171172888289965e-08,2.489959963580931e-09,-3.461459937065464e-08,-3.0785603703672417e-09,1.9919354963176867e-10,3.4216436200588226e-07,1.485026301777163e-09,2.6402570020941183e-07,7.106105398955228e-07,6.1656633864777444e-06,3.3251903365540835e-10,-1.4798918369691497e-10,-2.1662087365307744e-08,-1.233528779377744e-10,-2.8907720595898764e-09,5.811456157963747e-10,-8.712470520063095e-11,4.834042001618675e-09,-2.19497254045207e-09,7.255588349849174e-07,-6.723137803705825e-10,1.1361024916166165e-09,2.08957547354291e-06,-1.1071040578990315e-09,-8.368548635832539e-07,3.965720767160251e-07
400,2.542579222257415e-12,0.0002928325038663656,6.026840775545597e-15,5.511770250981336e-10,3.340950228933573e-13,8.919525928435177e-10,-2.4291924938226813e-10,-5.689931354782971e-12,3.3890760320088786e-10,6.233295914197122e-11,2.523631546424568e-10,1.7652889000608518e-10,-2.062028499345031e-11,-3.211961615720567e-10,9.837579818304268e-12,-4.633752933281862e-10,-5.063467657363965e-10,-3.9763663629811025e-06,3.1971909455364053e-10,-5.390969646159976e-09,2.4407559999228547e-11,5.8861967686250696e-08,-4.3850732677667256e-11,-2.7104549399254786e-12,-2.1566177901290644e-11,-1.3151502221341359e-11,3.440585896977849e-10,-1.8213255493081322e-12,-2.666115743823971e-14,1.5712523405542224e-12,-2.4946120190421867e-14,4.534168583433302e-13,1.9044185562468727e-16,7.045443915844549e-05,-4.91625627017674e-11,-2.2899768773272465e-12,2.424301764474809e-08,-1.4637846503789232e-10,5.021243163290408e-08,-2.0501693578949467e-08,-1.4166986217582464e-11,1.9306041429355188e-08,1.2505999160255271e-08,1.3048217802241413e-07,-9.991596259265036e-09,6.951420723942151e-10,-8.82681558963736e-07,-1.6369551851140976e-10,3.490895538991904e-07,3.968479589163564e-07,-1.5283823935543437e-06,-3.5896121538240607e-10,6.677549287684554e-11,6.544019743837964e-09,-1.3658986706683526e-10,9.01239289962179e-09,2.3740071355246917e-09,-7.390048725291815e-11,5.4484846075813676e-09,-2.5410623752606742e-09,-5.299854849138592e-07,-8.002748869193751e-10,6.045546536816796e-10,-7.030696596654024e-07,-4.542911209976257e-10,-8.420125974745285e-07,-6.405876589429839e-07
500,-1.7386233551819564e-10,-0.00025280050386866355,3.376565572863151e-14,1.0253777432474088e-09,1.2300767004511102e-12,1.5742163282732141e-09,1.827922789297619e-10,-1.8953615160133537e-12,4.4129952234857176e-11,-1.1204119763670624e-10,9.252603453543148e-10,-1.009558980726248e-12,-3.019062189799285e-12,-5.265060409065655e-10,-3.155783750920701e-12,4.1489073624629625e-10,6.594539974514051e-10,-7.1137508479458585e-06,3.14135815037615e-10,1.2708706541799986e-07,1.7645766356707962e-11,1.3932264011354847e-07,9.141027836625941e-11,-1.1893056941214633e-12,6.463269140582432e-11,5.5105965052083306e-11,-4.977301509134139e-10,-3.24765368974365e-11,-3.759389934193898e-14,7.067618657674507e-13,-3.092252387973856e-14,-5.820016465614522e-13,1.967348735808592e-15,7.034044792253528e-05,-2.385519946739126e-10,-8.291636774151692e-11,1.387715449581373e-07,1.0580856927104396e-11,6.455629012802372e-08,2.7280870098785134e-08,-1.2122992636830954e-10,2.6712710264823523e-08,5.1426518981996745e-09,-1.0110435736903348e-07,1.8179446289953964e-09,-4.303211812323489e-10,-3.8375235453040673e-07,-5.274485293433416e-11,2.699315641816213e-07,-7.748268415787015e-07,1.5367204846175887e-06,-4.0910464751646796e-10,-1.9741065379432024e-10,-4.578576827336933e-09,-6.768571839506879e-11,2.554891194936546e-08,-3.9051818978503554e-09,9.942424302335196e-11,-1.8624339849435003e-09,-1.697818397120531e-10,8.37977547963396e-07,1.6521088175800937e-10,1.2089475503138055e-09,1.937581095809004e-06,1.1743727564454434e-09,8.560034603388521e-07,7.654295761695501e-07
600,-8.012422305582841e-11,0.0002459578423330456,2.4911042500060647e-14,3.236237892860665e-12,1.112085218074177e-12,7.636709237661563e-10,4.132821713504687e-11,-1.848927722367242e-12,1.6878712476593126e-10,8.355567703021378e-11,2.964325576849821e-09,2.367789723437163e-10,-4.293425242291818e-12,1.2153309524319845e-09,1.0747659666362728e-11,-1.0535051010610304e-10,2.5673668177936877e-10,3.983501225322956e-06,3.4759059883605454e-10,1.2334041300434846e-07,1.7414177593005466e-10,4.641782637649239e-08,1.1823261897283703e-10,1.2881012231230822e-12,9.001004667297845e-11,5.0612013312254955e-11,-5.027303857082258e-10,3.4777133283664984e-11,1.6976947287289404e-14,1.3734194531584639e-12,-8.320707951062873e-15,-5.881850646656803e-13,-3.0814874035057286e-15,7.06588300030076e-05,3.519210902107851e-10,-1.0596697485310897e-10,1.9815633065305104e-09,-1.8912062988017382e-10,5.128368757196541e-08,1.7894741790892844e-08,6.740261067144206e-11,-2.4518255322616566e-08,4.530594664192955e-09,2.716237942247641e-07,2.6937348977360884e-09,-1.5506671731136546e-10,3.5064892010766824e-07,1.4106904178276341e-09,-1.819290898057362e-07,8.868232142175459e-08,-5.1805385253202315e-08,-2.9810543811081463e-10,-7.47919341240355e-11,-1.599167391735515e-08,-2.2675658643092246e-11,1.0531609052274818e-08,-2.5230479281721484e-09,-9.822660739752508e-11,3.984541909557056e-10,-9.306045845777431e-10,-1.1505264080258143e-06,2.9293437063411307e-09,-7.026149137306587e-10,-9.272708510549378e-07,8.846983183258729e-10,3.4471287011330495e-07,1.367201170672671e-07
700,-7.266701584514016e-11,0.0002949115184028401,3.534410625266781e-14,8.512311218743101e-10,2.1484979349420074e-12,-4.107982688903785e-10,-1.9595118567013664e-10,-2.139247605257259e-12,2.6077109852176203e-10,-8.775006382651751e-11,1.566382947047384e-09,8.636486336428196e-11,-1.4106580929875288e-12,8.344069926252532e-10,2.4044380833349743e-12,1.889164153589487e-10,-8.730805466512274e-11,6.357140425959622e-06,1.9740288264928618e-10,-2.5067262539995302e-08,9.645466802008895e-11,1.5003052282517642e-07,9.445034183525179e-11,-7.564190855943536e-13,3.450702214272524e-11,-3.2141602472061254e-11,-1.6702841963583948e-10,4.782992501139369e-11,-9.012874482318012e-15,5.034462383319679e-14,1.0918720261742571e-14,6.180904754284145e-13,-1.3465014414740777e-15,6.796262607305406e-05,-1.1876180244376167e-09,3.9110729169918493e-10,1.4972327710368323e-07,-1.3507519444331852e-10,-8.470334598062344e-08,-7.261375989852065e-09,3.8760575132435435e-11,-2.230151054176592e-08,-5.162331776602333e-09,1.0378299032695322e-07,-9.42903003859958e-09,-4.508743000991298e-10,-8.760139065427464e-07,3.039972045080184e-09,-2.3489324905725142e-07,8.288540250188766e-07,7.143181786016589e-06,-3.999630054410792e-10,-9.417946616375746e-11,1.4466506121484592e-08,-7.458946668720504e-11,-1.3962046428308673e-08,4.549980541509027e-09,1.22540274699242e-10,3.970203663143143e-09,3.025270028423892e-09,-4.633759663334456e-07,2.447810890482086e-09,1.228074455059689e-09,-1.5408346632508844e-06,-8.461333612728065e-10,-1.7542049011631805e-07,-1.199117765897918e-06
800,-3.132187498934609e-10,4.1559191942780734e-05,1.8126972025496433e-14,-3.3190427556016886e-10,1.2450025832274675e-12,2.0674432799351687e-09,1.7836728114360897e-10,-1.337715272818699e-12,2.580936428622555e-10,2.1157498452079452e-10,1.6153202133405909e-09,2.381082844248787e-10,1.9407334435382295e-11,-5.329328856740703e-10,-1.5542661687774945e-12,-5.274686672540948e-10,-2.595942980861525e-10,-3.348190801060595e-06,1.5943640881332726e-10,4.30251282106954e-09,1.7917009802874717e-10,3.401579306499409e-08,1.1837548524562457e-10,2.964632953321848e-13,6.347668220800435e-12,-1.0461859180392051e-11,-4.833246145738273e-10,-2.1443449242335407e-11,1.484126995173333e-15,6.937298322504495e-13,3.076570825196637e-14,1.4959299042530745e-13,2.6327189392102498e-15,6.797264411623185e-05,-7.222397403359074e-10,2.4237486061455823e-10,-4.285160015728916e-08,3.801227476290564e-10,-5.9031244981781456e-08,-5.272261454081904e-09,-3.6392362186055736e-10,-2.8555397627218697e-09,8.509610478127136e-09,3.8754812372599535e-08,1.3357382352647022e-09,2.0590162721036852e-09,3.9369939220148495e-07,-4.486804268541521e-11,-1.2113969173338866e-07,6.915663805102027e-07,3.846532924853708e-06,-3.00810307992031e-10,1.4342147988950505e-11,-9.473484047232156e-09,-6.775532255886973e-11,-1.958546723727683e-08,6.532029167991767e-10,1.3462329634569128e-10,-7.50901381947661e-10,2.397003763123722e-09,-6.979227479307055e-07,1.7878744252019788e-10,-4.4703272233786343e-10,-1.455805682099997e-06,-2.646173769634802e-10,1.6260918634945356e-07,-1.448691519710378e-06
900,-1.8703539253133899e-10,-5.578910500750938e-05,1.7843916980400376e-14,7.599802987588493e-10,2.338626172374355e-12,2.1846544582676265e-09,1.97745215930586e-10,4.931927876695953e-12,-1.534159773427512e-10,-3.663651751903645e-11,-1.430683443092029e-09,1.345537289378589e-10,-1.112538801758019e-12,-6.132485645020628e-10,-2.463467090467384e-12,5.951619488739603e-10,-9.424267251063818e-10,-2.44941928042202e-06,3.139508207245512e-10,9.799213873984791e-08,4.789126240900878e-11,1.0822825924962457e-08,-7.098311896408649e-11,1.4551428804046275e-12,-7.716180465501388e-11,-5.326675069557868e-11,3.460979666038418e-10,-1.525901325217993e-11,3.063711543059411e-14,5.049197293080322e-13,-1.7799475967746608e-14,-3.79732875942771e-13,-4.190190574839649e-15,7.038836224179632e-05,-9.760404587888168e-10,1.3792133236506357e-10,5.0883002658631274e-08,-2.1797620829510696e-10,5.8001329125084856e-08,3.8390076662699724e-08,-7.507602842315297e-11,7.191079407857522e-09,-1.097089858197856e-08,3.105520967714121e-07,1.0307250533878882e-08,4.415104563946614e-10,-7.310590001848576e-07,3.052151702589136e-09,4.085763419696933e-07,-6.781252335315939e-07,-2.177756254240186e-06,-3.8071611808236077e-10,-4.269799633350346e-11,-1.208285858835836e-08,9.316721917978735e-11,2.0945082400088985e-08,6.444598010862981e-09,-7.050818013389869e-11,5.061576693794381e-09,-1.4996094726373432e-09,1.607368375810857e-07,-1.7035926548482372e-09,1.3321974101858756e-09,1.1970311540496453e-06,1.415626019379766e-09,-3.376837887624718e-07,9.005376362238911e-07
