milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,-2.428033446668992e-10,-0.00046325124328933234,-8.075474166351332e-15,1.2969525012259786e-09,1.8351830398641666e-13,-7.302782470713166e-10,-1.9341537155902346e-10,-4.040937226498818e-12,-1.1681675508216334e-10,9.956901609577831e-11,9.556990108309625e-10,1.1927026725924176e-10,5.20851605076788e-12,-2.6429868524314084e-10,1.0071069731024061e-11,-5.946877312629624e-10,-1.206956358345375e-10,-5.690796893165016e-06,-1.5132964868743128e-10,-3.1440008401685e-08,-2.5472375789792974e-11,-7.311966523788592e-08,1.2408314162255494e-10,1.732975689353299e-13,-5.836276611949843e-11,6.180856901481252e-11,-6.060507597627836e-10,-6.332158025966416e-12,2.746267037972267e-14,-4.638892578528612e-13,-3.007317871869148e-14,6.101693629235252e-13,-2.4222660026544203e-17,6.839026567500467e-05,-5.867822567942485e-10,-4.4105055451441513e-10,8.692882833573025e-08,-3.611542446544122e-10,-8.857679858996824e-09,-6.613003021589797e-10,-1.537176790202996e-10,-1.978260844489736e-08,2.884194804684388e-09,1.396857148604295e-07,-1.1469398463310744e-08,1.3542041591305441e-09,2.982035962967135e-07,7.214808464316169e-10,4.149312570156024e-07,-2.1363854816716902e-08,3.994882576983735e-06,-2.6006351595067477e-10,4.976293507914703e-11,-2.308064721899939e-08,-7.698720632192255e-11,3.5084470543806415e-09,-2.777137657909061e-09,3.1095149190545764e-11,-4.617745795951879e-09,-6.49923630920244e-10,2.9371122855515334e-07,6.191679793162322e-10,-3.6269576948672717e-10,-2.0218672084220313e-06,1.2233787468982148e-09,-5.331130797314821e-07,-2.2452426073645954e-09
100,-2.732621223327051e-10,0.0003514547868841346,5.976450383004254e-14,2.1051264588068056e-10,2.6498861012865436e-12,-4.804069227735224e-10,1.3679875414548758e-10,-7.329788201461351e-12,2.005928616959379e-10,2.561826482513964e-11,3.1946861450003883e-09,1.491863195014774e-10,4.004667346661939e-12,-9.823308760842507e-10,1.4369829552371402e-11,6.075519309902853e-10,-1.405077248958114e-10,-4.0250051442670445e-06,4.1620946646515446e-10,-2.9794388717308382e-08,2.680281261146749e-10,-7.724196916295844e-08,1.7528265229543957e-10,-1.7112460248541316e-12,-5.863052434891654e-11,4.10691897663946e-11,5.910085339541753e-10,5.5048097474677465e-11,2.6776447334442178e-15,8.030534871462308e-13,-1.2062310655035e-14,-2.3917860183288986e-13,5.1192859032154006e-15,7.003552442768898e-05,-5.630389068054727e-10,-5.4161114113396194e-11,-1.2648604349637815e-07,-3.335188515114006e-10,-1.3880140974334293e-07,-2.302281124071402e-08,-3.207917812776885e-10,-9.129219054506255e-09,-6.626026760819448e-09,-4.74175433496347e-09,1.1101710816267357e-08,1.9986200723048585e-09,-1.3389736268731031e-07,4.946852032434665e-10,9.287029489817472e-08,-7.009058806729555e-07,-3.951837212753617e-06,-1.172930528332969e-10,-9.593188529102897e-11,2.4680161653489186e-08,1.350456672139994e-10,2.832714611803072e-09,-2.0651618650659613e-09,-1.1731894573457352e-10,1.3367055522758945e-10,-6.936209407879582e-10,-7.067606481174473e-07,2.9122026905028785e-10,6.4842629524773e-10,1.5402732173533485e-06,1.0356896003906723e-09,1.0005327711819331e-06,2.397702741374753e-07
200,-2.0544008250223305e-10,-0.00018880468185271463,4.8640000790102624e-14,-9.684607859086758e-10,1.7550974606165572e-12,1.8183544002944674e-09,-2.8897808934822556e-11,-5.897677277383126e-12,3.8787229345111305e-10,7.996991204109946e-11,3.4692992774839603e-10,1.1624288417826997e-11,-1.057876311633349e-11,1.2560863210549428e-09,2.979704680504697e-12,1.8887082156597716e-10,7.708045000152432e-10,-1.235049666701986e-06,3.5716937955997295e-10,-5.1014034042334495e-08,2.3340191476990885e-10,1.5815333671857582e-07,1.221252428575867e-10,-1.0847775312458602e-12,5.397374053433459e-11,9.5787711921731e-11,2.399183928285658e-10,-4.382205269839104e-11,1.7436625686685417e-14,-1.0593554058591632e-12,2.6478805194226357e-14,7.574162367699205e-13,1.4034499701117457e-15,6.94147327338021e-05,4.927791971983866e-10,4.3720279958634276e-10,1.0412312032298663e-07,1.7581319025675371e-10,-1.209976253311939e-07,-1.6069571151372993e-08,-4.3301011815555704e-11,2.889714590525244e-08,2.5482609057879047e-09,1.4352778266735904e-07,1.8397155728953857e-09,8.150995261688633e-10,3.060434445377079e-07,2.591730489988816e-10,1.2309552724199386e-07,-1.1820737633160147e-07,-9.733904974959365e-07,4.3705961268119254e-10,6.901311604874373e-11,3.2183493149762135e-08,7.153568623340829e-11,-4.283394078627399e-09,1.921285039705962e-09,-6.391866962530674e-11,2.927133953205592e-09,-2.638085370359331e-09,7.425112457567799e-07,1.890874069260636e-09,1.0941671127381836e-09,1.4742490337843475e-06,-1.5265468480843486e-12,6.568689571011646e-07,-1.0217532050936044e-06
300,2.0920149787356814e-10,-0.0005515108346656703,1.6260789824143922e-14,-6.04200642104699e-10,1.3329878864032869e-12,-8.043716564859049e-10,-1.3815996184820598e-10,-4.772206783218974e-12,2.1072754750294473e-10,8.546243025708008e-11,2.060414165939559e-09,7.64095432128845e-11,-1.3658138092991085e-11,5.580683731227601e-10,-2.7668444422149607e-12,-4.774181178750336e-10,-5.44321311318979e-10,-7.076982606312829e-06,1.2043478889343193e-10,9.661144209118157e-08,1.1269203511278986e-10,1.491407799929699e-07,9.905835040880482e-11,-2.0392610451864334e-12,-4.760035819166348e-11,5.926804195802433e-11,3.8552867145560785e-10,-3.6803022794018617e-11,8.721260567038889e-15,8.297972934021975e-13,-3.270219106746717e-14,2.6379666935472448e-15,3.943506297820521e-15,6.961442257847638e-05,9.935351137107138e-10,-5.42857744138738e-11,1.0409895672621439e-07,4.005007642861495e-10,-8.923707810724375e-08,2.879163665282535e-08,1.6229606858656786e-10,-1.9777716018409175e-08,6.316263122758536e-09,-9.354319931277173e-08,-4.755269456834879e-09,1.1496319025864692e-09,5.324094398934967e-07,1.1529876954773493e-09,2.5171967584683346e-08,-3.580477330187197e-07,-3.3786633945655668e-06,-1.32232857834811e-11,-4.979394955923521e-11,6.4552990250968425e-09,-1.378060332757916e-10,2.2647573277797592e-08,1.260043999736474e-09,-1.4221467827646544e-10,1.12599439114338e-09,1.9787282518286123e-09,-1.1859128413538464e-06,-4.113718210734593e-10,8.816680926283673e-11,-1.7764823366999268e-06,-4.640381358164726e-10,-7.786030531580476e-07,-6.500314690845843e-07
400,-3.343002510447424e-10,0.00011085816343226946,3.7569389988908004e-14,-6.602299224209599e-10,5.505932805505725e-13,6.419814716453945e-11,-2.775828564433659e-10,-3.7547925226496574e-12,2.6573514627117796e-10,-1.5580249296476415e-10,7.587828195802593e-10,-1.1582390392667196e-10,-2.1791978884251993e-12,-3.272310232205468e-10,6.1499194499466806e-12,2.9121790266060163e-10,6.130479222891588e-10,-3.811542154962271e-06,3.188270798534892e-10,-3.275080164630516e-08,8.574262869218383e-11,1.64551620473061e-07,6.345999049686797e-11,-1.3762664499230156e-12,1.29556753245871e-10,3.6428597682193476e-11,-1.2882872101062264e-10,-2.95361279139956e-11,1.353463309669263e-14,-1.018015271744814e-12,5.4963097680033445e-15,-1.5981694022528877e-13,-1.624291759747638e-15,7.118376985691525e-05,3.1720174497662317e-10,6.716594103028573e-11,-3.965613210944325e-08,2.050497089577578e-10,5.1977293641660313e-08,-2.0467623797868618e-08,-2.6027891622487197e-10,2.2929841923788303e-08,3.3359656723432533e-09,1.0161019977561482e-07,1.7956077507587475e-08,1.6124883959622996e-09,2.8594467530646403e-07,1.6474475251762165e-12,4.870662689608021e-07,7.019382179057067e-08,7.074048935306339e-06,1.534255075590577e-10,-2.6928172461492183e-11,2.8706543182246375e-08,1.450307888274549e-11,3.5856264403745347e-08,5.3496621498264515e-09,-1.110770993634014e-10,-1.7973911000562794e-09,-1.9659691584105455e-09,8.291135368089746e-08,-1.9104556948594087e-09,3.222788646989833e-10,1.953156009373372e-06,7.902037545363635e-10,6.440299301665145e-07,-1.3921350874095143e-06
500,-3.1597374757577087e-10,0.00020493246867323695,2.5014532260910532e-14,1.3468964153916217e-09,8.91928948368575e-13,9.444325205746315e-10,-1.078514306243149e-10,-7.079294597290682e-13,3.290265282674252e-11,-6.330493453101702e-11,2.1207542353901965e-09,-6.614794437980634e-11,-1.1662248074991298e-11,3.749616531382375e-10,9.893367823583371e-12,-9.209989654126036e-11,1.9752728275181532e-10,5.789539198744011e-06,3.55133368951525e-11,3.7715635099498305e-08,1.3922631533699761e-10,1.2419981761177668e-07,-2.4948983015706683e-11,-1.017422532368221e-12,1.275814972125308e-10,-9.01341839958148e-12,6.144400875718306e-10,8.438862536593266e-11,-2.8449025231387684e-14,4.2609530448136475e-13,-7.308120385214612e-15,-4.441206798481677e-13,-1.7732043759181673e-15,6.813309275164211e-05,7.066506261888925e-10,3.9849093397278356e-10,-5.225116875710854e-08,8.709386739631772e-11,1.0611903564840669e-07,1.1987717774472616e-08,1.8041053342192226e-10,1.646283527096363e-08,1.084560223908541e-08,9.402012311164306e-08,-9.131298185064058e-09,2.7670919784529902e-09,6.2854310264343e-07,2.713786064266755e-09,3.345302279916238e-07,5.982322569869769e-07,-1.1300268240549632e-06,-2.3832210953317406e-10,1.4942696563082054e-10,2.2541052418622628e-08,4.485744415631104e-11,-1.7602712966972442e-08,4.530492578828313e-09,1.1399956517741395e-10,-3.5323720657057706e-09,2.721555199484505e-09,-1.0044409866156251e-06,2.731004980737826e-09,2.0499373055355803e-10,-9.89001166000268e-08,-1.074015102236784e-09,-8.309678697498031e-07,-7.148053289533003e-07
600,-2.847763291854377e-10,-0.0002238585766886691,3.308370338010823e-14,1.7084853020487757e-09,1.5849701905942173e-12,1.1847985847424103e-09,-1.4209465143466183e-10,2.79957323381028e-12,-2.7107000936701882e-11,2.1795606891649642e-10,-3.1787440274884124e-10,1.3878951350693993e-10,1.5504609122285e-11,9.91826506721306e-10,-1.9985545747443982e-11,-5.185173329045317e-10,1.762206833417442e-10,-1.882607683924628e-06,2.8129434555770123e-10,1.7763832358657102e-08,3.3108757918209644e-11,1.1884390265238257e-07,1.3051754011017325e-10,1.0671755520495504e-12,-3.7008960221798947e-11,6.849355725298114e-11,-4.087475671687739e-10,6.502349838197889e-11,-6.945366747532784e-15,1.1396015188378875e-12,2.4843358902900912e-14,-2.455126318219182e-13,2.795248457328243e-15,7.134552951505511e-05,-3.466564960075326e-10,3.4513835284187593e-10,-5.1124578561207784e-09,-4.0661258728985404e-10,1.322534420927687e-07,-2.609860960064779e-09,8.861534499621551e-11,2.8924075106262165e-08,1.7317038462639732e-08,-1.7477317397090425e-09,-3.849985049132639e-09,-8.941526888488455e-11,4.506732825011032e-07,2.2464253755802844e-09,2.68646468490773e-07,-2.4494495523102495e-07,4.953646119082631e-06,-2.829470672711575e-11,-8.709667442930622e-11,-1.3401698083296636e-08,-7.315852432821306e-11,9.57158468070626e-09,2.3389989959220992e-09,-7.369585650774946e-11,6.912960492629954e-10,-3.41038712656156e-10,-1.0237749699351843e-06,3.484390147233145e-10,1.024411018152637e-09,-1.7838201956610028e-06,2.7181700104545783e-11,7.32043431246263e-07,7.90848923155592e-07
700,2.5319514184232264e-10,3.656309190608781e-05,3.916592239113564e-14,1.0695928065064442e-09,1.000911241730353e-12,-4.2882587726167215e-10,1.7601502958752237e-10,-3.940300329250472e-12,-1.5317180123569876e-10,2.4828786187000027e-12,-1.2072586768816839e-11,1.0477596324294253e-10,-5.8902587510155105e-12,-3.532455267559691e-10,-1.89479547061057e-12,2.880898096888117e-10,-8.068479090274433e-10,9.943354207327395e-07,2.960254468308709e-10,1.200572584107181e-07,7.548501354420019e-11,-6.257513760067258e-08,9.399741255501759e-11,1.0549801334893567e-12,-2.045878048349929e-12,4.696780538090804e-12,1.6172673133279066e-10,6.559308509645852e-11,-1.2492666673828989e-14,1.1438410828731763e-12,7.522573040090099e-15,9.195256533353919e-14,3.824714213320871e-15,6.937150723209504e-05,1.6813197249524585e-10,-2.164115584938356e-10,-7.352977090656934e-08,-3.855811482953352e-10,-1.8607559359546245e-08,3.357265075153622e-08,5.5143415843339615e-11,-1.645343892815463e-08,-9.574082354134911e-09,-2.5546811498200493e-08,-3.4257656788714548e-09,3.039121149629016e-10,1.754743006531208e-08,8.132281228352859e-10,-3.240151500009395e-07,3.102202218042146e-07,6.908499475255271e-06,-9.08027398797613e-11,3.24545664530199e-11,-1.6591363170219886e-08,5.476011809048308e-12,9.722084190795097e-09,-2.156407491571308e-10,-1.2216734391117315e-10,-2.8387527913909234e-09,-1.0229303821769424e-09,2.0066533422081193e-07,-2.396878935159947e-09,-6.581251188358518e-10,-1.9780112527915575e-06,1.0977683201846461e-09,-8.338915590874521e-07,7.052622534057974e-07
800,2.632109977191787e-10,-2.038792125179638e-05,1.2567040354710858e-14,9.835810117991168e-10,2.1391203258771423e-12,-2.2641129961466458e-10,1.5492415715749272e-10,4.226272991863841e-12,4.34505494265804e-11,9.176699134457688e-11,1.7562665038767237e-09,-4.8334853686656404e-11,-5.095468457578833e-12,-6.839079710123782e-10,-1.5027494636588405e-11,3.908274272878594e-10,-3.172386351552403e-10,-5.561305428026363e-06,2.0198638203969426e-10,5.273861669682154e-08,1.0534318762404543e-10,-3.797984167901836e-08,7.20234058754816e-11,-9.809573080454813e-13,-2.8986071037777337e-11,5.660396491816114e-12,9.208395983531829e-10,-3.2137761508643567e-12,6.183939370781724e-15,9.952894481834467e-13,-2.0947342745713218e-14,7.354414231152644e-13,-4.313634419835676e-15,6.922265624495133e-05,-4.582911880800373e-10,9.237724993627753e-11,-9.974868917001553e-08,-3.66625409917389e-10,-6.030207996934133e-08,-1.0084828182943116e-08,2.7395384046561874e-10,3.119082065234788e-08,-7.922238623405717e-09,6.624997644108582e-08,-1.136798917755536e-08,2.8218452517411605e-09,-1.426439738206743e-07,2.448937359584962e-09,3.150089122258517e-07,8.890199379843736e-08,-1.7079340140582751e-06,-1.2794263353722079e-10,-1.8436177670711606e-10,1.602373999583637e-08,-3.1095679087932123e-12,-2.5761034255066812e-08,5.730876219051897e-09,-8.537181215010157e-11,7.680701523303092e-10,2.4632205971591134e-09,1.4591041885380643e-07,1.9624752025563543e-09,-7.09398984424777e-10,8.113609196548118e-07,6.525036171339168e-10,3.772649058768884e-09,-4.985208445327406e-07
900,-4.327261544828616e-12,0.0003503868400707248,2.3993933559492976e-14,7.091052827214347e-11,2.0158076251316117e-12,-1.734194794871091e-10,-2.9301522514145514e-11,5.607512971327359e-12,-8.972207313764658e-11,-9.660996385876471e-11,-1.1774893339733635e-09,2.2203778088705458e-10,8.26439494307605e-12,-9.789928587408639e-10,1.3956123878359845e-12,2.4799015553278756e-10,1.0876960034408476e-09,-7.415820580838052e-06,2.0168469986873835e-10,4.004630780650845e-08,8.19366479682324e-11,4.297448346318935e-08,3.1022199947666283e-12,2.1319869479227757e-12,-6.663858200202862e-11,5.0863814135068775e-11,-3.388569684821312e-10,5.670842894097873e-11,4.149402118165655e-14,-5.691344523465653e-13,-1.3231633225521724e-14,2.9860816819639603e-13,-4.3774306739270116e-15,7.040757700970655e-05,2.3629926820339996e-10,-3.403102446957915e-10,3.468130243643122e-08,-1.5883836606535155e-10,1.8473975039270498e-08,2.941529143958854e-08,-1.8563535791429883e-10,-2.2766821523063846e-09,1.8919289001627314e-08,1.2471841757256748e-07,1.4950148803814043e-08,1.942482804897893e-09,4.853685514798949e-07,9.159504816003452e-10,-3.2432845058518667e-07,6.688667043885709e-08,-3.768537033423883e-06,8.089350325135791e-11,-2.178209362301541e-10,2.478384937483049e-08,1.170894350396542e-10,-2.7292054781107696e-08,5.64891784399131e-09,1.103763743072709e-10,-2.647853855859375e-09,-1.0289779616323093e-09,1.0769621828501636e-06,-3.0027081269514317e-10,5.054080168766341e-10,-1.8839120556065983e-06,2.1105726140904276e-10,-5.467981477759272e-07,1.4576960193430461e-06
