milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,8.961620037720359e-12,-9.576721127366957e-05,-1.6313569603337437e-14,-6.506610430142594e-10,5.572660005781157e-13,1.0250962331990204e-09,1.7361374485328033e-10,3.045400166889546e-12,1.4173856002649732e-10,1.1777894538574344e-10,1.637837673585971e-12,-2.0437407956290457e-10,-1.5377558681431953e-11,-5.198026796497497e-10,1.2199904918823898e-11,5.773798981902317e-10,8.90126881549928e-10,-6.5617844705233454e-06,-7.845262596519624e-11,7.462040005338096e-09,6.757446431626693e-11,1.0058440063591531e-07,6.563653399526533e-11,-8.493470865221267e-13,1.0355223771912812e-10,-6.756756098153216e-11,1.7962762400713114e-11,1.302285489925123e-12,2.5268096416792856e-14,-5.091814989506832e-13,1.3481773191992886e-14,-4.4092936111553175e-13,6.562718183840845e-16,7.085568408507319e-05,-6.759753617656608e-10,2.1135374925825772e-10,-2.6195751236698346e-08,-1.4322357926873656e-10,-1.4652661877484908e-08,2.1747425486035965e-08,2.4459047557675254e-10,9.430681832727182e-09,1.0744434189445651e-08,2.998672926886463e-08,-1.009260892505427e-08,-9.36385770306414e-10,8.808000286503953e-07,-2.1587442495300693e-10,4.3704853090528375e-07,-8.234985537556183e-07,-3.042051376602972e-06,3.7825441845596125e-10,-1.999886083958334e-12,-6.3453833188607475e-09,4.744114444325561e-11,2.7490221559717586e-08,-4.046865491988444e-09,9.830987758090848e-11,2.527489888111224e-09,-1.5192436051272148e-09,-6.809533535751476e-07,-2.1400354333362983e-09,2.0981765460627932e-10,3.886553229287019e-07,4.0880325278060545e-10,3.508688371362312e-07,-1.5024645465470905e-06
100,6.260686384149298e-12,0.0005148055942104509,4.821578003714427e-14,1.7263756046005375e-09,2.2340212290548088e-12,-7.915757877929638e-10,9.646474119359348e-11,-1.3564439883541318e-11,-8.860712121596138e-11,2.7816245352616844e-10,8.248817234714367e-10,1.534158822485224e-10,9.28124818648847e-13,-1.0966125519879104e-09,1.017216729869779e-11,2.6396137345088346e-10,6.625481512204148e-10,2.621773496038812e-06,6.662401627545319e-10,9.523965878895116e-08,1.921658007229957e-10,-8.421196042866461e-08,1.5736520134985173e-10,-4.04347775443443e-12,6.468535688224739e-11,6.231439499361353e-11,6.96354913853087e-10,4.4483454954359097e-11,2.155446020928967e-14,-4.503295571229586e-13,2.59966909663709e-14,4.289187826415549e-13,-3.9761500041669334e-15,6.838276137289498e-05,-8.86842390911747e-11,4.0753062790009774e-10,5.2690707347205754e-08,2.6788481398854356e-10,-2.2837673801344844e-08,-1.3906279843582724e-08,7.873611168755644e-11,-1.3282472801573661e-08,-3.2220365688372678e-09,1.675345798964767e-07,-1.5544980472567905e-08,1.1401746083686992e-09,1.281588821454523e-07,1.2416469430932479e-09,-8.247573430796857e-08,7.399945043789867e-08,6.93966244880959e-06,8.99805573802671e-11,-3.0396263697319254e-11,2.518339705555584e-08,-6.205854130437702e-12,1.0616336623143298e-08,-3.491114395447067e-09,5.2856183311810326e-11,4.1137997330704364e-10,2.208610124803364e-09,-1.212307588160371e-07,2.8708942571967835e-09,-9.604977678504865e-10,-6.462182403954735e-07,1.263798101161597e-09,-8.965554380230929e-07,1.3570501182513983e-06
200,-8.180739938794363e-11,0.0004042840170189068,5.925199003195726e-14,1.640331400938878e-09,2.5385426376067848e-12,1.108365030582456e-09,1.2475219418626344e-10,-3.1833282093576835e-12,3.032186773253048e-10,-7.602098014277853e-11,1.6683476995950037e-09,1.4939992991256744e-11,8.196643630444923e-14,6.180996986297742e-11,-1.0541812883498263e-11,-1.424648479946066e-10,-5.899827983317641e-10,-9.330644959031704e-07,3.3056996856564023e-10,9.497402790196023e-08,2.4787486423312856e-10,1.3842055739035262e-07,1.3135172390397385e-10,-2.9309041641838763e-12,-3.308695070376689e-11,6.578997538946175e-12,-2.920762593447769e-11,3.648537955257416e-11,1.803931893948757e-14,1.6287290232162007e-12,8.257580455811544e-15,-3.6794371190017563e-13,3.443439331668847e-15,7.130807555743703e-05,-8.263497978001385e-10,1.708946982572946e-10,-4.521713272802491e-08,4.626210199361738e-12,1.296920809587723e-07,3.109255118703031e-08,2.0808146872337732e-10,-1.1456604039595081e-09,-6.266938372812313e-09,-8.339591579465079e-10,1.23599072754981e-08,1.6617152299522064e-10,6.593418884126381e-07,1.1789126531276657e-09,-5.7683560319086113e-08,8.155237209477843e-07,-2.1531076526503743e-06,4.1272021250000963e-10,-3.236273769822524e-11,4.047183398927919e-09,-6.562544449640837e-11,-1.0874916427116535e-08,1.863563245287952e-09,-6.999296407044962e-11,-2.4532422991855083e-09,-1.4132985043979226e-10,1.6685440715202517e-07,1.6772635702749706e-09,8.141589955512475e-10,9.159799763476555e-07,3.2309190311209707e-10,-4.5194397324127386e-07,-7.842693449283956e-07
300,-3.3340490371842027e-10,0.00014117729061424676,2.003936484723387e-14,1.720694996202223e-09,9.052374416736197e-13,-2.2993015768906415e-10,4.3146894921080997e-10,-5.444598807414017e-12,1.8528929900337045e-10,5.995064090137041e-11,2.0469062243263304e-09,1.3315183304479686e-10,2.164935009980851e-12,2.595667637989685e-10,-3.4665848990933385e-12,-4.3593457668203587e-10,3.560490402163877e-10,-5.873418905015325e-06,2.1565003388241597e-10,-7.45513385150394e-08,1.2072689412528522e-10,7.175189527419487e-08,1.2452634887940305e-10,-2.5451212498418072e-12,3.8434104425158744e-11,-3.7560806975531175e-11,5.378137344188388e-10,5.1450678190823366e-11,5.120471040972256e-15,-1.2786825330393096e-12,-1.4044254966203643e-14,4.800471688475465e-13,5.561518196434839e-17,6.826045534778511e-05,-1.8808822975400418e-10,2.510914205477078e-10,-6.173413036963665e-08,-3.2043204602363493e-10,1.3173912404758704e-07,3.0725586858401235e-08,-2.3176720375608308e-10,-1.430826183116911e-08,3.6840246859291227e-09,1.0614503810376227e-07,-1.4030851681827652e-09,2.3767993995915156e-09,-3.3579145396190465e-09,1.0123589764407746e-09,-1.8665111564194506e-07,1.9599080547090173e-07,2.886640059034243e-06,2.3165659979371458e-10,-1.5651001716654182e-10,1.0045004114597827e-08,-8.382755807087876e-11,-2.1989330441432706e-09,4.36262090150651e-09,-1.0927006148756e-10,5.4919668462646e-10,-1.0514927739092671e-09,7.080353311917363e-07,-1.0558703068970376e-09,-4.0054413043833525e-10,-1.6923447552751177e-06,1.6097169121693612e-12,6.597244145672542e-07,7.667088922695597e-07
400,1.18684119396528e-10,0.00035429055936404694,1.782606497535842e-14,-2.770740379363407e-10,9.346193001834286e-13,-5.884744868999377e-10,-4.449241986953995e-11,-4.202730440110867e-12,3.457723002264562e-10,-1.2935899011783007e-11,1.3932863652177045e-09,-5.148611143889486e-11,-1.597480701125655e-11,-8.186856722549308e-10,-1.394719760355276e-11,-3.5503301447827444e-10,-3.82025510204822e-11,-6.833639646023907e-06,2.6891175272633363e-11,-3.6527967156862026e-08,2.190513570239996e-11,2.2132511401844874e-08,2.1967889313506563e-12,-2.7768899989670694e-12,5.642517060581766e-11,7.470716805590182e-12,3.010886443046763e-10,-2.1378565257920567e-11,-3.330043250047507e-14,-6.115837445756567e-13,-4.092852534730146e-15,-6.589368013536753e-13,1.3606512545548281e-15,6.831285490952554e-05,-5.243499255639621e-10,-3.9572416091646316e-10,4.559797056878461e-08,-5.037875354208374e-11,-5.6077075393707916e-08,-3.5498618353668976e-09,3.8050567918411537e-11,1.8565664317155517e-08,-1.1583267904059852e-08,1.0260808557224905e-07,2.886449249962688e-09,-2.4859406424565272e-11,-1.9086911238391734e-07,8.464262132283163e-10,-2.90703637198982e-07,-2.113887318189633e-07,2.9994704408597073e-06,-1.7465125206617314e-10,1.9831057480629629e-10,-1.2456938181695211e-08,2.9549052432236585e-11,5.811785333699081e-09,-2.375163020327523e-09,1.5335891636902474e-11,2.6491738436053093e-09,-2.6603963809936086e-09,5.570704842256251e-07,2.0898625973711332e-09,8.60775483221105e-11,1.38302244670038e-06,5.389365655345339e-10,6.313026675787714e-07,-1.3754793456373842e-06
500,-1.126466807971327e-10,0.0003312651681344858,3.711139206328387e-14,-2.4703052582993263e-10,1.3708766671242555e-12,-8.5257964635214e-10,3.4068697554349696e-10,-2.890108378379435e-12,2.501517062867594e-10,1.310429369836796e-10,-3.1059913401584544e-11,-1.338020619292492e-10,-9.865317739434135e-12,-2.0268010792349078e-10,-2.0773923862558057e-12,-5.611390340420313e-10,-5.905041771685103e-10,5.398996121253889e-06,3.0890540741632674e-10,1.52818465121437e-07,1.5837131109851786e-10,-4.2002492067459616e-08,7.074792388886811e-11,-9.052493538710157e-13,-5.3752478205954477e-11,-1.9294107369826123e-11,-2.3506137023457877e-10,1.8353363734472157e-11,-1.2803402202327559e-14,-8.331780265763373e-13,1.814517456322917e-14,3.065674211956153e-13,5.771155472769044e-16,6.95171011638145e-05,-3.8928446641232664e-10,-1.9648005395506643e-10,7.81213353758814e-09,-2.006272430049569e-10,1.1920660663493357e-07,-1.3499588950304104e-08,2.1092362707224235e-10,9.009041765860147e-09,1.3425148252515267e-08,2.17662103148868e-07,-6.356876037646476e-09,1.9100961925119958e-09,-8.206017454530796e-07,1.0225489078535141e-09,1.2846886650548118e-07,8.33277399572768e-07,-3.6045298373105e-07,-3.789681761114851e-10,-3.4352945712733205e-12,-1.490585923937693e-08,1.9552135433930504e-11,9.657014518034718e-09,-2.7882955028109874e-09,1.1965104179508274e-10,-1.0365529925699728e-09,2.0288599529068884e-09,-9.176529162098019e-07,2.109035304428158e-09,2.9919192605073855e-10,-8.974447130031456e-07,9.653583263805834e-10,8.67708554793355e-07,8.00691566558986e-08
600,-3.1839344839983574e-10,0.0001023076127913878,4.930528141423604e-15,-8.0214911270895e-10,5.611471159311432e-13,1.6593461246651048e-09,4.764611943369158e-11,1.5215550217307607e-12,4.2336545240272957e-10,-1.4085186669239224e-10,-6.826472151046449e-10,7.606561526646e-11,2.9663821909322815e-12,8.49119129452647e-10,-2.097175557024399e-12,-5.106994586328299e-10,-5.072293999460131e-10,6.723907423036452e-06,3.5377082468448464e-10,2.876534072190352e-09,1.4085748210812424e-10,1.6609526472963064e-07,-5.1261003847753e-11,-1.2474653745055575e-12,-1.4324709162121432e-11,-1.6838732884527715e-11,8.247459552511078e-10,7.179568368908366e-11,-3.43374656596619e-14,3.881811529953089e-13,-3.406319810516252e-14,-5.698361088349737e-13,-7.185322111804008e-16,6.87663221407498e-05,-9.57717083665892e-10,-3.635161580464488e-10,-5.934407642322493e-08,-1.0444964067969331e-10,4.983113181097384e-08,-5.4573417868599765e-09,1.578120848389198e-10,8.417983865947258e-09,-1.5992316281296699e-09,1.581580283656691e-07,1.402329175126421e-08,5.883571670292335e-10,-9.803789200220365e-08,-4.730297603643002e-10,-1.5814196336874106e-07,4.6306723804155143e-07,3.59458807925815e-06,4.1458311805828923e-10,1.1804496472104581e-11,-1.0454150564318701e-08,6.414543299636209e-11,7.893653203316388e-09,3.858144145772942e-09,-9.250643798406659e-11,-3.717144044992654e-09,2.0872424501121366e-09,1.1605764742785923e-06,2.3049333979355847e-09,1.5693563997690087e-11,-1.57047034914566e-06,1.1853894001652153e-09,5.512426606629469e-07,-1.350821766807767e-07
700,-1.3963826987656071e-11,-0.00027893156882697066,3.7559096010966e-14,2.5703184620536525e-10,4.4415508851528553e-13,3.8819503625110755e-10,3.681271894156268e-11,5.021707771585048e-13,3.852470775689958e-10,-5.276726609591621e-11,3.8190385848089384e-10,1.9288230868407868e-12,-1.7227911433093678e-11,-9.669672596739918e-10,-7.220829658620093e-12,-3.620680866421349e-10,5.78990702440766e-10,2.0608940203173557e-06,3.1935941703925e-10,9.768386508264128e-08,5.517587565652184e-11,7.38744636650699e-08,1.4546379585988693e-11,7.624948501404714e-13,-2.6837637962740827e-11,-1.418866985573207e-11,4.618536767348644e-11,2.245962385999478e-12,-2.933605905977527e-14,1.4998556826862636e-12,1.7346131080023413e-14,-3.6168513269157544e-13,-1.0990858243681664e-15,6.930132482663309e-05,-5.850654378206441e-10,-2.2835790643388802e-10,-2.2567896269846268e-08,-2.4802912049263965e-10,6.526574585941045e-08,3.2960920414643765e-08,1.4926145771516073e-12,2.3104352799919783e-08,-4.4214140991912126e-09,-4.3088472822072514e-08,-5.172220805628312e-09,-4.5383601772071934e-11,-4.826909113863321e-07,-3.5994153482880775e-10,4.682214232944526e-07,-4.3292288465773926e-07,5.921677483844644e-06,2.7371832879376006e-10,-1.0750525936743454e-10,2.0075018613750354e-08,-4.6674193316785833e-11,-6.392731572814396e-09,3.04602076227659e-09,-2.102180006985742e-11,-3.1263642104354617e-09,3.5175749907982796e-10,-2.8521385684045516e-07,2.595630069464409e-09,5.797856350034902e-10,1.308150002539438e-06,-2.16639702947118e-10,7.267589076021369e-07,1.5227623916384823e-06
800,2.2361962911640144e-10,-0.0001627842172073454,1.9482204070022708e-14,7.178335930562826e-10,9.21741210945275e-13,-4.48215548707657e-11,3.5105251238207637e-10,5.007290963727171e-12,-2.0619980999594625e-10,-3.4185050713239546e-11,2.5975980052630677e-09,5.360530745531377e-11,-1.1807468695433257e-11,1.2737178607678221e-09,3.5133638319240644e-12,-1.1960767665184892e-10,7.754866190546715e-10,-2.6274939308360457e-06,1.2977705821685337e-10,1.5573884033603421e-07,1.359050125395823e-10,5.45707241393961e-08,-9.36840016554439e-11,1.285523537368812e-12,-1.3321316239191032e-12,5.980924352700294e-11,-5.135206278108889e-10,-2.1745635145617925e-11,1.475669714591397e-14,-6.203668161543082e-13,-9.716495455514106e-15,-5.326442941504846e-13,-5.04136597573657e-16,6.950112946565265e-05,-1.1579886034074826e-10,2.2980490553077805e-11,1.1211134759099558e-07,-1.0868082988141291e-10,1.3271499349653816e-07,2.654017942842728e-08,-3.1159063510180064e-10,6.215030691872882e-09,1.9017362173297913e-09,1.9241497187306427e-07,1.1615695750845436e-08,1.0736856367666116e-09,-5.46890794169083e-07,1.3265283992967675e-09,-3.30333488201292e-07,6.127707041138436e-08,-1.1508893380243742e-06,-2.1916865599568243e-10,5.0235354749615995e-11,2.4102196558324933e-08,-8.375517872927898e-11,-1.2479821815555895e-08,1.0885707793602683e-09,1.2890756156938016e-10,2.0543087730652665e-09,2.001089294996201e-09,-1.0782798689740503e-06,-9.123633113472247e-10,1.359850173670184e-09,-1.891096826783628e-07,-4.802401735180916e-11,2.882124982589559e-07,8.655212382467952e-07
900,-2.543195470443072e-10,0.00011525223040842747,1.7529080029980842e-14,9.701070374066675e-10,9.398453909724237e-13,3.5334157137571784e-10,2.0006018678560343e-10,-9.175127716441482e-13,-9.593484249555459e-11,1.1970563951249747e-10,2.7848564058096513e-09,1.061138468970982e-10,1.0159598994900462e-11,1.4976025201920667e-10,-1.2165534208573674e-11,1.3734162319271636e-10,-3.5892953167941187e-10,3.3438297598703515e-06,3.790754752993061e-10,-3.997683719741947e-08,1.0936757203704881e-10,1.7522809886885847e-07,-5.528344174861226e-11,7.033544044897893e-13,4.129842219634173e-11,5.6744220097449945e-12,-4.581410955508121e-11,-5.109237057430833e-11,3.6265057875704904e-14,-9.99488544082503e-15,2.7228812108041393e-14,-1.7798476479471394e-14,-2.1205112590197228e-15,7.027261578792156e-05,-2.6416516694973253e-10,-1.5996342952444623e-11,4.671811356074536e-08,1.50010833983745e-11,-5.5091713683517584e-08,-2.231524185303211e-08,5.531627889137675e-11,3.5695105865285963e-09,-5.4245203676348735e-09,2.2566450045227545e-08,1.0898555069193322e-08,3.130962414890172e-09,-1.6036186281453859e-07,1.1077627669158023e-09,7.305153874825525e-08,4.1844587290661234e-07,-1.1718458941567551e-07,2.7039179112523177e-10,-6.449520791959151e-11,1.9553455016444982e-08,-1.2590506934962251e-10,1.3938125285621524e-08,-2.116396461474528e-09,-6.95286129588702e-11,5.2564957183750034e-09,2.554564029370109e-09,7.241542241732715e-08,-1.718659020640246e-09,2.2495245921531937e-10,-1.4509258513143002e-07,-7.764388257492344e-10,-4.113976248559638e-07,1.3251382064738285e-06
