milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,-7.945052736341356e-11,-0.0002199260594689622,1.4293119448344402e-14,-1.877597050881439e-10,4.776038318924541e-13,-8.483433240462574e-10,-3.1483586129813727e-10,-5.17221994751082e-13,-2.9993882310175816e-10,-9.498714617683054e-11,2.0488371028551752e-09,7.810661575487317e-11,-9.244255118121218e-12,2.2046380190415845e-10,9.728280854531854e-12,2.6125507206911625e-10,8.871548968486128e-10,4.930980808070806e-06,4.0864925851822996e-11,-9.194063501539025e-08,5.112166937225312e-11,1.4100995592766721e-09,-9.749128832158259e-11,1.0776686192199285e-12,-1.2207555039198573e-10,-2.090204014520804e-11,7.021133638586686e-11,-2.0710722134127325e-11,-2.5792732218200943e-14,1.2715952008692257e-12,-1.4098829556154892e-14,1.2277111726481948e-13,2.552707158960086e-15,7.00352270557483e-05,-5.084973191906724e-10,4.6395804380774255e-10,-1.0904055746176909e-07,5.313613035886619e-11,8.398569799374127e-08,1.4560011555104221e-08,-4.1516710138140535e-11,1.3156784130988833e-08,1.1941427773004396e-08,1.0729183765744299e-07,-2.26396645548798e-09,1.6971447441733208e-09,6.341725566868592e-07,1.388528174871458e-09,-1.9335365104674092e-07,-7.048159521161663e-08,2.1030515803403547e-07,-2.9586476243198483e-10,3.125338378767248e-11,1.0974568409924393e-08,5.948910690217225e-11,-1.8351185613622268e-08,-2.2772983962144053e-09,7.05942193328993e-11,4.231345712616163e-09,-6.37010597079815e-10,-8.491396886058374e-07,1.4385845627032892e-09,-1.0867266211568434e-09,-1.8453831088762834e-06,-6.7078421262687596e-12,-3.5418865049501283e-07,8.610752575203567e-07
100,2.410055420522966e-10,0.00028670788909617286,7.07500952228119e-14,1.1380406322543183e-09,2.525096502170446e-12,-1.1248678719037348e-09,1.409590902603619e-10,-1.0637687802570791e-11,-7.943184528579589e-11,2.460953599891794e-10,3.043356540045997e-09,2.5023491791252915e-10,2.628451236682199e-12,2.982548994797864e-10,-8.820830020098436e-13,5.951109754416453e-10,4.5892974360574633e-10,7.152874587363524e-06,4.833982974469899e-10,-3.638766816024835e-08,2.3722288444529073e-10,1.376922039135384e-08,1.548768409216945e-10,-2.8035112423792383e-12,9.546677548788649e-11,-1.450851668882723e-11,2.713635488412438e-10,-1.0048328311207762e-11,1.3233693393756174e-14,6.825382568993153e-13,3.101552398372267e-14,-5.076791010124538e-13,-4.972782771592881e-15,7.103670437013958e-05,-1.8194789959370422e-10,-1.4328329278765199e-10,8.601019947533718e-08,-1.917134162110929e-10,-2.811475661055013e-08,2.4653381155938158e-08,-2.481328018680301e-10,-2.4006543245641038e-08,-6.26500323764618e-09,8.124895858467484e-08,1.4226844337955191e-08,-9.950497020862865e-10,2.7806185302908313e-07,1.001831941891931e-09,2.0371817654920338e-07,8.420962525204426e-07,-2.0260139573906383e-07,-3.1646133853295686e-11,-1.856301038749399e-10,3.116310368866823e-08,-7.08528851769603e-11,3.3864862339488656e-08,2.378631380318359e-10,-4.1481531121154204e-11,-4.7306214316036715e-09,-2.8048740509905166e-09,-5.51351577763581e-07,-2.340537684833634e-09,4.5398088501746285e-10,2.015485351487879e-06,1.2935192601498445e-09,-3.209153492491418e-08,-1.047193369998603e-07
200,-6.88440596162445e-11,-0.000344296715034362,3.302200200327339e-14,1.3409319105706616e-09,2.3352415065520513e-12,4.281273244900429e-10,1.9058423345661578e-10,-4.0190334629823175e-12,2.5348074265404754e-10,2.2765159965704737e-11,1.8596754870268927e-09,1.3461351437413934e-10,7.0758166901950075e-12,-3.4761061291487e-10,5.528641219181567e-12,-4.333269323636157e-10,-1.021720337490387e-09,6.467567300461732e-06,2.617220718139366e-10,-8.227802239324683e-08,2.1252109744188892e-10,1.5042456977152732e-07,1.2653361471430314e-10,-3.95820237458319e-12,-1.1215876330176352e-11,4.165711940176359e-11,9.620840387690215e-10,3.058519052073826e-12,-2.3959489052622308e-14,-8.413070258519054e-13,-2.6903742689890368e-14,-5.871160918152738e-13,-2.639885816062383e-15,6.866546210212055e-05,8.144906462261362e-10,-2.110383166273927e-11,-6.817306542342103e-08,-2.7837698247227216e-10,7.41161223900968e-08,1.4098171463178203e-09,4.235121147164075e-11,-7.018790526536387e-09,-3.0259579248034535e-10,-1.1720895343908215e-07,-6.013745691629571e-09,-8.122032756723546e-10,-2.5151783015814574e-07,-5.746051902654267e-10,-9.69150842606971e-08,-5.35712824067894e-08,5.330714009977858e-06,-1.1718126405965767e-10,-1.740270678167229e-10,-2.285850937375559e-08,6.211167050054183e-11,-2.9690777319532885e-08,-6.437001794648731e-10,-1.0143012039419509e-10,-4.112087584638684e-09,-1.5254914368407095e-09,-1.6765846670041816e-07,-2.675968608066114e-09,8.945591034993425e-10,1.748404797256346e-06,-1.8324523285071902e-10,8.10115617775513e-07,-4.6400944013621397e-08
300,-3.088823221867521e-10,3.337662025638571e-05,2.4347185461895157e-14,-1.5487062139213404e-10,1.231173588682733e-12,5.682570040946437e-10,4.3682799152367736e-10,-1.6954299263921823e-12,1.727586258128309e-10,8.890763902310126e-11,3.0421671935365635e-10,-5.598879844105842e-11,-1.8073887885451697e-11,6.862831608578138e-10,-6.126911100946119e-12,-3.5926213570966405e-10,-1.032277989962105e-09,-4.7511604516331285e-06,3.8357876594068144e-10,-4.990147602851437e-08,6.56552648122204e-11,7.418640219776925e-08,1.3813929221376883e-10,-7.313566563173085e-13,-3.556885425532908e-11,5.54744322128088e-11,1.8862114222282412e-10,2.355276106379617e-11,-1.611089212851861e-14,5.323010978681034e-13,2.6432378059845382e-14,7.462095044307661e-13,5.256580441865845e-15,6.962235970783035e-05,8.426698783306119e-10,4.250913518455552e-10,-1.0495813777628252e-07,-1.88825256482814e-10,1.4757569072960407e-07,-2.4606948921165453e-08,2.387365241605821e-10,-3.154165875458497e-09,-5.9779514832146956e-09,2.3707504158156368e-08,3.3199073207907574e-09,1.545897564718941e-09,3.803800272333233e-07,2.1543826492535032e-10,6.329489372868751e-10,6.695783495962214e-07,5.039059917726441e-06,1.6476738508174512e-10,2.0703119019886837e-10,1.1550673999166522e-08,2.6001799382437698e-12,1.4012912851246155e-08,3.1827876930195386e-09,1.0745594433282963e-10,-8.997478158731642e-11,3.364651381714806e-09,4.7097180749607155e-07,-8.867380835521074e-10,1.6942414153878696e-10,-1.6788666807088317e-06,-9.82077877274031e-10,-6.278446803035609e-08,-7.607164459856944e-07
400,-3.223844161874882e-10,-0.0002451925790820728,1.510085499164766e-14,-2.0922240954907082e-10,1.1901313300034076e-12,-7.521030198719776e-10,3.3532794932948634e-11,-5.775315390211544e-12,-2.40089562238032e-10,-1.4384749311914492e-10,2.59845145499631e-09,2.0678558718043392e-12,-2.123602177360506e-11,-7.000236419190399e-10,-1.7222282084136775e-11,2.1115730728578204e-10,2.131935054692328e-10,-2.4279060447652505e-07,2.620259702306232e-10,5.214434347493535e-08,1.3382668363075538e-10,1.0087818342473267e-07,-1.940526804596173e-13,2.9567427580814186e-13,-7.733130714208744e-11,-4.865782134900926e-11,3.9412245479086647e-10,-2.861609502469444e-11,-8.923657735958747e-15,-1.069598047877119e-12,-3.082629946028923e-14,-6.809564195181488e-14,4.523931114980852e-15,7.06428164525253e-05,-4.689060512598772e-10,-4.2203184460500563e-10,1.0796120315278594e-07,3.391462643831539e-10,-1.0475942902179467e-07,2.1175021524563067e-08,7.326031858564831e-11,1.2194464323066051e-08,-3.0193102584896736e-09,-1.234828460304705e-07,-1.1441412712567494e-09,8.252017709752981e-10,5.293241759887269e-07,1.2534117993090342e-10,-2.576181360499762e-07,-6.238499077444208e-07,1.6277784493485252e-09,3.133932708704233e-10,6.342038941300576e-11,-2.645471630168035e-08,-4.392398683575995e-11,1.4100589586639539e-08,5.869746297733995e-10,-1.221887178707876e-10,3.6701834799644213e-09,8.966426602223335e-10,1.2023169047498787e-06,2.758555111291831e-09,5.48006746071811e-10,-2.0847541183397103e-06,8.568040902979794e-10,-1.4659556379240268e-07,9.043340812321069e-07
500,8.173886327893359e-11,-0.00026574026189603506,2.1837995458488372e-14,1.1454195958352451e-09,5.85766424801385e-13,1.8975363164266776e-09,-2.4629074562849477e-10,-2.3128899042113217e-12,-6.53009073785004e-11,-1.4540766277436782e-10,1.0111817804278735e-09,-1.303873503645042e-10,1.241724455822184e-12,7.819041970666413e-10,6.212909435811637e-12,3.1880629801243405e-10,-2.950715778811333e-10,1.0299183618291657e-06,7.559849746421521e-11,-3.6320478591647965e-08,1.1350440187983977e-10,6.535215682942591e-08,1.1758779867559985e-11,-2.2133315773113445e-12,8.541832244006758e-11,7.805732866699583e-11,5.0553412253113546e-11,8.047822136893679e-11,-1.3557766897354649e-14,-5.058758713854431e-13,6.058296008241166e-16,-5.48536877110061e-13,-7.638721940619259e-16,6.947134353056229e-05,-3.9317817109001466e-10,3.055869426873824e-10,8.782752760354024e-08,-3.7720087581040706e-10,-4.3467283703450436e-08,2.544630888521346e-10,1.3076366681234301e-10,-9.025304902604808e-09,-1.1507524643165504e-08,2.4997363497479866e-07,-1.410228682862527e-08,4.96504026565588e-10,-3.42357115252058e-07,1.927376669670245e-09,2.645412866466925e-07,2.226486862120023e-07,-3.4170540375952963e-07,-1.258606857175482e-10,2.0011078918829436e-10,3.0774888135635505e-08,-5.946314098866446e-11,-2.2211131376376713e-08,2.163329020010902e-09,2.426607794601104e-11,2.8896885144978843e-09,3.4792988942587423e-09,9.808632773747002e-07,4.095789646948268e-10,-5.37423167593721e-11,-1.239077614631853e-06,-8.057630513846076e-10,9.573932593463707e-08,2.015459096745223e-07
600,-2.432407565431064e-10,0.0005395262156336314,9.775325855090135e-15,6.76497106953365e-10,1.2212192409746734e-12,1.644145574536866e-09,1.7552575451676716e-10,-1.5040960677143226e-12,-5.427579708767264e-11,1.3403589426054398e-10,1.2387240697846813e-10,-1.4343133358169657e-10,5.868647625362104e-12,-9.130073352576942e-10,-9.744078117667675e-12,3.638849862659388e-10,-1.9240268076537866e-10,-7.1544095661442385e-06,1.4853591183945185e-10,8.310687610530896e-08,8.317767215832522e-11,8.680305183930958e-08,6.486843107709094e-11,-6.812806360467261e-13,9.761148048110731e-11,5.828321084265809e-11,8.4889332939673e-10,-2.5416969398896405e-11,-2.441228713778408e-14,-9.162456762776988e-13,-1.0952231378505606e-14,4.4402850585002765e-13,2.9890829108030426e-16,6.885280869913635e-05,3.723568333357599e-11,8.812139532430948e-11,-9.083705072750324e-08,1.7145367085503075e-10,9.479560394560163e-09,-3.6213992513611444e-09,-2.6004571053953236e-11,3.5073610590420506e-08,1.5650595070213114e-08,-2.444095909442232e-08,1.1899101413522511e-08,1.4277900396914483e-09,7.676184352733759e-07,2.5424720587641693e-09,5.056379607950987e-07,7.590506614197475e-07,5.435612210915266e-06,-3.9121139882713603e-10,1.1424035908616106e-10,3.232778801300845e-08,-1.2170822725160084e-10,-2.8971157425838504e-08,7.689473238515837e-10,-6.672477919274306e-11,2.511534780845332e-09,1.827354426850975e-09,-5.306143380653255e-07,-9.102761416044712e-10,2.768069403307836e-10,-9.937360906825347e-07,-1.916470372557839e-10,-2.379328759145289e-07,-1.4285667731477478e-06
700,3.165297225618295e-10,7.581891330155905e-05,1.913198634752076e-14,1.3535304271593675e-09,2.1077550762762035e-12,1.857331211661816e-10,9.934816095961688e-12,-3.584287825136936e-12,3.710457665790043e-10,3.655872643414485e-11,1.1627914395998326e-09,1.6976365275024362e-10,-1.4654617181030796e-11,1.0127923848235408e-09,1.5426114178581164e-11,-2.0278108880633572e-10,5.017519282604197e-10,6.658971262784552e-06,2.9173590999754177e-10,-2.7828389356179642e-08,1.724019587601731e-10,-3.331642645452898e-08,-1.0383685002828088e-10,-1.2553280458977385e-12,1.1459257773386543e-10,-2.420624722441473e-11,6.975150628951098e-10,4.918415350244396e-11,-1.2201511985492934e-15,7.012012245986053e-13,1.637124399834485e-14,-6.677387268807263e-13,3.8265699189053e-15,7.02553718276509e-05,-2.8379256735516597e-10,1.9291890497705623e-10,1.4015527333815237e-07,8.888932125416478e-11,3.0591383996861103e-08,1.853822911355811e-08,2.179688449147156e-10,3.785673346732921e-08,-8.11558807178297e-09,3.0886086732524175e-07,1.4923197352480364e-08,1.136224201959055e-09,3.791523298512019e-07,6.994478560541806e-10,-2.5806396941108104e-07,7.083978992503451e-07,6.408268337655944e-06,2.4955935694489987e-10,-9.183397318088368e-11,4.952303694852835e-09,-1.084984419149278e-10,-3.0247192603364797e-08,6.0092894026413555e-09,1.22737858878628e-10,3.3156030535839806e-09,-3.6995426657678226e-10,-1.4786520159524488e-07,-1.1966724657872537e-09,-3.842625740526302e-10,-3.6887390151751845e-07,-9.48305126255235e-10,6.142933115221018e-07,9.826666481982748e-07
800,-5.858821730026775e-11,0.0003872734211265048,4.039369746186616e-14,-3.662121037329483e-10,6.651724563682891e-13,1.2652468855740175e-09,1.4095268751004238e-10,-2.799235313292349e-12,-2.7911038951773164e-10,-9.343805380549003e-11,9.11157049685293e-10,1.9501781222475794e-10,1.1068568153980273e-11,5.812750970059696e-10,1.9564801624644424e-12,1.6344837331493993e-11,-5.784429628348846e-10,-1.7432463660918916e-06,1.3953273526251147e-10,6.636139992758963e-08,1.231745406322946e-10,-6.449946146131757e-08,1.7929656876608627e-11,1.2526352440239116e-12,-7.333007603988807e-11,4.296769977684016e-11,2.663686981850563e-10,3.084799879239983e-11,3.607135236854859e-14,7.433096195625149e-13,2.9465220124670702e-15,-4.927142970670128e-13,-1.845361562150247e-15,6.819699973991593e-05,-9.982253599977079e-10,5.770884461942008e-11,8.038077302007554e-08,3.575295026190764e-11,1.0394582182581407e-07,1.4697160458576667e-08,-1.292122944260737e-10,3.24185576905635e-08,7.681995579835405e-09,1.4497139165829876e-07,-2.057356839980517e-10,2.65335347777746e-10,8.249667726545575e-09,4.070626626389939e-10,-4.0535734026168703e-07,-3.689584624253325e-07,3.883336595802855e-07,1.0599641765777019e-11,1.0282836758302664e-10,3.187175745418884e-08,-1.4820811062686332e-10,1.252590860714005e-08,-1.9714051369793806e-09,1.247790109509743e-10,1.654225429302776e-09,-2.186296389741103e-09,1.105647622002034e-06,-1.2057878446701775e-09,-7.54125852973662e-10,-8.799675110878444e-07,1.0360800820889073e-09,-5.390330880390257e-07,1.3859673924716767e-06
900,-2.3137237635128078e-10,0.00010265190877626841,2.5032525324808746e-14,2.8876732623003805e-11,2.1245255704256103e-12,1.2783531503863736e-09,-3.0133694650464847e-10,2.3317712977331315e-12,-1.796403670296229e-10,-1.3577638346730872e-10,2.508501313780949e-09,8.35039822411887e-11,2.024839407949219e-11,-4.84606259229544e-10,1.5313815286878068e-11,1.2095308089479193e-10,7.548877886187422e-10,2.8590280246327045e-06,3.6358053494566887e-10,1.0424672930004913e-07,1.478664788652523e-10,1.429036098058222e-07,7.028435435543432e-11,4.237832984985165e-13,-9.526780609785165e-11,-1.6028002161873435e-11,1.9387069087871427e-10,4.5380160421013404e-11,4.175277484523075e-14,4.025389713660599e-13,3.455895166716355e-14,-4.2321532687718554e-13,2.8006125325622016e-15,6.873444859355703e-05,5.898972255494499e-10,-7.034281621561344e-11,-4.637850251285362e-08,3.6619284077326306e-10,-5.0410236530990484e-08,3.600158362741807e-08,-2.4831950874966756e-10,-2.054625244521936e-08,7.698641988984833e-09,3.61399034825458e-07,9.655148895518564e-09,1.3017968544316785e-09,-6.327182105706851e-07,1.7656889242410002e-09,4.824123840927e-07,6.295274205869162e-07,-1.6791596474638452e-06,-1.7083326121377013e-10,6.841532171707234e-11,-2.4674867321860087e-08,6.16394262997557e-11,6.6757287819075e-09,3.4463909176108204e-09,1.4346138449377579e-11,2.1857157334310025e-10,9.496757617133257e-10,3.9248191960249375e-07,6.061822093058936e-10,1.2653557216128502e-09,1.0926021998055687e-06,-6.001190846695628e-10,-5.948331689757116e-07,8.346259487535278e-07
