milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,-1.685360918096361e-10,-9.214994532741116e-05,-1.378728923797615e-14,-2.1413533257503876e-10,5.175544140437113e-13,-6.038398180278671e-10,-3.357680636422822e-10,2.8261978313384724e-12,-1.9447210332102829e-10,5.1714920791371393e-11,-3.4268540676976516e-10,6.327913628186555e-11,1.1899935735823778e-11,9.54289890980093e-11,-3.780752438488948e-12,2.3300070147898357e-10,-5.413718971400308e-10,6.162399241056729e-07,6.932993292537632e-11,4.8088393584825345e-08,-6.020992247279988e-11,1.9759231233007457e-09,-2.041899659462218e-11,-1.0017642417051223e-12,-1.2694851905396815e-11,-1.4801959892244743e-12,4.1458382672929366e-10,1.0405262995617573e-11,-1.8434836121831486e-14,1.5631859327206478e-12,-3.065770214335357e-14,-6.953699376026349e-13,1.5514266232325927e-15,6.911818056435863e-05,-1.0198216200560875e-09,6.801640730818484e-11,2.0964107425469254e-08,-1.7087966521189816e-11,4.249575674244668e-08,-1.86313139608846e-08,1.5632433348367098e-10,9.469767423089521e-09,-1.4756277032350143e-09,-1.166385773245922e-07,-1.129696935896358e-08,8.836836054828603e-10,-2.201719378633019e-08,-4.231221439402915e-10,4.6261035988280025e-07,4.4040254382643635e-07,3.940118193928282e-08,3.835492005765006e-10,6.59243589827958e-11,2.591192920780488e-09,1.3232700058079582e-10,-2.4545699521043298e-08,-8.961192135349172e-10,1.1183509967952279e-10,-1.1114750768544592e-09,-1.5454879421836256e-09,2.7174629974301005e-07,-6.107018345676323e-10,-9.93279390145833e-10,-1.6953645018362164e-07,-1.1216182769997542e-09,-8.100278861362214e-07,1.0596130937246593e-06
100,1.5848369871518067e-10,-0.00030313207197013375,7.493307359265525e-14,1.4656740257501676e-09,2.166489206997419e-12,-4.0945807176967903e-10,1.4169052719579621e-10,-5.606880854808812e-12,1.47586873664477e-10,1.5133476875581798e-10,8.419572215080727e-10,1.1513888289858977e-10,4.221144184544653e-12,8.418195570431208e-10,2.680335310190872e-11,3.4941966595377613e-10,-9.790283794340086e-10,3.285888928296146e-06,4.1027512292712256e-10,-8.380884435819358e-08,2.404630459783638e-10,-4.819854958391157e-09,1.654131621068115e-10,-4.661483525912664e-12,1.9020163864130253e-11,-5.824715276527616e-12,-2.1737485256429582e-10,7.723633539911729e-11,-1.4997638886387402e-14,-5.801886114904448e-13,2.4021021160533435e-14,-3.2875343916210216e-13,4.828605533916386e-15,6.909426297379422e-05,1.309282826321175e-10,-2.892474142509546e-10,2.3346535903361864e-08,-3.401923301000587e-10,6.949408074521086e-08,3.0168472091291445e-08,-3.30724255654272e-10,1.572459627834664e-08,7.4724234899994e-09,-1.4725055964540138e-08,1.8329758300670122e-08,3.7035032720684784e-10,9.51923145521151e-08,1.957937588042054e-10,2.78495162843631e-08,3.0538554950082036e-07,8.790744553910139e-07,-9.465306230327183e-11,8.512497958441799e-11,1.9531390777017316e-08,-3.9439257484715796e-13,-1.9610395669276415e-08,-3.472559987551721e-09,-1.2635303033339069e-10,5.91992638046108e-09,-2.123514806881749e-09,-1.0655199723039656e-06,-2.3193420183443533e-10,5.381600834496548e-10,3.90190664258617e-07,-5.327470360984872e-10,-3.020240567126127e-07,-4.1060313651355155e-07
200,1.63803256333969e-10,-3.942813246947095e-05,5.886093240188583e-14,-1.4037405838462725e-10,2.0163244993622286e-12,5.257551094484277e-10,2.909872114442863e-10,-3.0493048490289307e-12,3.029681769629062e-10,-1.0246742856448476e-10,2.5912055363949936e-09,-1.1758891042212816e-10,-8.16771550554618e-12,-1.1377758771321847e-09,1.1420417391474147e-11,-4.684349294127601e-10,1.569169944241503e-10,5.394370807295848e-06,3.0283146234072433e-10,-1.7640544412422915e-09,1.1612051724964738e-10,2.0294366714185223e-08,-7.355321745774374e-11,-4.147640761648903e-12,-7.009221751538865e-11,2.7944583014386427e-11,7.307143525483977e-10,3.29079044202519e-11,-5.37068204187526e-15,-3.068924237791419e-13,6.684257987171717e-15,-7.180466986224417e-14,2.6133546669018972e-15,7.131670457749614e-05,6.416085511421742e-10,-4.38882870786503e-10,-1.4995250984895404e-08,-3.643893129229121e-10,5.964247372560681e-08,-1.8384664924276097e-09,8.988391649628882e-11,-2.017114792917664e-08,2.5181927936144838e-09,6.923566215107612e-08,-9.890171751088633e-09,-8.981950046816268e-10,5.001945385977737e-07,1.6108731902542544e-09,-4.3962266427042055e-07,-4.0802737797286525e-07,-2.6420772931717886e-06,-3.0083496370743204e-10,9.274346854235663e-11,-1.8034109174284685e-08,7.505799563010395e-11,-1.666245342300069e-08,9.830657613895662e-10,-1.1280851703203884e-10,4.670381469589291e-09,3.214120832783243e-09,-3.115109908901552e-08,1.121523333399296e-11,4.377805655352292e-12,-1.0832468732022013e-06,5.400071628707906e-10,7.769340913622159e-07,-1.4641411892276722e-06
300,-1.2356137588781125e-10,0.0005381469145350876,2.6630182263333724e-14,-1.0659162853620497e-10,1.8884881413366623e-12,9.605563967948035e-10,2.478585202341553e-10,-8.052605418726783e-12,2.2422285233707e-10,-1.7085003744977866e-11,1.7397043907678745e-09,-1.1678088514459176e-10,-9.837348548710945e-12,2.7410854043777237e-10,-1.2664600363706316e-11,5.756909950826175e-10,1.5712154651367176e-10,-2.423935717776948e-06,2.262504029274063e-10,4.228438533369281e-08,6.90899107027833e-11,-9.361947292817421e-08,3.149962458045511e-11,-2.4882821856086164e-12,4.354668533773332e-12,-9.32828753589069e-12,-3.801243356929979e-10,-9.624363630386448e-12,2.376965701324097e-14,-1.391493311223603e-12,2.0751721435713944e-14,-2.441312112557687e-13,1.8672068275709423e-15,7.061557466499295e-05,2.407733733411397e-13,-7.616051274064663e-12,1.324994950792109e-07,1.4158788350228335e-10,1.1652822309217009e-07,2.1339619794317685e-08,1.2511565053127524e-10,2.8819779522157687e-08,1.1531307137405239e-08,2.359995648937294e-08,-9.869277290364374e-09,2.4069425567298694e-09,9.011511869519673e-07,2.4609208761699085e-09,-3.6291771814229984e-07,5.120904797598906e-07,2.5772420556457617e-06,3.631153315287859e-10,1.9873938091539375e-10,1.7018279384438e-08,1.1625486555068456e-10,-1.3186254290552355e-08,3.319729811492746e-09,1.581631226145422e-11,7.223038085680004e-10,-1.7655544724370979e-09,2.7397224860556393e-07,3.6279535509892935e-09,-8.495372807021055e-10,5.955529251559429e-07,-3.239133442266678e-10,7.510825365862077e-07,3.4361418489189576e-07
400,2.0144674756697663e-10,-0.00011872335590142069,7.758496970590028e-15,1.389447917487103e-09,1.3688417411471185e-12,3.6698232152546746e-10,2.6964759768166716e-10,-6.858687516988361e-12,4.171377461090883e-10,-1.55517697482216e-10,-3.2320116784065837e-10,-1.0739472256247488e-10,-1.0462120438261333e-11,2.2090181746722624e-10,-9.061631780904187e-12,-2.0266627747101326e-10,5.310152341421192e-10,4.284744944856118e-06,4.4127139756040795e-11,1.318612363768818e-07,1.0455608504465114e-10,3.494571560046188e-08,-9.732129509763219e-11,1.0382662495612393e-14,9.369088890214234e-11,3.5834130527532226e-11,5.955951345066375e-10,-2.4836155679573414e-11,1.9641384528898782e-15,1.1212258623524538e-12,3.3429502333689208e-15,4.1461116853470585e-13,-1.1139419103515572e-15,7.08349888434044e-05,-3.8287936229508723e-10,4.202405677618971e-10,-2.641861677989337e-08,-3.4410849640075833e-10,5.0088442769124485e-08,1.1824939426906136e-08,-6.866269335360229e-11,2.4439023100678924e-08,1.0552008536569002e-08,-1.1726208787116122e-08,8.253805252135816e-10,1.4565302718489409e-09,2.0422051335435808e-07,4.213372409313474e-10,4.724464191916444e-07,-5.007297833874387e-07,1.8333549858476637e-07,-2.313787365949564e-10,9.748358695083435e-11,1.1704424259202398e-08,1.3346259560282043e-11,7.655081811539217e-09,4.1572479558667885e-09,1.2601991390708572e-11,-3.2343166896778065e-09,-1.7035212802667986e-10,4.02609108933204e-07,3.148287777289886e-09,1.0664418416634985e-09,2.003727610015175e-06,6.229652384104278e-10,-8.285209907554516e-08,5.467517433548319e-07
500,1.2753591734185526e-10,-0.00020453694420753451,3.062607263363524e-14,1.628804391493679e-09,9.457203570926488e-13,1.2076714013705573e-09,-2.7359059262762403e-10,-2.0372739845514846e-12,9.007962043874572e-11,-1.658387096215949e-10,1.929407205793513e-09,-1.5886203001729493e-10,-2.8824183621895193e-12,2.743142517177173e-10,1.7307852125443178e-12,5.62480416720857e-10,1.3148361248520139e-10,-5.043166802515349e-06,3.206071763343389e-10,-7.103024306704795e-08,5.3206003483457887e-11,2.517702011022803e-08,-2.052794912803316e-11,7.04465816554917e-13,1.3056160697946228e-10,5.3843522553633066e-11,1.2714083343584012e-10,3.3163386247336924e-11,-2.7487874446648598e-14,-1.18886177656526e-13,7.257906130641963e-15,-3.7638135605983144e-13,-2.0223731892835997e-16,6.810707381402789e-05,-3.988103102068549e-10,2.9194727819614045e-10,5.491214850910995e-08,-4.018267409865216e-10,1.0122839663303375e-08,2.3925771742578993e-08,1.8336050165569392e-10,2.1427401138318458e-08,-4.618990251291318e-09,2.5856816464752903e-07,2.6553460017063536e-09,4.4186212083148184e-11,-3.1260385063823284e-07,1.0955443653852776e-09,-2.3778883221378605e-07,-5.920398147625867e-07,6.952357464766164e-06,-1.660736843049063e-10,-2.0604682948861435e-10,1.3913259976493417e-08,-4.845890089832298e-12,-2.9888529587891094e-08,-8.165622295456133e-10,5.25476385589311e-11,-3.7370247379046154e-09,-2.5940612301415463e-09,5.627337854133876e-07,-2.1886530820236076e-09,-1.1486350687462443e-10,2.0805438779260536e-06,-1.0414867657901085e-09,8.825608417328289e-07,-2.521281817172869e-07
600,-1.94355393867885e-10,-5.646524590101169e-05,3.2199162504168095e-14,-7.421509192644512e-10,1.907615695887599e-12,8.481462532258198e-10,-2.0684523101464353e-10,-3.3994595135224496e-12,2.6176332122460764e-10,1.8346223837412277e-10,4.472630612779245e-10,-1.5675695105145608e-10,1.3312072674600534e-11,1.034522602777448e-09,-2.615179260864317e-12,3.513709712363564e-10,7.447991923586468e-11,6.279692714633628e-06,2.5832931117840016e-10,-2.221334679006922e-08,5.2911119949017054e-11,1.1834317702007672e-07,1.1585300456814342e-10,-1.5212346286858013e-12,-3.137232593025429e-11,6.151728243826877e-11,2.7418409081762507e-10,-5.696029019711073e-11,-9.866060543500591e-15,3.7531054458724133e-13,-1.3804856756413846e-14,-2.880746990648253e-14,-1.6067405944810124e-15,6.920177619207954e-05,9.300035153101138e-10,-2.423671949521675e-10,1.4330185214326648e-07,1.9702545988763597e-10,8.109764914470944e-08,5.269274618631282e-09,2.3355068729470276e-10,-1.7527566471364565e-10,9.981916704066133e-09,2.887711889871236e-07,-1.2946918655781643e-08,-4.6511559862739075e-10,2.947378411633407e-07,2.880681754379603e-09,2.559531382490918e-07,5.794391607089307e-07,4.641734474115483e-06,2.4488277916553716e-10,-3.934026876465206e-11,-7.573312230750424e-09,-5.364360328612547e-11,-2.7417061415836144e-08,1.2311922816910593e-09,5.8076450525331906e-11,6.0998921918404e-09,2.0256317010006767e-09,5.251115247553065e-07,-2.348848289767363e-09,9.536059152109543e-10,-3.0707739053390305e-07,-3.913950940742407e-10,-4.6974147563909676e-07,1.1375419888799757e-06
700,1.1699044120453865e-10,-0.0004403865568530659,2.5714181270521618e-14,2.307107837301811e-10,6.925419084166288e-13,-1.202728039207844e-10,-2.7791007455049206e-10,-1.4150148617748736e-12,-2.5261736674499362e-11,-2.1632360225902307e-11,-7.523819303742828e-10,-1.6465586764051684e-10,6.9472315469142615e-12,7.662938107748163e-10,-1.7395457016978122e-11,-4.93874044420128e-11,-9.028151438620385e-10,4.016857189463342e-06,7.99310989230548e-11,8.562443282644856e-08,1.651992707518327e-10,1.7569383714308634e-07,6.105450048271438e-11,3.16292830963557e-13,4.9938537633615864e-11,-5.5243115956768895e-11,6.9389726104876e-10,-5.187190939649664e-11,1.4125299123421668e-14,-1.4634918091282352e-12,-2.444907874302866e-14,-4.954802301706652e-14,-5.316097916976544e-16,6.813728744380994e-05,7.124239073188636e-10,-3.6600224045743975e-10,-5.510851453129616e-08,2.35324226894287e-10,1.2113215437236689e-07,2.602335969960188e-08,2.6429627676328365e-10,9.357568335921928e-09,-8.716227009268216e-09,3.0118184033677856e-07,-1.2508612146514795e-08,1.8032259064059275e-09,8.596995449175273e-07,-2.806826482811128e-10,3.742099279732719e-08,-8.581346366367215e-08,6.281469276546692e-06,3.721744773002727e-10,1.3790503621157119e-10,1.4878656278393162e-08,1.1843547260582783e-10,2.538232970341695e-08,-3.4419239203209437e-09,-1.248922121622782e-10,-1.0499748253247459e-09,-1.2772572540010083e-09,4.821133910077982e-07,3.715779207109176e-09,-3.499471111113324e-10,-8.513778940615658e-07,4.090004043623926e-10,-3.7856244283898416e-07,-1.3136566560615237e-06
800,2.572231936357443e-10,-0.0005416356045658917,3.802578179824774e-14,1.5857671175728428e-09,1.3835856116169837e-12,1.0791740912574683e-09,-2.009061603946047e-10,5.788095889237239e-12,-2.1288595502881727e-10,-3.503541774656448e-11,5.2363887836454485e-11,-1.545494889429899e-10,4.239043239632502e-13,-9.42557233312293e-10,-1.140375722797958e-11,2.0796434766283214e-10,-9.182933319608719e-10,3.7432464092088967e-06,1.3853451478557363e-10,9.353468597446087e-08,1.0990024229762773e-10,-2.2956664538087107e-08,7.997406371354628e-11,5.406460289719959e-13,-1.0487098449770087e-10,2.24048861278052e-11,1.0001869431430994e-09,-3.4533758145163484e-11,-3.8635770420684865e-15,-1.2883940807384256e-12,2.3207251120520515e-14,-3.346015599637569e-13,2.8537253895967773e-15,7.015526027175666e-05,2.003170613685195e-10,2.7699999020151087e-11,-6.375249553086434e-09,2.8591681555424933e-10,1.2423212921458485e-07,-1.4597147051974941e-08,-8.15988117528332e-11,3.0353285861425085e-08,-2.59217868101026e-09,1.9092106836290788e-07,-1.1460788083954886e-08,1.6083379333880515e-09,5.606811187545162e-07,2.1353698650130032e-09,-1.8983201137799154e-07,2.0708880373070836e-07,-3.749388489718587e-06,-6.445745088454586e-11,-4.6607095238420644e-11,1.6377951023612357e-08,8.114103015381428e-11,2.9164446948206016e-08,-9.308742242761163e-10,1.5161408084665947e-11,-3.6142679071039796e-09,-1.967992696723274e-09,7.925222193080004e-07,-2.537232766167258e-10,7.309019935995144e-11,-1.4000798840605906e-06,-3.524514169684519e-10,6.779057331865336e-07,-9.327929150128458e-07
900,1.5853373502387984e-10,-0.000355167714540539,1.5172087884237773e-14,-1.87701259920506e-10,4.717830256227074e-13,-3.2525923576859966e-10,-2.8514792309051575e-10,1.6580729573720577e-12,3.798881007591968e-10,7.948948629512544e-12,1.4458465370618609e-09,1.032136932744254e-10,9.097586161833383e-13,-1.0058786371619026e-09,-4.050552602530061e-12,4.986420831017941e-10,-7.443090001675832e-11,-3.991166014591234e-06,8.560977592396158e-11,1.1836365772164149e-07,1.4878264145405727e-10,5.970049828971976e-08,7.292335963623049e-11,1.9759285802212632e-13,8.74957477226017e-12,-5.255395706433637e-11,-1.104136830029648e-11,7.672625956320506e-11,7.394498432437676e-15,-7.159867666847595e-13,-1.2448675159335368e-14,5.583807410017958e-13,9.129443112419582e-16,6.8732609151476e-05,-1.2269678435756539e-09,3.826394916217599e-10,-3.0821878631623645e-09,-2.9062336877302634e-10,1.0221751614361487e-07,6.126996859335164e-09,2.189455052660322e-10,-1.7382232781513835e-08,-7.316190645807252e-09,2.9197253188172483e-07,-2.855672884050798e-09,1.7659585571506636e-09,3.433886907478077e-07,2.2845504023909818e-09,-4.0436994420184595e-08,-4.504061281768791e-07,5.1662269321081556e-06,1.364819258048476e-10,-1.8351572816204178e-10,-2.1990868274032535e-08,-6.273432830280476e-11,2.717295357066564e-08,4.633989864952371e-09,-4.055524875604333e-11,-1.269467515087547e-09,2.161071377497846e-09,7.225265812104301e-07,-3.637253229966427e-10,5.477786965405857e-10,-1.9816442419406602e-06,-7.542043906105094e-10,-3.130875803650903e-07,8.880317716442363e-07
