miliseconds,HR,G,ERK,PIP2,DAG,PKC,PKC_a,GpERK,bpERK,barr1,barr2,G_a,HRP1,Hbarr1RP1,Hbarr2RP1,HRP2,HRbarr2,Hbarr2RP2
0,0.07949780506708334,56.95705447174407,4.253234108808157,1.002169764843956,0.01453978086243268,8.841990936816211,0.0016814386162595002,0.018039266958114586,0.012071968784632401,0.8581708637218004,0.48296744860812674,-0.032361372392545266,0.00018792048539703014,-8.673384779558596e-05,-0.00011741220167626748,-4.6327934918796533e-05,1.0518123476685592e-05,-9.144508365224029e-05
100,0.058874295870251406,54.76108638397408,4.255226574345136,0.540719823075916,0.44985384536428474,8.828557260711708,0.015801681863906,0.013497720298203463,0.019929255420435,0.856448903277561,0.48113805501805024,2.2551047352741174,0.011973043299622687,0.0013210614584753862,0.0009789204486876334,0.005900341365376979,0.0006322242186409965,0.00030873418305550924
200,0.04323475803701169,53.98321541981252,4.2012222248099995,0.18357474831772583,0.8327503966391838,8.786000148814752,0.051669892933875576,0.04357914229258972,0.02450809223345063,0.8529227563699265,0.47864970365834114,2.9729703684331366,0.016965992135187284,0.0049580796728421975,0.002489964927985124,0.009993570199860004,0.0010358945134791553,0.00041867211367076446
300,0.0320142434835279,53.952841093355616,4.140288806360502,0.0752883081430936,0.934362645414756,8.738766513947375,0.10026253029405774,0.10305812948495396,0.014995760330879966,0.8495538860233536,0.4759025642450649,2.9718317224982727,0.018531288704378923,0.008666139101037267,0.004913965928085115,0.012766008721073351,0.0012996974424395462,0.0012245851637044949
400,0.024118469498565314,54.2565375640701,4.032402597898043,0.04653234680291806,0.9610259426703208,8.698339602518626,0.14713285616252889,0.19901702382472689,0.017861227327145436,0.8453254961920301,0.47250806725418554,2.730817955445136,0.01800034115221783,0.012594313662221628,0.007139904046708433,0.014711479607815015,0.0014328116530635997,0.0016919836650460794
500,0.018604226379568045,54.69281676836004,3.9562031301585234,0.0432640611915474,0.9573198998199017,8.659452728121321,0.18623853743609736,0.2974481649137132,0.031588266019606084,0.8408512143632517,0.4696910017134958,2.2929750603603414,0.016469382213934847,0.016301846600178502,0.008854253934222412,0.015828020259855254,0.0014936498980491746,0.0025880188592219194
600,0.013586687443282938,55.12499406402503,3.832160760637479,0.03577096424461649,0.960055857835502,8.630102775995066,0.21654840675211676,0.3912650773193232,0.039059635161954466,0.8382133523844356,0.4679487924026631,1.8720811892844902,0.014668701722727181,0.02012283973034044,0.010909066272015436,0.016385690247222716,0.0014756226155742637,0.0031080979129928877
700,0.009742808199766135,55.472584740793934,3.7311411799078016,0.05027447820164375,0.9505999308589026,8.602983057551231,0.24044632852226316,0.4822665483725095,0.06068699491533947,0.8345384031370022,0.4651528040691508,1.5259160134972414,0.012453117682202627,0.02252506333196991,0.012151922469291757,0.01658189671876454,0.0014411493240754233,0.0039240520761238285
800,0.008729172270286106,55.79154228345296,3.637412219921441,0.05890398355765081,0.9375211953713367,8.583443223523847,0.26097953529193113,0.5646599272479769,0.08385729826196106,0.8321879438966284,0.4638484406789221,1.2478182333205905,0.010567698678591643,0.025158267779627843,0.013570401878726301,0.01682842335967682,0.0013639512998025068,0.004571607675696245
900,0.006425956979066637,56.04030645923414,3.538809879710878,0.07789497733595073,0.9312367579083047,8.567267810538063,0.2762048248639404,0.6467623400721754,0.10100816808700244,0.8302011942315317,0.46239979698246075,0.9699767363570565,0.008696206586801163,0.027212716880565948,0.014395936620275432,0.016519767301335378,0.0013247877871745018,0.005143821666677523
1000,0.005217939307433217,56.218570884543595,3.4632883320492516,0.08595585900622779,0.9171315766950414,8.557916476671522,0.28473659768282533,0.6913003004724574,0.11218430130109613,0.8283586258329815,0.46048827902461426,0.8039010931702818,0.007130190344993155,0.029169544096317498,0.015375715752363859,0.016449793989822572,0.0012302134117009467,0.005604947813100971
1100,0.003922184340270514,56.36347112678104,3.3829324670134366,0.09793043766726198,0.9176146027928701,8.544046883427704,0.29962841554297354,0.7360027330212867,0.13884668315489723,0.8271764343911222,0.4593770395704314,0.5960603813184229,0.005997940828066089,0.030311444787995412,0.015915264504622106,0.016151926099765238,0.0011269998333929628,0.006423327557805035
