miliseconds,HR,G,ERK,PIP2,DAG,PKC,PKC_a,GpERK,bpERK,barr1,barr2,G_a,HRP1,Hbarr1RP1,Hbarr2RP1,HRP2,HRbarr2,Hbarr2RP2
0,0.07933148706472737,57.01715245668455,4.246370479079648,0.9875571640482036,0.004762578775398779,8.839671530159816,-0.0010880283007766475,0.025294854427736713,0.02203215857192424,0.8579790393185677,0.48277012604172226,0.02599851004926836,8.15794646277001e-05,0.0002465777556950532,3.4641888920378525e-05,5.9670831918168546e-05,-7.574589511976087e-06,9.801783324417472e-05
100,0.059188755461474875,54.73946391341886,4.226080774719024,0.5542536944238303,0.4601391307185243,8.831951179935892,0.011504075640214138,0.009481343121019187,0.003043859996853906,0.8569010848527101,0.4810641483834147,2.2804495052567977,0.012038671814619522,0.0016607791285906319,0.0009965130745828615,0.006088673159508681,0.0006657207652543475,4.5589694122443754e-05
200,0.04325730423124119,54.02241149665276,4.221076670986359,0.1835331292266897,0.8373521184496937,8.78774900330899,0.057254544571448275,0.04391447775241008,0.012482211923742336,0.8534819402824825,0.47879002351570993,2.9985068152555927,0.017003611313458986,0.00455002429514656,0.0027686071793741407,0.01013237632031418,0.0010402810992942014,0.0005907512670534792
300,0.03244638215580715,53.9754080532068,4.13209531674274,0.07159947428032729,0.9370793080446624,8.738689467614694,0.10016492558488876,0.10969338167961398,0.009082534190446736,0.8494749411814518,0.4754974026471015,3.025897262439559,0.018762143671671134,0.00834315675452934,0.004932329950620433,0.012910945719767966,0.0012925726304265051,0.001165865209694143
400,0.02347985248882808,54.28490465968719,4.039522311905429,0.03894443487565303,0.9568553199685728,8.696550310147051,0.14721067787710782,0.2089324618122553,0.020541235168350182,0.8451971883168637,0.4726595287891401,2.7296073108975274,0.01801229562350762,0.013371060087465966,0.0070880126790785645,0.014782760198693167,0.0014375045400361955,0.0016458174354122956
500,0.018164251793013494,54.692375450655774,3.9542758188085294,0.032236942465033225,0.9594419892161812,8.664222413807153,0.1825697095200506,0.3001809012079451,0.04145375311167123,0.8416068248138125,0.4703245232464131,2.3133241867183343,0.016488636940791418,0.016315535885102348,0.009101629186831679,0.015930601363797137,0.0014640020380697646,0.002308446549659346
600,0.01309681087603098,55.0584678199583,3.816913205609594,0.045253814563795784,0.9541910175122007,8.627753972496848,0.2116090257906449,0.40782057362920937,0.05565773325452132,0.8382726298439701,0.4678963380994112,1.8719307035021957,0.01426721447383445,0.019762579407099946,0.010938065742243307,0.016435279361879655,0.0014726174857644257,0.0030349286786521103
700,0.010592861031124461,55.45644102082515,3.7144231988973635,0.04653065467564877,0.9570844284288572,8.605695138873248,0.235867311094094,0.4907724454170538,0.06282872654714614,0.8354871820891278,0.4651210324277792,1.500391822177388,0.012452573112764515,0.02244744875017107,0.012399128916217339,0.016726584659229014,0.0014570831166979617,0.0038137991318623237
800,0.007754089179879858,55.77759911897079,3.639233401156815,0.05111667410196479,0.9423120869817007,8.583016948932153,0.26219265937575365,0.5674730830278519,0.08870698794848604,0.8322928364220816,0.46340323841354947,1.226342577132113,0.010621396843201285,0.025394096908394233,0.01350302868062197,0.016642984642064595,0.001382121588748836,0.004413989408105107
900,0.005951136472897613,56.03242562744706,3.5349832463819055,0.07386237197092214,0.9359791490665595,8.572399442757208,0.2722982550276176,0.6426423256783749,0.0989543595119522,0.8302932311519251,0.4618879066099532,1.001820208468796,0.008684548836847772,0.027916019979625405,0.01448227452059788,0.016680815122409428,0.001318891072340971,0.005255271357891567
