milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,9999999.045613434,0.0015895899074169395,1.0055577464593728,-0.007240539398290227,10000000.0
100,9999998.8350024,0.04865640129104158,1.0042699896915503,0.01213039372186419,10000000.0
200,9999998.887415633,0.2253693084678965,0.9720806974624195,0.02156988589706285,10000000.0
300,9999998.734164787,0.29418208504826293,0.9734479145056211,0.02732428512959206,10000000.0
400,9999998.520298697,0.4332486122408052,0.9869586867677641,0.042858932899535636,10000000.0
500,9999998.488422178,0.4568774968487946,0.9581504765382334,0.03910655127959166,10000000.0
600,9999998.357463265,0.5898393267131851,0.9713351424086403,0.06402188098721959,10000000.0
700,9999998.369872028,0.62713273064136,0.9674819125572514,0.07272531057696656,10000000.0
800,9999998.280350188,0.6729000627730302,0.9599213125589117,0.08261533749681642,10000000.0
900,9999998.20039328,0.785900585630229,0.9770711136912442,0.08140752660693241,10000000.0
1000,9999998.074548142,0.8733179022620894,0.9743260579065598,0.10241124885488795,10000000.0
1100,9999998.004677363,1.0015657521220465,0.9750127167533624,0.10036087697800607,10000000.0
1200,9999997.768319158,1.036632735845413,0.9793499911936643,0.11678951249879531,10000000.0
1300,9999997.690108899,1.1120046974168956,0.9988162925907736,0.12172549459310446,10000000.0
1400,9999997.561663937,1.2974304920425133,0.9986972142211297,0.13503749496371298,10000000.0
1500,9999997.602547828,1.2836353222499934,1.0051598934032793,0.13821918519469711,10000000.0
1600,9999997.447171332,1.4224431589728102,1.0154497914283038,0.15419736744782814,10000000.0
1700,9999997.399438573,1.4964517104110713,1.0202109336026128,0.16784253608744643,10000000.0
1800,9999997.299429165,1.5830496066106243,1.035911078226341,0.1697449274233189,10000000.0
1900,9999997.040353082,1.6695680254408054,1.059269966280233,0.1828340681669428,10000000.0
2000,9999997.049997006,1.7156043751319812,1.0546550114090814,0.19085671039809285,10000000.0
2100,9999996.899010187,1.776062486180722,1.0662136341237156,0.19616763788201141,10000000.0
2200,9999996.74662698,1.8564788718498155,1.0993515715838214,0.21377038390496753,10000000.0
2300,9999996.629053613,1.9704117639202743,1.1244207585839519,0.23200252797793863,10000000.0
2400,9999996.546841929,2.0783336025928194,1.1362150986637003,0.23002944078419943,10000000.0
2500,9999996.50872333,2.0788818017562507,1.1356829186454749,0.254110106367304,10000000.0
2600,9999996.396887189,2.2062773320332556,1.1742988008299824,0.25373266482691126,10000000.0
2700,9999996.247525748,2.34416363361813,1.1734292330812537,0.27622678036495657,10000000.0
2800,9999996.140233057,2.447914490736104,1.1966976191870116,0.28660431046310353,10000000.0
2900,9999996.019054078,2.4509156256169953,1.2301087454389605,0.2894483386771753,10000000.0
3000,9999995.786592998,2.594805311475075,1.2512578722697534,0.3089149285669986,10000000.0
3100,9999995.793477686,2.6070784273542644,1.2884372972857898,0.3185383061575113,10000000.0
3200,9999995.632203113,2.7655007899975197,1.2968467809574813,0.337599096990944,10000000.0
3300,9999995.445876643,2.8051237164842826,1.3468855116579208,0.3480159681680725,10000000.0
3400,9999995.345125018,2.8810074709893967,1.3717101180891753,0.36410752664298324,10000000.0
3500,9999995.139420137,3.098506162908368,1.389961532179178,0.36167375599588353,10000000.0
3600,9999995.155248318,3.1018691906510174,1.4322717406262293,0.38780728849025053,10000000.0
3700,9999994.97328699,3.168663901288146,1.4515211428241164,0.3969081092120259,10000000.0
3800,9999994.732630022,3.361119814440936,1.4907300254976612,0.41509902852904146,10000000.0
3900,9999994.54587375,3.4106127810384255,1.529456799640392,0.4200051151232954,10000000.0
4000,9999994.545437774,3.524320900851641,1.5640506368306422,0.4411284232046412,10000000.0
4100,9999994.362070387,3.6193164130246656,1.5762674713171263,0.45607581438327316,10000000.0
4200,9999994.139849922,3.7786536130284127,1.615182870838092,0.469423002993167,10000000.0
4300,9999993.981386848,3.81298354995403,1.6756719321817621,0.49515269937376394,10000000.0
4400,9999993.901874578,4.021367212138978,1.717261396663134,0.506195490953045,10000000.0
4500,9999993.57051612,4.13825704930911,1.7317685645426304,0.5266980863472915,10000000.0
4600,9999993.411813738,4.211900379845252,1.7966571429035412,0.5314158982070174,10000000.0
4700,9999993.227183985,4.3423623970756395,1.8181628912256762,0.5620981986607412,10000000.0
4800,9999993.033997443,4.403572881108479,1.8837485067192457,0.5812978690314583,10000000.0
4900,9999993.004929025,4.613688656913634,1.9313540974247247,0.5974212765266969,10000000.0
5000,9999992.77018001,4.722562336674635,1.9705164606360839,0.6046995533014461,10000000.0
