miliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,9999999.035869163,-0.040543558693346436,1.0048531980752302,-0.007643101596239512,10000000.0
100,9999998.977658095,0.14391099351687084,0.9913888589585984,0.011581851489171185,10000000.0
200,9999998.828585533,0.19069399252111488,0.9726120402967521,0.02772045230686874,10000000.0
300,9999998.629497373,0.2357087916177506,0.9804136110626726,0.0299553639474874,10000000.0
400,9999998.567087663,0.358827036180528,0.9755083160711271,0.02963147316953791,10000000.0
500,9999998.48554211,0.46285019489656226,0.9581003318183238,0.048503239742000076,10000000.0
600,9999998.344226286,0.5247543638507084,0.9632203851242788,0.05991471008643524,10000000.0
700,9999998.383759895,0.6847796415247492,0.9688143061770974,0.0735258573259664,10000000.0
800,9999998.262781361,0.8031444835020756,0.9710961848913798,0.08073841269482034,10000000.0
900,9999998.136995971,0.8468691778174238,0.9724786124797705,0.08230996343343688,10000000.0
1000,9999998.062960327,0.9551329093390416,0.9843553032301744,0.09093205717229842,10000000.0
1100,9999997.84213185,0.963841046436559,0.9761878318361994,0.1074121999552901,10000000.0
1200,9999997.852603864,1.1068901836429188,0.9728117605585556,0.10531197101026314,10000000.0
1300,9999997.787262937,1.165867912891966,0.9935910526051818,0.11594822440305391,10000000.0
1400,9999997.661430148,1.1811480982265836,1.006096196508586,0.12965897970535648,10000000.0
1500,9999997.606492618,1.276378643135349,1.003009345095915,0.14636648255593585,10000000.0
1600,9999997.36762482,1.3485129972468242,1.0275185647584255,0.144482509677974,10000000.0
1700,9999997.283253556,1.4462979780517213,1.021161091674849,0.15831480979419807,10000000.0
1800,9999997.198357867,1.5791708469973755,1.0252963491343754,0.1816151558176154,10000000.0
1900,9999997.066182084,1.663235043995181,1.0525459656327227,0.18788358608330283,10000000.0
2000,9999997.03424207,1.7819704352413093,1.0713684775738117,0.20125556660064095,10000000.0
2100,9999996.831322793,1.8311224624704787,1.07909259862946,0.20822360150246577,10000000.0
2200,9999996.769073727,1.9095130650970225,1.083169611303287,0.22187198940309705,10000000.0
2300,9999996.694909679,2.0375654439215567,1.113273056579894,0.22038244257165124,10000000.0
2400,9999996.516902668,2.061666852000665,1.1260521025567056,0.24171000575804974,10000000.0
2500,9999996.474117804,2.0788696192236356,1.1500755090573218,0.2404443153434679,10000000.0
2600,9999996.278528638,2.1764876657454515,1.1530106151370345,0.26641083265282156,10000000.0
2700,9999996.25367996,2.2968368606761485,1.1766905928922333,0.2782342352881128,10000000.0
2800,9999996.166639715,2.4500090996737556,1.2198160138334686,0.27806998625530444,10000000.0
2900,9999995.945200482,2.4902960812863917,1.2336421902161543,0.2980718676294985,10000000.0
3000,9999995.823491795,2.57332083093617,1.2463766951488882,0.2977000717609308,10000000.0
3100,9999995.757792648,2.712998720150742,1.28672898472925,0.3118600294931997,10000000.0
3200,9999995.608515404,2.7677401879507406,1.3186962871893562,0.3308117284327276,10000000.0
3300,9999995.537028795,2.827630201486018,1.3442129957962472,0.3458758511237628,10000000.0
3400,9999995.399596727,2.8972493932279497,1.3550577009729248,0.3575021219541549,10000000.0
3500,9999995.134156669,3.0926944892967088,1.4030015284478161,0.37128732179544865,10000000.0
3600,9999995.098093003,3.1364945235993837,1.417825918941094,0.37597023643109123,10000000.0
3700,9999994.922989117,3.2047553743307406,1.4682588639831,0.3977435157701083,10000000.0
3800,9999994.78857239,3.3798421178333586,1.489507046417164,0.41233813213324777,10000000.0
3900,9999994.664621329,3.380612451549013,1.5272948971667937,0.4327646051673931,10000000.0
4000,9999994.49674723,3.577260113212868,1.5611056329035786,0.4420326455360037,10000000.0
4100,9999994.343468945,3.6930396207691873,1.5940430139666926,0.4604727623287091,10000000.0
4200,9999994.18336529,3.762454276814287,1.6117286184182213,0.4671801652647659,10000000.0
4300,9999993.993045602,3.80891380841815,1.658778990777139,0.4895344353688829,10000000.0
4400,9999993.870728798,3.9244371611171145,1.710513963935445,0.4990544913572614,10000000.0
4500,9999993.619157333,4.122818585772867,1.749007248566551,0.5304856475332023,10000000.0
4600,9999993.475703586,4.202422980198242,1.7885916889134466,0.5441408132229559,10000000.0
4700,9999993.335903967,4.360890533969077,1.8227822355545316,0.5496674643849223,10000000.0
4800,9999993.176018732,4.449636391602003,1.8896871060959675,0.5822677640112169,10000000.0
4900,9999992.880687283,4.557072241985476,1.9105143939352058,0.5892977071405682,10000000.0
5000,9999992.74531375,4.726050604834434,1.969979845311982,0.608552393547949,10000000.0
