milliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,24.99999462500192,25.00053784394279,24.999829009043307,25.000067542103515,-0.001208978651592657,495.3301970104783,-0.02349186748193343,0.7661784073721523,0.3545876323199732,299.6333722494967,-0.4593581641420748,-0.5644001227668706,249.4437060726672,500.001316306022,-0.0009034181793874619,0.42759087817848207,49.76016546377943,-1.7976215929537612e-05,0.09670179851148078,299.96991689136564,2.587082369848803e-08,8.595579792424216e-09,300.0000000025304,299.9999999983167,300.0000000004583,1.3347185573309503e-09,3.1100675726676417e-19,1.6996421468338032e-10
100,24.999990100314655,24.996000938178057,24.99988446928973,24.99997117224978,-0.0009008274842478216,493.76505063950646,10.005552016847597,-1.0611245219340373,0.2377540830073296,298.20939549889886,0.46297703804230816,1.6618533653617447,249.4128775198666,499.9996566688886,0.0009558340690848869,6.055589433376915,44.29961714822717,-1.4536748721647094e-06,0.0034893858399085396,300.03490060850476,-4.89790859720806e-09,-2.6609789896513743e-09,300.00000001700954,300.0000000013225,300.0000000001746,7.399575794354156e-10,-2.132704312080967e-18,4.890066586714095e-11
200,24.99999091230456,24.994307233282157,24.99979493410895,25.00009616365374,0.005883440021664696,468.69615662150636,18.147932004396175,1.808959806226671,2.921240781500287,297.98641387375744,-0.2987891387890369,2.603947321669919,248.1948784073059,499.99941657920044,0.0004032901106477032,11.562049061344352,38.226864143600274,1.664976273709619e-05,0.09878846784623482,300.0277391505236,-1.0476956616516967e-08,8.742051175680167e-09,300.0000000161507,300.0000000010856,299.9999999993374,4.682523395331879e-10,-2.025525134119241e-18,9.878640657592492e-11
300,24.999986786132744,24.9918748859558,24.999695920130392,25.00065030305398,0.004456051898453554,462.2994756072311,31.901165394270716,-0.4035076184301998,3.880876738687186,295.68696841126695,-0.39098451406593104,2.663833887952852,246.96584875599325,500.0000873329476,-0.0011231160578384063,16.65951741945829,33.00639163486935,-2.2566439801078135e-05,0.020061877414945493,300.01122174853043,1.0897599119513444e-08,9.885709253473169e-11,300.0000000122842,299.9999999999317,299.9999999992768,-1.0933187562437494e-09,1.828562575618541e-19,-1.3539944839174303e-10
400,24.999980516083905,24.990787695040932,24.999594480629288,25.000382329545342,0.0064960305749283305,444.92883764380105,39.583767452426365,1.239924548637388,5.987399530946218,295.3442319109463,0.26282961442675035,3.2710400168085005,246.30549115331033,499.9993872887777,0.0011201753766453971,20.25580113439986,28.985984926911765,1.4198592109823347e-05,0.05770771630258172,299.8965736515044,1.4810631030777987e-08,9.472744633331457e-09,300.00000001261475,300.0000000013763,300.0000000011199,-1.1270041976675973e-10,-2.680051918308498e-18,1.1021690488990342e-10
500,24.999977884647347,24.990416415198176,24.99932256327081,25.000793118365362,0.009501594250309858,447.1011768209271,44.03798796277996,3.9289438634167544,6.156241923393674,292.51736434861124,-0.02756817909389342,4.807792235707705,244.85467527442202,499.9985812330924,0.0009600555817609459,24.711695555040436,25.82866193900345,2.2673336018784985e-05,0.05367109399463327,299.84262154158347,-1.4476509104422237e-08,1.506888221846592e-08,299.9999999985906,299.99999999997124,299.99999999962455,8.488812759479904e-10,2.90239449496277e-18,-1.290842528123726e-10
600,24.999971471141553,24.990932581113228,24.99896635173674,25.00079322274985,0.009267239942777353,424.9755198838653,54.67795443967547,5.691488471924897,7.929748110335223,291.46376346736145,0.30889937031408,5.2915863189168295,244.39181978816228,499.9974844971726,0.0029558718740591862,27.53317535760337,21.769074329806354,2.0700118426624862e-05,0.13806950650557814,299.70903387298995,-5.315870664260094e-08,6.420583713147574e-09,299.9999999840278,299.99999999941815,299.99999999889684,1.2854797095951982e-09,1.2483900553988607e-18,2.0833341058036564e-10
700,24.99996896780147,24.984606189496514,24.9988245869168,25.00126111988033,0.012666667213385012,430.58789047492513,57.41696168812182,10.859015337628684,8.827431543110201,290.18343878332905,1.5927662021292952,6.217566390778282,243.1774005248256,499.9981670158319,0.0011374159581375733,30.310426951765155,19.166074707980147,-1.634855955223429e-05,0.25932770451077525,299.81361882779174,5.040827384290985e-08,1.0109614251498766e-08,300.00000001130513,299.99999999962444,300.0000000009176,1.1768828900881977e-09,2.4613736524276936e-18,1.5655525552987544e-10
800,24.99997267983799,24.98468395372055,24.998732312869713,25.000983280530544,0.017387239396160277,402.6534640875942,68.97958302774936,7.475824946313585,10.60129988194922,287.790815581785,0.7786378863107373,7.2363036615797505,242.8106159025544,499.996030782066,0.0013968984975423141,31.746846724575178,17.07856876049509,2.3266699273466765e-05,0.23226532674314865,299.75487251413887,-4.08178730043417e-08,1.0393472440061628e-08,300.0000000104445,300.0000000001153,299.99999999873364,4.523134200104017e-10,-1.575164507159603e-18,3.2883279699963746e-10
900,24.99996741396791,24.9806698275476,24.998806715540727,25.00122006939669,0.018936296853417356,405.2464441915197,74.17768477687096,13.981676905334568,11.499634241361347,287.6623829173121,1.5713035084441271,8.914282484072523,241.51718887460103,499.9982732286831,0.0022915890276333185,33.57158516808638,14.97885028506357,3.568589972219259e-05,0.334479738791165,299.62008677051307,3.778397734723118e-08,1.4860205896213807e-08,300.00000000010635,299.9999999994018,299.99999999874234,2.9242253012548424e-10,7.407548573210642e-19,-3.414184109944077e-10
1000,24.999965611187775,24.980486776671924,24.99857162267679,25.001315766725483,0.01669464111698699,397.36044965839693,82.3498754420014,12.185497482444779,12.83966953767577,286.55256859814625,2.238266881025549,9.838983277292822,240.7202697853922,499.9963318373331,0.003922549552352424,34.44616541920488,14.335934728222028,3.200410838078416e-05,0.49015537941931536,299.5408905105752,4.78759634547646e-08,-1.203624915107416e-09,300.00000001525603,300.00000000067035,299.9999999986823,-1.4099356428603123e-10,1.2591117210761708e-18,2.212644103792219e-10
1100,24.999953885031562,24.976647710106548,24.998226177007368,25.00186729745144,0.019743169832121862,391.87956682349113,85.2843229340415,19.171072253749706,13.620902629432033,284.4567666892026,2.724568696931767,10.687864398175519,239.68419840497418,499.9949625467505,0.0053710245049090714,36.19068093969054,12.80248010178742,1.445642482963777e-05,0.44319545154705214,299.3994456098246,3.9468110096282535e-08,9.643160265407589e-09,300.0000000137763,299.99999999975955,300.00000000061294,-4.0518584046546373e-10,-1.454265377822241e-18,1.5949090036900154e-10
1200,24.99995224298549,24.98004195178605,24.998318079931547,25.00170890820255,0.024471244909385938,374.75206468667506,85.84557627445379,16.4698379868737,14.08639384715732,283.5178813087713,2.1733965116489924,11.573267583498454,239.55084845165246,499.99586117304756,0.0033631069299191875,36.534572378613724,12.475750706591606,3.700351371394839e-05,0.5331793487301619,299.47472791909496,6.079102911271772e-08,-1.748036847098829e-09,300.00000000629615,300.00000000149385,299.99999999996356,-1.8911122921625723e-10,-1.0705090706103045e-18,2.6466539116068393e-11
