milliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,25.000005779148452,24.999485797883654,25.000213786210523,24.999780089968645,0.0024111380286783828,503.347213440786,0.8644745217654649,1.4452037453663575,-0.5136095561493657,299.6333338708132,0.4631242186778301,-0.07390259334993035,249.4366349901204,500.0005697859765,-0.0010709425837048775,-0.5233119567618747,50.08130169016219,-1.5065744356116606e-05,-0.08930843194976677,300.06412955354534,2.6988515019581872e-08,3.828666003748648e-09,299.99999999982236,300.00000000091734,299.9999999997853,9.519240412237421e-10,7.274780890685869e-19,3.0942047303859083e-10
100,24.999992148938105,25.00012596229751,25.000067258251814,25.000365935504423,0.0004816976691356604,482.88373907620525,8.472428669094159,-1.4924754098680983,0.4224557466299796,300.2620521007557,-0.29493148404313513,0.7622472507963167,249.21799149042434,499.9992102320474,-0.0008573856275412949,6.01676749748544,43.44252037744996,5.297212129368677e-06,0.044458820448500205,300.0119416520752,-4.6237805773278587e-08,-1.300245796767597e-08,299.99999998241896,300.0000000000486,300.0000000007021,5.017780820461141e-10,1.8108687122403843e-18,1.7888400950273733e-10
200,24.99998716128544,24.997624068861896,24.99955204189782,25.000423445316027,0.003643163914049451,472.2122413001714,20.8676390109175,3.2931659835663645,1.8706289491076937,298.65123745553416,-0.5074344812567961,1.3508090115377942,248.46283604363413,500.00128215973035,0.0018756828722886229,11.35069091827567,38.02847997070798,-4.452905880975596e-06,0.10768667908947825,300.02596348203537,-4.235460377921246e-08,9.702832544435776e-09,299.99999998768016,299.9999999996881,300.0000000003988,1.3009286114674711e-09,3.1614582766753697e-18,-2.5758765095294352e-11
300,24.999989577066597,24.993258893216968,24.999580709816925,25.000374092642097,0.004923721449154185,469.53710010584734,28.557452077750863,1.6366990172429994,4.176147649272928,296.2744265355669,-0.39480243223873634,3.0826495589436487,247.04031990573108,499.9979835965363,0.0005662792535130966,16.05125662180703,33.36606389249624,-1.1070417876240747e-05,0.12436111182452728,299.92888335939244,-2.3382571370022003e-08,1.0614220465525897e-08,300.00000001711373,299.9999999986827,299.9999999992027,8.184037505107765e-10,-4.2735344574122385e-19,-2.7498432275599274e-10
400,24.99997834495963,24.9918686454352,24.99920019327059,25.000700208341154,0.0050286223575013375,456.35472633636647,42.029078482122685,6.3460628008090065,5.280790439358712,294.4169171038213,0.27360972360746244,4.178047376984679,245.69436810000218,500.0009959740428,-0.0012399101509422915,21.47958091273644,29.493936578219948,2.0139235119683242e-05,0.10419241149140408,299.8899877662809,3.354126988538149e-08,-1.3167067380055472e-08,299.99999999921357,299.9999999991175,300.0000000010056,-9.233416722229895e-10,3.2090078963217526e-18,-6.394482744117826e-11
500,24.99998179212213,24.988288347285724,24.99905208251741,25.00054681880857,0.010140785723142145,440.39291195966985,44.26417481209952,6.560231155121103,6.605666341010744,292.9568340028647,0.626380363853938,4.508649447030761,245.70839996273028,499.9996872210133,-2.976880940205916e-05,24.931163002518698,24.594923897959298,7.936115484380532e-06,0.15695076898747348,299.9459590831805,-5.300615627523725e-08,6.355005632966467e-09,300.0000000005908,299.99999999891685,300.00000000129285,1.2024349701771022e-09,-9.164094056999165e-19,8.105026578138616e-11
600,24.99997213509263,24.989692437588165,24.999136257463242,25.00104576393891,0.013282912843713942,429.3149772827773,54.06358975644597,8.39381423920647,8.184413569088019,291.3483256674313,1.025240542823492,6.062239328995224,244.48688249014594,499.9981787223834,0.0028900312240239014,28.314407670416575,22.509925567329727,2.790359866874408e-05,0.1744840961738853,299.75202660150944,-3.686411885641614e-08,-5.342202313217453e-09,300.00000001292904,300.0000000007195,300.00000000049783,-1.0827169881476008e-09,1.3154053568728909e-18,2.1461464958601162e-10
700,24.999967190807663,24.984200549345555,24.99917532076303,25.00083153719737,0.01543817318045513,415.38345646154494,63.97456568010522,4.994704543845088,9.068994267794073,290.49587539755123,1.087492111418784,6.9414219926721605,243.4041050526669,499.9968966029267,7.700053457272682e-05,29.989976589553816,19.21576958697124,1.3624504323119396e-05,0.19692326133669608,299.7522763941305,2.9777998429984764e-08,-3.4322150029952413e-09,300.0000000072266,300.0000000016991,300.00000000067905,7.247173848240147e-10,-1.6338163204773424e-18,5.4513852557193114e-11
800,24.99996985563851,24.985224349739763,24.998894032498267,25.001126233077997,0.01261636162167512,403.0053021856207,71.31783838190408,6.57705492321424,10.1169383702604,289.0735825730664,1.7700429117078813,7.038538117762359,242.33693890640805,499.99648037891,0.0023626555707740174,32.0213590342391,17.937998599796316,3.172797664891981e-05,0.2894615888938029,299.64736975645417,-1.0846041266663687e-08,-2.2764014371161886e-09,299.9999999938891,300.00000000089733,299.9999999997071,-1.2783718440005694e-09,2.9485470628340995e-18,1.8175138734907145e-11
900,24.99995994336922,24.981140507990187,24.99878055726775,25.001147987400973,0.014646226230499736,410.5564026818256,69.6858786011335,8.928285818010774,11.93293433815344,285.70113293130964,1.8946541737130576,8.375866153545083,241.09399017876174,499.9963210122008,0.004247848864437431,34.44502456109191,16.0071418526126,-7.692593419509546e-06,0.30247455350871544,299.63759543986237,-1.0412950540738593e-11,-1.1845833664432981e-08,300.00000000653444,299.9999999995153,299.9999999996945,-6.015454400435195e-10,6.3345448143678865e-19,2.47378852223131e-10
1000,24.999958698610964,24.980191880823096,24.998436716512327,25.001558227432024,0.02070174754497646,386.61393026799027,76.49036559006964,12.037535012810675,13.216565962410408,284.9430801919926,1.5201775914749687,9.829923732082728,241.1577253828591,499.9962448350557,0.0033678336884532733,34.845479779937676,14.145316855078852,1.5570014691603733e-05,0.5307026159180355,299.4462119708452,-1.651662334039643e-08,-8.488785854065951e-09,300.0000000029555,300.00000000033555,299.9999999999009,-4.692161204761472e-10,-1.9616496752031383e-18,1.6106768698272675e-10
1100,24.999954362901434,24.978168866016784,24.998226029039948,25.00183510106903,0.021341045439626102,381.69144752138436,86.90039394074265,17.741206647558887,12.838167680111859,284.6323612333202,1.9838324273194234,10.16710798239248,239.55450528136353,499.9969271429227,0.005696703559245799,36.74384673784907,12.93616320152057,1.2251978989908734e-05,0.4917009939559333,299.45830736857715,-3.023299168092779e-08,-1.5464463349439066e-08,300.0000000031707,299.9999999993206,299.99999999899376,8.482869345912677e-10,1.7873444597981483e-18,3.1724733659510096e-10
1200,24.99995129761545,24.975789252176114,24.998388622482175,25.00160701821495,0.023558571307792663,373.11261664735196,86.30031321324867,21.30268763660649,13.730423546102504,283.88304205575395,2.7874386738954255,11.6763871195872,238.31723373170044,499.99553081232773,0.003329946148806013,36.036446486570064,12.336382658702613,4.522915753140208e-05,0.5867949294425845,299.42576535165284,-5.487052297703078e-09,-1.4205797974861333e-08,299.999999999993,300.000000000475,299.9999999988502,-3.1166536728324824e-11,-4.2003509706519613e-19,2.924887070690273e-10
1300,24.999947473790467,24.97790019060476,24.99799444912378,25.001928674968795,0.025964186245551323,364.3791263531603,91.0681476594245,18.26653257456031,15.242710949709906,281.96896332460466,3.0748657823130596,12.29011459505456,237.7219908710032,499.9954237914159,0.0038174525150103432,37.53385269086196,12.476404174638022,4.123624518820273e-05,0.6817440922134206,299.36813969108243,-2.9380753174747126e-08,9.403273395196185e-10,299.9999999901123,300.0000000013309,300.00000000108815,2.55601174020589e-10,5.638177319502474e-19,2.0069805793260556e-10
1400,24.999947876026294,24.972709376310785,24.99777309990905,25.002220595668437,0.024543807627643546,353.96046660309,103.04942677985552,21.234205859301795,16.356744710896447,281.891731177743,3.6115130543035208,12.715591627131632,237.09974130671083,499.99282427045887,0.007501612645351521,37.085785076490836,11.916437660763169,4.0397401783122167e-05,0.802582067241076,299.21545636145964,5.7466941514262725e-08,-7.929087577141879e-09,300.0000000112111,300.0000000001523,300.0000000003084,9.32597165853202e-10,-7.341704050768235e-19,6.837611933110402e-12
1500,24.99993775239413,24.971589253505808,24.997785428667147,25.002092942608808,0.030497039199101145,354.66743358246026,100.1650373588917,24.995633440874524,16.941376519463493,279.30145367992975,3.642751076788753,13.625893795657696,236.81398874983026,499.991391412218,0.006103841069595161,37.18819429438218,11.31478579722058,3.988642936317659e-05,0.769000648032464,299.22464400574984,2.147114882655186e-08,6.093280143100005e-09,300.00000001128836,300.0000000013671,299.9999999987765,-9.173086570790175e-10,-2.133205826844818e-18,-1.6349447492601944e-11
1600,24.99993459506427,24.96857853942072,24.99754148517629,25.002308769976462,0.03229579556486899,336.69036797680286,106.24961634942082,24.577781867242173,17.219531098973192,278.0991461247434,4.052603329920831,14.19124131898598,236.69876347984132,499.99306768660983,0.009206439007282305,37.75182289475839,11.255462352205916,6.679437839260234e-05,0.8947321769151168,299.0278826648687,1.7072706878865705e-08,1.8095213900181392e-08,300.000000013318,300.00000000016246,300.00000000091956,6.624019942533425e-10,-1.9824477687534387e-18,1.0577960231827052e-10
1700,24.999933895517053,24.966495683381677,24.997374374216726,25.00272197201101,0.030147498409305338,333.4131359615632,109.75709908229828,29.51395142452586,17.908233900988865,277.403745507293,5.1962462053755285,14.946373524845304,235.0313838851194,499.98895455958404,0.009106070334745036,37.08419736921011,12.202972953778954,9.210243692294785e-05,1.009078454697829,299.00755043703657,7.476260921967837e-08,1.472533392871364e-08,299.9999999994058,300.00000000042263,299.99999999883124,2.1081990572113559e-10,-1.4247813526843223e-18,3.3554469717856883e-10
1800,24.999932956309614,24.96869716402653,24.99715175931754,25.002477885476754,0.03176986182139491,334.3045069357097,112.92011295490671,37.417335597084644,18.07162831204576,275.5934914500701,5.491682375658414,15.535214056856434,234.93404838315928,499.99026506009426,0.010946898847476053,37.305509901492066,12.160522810485672,7.187238996002661e-05,1.1521456281913425,299.0065738789378,3.76998576044469e-08,1.544220334161368e-08,299.99999999317055,299.9999999991187,300.00000000007987,-1.0865433107515282e-09,-2.0344296842579413e-18,3.3071832032457795e-10
1900,24.999919975873155,24.966514982525695,24.997162594678453,25.00280676876618,0.033126556223529134,323.3888199554033,113.30284473953876,37.55487307820518,19.158977070133684,275.7077087211195,5.656595583629673,15.973054609685015,234.1785154998532,499.9878480060316,0.010072522527835219,36.66289891625446,12.848692579719271,8.559479743121512e-05,1.2181623261357883,298.83024144417055,6.88028946297987e-08,2.2755698453588064e-08,299.99999999472743,300.000000001113,299.9999999994651,-1.0315929844406647e-09,-2.766276998035052e-18,-6.962282498272618e-13
2000,24.999920660331284,24.961049125647055,24.99694246700063,25.003056994206865,0.03902704004555518,305.8968672167955,119.68850267285073,42.23760088459252,18.676873452217347,273.83506434435077,6.426678140524247,15.933190939541195,233.56154691318991,499.9860255014804,0.01243615436062859,37.02104596850552,12.272942951215285,8.273181043160945e-05,1.2801631714321877,298.7577770381827,6.046984852985487e-08,2.4135043709703265e-08,299.9999999835288,299.99999999957157,299.99999999969924,6.96341633880565e-10,2.8247754010728568e-18,5.604493407398419e-10
2100,24.999917384140982,24.962536843372053,24.996900256961375,25.003086601329617,0.036694274724997096,302.4921628140016,125.55338133198445,40.31633488084382,19.779876515240662,273.90243782389416,6.353464477344975,17.156484203346988,232.8326813199858,499.9878962354827,0.014720724735198708,35.404260999606734,13.341579965319912,0.00012250896303585382,1.2650393836528633,298.77528147663327,1.086770275555507e-07,1.690135953819279e-08,300.00000000342146,300.0000000008996,299.99999999993184,-8.664394726570706e-10,2.7461562451208994e-18,4.3844541591639956e-11
2200,24.9999179215779,24.956965689036256,24.99683326566838,25.00335449281348,0.038734618321577464,305.2445856001812,127.73483183715211,43.713671320243876,20.38012179037981,271.8697252183689,7.176578671410823,17.445493354419625,232.76152952415788,499.98452752417796,0.013316064484586727,35.98288837905793,13.012588184257387,0.00011937865705814935,1.39613788277444,298.5450534930518,1.4124758172385616e-07,1.4358799556276065e-08,299.99999999849854,300.00000000044344,300.00000000065006,-6.76567195258318e-10,2.460501524649612e-18,2.1874252690330952e-10
2300,24.99990501582292,24.95785568301566,24.996550409143353,25.003456268933796,0.04378079754468208,294.74095004118794,128.22859996476387,51.455117087464444,19.629663086371064,272.4905893593994,7.032839284033139,18.392750404630796,231.740650865164,499.9827725321874,0.016414603562712345,36.031790774650794,12.759183445668636,0.00013493627608304076,1.4662839144169855,298.5094572858675,1.0878607046412914e-07,1.1163649046908324e-08,299.9999999851596,299.9999999974085,299.99999999819914,-6.669539396635613e-10,3.4677144211322577e-19,5.536680526233194e-10
2400,24.999909374796474,24.95344299951438,24.9962971411877,25.003638361873723,0.04275465382711986,290.21504719931943,129.46291836010732,52.79745411292186,20.696915954351233,272.60179843321873,8.316373273365647,18.020131300667718,231.49925263101025,499.98343800534974,0.018371322393120892,34.45471838448127,13.523998768290204,0.00014420859938989278,1.6010357944803062,298.48410547572945,2.064943688457905e-07,3.338586267483995e-08,299.9999999816574,299.99999999712315,299.99999999851434,1.212148251661522e-09,-2.8782639552791966e-18,2.537276527952111e-10
2500,24.99989964268181,24.955152905899265,24.996273311430595,25.003683643106953,0.046633628117022985,281.57701675248813,132.01646711226806,52.72543330920141,20.53872831493764,271.71088709367336,8.386612870665802,19.0396061399372,231.41920301524218,499.9820038175096,0.01879729614328283,35.125269947254,13.52939343033669,0.00018436363964534095,1.6762326818370759,298.48351002737604,2.0751711681392072e-07,1.6671063192220093e-08,299.9999999526343,299.99999999980867,299.99999999925797,1.4314761506790283e-10,1.9317684369783683e-18,4.149480401665449e-10
2600,24.999894755130928,24.952598337558644,24.995956502330273,25.003909385655863,0.048349406181259005,285.5741927524713,136.24436720501737,54.21502381538974,21.448897873419718,270.9976458295529,9.290527708558653,19.639542006010373,231.1433471392232,499.98032443262895,0.021135566774696548,33.90230359278839,13.76172142494718,0.0001838958527292849,1.7701245691408989,298.23486121143634,2.1381158529801286e-07,3.1774139918314884e-08,299.99999995754246,299.9999999970703,299.9999999988008,2.3525206611219105e-09,1.785967938906577e-18,6.577366943882487e-10
