milliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,25.000004532585745,25.000448405830426,24.999856237769354,24.999894447531705,-0.0007283806493732216,498.71171470768496,-1.8281025469599328,2.5335410183742524,-0.11229335881127096,301.1231793916028,-0.2302903884782775,0.5622280865472351,249.57792458000637,500.0008797982479,-0.0008099846858425595,0.0082979705633249,50.22476160540641,2.216282454050308e-05,0.03484288319091346,299.9957288158612,-3.247392821053554e-08,-5.776250598143767e-09,300.00000000140165,300.00000000013495,299.9999999994399,-5.010056747745741e-10,-5.242996877898819e-19,-3.605922143892441e-12
100,24.999992812528305,24.996892763287875,24.999704652477003,25.000269808492135,0.003361612342045607,492.85657394709483,8.572488831140177,0.37994035827128947,0.9719158231418386,299.82859069236986,-0.2564493545874673,1.2213323766403923,249.5257292462239,500.0016492027868,-0.0005204658620455076,5.509778838245483,43.55167542914557,-3.470116362817228e-06,-0.09431819824628235,299.9014399433121,2.9754828816491562e-08,-5.398856475971903e-09,300.00000001198674,299.99999999905566,299.99999999893964,-3.2716671378621157e-10,2.700297634767801e-18,-2.8200109316879105e-10
200,24.999989804956098,24.994223228905234,24.999847034230847,25.000335658668913,0.004141742977217663,482.93334692877653,24.642020976168226,3.708721728237381,2.6088864943316072,296.897987110293,0.15193166953075948,2.091712772073135,248.68477710502717,499.9983957428839,-0.0015528878374317342,11.335763667604457,37.841011565173204,-1.4431391388640072e-05,-0.07182248168000765,300.07247553893,-2.2562160901193285e-08,7.847158154681194e-09,300.0000000080471,300.0000000014396,300.00000000133736,-2.527179037068998e-10,-2.9131162267051298e-18,-1.7784539216353486e-10
300,24.99998492043373,24.995556239870485,24.99966951752336,25.00067251048639,0.005782146645084824,470.09742886503705,29.280618414966238,2.833263519610549,3.3340006007919474,297.16153882334385,-0.3382357221193435,3.1932046905645284,247.47061392719414,499.9981552381771,0.000794988556565155,15.96050735445426,33.19099752748805,-1.590214056358427e-05,-0.01076161278489094,299.99655295275033,-2.3900658140005663e-08,2.766276519347036e-09,299.9999999831827,299.99999999924694,299.9999999991448,-1.662208847148536e-10,-2.3329519473014605e-18,1.5776739406741458e-11
400,24.999987107554432,24.9914804127825,24.999461743064114,25.000640968368987,0.008225212608923971,447.70557888783287,39.47878477908639,1.1993683077595685,6.044538142951985,293.37660277314916,0.6094920853483252,4.180041916146017,246.28279698684864,499.9983474626197,9.743007890539412e-05,20.35438717399123,29.210376580579766,3.7787755514150716e-06,0.06644975581023532,299.9125210919462,-1.9980015545178144e-08,-5.435109032447681e-09,300.0000000015381,300.0000000014757,299.9999999994386,1.2555026908560278e-09,-3.164958757301717e-19,-1.5705808587485372e-10
500,24.999981872596454,24.988148149258492,24.999477584816834,25.00079383917211,0.01128401743317205,450.09056450271515,42.7946689040954,6.0735853522218335,6.674004309317508,293.5484588020176,0.04387217235954394,5.321169696798235,245.19489836119735,499.99784276276705,0.0008190177508648388,23.832124212300418,25.815434120056487,-4.492450067671407e-06,0.2333108668632058,299.7627757032492,2.3983045267676756e-08,-5.756723096943144e-09,300.00000001664233,300.00000000171485,299.99999999896335,-1.215451947279574e-09,-2.498701111896546e-18,4.8607996840164764e-11
600,24.999979802687424,24.986917442739756,24.999182631971713,25.000848362940793,0.011467869785907378,428.7093449205484,50.42733189734139,5.193418357451272,8.662964517453204,290.3802436325312,0.6656474743548806,6.36065939213764,243.80572205744784,499.99990102656164,0.0029534896889116796,27.418633427216644,21.715112767399198,1.3430804462621892e-05,0.28284065100224925,299.8522912613745,1.5842124072269796e-09,1.3127837404954722e-08,300.0000000131408,299.9999999990879,299.99999999946175,-3.567524408406457e-10,6.563823040270127e-19,1.0597521207366747e-10
700,24.999969210334324,24.988883711435683,24.998915401574966,25.001079206995897,0.015694315630043396,423.93809860212974,63.996383899255314,6.600139473108781,9.341111675707841,290.4079267401484,1.206554938199092,6.8144217157797655,242.78641468778676,499.99988488042476,0.0005462406859842661,30.796566033072654,19.52453670459496,4.111116880919379e-06,0.2482847679552907,299.8391400772702,-3.6033773649555356e-08,-1.2415572107922165e-08,299.9999999909974,300.0000000000093,300.0000000008638,-2.6726593871090323e-10,5.312988290061157e-19,2.4587568913902137e-10
800,24.999968652745327,24.98269698390605,24.998972482186513,25.001277398772174,0.014983691744348486,412.53599737242564,68.5374140555463,7.743132840143448,10.464796172681998,287.51857408623346,1.3608718577784744,8.222833868024328,242.61947073947468,499.9982599254975,0.002662468843868261,32.634934995957266,16.927878333207406,2.6960698303970034e-05,0.2508345334598394,299.72556609764484,-1.5570216028510217e-09,1.1226531292423489e-08,299.99999999767397,299.9999999991837,299.99999999989654,1.0991275537782533e-09,-7.527310345703644e-19,-2.492470142973134e-10
900,24.999969421044515,24.983192024380152,24.998827457540877,25.001246745723428,0.01572603699514965,398.113749524743,74.26690931851006,7.167028751761752,11.11360655690684,287.23308709516226,1.489407242903247,8.99391942796879,241.08362799841615,499.99810975035035,0.002210926064488866,34.001045173797834,16.180126054138338,3.2081719941562414e-05,0.38584675750826647,299.68691730099266,-4.873921903952809e-09,1.624439438196178e-09,300.00000000014586,300.0000000001261,299.9999999997372,4.0064217707264583e-10,2.902812651625273e-18,3.791612338950417e-10
