miliseconds,Z1,Z2,Z4,E1,E2,E3,E4
0,3.5099494490563967,9.257695464616278,98.87384385454598,0.7332695658669393,0.31901818916527636,0.05043561729113356,0.906954489095662
100,3.4124958502604894,9.194063686629052,98.23385639903422,0.7698564100965709,0.3194961110046095,0.08155783112034384,1.4289887381441122
200,3.2889494680528664,9.131629097859582,97.2284112982866,0.7988170046293466,0.30096522171699114,0.1278830370545093,2.261877386058289
300,3.198328388058999,9.055610676383044,95.67655813626062,0.8086345856270901,0.2639518555593298,0.193425222356586,3.5045926142732053
400,3.109106330619545,8.978133084695962,93.48452123318278,0.8010866199298564,0.2135447184041498,0.2740960800939962,5.28940254643261
500,3.0649953101308056,8.910873543640536,90.57034559184551,0.7695822549112094,0.14942638723354412,0.35732262398281395,7.554564087874538
600,3.0164853484871017,8.839978632215404,87.07096047198986,0.7338446801734144,0.10204352166854266,0.42519781191457917,10.160544375636173
700,3.006588491246197,8.775422348151535,83.24848300960434,0.6840036572274292,0.0598193266817885,0.46986937820761054,12.832655402942503
800,3.0078675942757447,8.710259192361315,79.3210498936595,0.6401694569465974,0.047482691461375306,0.4944057881089741,15.352889261391631
900,2.9907591103623328,8.671505472724261,75.44946080406831,0.5974884189216787,0.02972896601450091,0.5050407689789954,17.586329414907496
1000,2.9825682488401513,8.624827490365712,71.72126527413769,0.5406074412253519,0.025396307667549994,0.507172405290839,19.44928247531114
1100,2.9557056511719226,8.58059121650585,68.17447215899077,0.4927518221067175,0.017583384465784373,0.5028925224167154,20.97549518271716
1200,2.9713750677926614,8.538760648172484,64.85637784730645,0.45350731951851847,0.015280904222355368,0.49542792117705825,22.139012823364315
1300,2.9608552359968208,8.486455220786967,61.76525827213326,0.41005385338177025,0.019119349994613757,0.48397328189570377,22.9817325007258
1400,2.9715843039681658,8.462985692139057,58.873729157834234,0.387607719139874,0.009549462176843673,0.47007554695689974,23.520452755867254
1500,2.9302724593506686,8.421551876961638,56.21964398861605,0.3412391283265243,0.009993061613478307,0.45466616805762505,23.815533352472162
1600,2.9387164550734606,8.408064869469369,53.76056966634389,0.32542972376308055,0.010303101127485455,0.4382097741151058,23.887016645845755
1700,2.9633262011922334,8.384200084483199,51.499287035142004,0.2859519854792459,0.011043751567345942,0.42062939677984074,23.766189234216387
1800,2.9597250699289863,8.347065671683728,49.42553001015687,0.2615669056121455,0.0059996892358664886,0.40245623191481716,23.481531800864612
1900,2.935472495334315,8.339634885802635,47.5155444239493,0.24081953005891998,0.009613827379325063,0.383986220038682,23.056360692873035
2000,2.925880437969029,8.306758216886644,45.76825380684474,0.21773147348759153,0.007898977249347242,0.3663139786352491,22.524859244661435
2100,2.9529381558832295,8.288325029551089,44.16269657336431,0.19678428462169265,0.012153515463926415,0.3481442470486809,21.91138041614322
2200,2.9408730346881593,8.274555676698196,42.69105113333444,0.18548737121437536,0.0039075378472427785,0.32955715753696935,21.226002415977074
2300,2.938661520053935,8.264475406656342,41.341703085992464,0.16237888641670759,0.005254997537194408,0.3120912127802837,20.482468540762284
2400,2.9353068194149956,8.250747857420917,40.108336203645706,0.14815291825938232,0.009248907193567316,0.2949944265267368,19.704441055128356
2500,2.9241112104466644,8.233506532957712,38.97265007776742,0.13924846142478145,0.0057090338017024055,0.2780990213147952,18.90918738490635
2600,2.911337785530187,8.220945707674321,37.942652325199944,0.12221225464686562,0.0027695144390094796,0.26199044873697674,18.100005767724646
2700,2.9349866110680223,8.2214760982831,36.97844842023606,0.11398857688481386,0.004928250900396691,0.24693023044734227,17.29070098517318
2800,2.9246030081834005,8.208692541951736,36.11162412533919,0.11859549023174994,0.004395722233817491,0.23163189681470234,16.477465998915303
2900,2.931277901718277,8.192418113327776,35.302146872840396,0.0973971367043833,0.0032362216756123404,0.21763910783929563,15.664187159776764
3000,2.927824798941391,8.184082345627685,34.565668852843096,0.09257400092140453,0.0034542210488213865,0.20403403756452,14.877797828414543
3100,2.8963651040848917,8.17541253425684,33.88611235162356,0.07625926952417592,0.006761540257126899,0.19183179649320242,14.104882172214744
3200,2.91731620621572,8.168052211803927,33.26277258286758,0.07676424518175456,0.0033806290995876875,0.179264161601886,13.362415558067308
3300,2.9280734322399,8.172544998267096,32.69298863363962,0.07011442843905545,0.004499734127925019,0.1678505687316163,12.622292477995607
3400,2.9143281269202927,8.172290041187358,32.16813490371648,0.0565920678362266,0.007083618026893532,0.15710718152139816,11.93076653564767
3500,2.9271130250762187,8.156657996546686,31.692387870579054,0.0670546154716931,-0.0005088977687662056,0.1470693885792794,11.257926892520143
3600,2.9160613519156793,8.152832151125475,31.24815845312855,0.048598328353010645,0.0011219546812873049,0.13704714859339492,10.605757519289323
3700,2.909669717787665,8.145474253086158,30.81847136149373,0.04818310956416813,0.00279673411601677,0.127906236280114,9.986235788336451
3800,2.9257259711903605,8.136704898141783,30.442449698194473,0.04843674775960882,0.007665806721797717,0.1192877674590422,9.398998933398884
3900,2.9212542913364676,8.150797987316041,30.09112179091458,0.035735309466304516,0.004742008380358958,0.11135700830797307,8.828978060109336
4000,2.910021757546319,8.130339690503757,29.773967925649888,0.05015097315617102,0.004094355541548617,0.10415945516471006,8.30797988822888
4100,2.8964983365319332,8.126357146946203,29.47581063003509,0.035486587343359195,0.0015376530512091983,0.09694446003807754,7.795296471406292
4200,2.902739759244911,8.136511375720087,29.196509832938794,0.0378901076003369,0.005722160853520974,0.09053078603212711,7.319543293428693
4300,2.888143412979386,8.135729954614167,28.95267556023415,0.03476314328662226,0.007820297324421391,0.0841513610891415,6.8581871971740265
4400,2.909581207222298,8.127472161201275,28.718572258842734,0.025146467214788193,0.004734580877561756,0.07853617655194294,6.4297400138278045
4500,2.9192121888505262,8.122026821919304,28.509846310092783,0.021717255583483606,0.00708641585558248,0.07269353578963156,6.028426385245042
4600,2.912835450387777,8.121022499767285,28.312855796065815,0.01768127907375943,0.003825575376403188,0.06776471878644263,5.639541080286006
4700,2.8931355152845426,8.116815037464136,28.117208420619953,0.018103390721325427,0.008118857569576688,0.0627342393844483,5.278723010541505
4800,2.910430483117088,8.113889170717519,27.950592983227033,0.02987975803766584,0.005007145999648728,0.05909797984931316,4.930868946801881
4900,2.9034260055204593,8.122246360452651,27.793928189500644,0.025545843597368393,0.0022035958733115073,0.05466696708383522,4.611678457532674
5000,2.8760406456749377,8.121401253075254,27.65236667743666,0.026701519391309953,0.007157368822697591,0.05116717559664934,4.320357729223269
