milliseconds,C,M,F,P
0,0.0004726943375345107,0.17575116516748468,-0.08016703576634383,-0.6281880752460682
100,0.10107783188646027,0.1224428487048266,0.1861245242443914,1.781283490758263
200,0.15998187000843814,0.09379563077140404,0.2706437827117303,-0.6720293527722223
300,0.22019284638687123,0.2247639948017206,0.2532849192187386,-1.9381788061265537
400,0.27840757864336635,0.08700492865516696,0.42481464953007675,2.1135660974637602
500,0.2993792841802538,0.14207096504793365,0.42864728075626124,0.4270633066144328
600,0.3155151510417632,0.06274769198397401,0.48095013704269834,0.4125931402156753
700,0.373924038409273,0.28392478326004655,0.6720375512393733,2.886057260967714
800,0.38324841433454426,0.4375765750663241,0.799393383020191,1.729079515934169
900,0.3698907687803626,-0.023461338171523016,0.9183807681792537,1.5320034064276977
1000,0.42285601350111657,0.37124458257774096,0.8509516823363684,1.9711440189456009
1100,0.4036383511781833,0.428546987616212,1.0953998036382706,8.145151983475476
1200,0.4326892120519118,0.09655352250516987,1.150457470089107,7.234225900826784
1300,0.4534913505190115,0.4062642822076759,1.2534144326907055,5.238835299501847
1400,0.488384059176505,0.3451106220051551,1.2593550890801821,9.389634920014101
1500,0.4786507758445251,0.1316535624057372,1.3282436147825905,12.48986699516338
1600,0.5139116138504167,0.062169343412361786,1.3627094829065305,13.97968059968507
1700,0.504096591587263,0.02237278435219911,1.4747069964596966,12.122119400540694
1800,0.5248063457003864,0.03174819498533846,1.5591125560337091,16.000842137515
1900,0.5469393330962513,0.03817596303276681,1.7028330639248506,15.1882136338016
2000,0.5386644900419847,0.23715615081828922,1.8293716992052265,18.649235993604826
2100,0.5748911613852794,0.21596371376174078,1.9258367423114424,20.099697826567578
2200,0.5698304614080991,-0.08122950102725662,1.853649633261384,23.154818946810508
2300,0.6155535100110509,0.3121604347231447,2.1097504370362916,21.46451361990813
2400,0.5952046420577566,0.19621262048251786,2.0727631395103847,25.24180100708186
2500,0.6255069297259483,0.08335171646938042,2.1973976257360963,24.17501499946297
2600,0.6267391604387809,0.37031870048952553,2.33347689539782,29.498920030503733
2700,0.6563511653292923,0.08050011221587394,2.2971494134580666,27.92757090173309
2800,0.6629112569803137,0.18129344023800317,2.486324901686812,30.27964889528919
2900,0.6821586166472653,-0.11412200426210142,2.500341915316597,34.35937187111264
3000,0.6927878093060236,0.17210593860431378,2.5875923112771217,33.704871335960405
3100,0.6809752412967947,0.03765046742592197,2.5330308889672626,37.675830296749695
3200,0.695168337940754,0.24248075908457634,2.698544706899913,43.137465015631015
3300,0.6776801396932591,0.21739866303110236,2.7778801297542093,44.218848586686995
3400,0.6989491469473437,-0.009559853522208395,2.8864731251341347,46.71152922984186
3500,0.6677934742312236,0.3969191592383464,2.8945507602574185,45.96646045344184
3600,0.6866977512360243,0.0011831157442731555,2.9100555056186916,52.317538909504464
3700,0.647475438100544,0.18656642019606082,3.0914888475382334,55.203108937191956
3800,0.5644124697568396,0.5299430610065601,3.14064483521627,54.67437641752402
3900,0.49035487738837774,0.3137818229420305,3.106120020431369,58.520801913994575
4000,0.4042852787195717,0.37972583513449476,3.11013415657241,60.36122100362034
4100,0.2767472322606235,0.5265220147246412,3.2333560270036035,64.53203039279971
4200,0.20781260537842156,0.8597324066855576,3.2506413345986176,64.94047836722264
4300,0.08507600866372457,1.3187600896427163,3.3113117894370285,68.0886066074428
4400,0.05371700441664384,2.4646166016005293,3.2834064894952397,72.65334953167887
4500,0.05827587511262288,3.240498013171316,3.1892695519299274,75.73400265639387
4600,0.03608125823336928,4.696178324181796,3.1326365591153422,73.47797118408315
4700,0.00714344274498542,5.864614629929008,3.0402625571559865,78.20612709378844
4800,0.031951729624753254,8.014053604588327,2.905727933814036,80.05025179029866
4900,0.010915703467298461,10.024369607204916,2.8812029777136976,81.16786346213767
5000,0.014868012042715551,12.18728194475403,2.665513371546429,86.28738612780404
