milliseconds,C,M,F,P
0,-0.010158458324433798,-0.08535703464106609,-0.058926076824368775,-2.075888835640656
100,0.11221050952973374,-0.04951116431518161,0.02589481553166055,1.4357334017443755
200,0.1914986513212346,-0.043375258965872965,0.11420950593509582,-0.0456183777189664
300,0.21998414221935988,0.3045639901799732,0.25220193177982375,0.7814817948139519
400,0.27802833591288434,0.18309332579270673,0.3057472493136943,1.6205717543391094
500,0.31858820707033025,0.31805685313837034,0.4463721713915402,-1.14280428677678
600,0.31927142170334555,0.3975304181202809,0.5975588912039878,3.714478501761315
700,0.3747250645329335,0.24856018120282108,0.71264161669379,3.2285594696134257
800,0.3563181077298288,0.06980831321124356,0.7738535665136689,3.0667952138732755
900,0.4051480145136658,0.2880284152195763,0.861128163341898,4.687666800980512
1000,0.41839811104402447,0.42198635555361336,0.8674035648077336,3.3072491036351477
1100,0.41588694034692875,0.18047641663668004,1.127124965405032,5.0435985392864815
1200,0.44525857382725165,0.1985092970463875,1.2164486737307192,6.158564799649766
1300,0.43967208016280945,-0.0025445393253392123,1.254371271916032,8.657420498057135
1400,0.44709942460364366,0.3798421647956782,1.1907944287055623,8.098334774851669
1500,0.49859697627072186,0.055790083689569045,1.336344465382266,10.465977531927019
1600,0.48060619669341886,0.2581290775278885,1.5382734769135828,10.147269511480134
1700,0.5235292052826208,0.3633799325404371,1.6134134758588066,13.758159924171673
1800,0.5072709770751629,0.208504189046751,1.714070513088726,15.084312547565446
1900,0.5190172411836557,0.3500595987461245,1.6046358609899658,15.455270435316104
2000,0.5449489543238321,-0.009564467061575072,1.7790653880425022,15.604010997830859
2100,0.560157601524579,0.11103670821668711,1.8696350327110014,17.133747964719916
2200,0.5652891139611215,0.1950525042473834,1.9372414270780451,21.148441721562644
2300,0.6108507706611384,0.27241078785815925,1.9166618493578316,20.56102066085056
2400,0.59994342703156,-0.01377336332030743,2.122157162410783,23.61157674885369
2500,0.6129706156668094,0.2422682218675269,2.0730408061722274,27.90833061759728
2600,0.6242406546080843,-0.018709068831558373,2.238639542908009,26.665782391838157
2700,0.6311036067982703,-0.07111253112395896,2.3025171461645635,30.03341080065927
2800,0.6358307969797776,0.1155871919143054,2.3202629464870315,30.34793657269179
2900,0.6702441348642586,-0.08472339022624562,2.3686919787324143,31.635529048365736
3000,0.6886591768264015,0.0365865297623882,2.462429826320859,34.47746688347207
3100,0.6766624309289848,0.27007766644162956,2.5895598510384388,39.319762577333755
3200,0.6871202301399877,0.03604788415344609,2.714735203801189,41.68292134068762
3300,0.6823507329249868,0.31361024975249463,2.6709474829837,44.75631895031156
3400,0.6957523009115123,0.4027198975542354,2.764989170925476,44.709970886341665
3500,0.6856263158343686,0.1560264861779508,2.9821490427797794,47.10849146148512
3600,0.6480423805791599,0.01112397444910837,2.890046659606926,51.25832917464774
3700,0.6183078387351805,0.03363096898001483,2.988496469032881,50.55845772451257
3800,0.5615274118431955,0.48550922990061174,3.0138111089494477,55.82135925244807
3900,0.5020458964548671,0.3012897093646538,3.0864804296094595,60.116379135050394
4000,0.405188347298564,0.3661212861213175,3.119724504887917,59.67691886219656
4100,0.28356993237335276,0.518778180936183,3.2735941375527258,64.8418197876488
4200,0.18040390445373575,0.9557813735051802,3.3113474397801292,67.64620444544794
4300,0.11781463571873438,1.394932695465492,3.2557456343166327,66.15392475782265
4400,0.0579585424710687,2.0293554536556417,3.225222808433733,72.08782461560783
4500,0.03803218231130188,3.440470623283146,3.3043193443046044,75.24077572745132
4600,0.0060192768094749355,4.692343623415523,3.2583010284106644,73.35904766208301
4700,0.0016929681741001366,5.793463445579065,3.209276585361545,77.43506472922793
4800,0.019827440646045046,7.892033649320082,3.031830144036114,81.5624074508602
4900,0.018343152787673643,9.66923115433822,2.819891369163287,84.37091206031198
5000,0.014085906961517522,12.411261004984645,2.6571846269669916,85.6793253421591
