miliseconds,T,I,S,N
0,-54.985750330064015,-0.02931093542798462,0.04368000328784236,1000000.0302547102
100,-54.54743579850628,-0.00245981531927468,0.026050393889462894,1000000.0121526164
200,78.56844680241545,-0.030501316034971474,0.02167144530543444,1000000.0450457843
300,-49.856132098728935,-0.0336861139356702,-0.014668324657482244,999999.9560971647
400,25.75962148865144,0.025744087500261713,-0.04055949303189795,1000000.0517105836
500,-205.1262885119173,0.016655416183584258,-0.03836631293206286,999999.9568811306
600,31.478972742347874,-0.018901108821053995,0.05187680632864639,999999.9741039998
700,-96.67051475793379,0.016666759749929604,0.0029444399785847194,999999.9882782727
800,-66.68461271847498,-0.02340477437110284,0.012983259685180042,999999.9792423584
900,183.44732052177395,-0.004144480475973289,0.03289302261186062,1000000.0211046522
1000,6.531382430506397,-0.03708441062146102,0.0005381143244869808,999999.9785800144
1100,172.80556993198877,-0.027095946082738995,-0.01627549493662326,1000000.0397927703
1200,162.0704892882149,0.03364366977708553,-0.04509544058723107,999999.9919919918
1300,91.74142426329601,0.01932775501243562,0.049242483651053326,1000000.0390726503
1400,189.39341246189878,0.009751196733681057,0.013581056316234574,1000000.010737949
1500,222.741733224531,0.012857512229925257,0.00032695629137736645,1000000.0149014978
1600,322.96441804308813,-0.023235370396144994,0.07268525703192263,1000000.0060549973
1700,35.97692023397616,-0.0070005505536547205,0.07521682640259177,999999.9202745208
1800,110.6479214211898,0.02108463314433197,-0.010141704967978706,999999.9543167733
1900,566.8858898522565,0.011552087224688016,0.0014504752166429047,999999.925327284
2000,549.49138466018,0.008102450660790038,0.044081313912770884,999999.8969856534
2100,529.1162695688357,0.05077027109654006,0.04911296972052765,999999.9463666215
2200,736.1658419030236,0.01979663306007357,0.038205187936704285,999999.9597953601
2300,708.154008530778,0.011372474348411786,0.12119299826096289,999999.9090014744
2400,1086.1056104256954,0.0915353313943796,0.08014091520941241,999999.8736382347
2500,843.449265765981,0.026187953706610687,0.1541763597292101,999999.8717172048
2600,1105.1047395407293,0.0657186562609679,0.18059953384491578,999999.8780342843
2700,1366.606791553248,0.08611217512662961,0.21013860877550372,999999.779588836
2800,1796.7884716611352,0.10325775665183017,0.25401760285062464,999999.7642019452
2900,1731.337125986602,0.1870989998023999,0.24408675485255732,999999.7151126491
3000,1891.118034981749,0.1925267363559341,0.28662023691317745,999999.6648623031
3100,2537.369409327924,0.21571412765088793,0.38853089173292893,999999.6487609978
3200,2498.9392465983765,0.23032212987683093,0.4484240895347249,999999.5959666875
3300,3201.5320854256147,0.3435713791248661,0.5041467978571618,999999.4767659729
3400,3552.8995516902846,0.3956178701083452,0.5458907643304663,999999.4432586714
3500,3925.3839034134726,0.37861876685568885,0.7083565768560738,999999.2705226538
3600,4143.316121868437,0.4627090273533954,0.8274250832858903,999999.1857348997
3700,4941.184666559916,0.5909531234596945,0.9421290192242469,999999.1486820413
3800,5194.6141958237295,0.6565786466056632,1.0588436567716566,999998.9406714618
3900,5748.838734681366,0.7854431995557539,1.1277476053969353,999998.8382587968
4000,6733.415680668911,0.9072916019687132,1.3191805377854833,999998.6803722318
4100,7366.193388635535,1.0749886623450582,1.5448016029413056,999998.5356974994
4200,8057.8161154319505,1.2039860275632892,1.636718674397425,999998.3614980985
4300,8865.07885626285,1.4063906827506374,1.9217322467175846,999998.1235239535
4400,9801.75416590621,1.5459869950342944,2.1602638549206223,999997.910330452
4500,10908.667905665094,1.8344675251151106,2.3416403252092404,999997.5921686327
4600,11806.833529706559,2.028379050303435,2.636857051312472,999997.3187394454
4700,12647.212671919477,2.3499138282363266,3.014048075336984,999996.9814952096
4800,14176.833207242476,2.611777110041701,3.3224668687922994,999996.7424604171
4900,15189.62991765963,2.9908157232617345,3.701480083665794,999996.3759308459
5000,16808.652613610655,3.346572861535344,4.048589464391847,999995.9216082146
