milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
0,1336210020.4870136,502.24383015265414,1.96556105247452,992.7884321390537,5.917507448937859,1.303310900689294e-07,3.314704343576615,226.373290558438,-0.002527385235237991,253.74502801344823,4380.667280781781
100,1336209947.120599,548.8167515114795,5.949690361295959,939.8996630748045,6.204672418379185,5.461855324641748e-07,2.4199374754663925,283.5502125226777,0.001684038443693903,253.47746373367613,4383.07183324963
200,1336209906.7940698,579.3085935965204,10.920269096460071,893.8878328057501,-4.47810108317582,6.797652636099482e-07,-1.776683825032901,333.8880865698058,-0.001397687805701182,253.66089265056866,4384.702107775234
300,1336209822.8458855,610.9032531924199,19.06349055458926,859.8083182358577,9.055281945430451,1.2099620552082021e-06,6.490691942833244,377.82457198152184,-0.0020856945100115746,253.48069710913168,4384.609305387241
400,1336209780.1639419,640.0814049183505,27.636457353185907,799.767869223867,12.4619326676325,1.7770192494819826e-06,8.13993449923047,444.00244972995694,0.003241775844165557,254.0423167864416,4386.378276266687
500,1336209742.740767,667.500043775048,34.73570212705842,774.4051952335917,1.9422687318671397,2.3175044700205805e-06,5.225950490032069,473.48502487444205,0.004424254329308236,253.65142896138377,4386.681514394568
600,1336209732.545666,707.7221159218122,38.27458367703001,725.3765579342715,5.911202638848804,2.984640057453533e-06,6.752895813654167,538.1440534705306,0.00021577043503317366,253.80577723990132,4382.447769528865
700,1336209675.2394843,722.4121646010976,45.91822878630305,693.7268210154064,14.361083994801835,3.3738122797340857e-06,10.456023552789205,559.2262691015351,-0.00041041854091326,253.83187878318694,4387.8621864618
800,1336209615.1700802,746.3011528927649,51.77389786817198,655.984837059461,37.53513509129572,3.898996870273888e-06,16.18371753127572,589.279688121995,-0.0015735534098361473,253.75985422929207,4388.494574229135
900,1336209558.4754484,768.9583241862232,58.469090603425634,624.02932455938,22.258475132433198,4.603041883542848e-06,18.82516117496582,628.9638330416026,8.975293318648925e-05,254.1404133931908,4391.806169341151
1000,1336209532.313417,783.4589358455335,66.0813880985488,602.1086055358364,43.07823178310475,4.928288285077114e-06,20.365607414605993,694.7951553331267,0.007132655588649867,254.27542506976283,4396.009590062939
