miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
3300,1336207929.5128646,1409.717970030266,214.7046131830457,281.79795874120174,440.4651790399408,2.2171009475712456e-05,182.02183732189204,1274.1452129061797,0.1168339778663222,176.73783078671707,3197.8763244365045
3400,1336207884.209578,1419.6747351164947,225.82687912077026,270.55683144222184,472.8386077678494,2.3508963411543084e-05,185.621614224052,1269.125543612633,0.12371164839143145,177.11944953026503,3203.8057558266846
3500,1336207765.6105933,1451.0499600103235,225.29458423478155,258.69506991363744,493.00755275497687,2.3623561245591218e-05,195.40549286898795,1295.6951266535364,0.13610050482980113,177.7975632013752,3216.831798181635
3600,1336207779.5371387,1445.5148996439732,230.87650422769931,259.62968198501306,526.8569179411082,2.4252996435361283e-05,209.7145844150662,1333.9038592199338,0.15045152980023802,178.48899489840989,3231.0953361954794
3700,1336207705.7594728,1453.8349367231492,235.71042624425664,248.42539968532884,561.7883728675954,2.5097695950006097e-05,216.99679919216155,1318.1497401785132,0.15828487484654902,179.06851640637646,3237.2462372600207
3800,1336207621.6610196,1493.8754965459354,241.323989280994,246.79036862546786,595.0909897628868,2.530945611819037e-05,232.23723815628162,1362.9292960370374,0.17087524070398546,180.15936415940226,3250.163528749498
3900,1336207598.1918933,1490.9404328332103,237.39182047571418,235.79090446486234,622.8123628247789,2.5549785321632345e-05,239.18182439342226,1381.3938045654595,0.18112716869545545,180.6740258119095,3261.224371350276
4000,1336207477.3938072,1512.7790386022775,242.88323124626066,249.24900759281272,620.6153559271321,2.5993759986427184e-05,251.92272263703538,1384.8820135421993,0.1956411025096673,181.74353552204022,3273.9042450303346
4100,1336207457.3076842,1512.1377432172994,248.0791396164714,244.2328500821282,652.7662629445481,2.6204428975940333e-05,263.29109200245074,1397.8624952592966,0.21400949803073158,182.1981074272965,3287.301615137201
4200,1336207350.5419447,1526.2536578625122,249.7601088217156,239.21195530791297,702.3507882543031,2.7973075361703407e-05,273.27708789588274,1433.646538886205,0.2248376893650284,183.53914200721402,3300.6897081606307
4300,1336207304.2765272,1537.3210232907602,253.65615758433015,224.48402168794686,710.8049995560491,2.7767268824397306e-05,278.2569094610683,1461.1200507123551,0.24714010954966073,184.56094243606654,3303.645385903187
4400,1336207211.723094,1514.7438858946575,258.7399495890812,232.610406849072,732.9699624950364,2.874368415738646e-05,285.7367989778703,1449.0022263142268,0.26318187671136833,185.86472998831402,3322.0813818754887
4500,1336207124.3732033,1523.3504358545176,262.1152354879507,229.0476329211094,760.9450044987223,2.8873252945627768e-05,298.8979743753029,1495.7000959796133,0.28044164606347166,186.75247031521167,3330.4937195919997
4600,1336207134.4287314,1555.0819779691947,265.0737301557604,234.0061408215899,799.6780882578225,2.9722532552959615e-05,316.0185863260947,1490.7890864618093,0.28696259361145743,187.98949789434215,3343.719905477399
4700,1336206971.0501764,1570.381750329355,268.42980739570146,227.07977664447654,816.4052462513132,2.9962835604000048e-05,322.98105667286023,1503.7609639895593,0.31084286177036263,188.46242592499212,3364.9935332176055
4800,1336207008.3616257,1562.3974639999274,267.79109001818864,226.38389413646811,838.7029845297087,3.046416841326514e-05,335.1744163467496,1532.6286103517145,0.3236897872772859,189.98319446095846,3374.069728736501
4900,1336206893.949027,1586.2565171523795,270.64712293705776,221.30988620760036,879.9130809230236,3.0339998876552715e-05,351.315103542484,1547.6474589934899,0.3452606912488839,191.24316972010217,3385.6808691276583
5000,1336206857.4872744,1570.0773373504505,276.21148896979975,210.1483735299135,910.7931088731921,3.063472924797565e-05,358.98085797672803,1581.6962797908996,0.3630021356938497,192.56759646532046,3402.3784166336454
