miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
0,1336209991.0010753,516.3485235044772,-2.3688012037476103,991.9071654653077,-6.071533392002931,-6.096169393541463e-07,-4.16320621499103,227.91653931138765,0.0020526421287359424,169.49182065334622,3014.6727435704734
100,1336209973.596778,575.5617147256083,8.353597252792099,950.5588808729104,-1.8472350742986212,4.265131602318227e-08,5.553926639902616,295.2309175443782,-0.0012017506300244243,169.47428956040457,3013.94863058872
200,1336209802.3555298,610.6813788638749,18.355207037488356,899.6091731582148,9.72228449338966,1.1235113368695462e-06,-1.8948101434683857,346.0015991896764,-0.0030135501722095325,168.95023296933797,3014.821950793309
300,1336209781.026646,671.628003726847,19.268127072876272,841.5066272743738,8.52814124918991,1.0965728758031308e-06,2.4910497948118087,393.31714060731514,-0.00025969184436908837,169.54510673714398,3009.9337888694454
400,1336209759.0271978,732.7236803364432,25.74291255102996,808.1098005340622,19.64161485098019,1.4649309028663006e-06,9.262767607092766,432.5177873741557,0.0010759103265766657,169.0723237350451,3021.6641736270635
500,1336209626.9256566,761.4059611608084,38.86147544422743,763.2836050890033,14.663459881017728,2.916808137337877e-06,0.5011484298797599,476.9148345972606,-0.0015748556399956815,169.50756217283788,3019.7010020299244
600,1336209626.6815093,830.5451982328996,40.97728554308253,736.0808718293305,17.972795245397208,3.153909002454474e-06,9.380115593264161,524.1503519267064,0.005171572495102382,169.35406786602977,3021.6675513514924
700,1336209549.5031004,879.1444480044851,52.57696544390297,703.4203115613461,18.429776435262394,3.6750940732979516e-06,14.404654424911902,587.327182521919,-0.003677681756544194,169.26406896805426,3017.8103732976947
800,1336209415.8246133,886.9558380469728,61.73289593806045,657.9733199062591,33.1221035807139,4.302790583103874e-06,16.888087536913204,592.9228692715216,0.008069861907563251,169.45389468019326,3026.260494220707
900,1336209393.525706,950.8138876539571,62.51209405122681,625.9204311670193,30.07258734255783,5.038404317474053e-06,17.592330154651574,660.5697987479556,-0.00029116291176302725,169.1603157161744,3025.1981876290893
1000,1336209377.400066,980.7240080519732,76.83531969699055,602.1536672750481,56.84929070539226,5.867684190841139e-06,14.795463888933797,674.6533015135359,-0.0016368156379734803,169.45015441090837,3031.9337645681594
1100,1336209223.0287108,1015.2608686361802,86.52281204239276,574.2012746196021,42.33716688592258,7.124906965077273e-06,26.031852766562498,732.3671171962066,0.004334614527647004,169.45016359709714,3041.242943225502
1200,1336209254.4982293,1037.0839520810307,91.53552689107875,561.8111865312176,57.09934569266197,8.070095020855971e-06,26.929790223912505,731.6713312013309,0.012511171846933372,169.93331693892353,3038.861702373207
1300,1336209158.293638,1070.4824508443423,99.44402837770515,538.9381365885687,85.84404765785071,8.112737924966554e-06,32.34980325836679,794.5463339198269,0.009806765875758992,169.4079426157587,3050.0484854655606
1400,1336209091.6677475,1079.7085196407872,108.60824553140759,518.3179125937268,84.96935287263372,9.698396692190863e-06,36.18955432780108,814.8262120763635,0.010988931385525107,169.86503303659669,3052.6641442555383
1500,1336209029.901572,1115.3857764739266,116.27854897370763,498.73761895314095,111.73707663592795,9.581543475955586e-06,39.45116103200941,832.110049433103,0.008060635846371782,170.30413588468497,3054.3089130592475
1600,1336208982.593172,1149.3393278479632,115.04794317486473,467.60506081895903,101.90662388962221,1.0683073567719342e-05,45.84824797084707,872.5815411317915,0.010682728036045485,170.06657315428023,3065.2509100023935
1700,1336208889.9557848,1155.9376858376074,125.70504029103655,445.57017776483275,141.9171661942726,1.21766721506077e-05,46.00203087125224,888.2688207367571,0.01591135130154263,170.22750622062378,3067.5330714897323
1800,1336208846.441398,1181.8776662154185,129.92161966314936,432.87118434240386,138.96189249964243,1.2370456184997689e-05,56.739655003851645,916.6074649111093,0.01713162829740041,170.08437408153014,3074.223431100959
1900,1336208792.8464694,1204.238724667422,136.12993276918345,412.2345824548009,164.1489900064849,1.3275247550061922e-05,58.230447898233706,942.885697553568,0.025381098855497525,170.94738305330188,3077.1468440935373
2000,1336208716.249248,1232.8056756296965,146.48789186059614,407.7799992664069,170.5734387497707,1.3265979353271547e-05,65.01829060366107,981.1769648321996,0.02695584558059484,171.1541463850344,3090.790525331381
2100,1336208659.8349142,1262.8579069354835,154.574790317044,392.7996973765813,206.86809029616762,1.465127855585841e-05,72.41757786783437,993.17811756686,0.03187811653769971,171.31424866067408,3096.8252901413302
2200,1336208586.3051395,1272.7191084909898,155.27647976403256,375.4052956825669,211.1380189430458,1.4722154543045632e-05,77.66778119344625,1030.4448970552157,0.031240304456230425,171.19117125315776,3093.8222707681425
2300,1336208553.1890025,1281.1184004888776,168.74418499245357,364.7180308817984,228.77444833282505,1.6521434140330788e-05,93.6827780128491,1047.8571419357027,0.040130323930998545,171.57032085581383,3108.607645242723
2400,1336208495.5220187,1315.537511136351,168.49017293414718,342.5270745148256,239.5649147088459,1.6424876874292714e-05,93.87095088946477,1078.3830286025416,0.047041352317383385,172.13528486755268,3113.946213202489
2500,1336208470.239724,1315.3900091701696,179.0091456888428,342.04144352408235,263.29437934750956,1.707988253152547e-05,111.52175822394584,1111.1164459678391,0.055165913568800344,172.75401056215063,3122.9738224311914
2600,1336208402.1580966,1330.0243953377933,183.88099881543462,327.8730202188081,284.10015210247263,1.825592496217875e-05,120.56431416447143,1095.5534747868408,0.05301204967581022,173.1622845429836,3135.9932868030264
2700,1336208268.060856,1359.9170573978724,188.03038838905138,318.30293507765805,315.3620129272289,1.902898296294955e-05,126.75601934445831,1120.6825775158231,0.0681873829474629,173.52205609175581,3135.9897702775065
2800,1336208278.4939344,1354.2668544183946,192.02166160169986,303.92144294072267,347.61267826094615,1.9618738328878177e-05,132.00586703655458,1161.0265491060004,0.07040471481638104,173.57190841664183,3153.400205203943
2900,1336208140.6606076,1371.442451044973,196.95159290049284,302.6733376117782,352.8780395848076,2.043161378269561e-05,136.55880320385862,1190.136472368026,0.08441196658914024,174.4315917898413,3159.873611604285
3000,1336208147.8991609,1392.2120683184926,204.20567272852333,298.14293197038046,371.8676625030161,2.03805138362065e-05,146.5130033046553,1216.784955806643,0.08746727437599656,174.6510259387671,3162.489919116085
3100,1336208073.4488072,1384.8697751434827,207.09334843795168,292.21100787442236,413.3626170919079,2.1711639382902532e-05,159.14345819848592,1200.5093391036444,0.10175094699117594,175.0052295377552,3174.3149627115063
3200,1336207981.409766,1428.6813414442458,214.09594867492092,291.3723138184311,438.2558191586425,2.1396580018850874e-05,170.4731263975902,1256.3748147493764,0.10025708918745625,175.8699378743689,3192.6259223730453
