milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
0,1336209966.5544367,509.04003686695205,-0.4420543662360398,995.0753941093204,12.866076625117518,-4.1086441280019755e-08,-0.5465743237630867,254.6417976743819,0.0022745337521275655,213.78221684882408,3749.7431715201296
100,1336209946.7283056,553.5258623634894,7.4059985843169,937.2660723478014,10.66194851416389,1.8786097455051496e-07,1.3043260968987438,309.63142029236997,0.00500914429776916,214.08201283476254,3747.4081057960802
200,1336209853.6221018,605.5793078741001,13.220596257607177,891.7320403491661,-5.928356906282115,7.29894510218305e-07,-1.0413088055464699,328.52215939145276,0.0006226541571034772,213.86003309031003,3750.794092304296
300,1336209798.9078667,628.4533174474291,16.804935691136368,839.2217041789708,8.736393697048383,1.6093887686584075e-06,3.88054486405587,385.8485318790878,0.0018414501237389606,214.10105302465126,3748.6486806076423
400,1336209739.2315593,677.2010961296387,27.091316690107508,802.5665065046799,19.91471284210206,2.0154856760051023e-06,0.9924673779023898,441.5604092514859,0.005035663523073755,213.83526723877827,3751.689853690136
500,1336209737.5838242,704.7131875554476,30.747985698696393,770.4139436685837,7.834430482287162,2.7386137026827393e-06,4.706913234269386,492.5012720343144,0.000791472937657278,213.94271565402647,3749.6539280757497
600,1336209664.2972667,761.7821829702814,38.256324939145976,734.6152354645104,2.69197654099389,3.465750334008055e-06,5.878917890448235,532.8307242167177,0.00362874385057967,213.87661779176685,3758.446211342526
700,1336209583.639605,777.2826026677058,46.52899310009553,689.3284906191038,14.26030654703165,3.7668741130644934e-06,11.138825556890806,575.0640785586264,0.00627578651111724,214.24621871964956,3752.713408576216
800,1336209573.8656209,816.8078424684462,54.26256439615645,659.9896872153486,26.90821427524153,4.0616445403493736e-06,7.839935153399841,604.9324759952887,0.0027564716868074286,214.1942860053996,3761.6212038763724
900,1336209491.90748,829.2621472077226,59.594082601235506,643.3999330785339,29.7482781222455,4.68157878646859e-06,14.629326991127842,652.625559983867,0.004257310376914978,214.26532757747486,3758.158853342521
1000,1336209489.0993264,877.9174410641172,66.10531142074396,601.6476249511005,46.92871976809268,5.221754177532643e-06,19.687928284853946,672.820535613597,0.0052230519998726944,214.61303771065988,3769.450526077384
1100,1336209372.3317037,895.0150059771471,75.03859948716523,570.9463852118422,46.65756341018602,5.85986113351381e-06,17.671423601417196,714.0721854794224,0.007003752738925347,214.41502955412835,3766.016390584562
1200,1336209385.052054,907.3872220600365,82.98182260097738,559.0933747972941,68.96324558434138,6.365385939554671e-06,29.747109203789783,740.5950307004828,0.0035260042520255074,214.38021019491984,3777.1196607835927
1300,1336209333.4189048,927.3575421921201,86.5304541919487,526.4800765644594,68.75848886751041,7.0154216358238814e-06,24.678054837315905,792.00504584313,0.012041602393436237,214.42157368179033,3779.9967461500505
1400,1336209253.3668635,961.3584129393879,95.09073775618177,512.0769208754521,77.49903259716757,7.428672258639519e-06,27.873240557778725,816.5124172269824,0.014770844033633823,214.95104870126391,3777.851369638844
1500,1336209193.4719493,984.7899742827539,99.87455344509965,488.8160151263801,97.68497253136601,8.327308971229894e-06,34.522618362869174,826.9976060084199,0.012427161979742866,215.1272003518958,3787.5366419175775
1600,1336209175.2574687,992.4179272788841,106.34369811525899,471.5736838692863,110.47170888033166,9.066300906002217e-06,47.08985453610766,874.392148073878,0.01740591716421399,214.76863905177817,3786.070333090618
1700,1336209078.2877393,1002.1554377159978,110.83521908694155,449.5286946579488,127.18030290678087,9.398510800006678e-06,48.54160777748999,907.9114870746075,0.012077866940463223,215.09836546470038,3790.04980021179
1800,1336209101.658303,1021.5096441960246,119.0426630315966,436.75474306460126,120.75648775637559,9.618408959730406e-06,53.42722524743195,923.8002958148735,0.018166322220502965,215.40443168730948,3801.9783452531437
1900,1336209032.5574658,1040.5473723303994,120.34127879659798,405.77968746016137,148.52750598426263,1.0489459450430655e-05,57.539622022426045,928.1960741719323,0.01924450986574276,215.66110134539696,3802.2837353017153
2000,1336208968.0682073,1050.9178450021407,127.58731446616245,402.22852223110544,152.0928690986293,1.0891427778726526e-05,59.41640962418517,965.4967785416632,0.020875702798727865,215.48856477978526,3815.070364134694
