miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
3400,1336207216.6255157,1897.5241351071704,272.6323595939586,300.1051012018973,560.6107652719899,3.734206055890297e-05,216.67332599563775,1310.5807704850042,0.1494708035843711,125.5818164659929,2351.2421122709475
3500,1336207066.926208,1898.7056761677386,278.25770924650834,300.9712964225598,586.1167182336042,3.7311811083161004e-05,229.4626922436538,1352.315241655625,0.1574069179759107,125.48264498025917,2368.2780666974763
3600,1336206918.8284023,1945.5405265132135,296.24032209483346,290.7836482707107,636.8075412541938,3.966141516060737e-05,242.44589857094377,1356.2686967575823,0.16456979685747014,126.66662938506576,2377.240925173537
3700,1336206818.0962627,1954.2342568421268,296.0444202927972,296.64760231098694,676.9672607855923,3.905370660742081e-05,254.0814803315253,1390.723178956024,0.19198755793333275,127.53054724688631,2382.0057837002687
3800,1336206725.9725633,1986.3165861547757,306.4711678414345,282.05852554563944,723.0161812779788,4.087107286570295e-05,270.18166577922955,1411.6375496630192,0.2051831031140912,128.57277400091377,2398.9486872729194
3900,1336206786.9835472,1978.451058813766,306.1777975055648,274.13711313474425,740.710243933546,4.150626960974074e-05,292.4985024543824,1413.2900307507957,0.21132908375382783,129.8102036379153,2423.0701695688967
4000,1336206631.2911983,2021.102253445326,311.70289814010084,275.9548554575789,754.2395967912006,4.358892989561177e-05,301.815565352263,1445.8203339755746,0.23369478332963695,130.66253632043598,2426.2577480303994
4100,1336206479.0147755,2022.5287592407176,314.8071434343119,275.62815911708697,806.511472187005,4.488058006984457e-05,314.6199117003434,1455.8819075797896,0.24648425140874347,131.53755240022642,2442.149848892549
4200,1336206491.6648617,2077.828276904701,329.4301058056686,276.6143687450005,855.2669281105644,4.678580817951509e-05,334.8700859638701,1491.8106103513544,0.2665198736481961,133.08534291604875,2460.2181764484512
4300,1336206359.8140547,2041.186312945316,333.0030699506217,270.0069829012797,880.4616440771836,4.854040002361342e-05,351.16551765473525,1496.2789717990693,0.2856124509792621,133.6775423828431,2471.876903527102
4400,1336206309.354356,2084.517272069569,338.18623269063454,264.10392209142776,932.2311067657081,4.8675326446919116e-05,353.3371343446422,1537.238724612909,0.3024013474233873,134.97635656491516,2494.523160581449
4500,1336206132.120398,2122.372670685349,339.8814685357907,268.0343412813852,955.6147333292143,5.101558689277186e-05,378.265383471481,1544.381119944065,0.3293883756515526,136.97524432681283,2507.3007093882075
4600,1336206030.9619493,2131.9665414436163,347.9702710499321,263.97258082659863,970.5376901040186,5.1740078320058144e-05,384.6667541616069,1587.3452611157823,0.3533654914424199,138.3865786369154,2529.8262118902194
4700,1336205960.1038382,2145.8320610233995,351.1686914972384,259.70132874312736,1003.5225460078971,5.2466776731861056e-05,410.579812571909,1614.9679690153876,0.3773787664219813,139.01135825166523,2538.4907338975913
4800,1336205881.3875127,2155.754072092014,351.92638262116844,259.17541231539843,1066.9768515596672,5.276281312795153e-05,423.06229733610115,1600.7210929000369,0.3984479328540763,141.26273665545366,2557.5288991660777
4900,1336205690.3897617,2214.492981368893,365.7907223258798,259.8961781063681,1110.5866371263292,5.4445293048372804e-05,436.7196252076849,1622.5870055772784,0.42193516148048626,142.10999309688808,2567.035246220366
5000,1336205655.15532,2226.95535953964,369.81447440846733,263.6136924934624,1150.760029898619,5.571372410600517e-05,449.39041410086423,1676.8789716016581,0.4426167686784371,144.338517782422,2585.2741511353324
