milliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.513703006277967,1.5012207160863624
100,4.495355287281576,1.49718482868166
200,4.476756266150805,1.4951140966770293
300,4.453075902632845,1.4872660244124591
400,4.453484934354002,1.486784124474201
500,4.432004844721306,1.4788054927563918
600,4.433906089334271,1.478503269729512
700,4.432452657329809,1.4786545457671998
800,4.415709619617157,1.468600805047036
900,4.409124950560683,1.4668124955061084
1000,4.380940919977669,1.462199904567425
1100,4.380655578415572,1.4614528786744563
1200,4.3597903596522585,1.4607730878236544
1300,4.360256053680242,1.4554642465833785
1400,4.347066996135246,1.4527813308045796
1500,4.3373617366538175,1.4509981505713385
1600,4.318967088618695,1.4458056236310741
1700,4.331179761800569,1.4426849523643221
1800,4.299219827834611,1.4368232992040224
1900,4.301294041905605,1.4324396534952704
2000,4.30397158633839,1.4281688802057118
2100,4.279677725726976,1.423101781264243
2200,4.282229893219496,1.42872292699249
2300,4.275772190228323,1.4223982889921711
2400,4.266519229970938,1.4206747445970718
2500,4.237347715160342,1.4118855134517405
2600,4.241305445496933,1.4079728821061326
2700,4.238563476196284,1.4117789685725104
2800,4.213692847120736,1.4075917403073013
2900,4.207828232071151,1.4028894444438527
3000,4.21083827407634,1.4009868245699264
3100,4.196099905393809,1.395257037779699
3200,4.1849511654820155,1.3927610205176049
3300,4.162372121638925,1.38714425054622
3400,4.175066934651942,1.3914347731320709
3500,4.1464960540947295,1.38733861416013
3600,4.151588736551776,1.3856604355145572
3700,4.135425173002585,1.3816788209520399
3800,4.123823280475623,1.3799244470122003
3900,4.118404373221653,1.377522462849257
4000,4.126747650200992,1.368706899433854
4100,4.0936975658986645,1.368646151876642
4200,4.108850671557973,1.3687074677767055
4300,4.101256028574959,1.3675277857411852
4400,4.085137694958641,1.3638317735854362
4500,4.070719341492233,1.3575060905888914
4600,4.072099034740742,1.3540792200192868
4700,4.066402297350381,1.3569380410302496
4800,4.05264367591919,1.3497888264416507
4900,4.04526297403703,1.3448963692790998
5000,4.027928147030246,1.346227893399544
