milliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.493439637103371,1.4978967800317518
100,4.486274116502513,1.499029413009755
200,4.479030671602048,1.4884442979048997
300,4.471418398433742,1.4853707273429901
400,4.46834141437175,1.4887732587962055
500,4.452435335093423,1.478360503829265
600,4.427605106281602,1.4779263839504195
700,4.41852931064958,1.4703004307742242
800,4.418324716211777,1.4710077098742085
900,4.406856040188554,1.4664282871220868
1000,4.398007421582349,1.4677415282210358
1100,4.376096825435056,1.459774106758549
1200,4.374188102587726,1.4587015792576834
1300,4.370149139113841,1.4566606199276326
1400,4.360987372915496,1.4509198914001622
1500,4.32938885042466,1.4464784916214422
1600,4.317556053066475,1.443127139248999
1700,4.317963333496309,1.441954618888961
1800,4.310593101884247,1.4327884611150412
1900,4.3066976724027475,1.437364463994796
2000,4.303659690562549,1.426258313007365
2100,4.290276349144304,1.42541875210164
2200,4.280028119912801,1.4272240094265498
2300,4.254122803118056,1.417197166611805
2400,4.244523638311441,1.4147313110987294
2500,4.251627746321518,1.4187675585347235
2600,4.231707914761023,1.4112970448154245
2700,4.23676615266985,1.4058416603920698
2800,4.229290077712478,1.4030221638990106
2900,4.215689761398976,1.398865394029425
3000,4.19705141900799,1.4019007377577004
3100,4.184893853677776,1.4012290624697337
3200,4.176383302881286,1.3928510410862769
3300,4.177723929463621,1.395321349227061
3400,4.152865400381237,1.389829521996404
3500,4.163652391416993,1.383123119565174
3600,4.136444051635226,1.3848386323831237
3700,4.152317120739025,1.3806333399285629
3800,4.141426585419659,1.3808385399375878
3900,4.1299212105492265,1.378741051751427
4000,4.107320503843373,1.3722241662845704
4100,4.120390149231735,1.3710359923706144
4200,4.093661181205909,1.3620729426315243
4300,4.0957566838525015,1.3656419369945292
4400,4.09376638059373,1.3628295538576785
4500,4.082944075521191,1.3584857644588613
4600,4.063723769511912,1.3593376735680016
4700,4.066091202083589,1.3492546904125662
4800,4.039971136467475,1.3514860407038398
4900,4.042366862551473,1.351486744658634
5000,4.033670241521386,1.347577265318642
