milliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.486317486911209,1.5019188060300084
100,4.493655104817778,1.4923859366047527
200,4.471221388921036,1.494863988870407
300,4.468515018882332,1.491385042953271
400,4.44235089880831,1.4833259413357585
500,4.452296541374825,1.4816564775712093
600,4.4469998207926,1.4794216520024255
700,4.429981348169742,1.4785410185323224
800,4.407128955772148,1.4663662586805948
900,4.391254392931077,1.466416136975681
1000,4.388224381404226,1.4602050455708908
1100,4.370785205082421,1.4572883919524422
1200,4.36296950137538,1.455080598734154
1300,4.354741780482859,1.4541098062793827
1400,4.355295145442313,1.4514143703535203
1500,4.345390663645971,1.4458144052050856
1600,4.320930720018149,1.441889977815055
1700,4.323652201726334,1.4429939661593945
1800,4.320520676186703,1.4367743886390867
1900,4.290802851850654,1.4368454391897152
2000,4.303581835323367,1.4285689940840542
2100,4.27708916794248,1.424744189878298
2200,4.262188286530544,1.4239639036646898
2300,4.256442907962006,1.417834607484736
2400,4.242234730845826,1.4210634084299443
2500,4.235416790787157,1.4188643710398972
2600,4.230833872681429,1.413477328721886
2700,4.230543764041711,1.4107062204782734
2800,4.21410773144438,1.4055067332075284
2900,4.202781149732041,1.405711889979766
3000,4.192967176558002,1.4001209554916652
3100,4.1784549524941905,1.3981006996607863
3200,4.186160847303,1.3934517292766395
3300,4.183835890041208,1.3942022808414514
3400,4.1688022811215,1.3929213142531525
3500,4.163180527616533,1.3862979046052646
3600,4.140663302440141,1.384805500699444
3700,4.147420643634542,1.3756987529254203
3800,4.1364078484359155,1.3790802142918832
3900,4.1296180048991085,1.374009502718506
4000,4.128561097773791,1.373703042885484
4100,4.1130469132266505,1.3697874632318379
4200,4.08666559667767,1.3665788711192026
4300,4.08482667326077,1.363849130835586
4400,4.089828076456681,1.3634133261317707
4500,4.06239885171901,1.3552488865873893
4600,4.079410095926587,1.3557836216716879
4700,4.050408884845764,1.3560160804958936
4800,4.055593718893664,1.3495157352901574
4900,4.0321267980007685,1.3507835849025147
5000,4.043540767647319,1.341878375585426
