milliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.5124975795523925,1.499794076633679
100,4.48539181658055,1.4999018204419579
200,4.478675650441174,1.4908282367317192
300,4.465103107591053,1.488337015536798
400,4.468671514876322,1.48539775660324
500,4.4449390676410845,1.4850933823748094
600,4.437816677987986,1.4793697198891844
700,4.409689767651166,1.478039594394635
800,4.425373777589627,1.4720155357897864
900,4.406682684600866,1.4720168739348383
1000,4.386068279614837,1.4681398427171881
1100,4.381570976210471,1.458311190169687
1200,4.384406513329355,1.4573492230281422
1300,4.3492556466765295,1.4554119408105624
1400,4.356511765417576,1.449479516748111
1500,4.327325827039698,1.4506117661405342
1600,4.3200048185192825,1.4428414616543883
1700,4.318700273527318,1.4416342633009174
1800,4.314157370933012,1.4401708900160441
1900,4.290993319513125,1.4372737316408113
2000,4.29119255388109,1.428223152958277
2100,4.2934113871687405,1.4311805821894998
2200,4.269702724894736,1.427176935591941
2300,4.258849372847178,1.422031314023231
2400,4.246736369106863,1.4152788755034076
2500,4.24240344392388,1.4174725399137764
2600,4.243498354340801,1.4128814031914345
2700,4.224485576338191,1.4092005990934688
2800,4.224908396862288,1.4050956842105586
2900,4.218628437724953,1.406804557620304
3000,4.19267946296087,1.3960740811545325
3100,4.190467805712099,1.3968079767863997
3200,4.191266306925846,1.3970761526264146
3300,4.169865978770364,1.3914831640185314
3400,4.172676588444398,1.3872516305719005
3500,4.160721521234086,1.3849463835765632
3600,4.157250450249104,1.382941994435319
3700,4.150919111528508,1.3786283943117852
3800,4.134889002966998,1.378702799096033
3900,4.112825385892568,1.3712356340040377
4000,4.111733592781161,1.3705865002590183
4100,4.10918842318814,1.372956055494814
4200,4.104189578524796,1.3652611133113302
4300,4.077375564998601,1.3620458748931243
4400,4.085066890302279,1.3575296561645653
4500,4.073415292259094,1.357499115690646
4600,4.067432523640193,1.3560175052592753
4700,4.063585183954008,1.3564995836681277
4800,4.0543664567352815,1.3531203106452452
4900,4.041068538381435,1.3523867955260207
5000,4.03484606346359,1.3415441503374266
