miliseconds,Cyclin_B1_Cdk1_complex_phosphorylated,Cyclin_B1_Cdk1_complex_unphosphorylated,Plx1_active,APC_C_active,APC_C_total
0,59.79937212992324,0.027219786667647655,0.0021043073203983686,1.000191718734147,1.0
100,58.08761258762619,0.19529125414603685,0.06510051378900981,0.9816230770437033,1.0
200,54.61538934080012,0.48139869899090054,0.12594792859454285,0.9673631244895695,1.0
300,53.38707919406616,0.6467373292249131,0.17220135642024376,0.954923398653975,1.0
400,51.59467499844073,0.873391034285742,0.2109660350533212,0.9468678264636272,1.0
500,49.0375640706495,1.1548923967696596,0.23820115439915804,0.9325423816584796,1.0
600,47.4561493848747,1.2410225650221953,0.26716693265421293,0.913765934366086,1.0
700,45.480249545718245,1.5010857448505008,0.2818262562547167,0.9024882160663901,1.0
800,44.33726309147119,1.671409714477571,0.2976791825389784,0.8954683559551351,1.0
900,41.97595389843372,1.8664215437631833,0.3115763946236537,0.8802833810052324,1.0
1000,41.15636428956186,1.9334788095123565,0.3190065880666206,0.8661211731314982,1.0
1100,39.37794689558753,2.2116703544293816,0.33004935253715756,0.8555146969801217,1.0
1200,37.96282187251135,2.355986168075435,0.33361252914923456,0.8553513073513804,1.0
1300,35.90677599497935,2.4464813662990874,0.33942617048737883,0.8382287497971942,1.0
1400,35.192991108430405,2.665059502469094,0.34351011275784327,0.8296197822137579,1.0
1500,33.73856146813354,2.785138155183455,0.34515680449358604,0.8275545472240439,1.0
1600,33.3068901653345,2.9298399721785224,0.34316495857613755,0.8200323201433964,1.0
1700,30.97802996417212,3.129415216165325,0.34372135191684533,0.8106106448109902,1.0
1800,30.449922281479807,3.2166223148436135,0.340979463588673,0.80669291393143,1.0
1900,29.49326510918742,3.2877703750648783,0.3436982653145657,0.8026605618798557,1.0
2000,28.71037966932133,3.5562926695036934,0.34082507256517713,0.7900513882233926,1.0
2100,28.078653444575956,3.5791221417179218,0.3411755939610354,0.7828663657093156,1.0
2200,26.709464435635518,3.8916661681032725,0.3381555947943728,0.7753506850170039,1.0
2300,25.194235861961655,3.9632821584599056,0.3350993338297111,0.7725529266884134,1.0
2400,24.110894653165815,4.176894245739485,0.3316424749287376,0.7641629266092186,1.0
2500,24.13224467434822,4.2619911685341965,0.3244171013170401,0.7580035007964846,1.0
2600,22.53675044116393,4.342276255775951,0.32407500905688197,0.7499934914686983,1.0
2700,21.73571402751108,4.494022845010293,0.323641620743398,0.7471267627258553,1.0
2800,20.986854140351028,4.597702044145379,0.32016533890285703,0.7432630109768962,1.0
2900,20.01446532299971,4.7668771444594755,0.31173126811072177,0.7364742921396195,1.0
3000,20.280572685267785,4.921239054489684,0.3130257110822251,0.734985682534753,1.0
3100,19.964146364601625,4.902359613434187,0.3056153715692207,0.7297471043398568,1.0
3200,18.878812535428658,4.960473317605244,0.30538026849504846,0.7204028074040674,1.0
3300,18.007375824958498,5.162244329295301,0.29690856695883827,0.7150255605951542,1.0
3400,18.185534261794103,5.211621525971756,0.29878561603219533,0.7078411297537837,1.0
3500,16.62843745293315,5.171828194108326,0.2913428475058709,0.7019462619678885,1.0
3600,16.65695453372338,5.285602386364649,0.2922451153034986,0.7004241069386816,1.0
3700,15.7758678314997,5.430687407452217,0.2864623530935651,0.6870589397089202,1.0
3800,15.858865946292227,5.370387121058867,0.28392930415433654,0.6855148573454364,1.0
3900,14.945729174516458,5.430807016233254,0.2765189183414589,0.6794381367446929,1.0
4000,14.063191354037295,5.510763754927018,0.2766346617237296,0.6740924758250181,1.0
4100,13.713280482459972,5.447231539376979,0.27378008208943777,0.6705621220663777,1.0
4200,13.4190761159855,5.546430355048881,0.26625617365405074,0.65943685590045,1.0
4300,13.641227155198704,5.672406308232995,0.26300795079608297,0.6560681717918451,1.0
4400,12.471105482870465,5.609869710285834,0.261468613035003,0.6544381658797606,1.0
4500,12.236525262064994,5.581254991516596,0.2591990295460403,0.6425876342866106,1.0
4600,12.684510745705262,5.668849747415663,0.252989925034357,0.6374493142499711,1.0
4700,11.752148392701184,5.720645112531238,0.25530517594600666,0.6308153702693242,1.0
4800,11.349640317027385,5.710288289441959,0.2507306307932502,0.6214340223199691,1.0
4900,12.04074296176391,5.725008219136245,0.2473773242003753,0.6167403984942886,1.0
5000,10.578512947751607,5.6166812249810985,0.24548155951173806,0.6102251940516007,1.0
