miliseconds,MP,CN,C,T2,T1,T0,MT,P0,P1,P2
0,0.3116688769443012,0.8647587603718766,0.1320881987408199,0.03218914527612668,0.09610216785984113,0.11129088870821928,0.46868298055964364,0.075921362796401,0.06496850302874022,0.032574795989872875
100,0.3254244022146321,0.8628493842612894,0.1313502512719165,0.033223056323566424,0.09863645083986503,0.11662486263250162,0.47565315046938905,0.07705921349837329,0.06788879718174871,0.03331328291902203
200,0.3309496491009201,0.848340283642258,0.1293525999477114,0.03386402641291559,0.10087039598844823,0.11938455763651308,0.49569882076767324,0.07906891785195148,0.06881936027693362,0.034091346200045454
300,0.34453824567980984,0.8370595157962286,0.12737569061212103,0.03530925644688767,0.10509424029788503,0.12364870966610154,0.5101667999048569,0.08297608831654767,0.07165622015700196,0.034505693318184504
400,0.3487663908325338,0.8297187627904719,0.12683012010903158,0.036084618262871744,0.10822517934817778,0.1269595863259803,0.5304087224244786,0.0854843981502991,0.07430982803628504,0.035830284961619836
500,0.3594770601552665,0.8318512551904333,0.12665508655186822,0.03711994959834914,0.11312437565496945,0.13353856500326106,0.54689837555522,0.08807202656668249,0.07560910420180232,0.03631219638443702
600,0.3702361416587153,0.8235162004012603,0.12549495927535897,0.038241301070254,0.1165351468386783,0.13670650086559014,0.553755770911723,0.0897049840429554,0.07838853206564726,0.037107498672434604
700,0.3839101150923285,0.8148656469896289,0.12327283347661386,0.039400387094251546,0.11898616422654278,0.14221240502544127,0.5761490351240861,0.09180882797617679,0.07981499623634805,0.03805388571206337
800,0.38962969446603984,0.8022161601555908,0.12339331835081735,0.04062241912470033,0.12387761852581004,0.14552980857469888,0.5963713279855481,0.09439766933314298,0.08224242660396307,0.039476236264476855
900,0.4040223019576129,0.8057974291381284,0.12143051266460111,0.041520364594554424,0.12810602717925987,0.14929378140205973,0.6049962299810623,0.09754276246787887,0.085598699439326,0.040293269618049715
1000,0.41326060733795617,0.7861374547825103,0.12136100810277564,0.04309399248550491,0.1307792696122352,0.15636917172593529,0.62723027123498,0.10058986708759436,0.08746839823344472,0.041194108440912605
1100,0.4226813277335955,0.7852867470517345,0.11951285502682406,0.04418062619694227,0.13495804187920346,0.1593567440458722,0.6453747869896357,0.10292370450626051,0.08994599336377282,0.04250683780787234
1200,0.43910227406147745,0.7848137811991341,0.12003446735862223,0.04524214176775862,0.13882294019547128,0.1664224770755791,0.6689500077464081,0.1065128001940055,0.09318924490790047,0.04303479567968258
1300,0.4492348992319892,0.7755102255761093,0.11912724733121652,0.046787359034561625,0.14504444783076656,0.1717907077250843,0.686365621350828,0.11005768253604784,0.09583356157634516,0.0445974203558782
1400,0.4556251596420189,0.7726589826865304,0.11676312007574391,0.0484193078175686,0.14925448586001092,0.1756555015020782,0.698339961528942,0.11283071829037222,0.09771391860862354,0.04550928078840114
1500,0.4680189600910648,0.7545068274603801,0.11555496676756177,0.04975155253509997,0.15270467373334243,0.18240393571333838,0.7180831878182983,0.11544100695422453,0.1008508326680682,0.04674194258702398
1600,0.4841733692304047,0.750741186162253,0.11432327094941061,0.05142388559942812,0.15887812073918267,0.18735901066671798,0.7361666156546103,0.11899348118895484,0.1043686737353946,0.04813399432595421
1700,0.49516907889448913,0.7464504265426323,0.11379800594625168,0.05268106751945628,0.16193184922467507,0.19212050619951931,0.7614682751812684,0.12302597987656412,0.10610786274099604,0.04945307894626736
1800,0.5053061157563931,0.7334781730146375,0.11295216840332833,0.05448967162394594,0.16685570261730348,0.19863062981353924,0.7787712420346166,0.12607780100877083,0.10889843754587432,0.05045324401241066
1900,0.517400803681344,0.7388175600069239,0.11256141742595317,0.05607918941586957,0.17159825339779414,0.20418353469915962,0.8001175549348567,0.12881666303326178,0.11247720537088571,0.051692838030141894
2000,0.5358349202649815,0.7211162695406643,0.11277379026853823,0.05739754040306288,0.1773163119593406,0.20899988601640007,0.8187695577746487,0.13224282819661298,0.1159056513268913,0.05297736058878134
2100,0.5489592189499316,0.7137580342780141,0.11149720257463229,0.05954528115575336,0.18220551167382468,0.2154525440816059,0.8425302237034823,0.1353905811400505,0.11811738177193744,0.05437745304424954
2200,0.560395499872038,0.7195185857637552,0.10941864334341453,0.0613566990289378,0.18925287515931985,0.22155258704542427,0.871198201355059,0.13971689695765385,0.12256244810998801,0.05576951281780069
2300,0.5709437784160057,0.712324099052599,0.1085546694991725,0.06282267475162213,0.19389168952169872,0.2286886644569103,0.8876655431287727,0.14406461055200206,0.1244906603027973,0.05728578404361137
2400,0.5826838084651496,0.6975099793571853,0.10889313887001,0.0645556789707625,0.1986148854183475,0.23622933215056954,0.9087695203179391,0.14693573047501024,0.1283448493346607,0.05838111992701281
2500,0.6012149764813827,0.6929869145512295,0.10792697304678958,0.06686702525332718,0.20373843050761897,0.24256933321465496,0.9300309587282237,0.15019700119733015,0.13223876468561283,0.06002341103838759
2600,0.6140618435781695,0.689932402888036,0.10662226162169035,0.0689543483612078,0.21095235734999365,0.24816384313211812,0.9581453447644555,0.1551418838053477,0.13476296428445128,0.06193996064510125
2700,0.6243019344054537,0.6909943598109342,0.10596519386923799,0.07076240540520566,0.21548602991600438,0.25663229611913535,0.9734546046241491,0.15811841396804913,0.13832479942217463,0.06319036263026677
2800,0.6417738769502186,0.6719781227970942,0.106077882791519,0.07285323038538369,0.2234345726651948,0.2618563383186779,0.9998973789724821,0.16294582194779494,0.14196571900526753,0.06501176965508969
2900,0.6569743147936948,0.67237295963054,0.10557730477175438,0.07504220769085965,0.2282192536748466,0.2688532245247149,1.028554440005338,0.16567867960019306,0.14578607023605106,0.06629604557404277
3000,0.6653966548940233,0.6622509882667208,0.10374219356158387,0.07693932137569216,0.23495338586497494,0.2753393005631197,1.052645513250472,0.17068981138080527,0.14827029922465645,0.06847113070119361
3100,0.6837145039511205,0.6567207597625813,0.10246650610739835,0.07972870006625217,0.24126751316330558,0.28403599791667755,1.069754964851704,0.17471622965189543,0.15207166557100638,0.06984737037965154
3200,0.6974395551101454,0.6585455313107496,0.10223495663728698,0.08178783198235054,0.24745325144351588,0.2921684490442063,1.0998970584201098,0.17922849538829788,0.15651427720041414,0.0714972467164096
3300,0.7114967088307769,0.648500536946278,0.10201291060701742,0.08425143750330177,0.2538932693877939,0.29968994860251474,1.121828627047013,0.18278006586301201,0.1602572081212438,0.07359432354048001
3400,0.7295380670509379,0.6459199695949985,0.10032788252797299,0.08646300361408328,0.25920796826710524,0.3074395856825027,1.148118979993972,0.18762376357540209,0.16324589164152023,0.07515386758161548
3500,0.7434303708359349,0.6369856702248755,0.10080106256839133,0.08900162342799031,0.2680683319482483,0.3156031822070193,1.1643050294280923,0.19097819249127515,0.1674558533097643,0.07737415820782358
3600,0.7564121471806806,0.6325520528028635,0.09910652422556719,0.09153924762545015,0.2733684793851466,0.32159820526798005,1.1940413573951725,0.19495645539655548,0.17124790843739118,0.07900035448870193
3700,0.7719005763007836,0.6232569471081688,0.09996181720294357,0.09433689028085268,0.28064149779315195,0.329521916797674,1.2165350061192712,0.20031341313707904,0.17504946179128622,0.0810796827664824
3800,0.7864752741572982,0.6168798814412408,0.10009271990948364,0.09712818865003808,0.286620482425888,0.3391905519454197,1.2444047925592814,0.2040138064509971,0.17869330084108304,0.08353537568404364
3900,0.7989162496768591,0.618850598129059,0.09955454700160525,0.1000363001307728,0.2954699372229219,0.347563661785221,1.2649033921125867,0.20932340513927586,0.18287758436254947,0.08547495016976647
4000,0.8172137906332898,0.6068251308470269,0.0982881387690489,0.10284995216584233,0.30292843086063587,0.3555393458093547,1.297498700362415,0.2131655403159921,0.18750699606281673,0.08763857475393418
4100,0.8338072294718015,0.6089655744074952,0.09674902869631981,0.10583560724826892,0.30836567854244995,0.36496210755852726,1.3258680198797514,0.21780817610551634,0.19174715228782957,0.0893653266285897
4200,0.8436954489610559,0.6009308160555469,0.0961024364199579,0.10873905048275341,0.3157821823737387,0.3739581524476369,1.3473774654100656,0.22343891355247136,0.19631395251947673,0.09155404864834539
4300,0.8599032935747932,0.6022243070024716,0.09762510750172813,0.11194929442486493,0.32499850011945564,0.3806266468255474,1.3729887670573153,0.228225088106618,0.20015788819406133,0.09390697755856875
4400,0.8763677666889675,0.5933510279366995,0.09561846928348429,0.11505465671483418,0.3316063532037234,0.38949193584513747,1.398763939699934,0.23227703604896505,0.20486759967077145,0.09616940490886214
4500,0.8942033789721162,0.5934744349178852,0.09699572752956737,0.11821878592408493,0.34060746846789985,0.39958521366150784,1.4263264765956691,0.23774998583300266,0.2077628734475196,0.09881926496348634
4600,0.9113847570378079,0.5816309723886433,0.09541596580320737,0.12160163324328177,0.34814504376658906,0.4080423302459136,1.4502151900384288,0.24185008312200584,0.2129702544225847,0.1014399605674269
4700,0.9252197150896921,0.5795748016641381,0.09471897161298012,0.12533299286482802,0.35602646746142097,0.4184190996211065,1.4816587636406526,0.2472698123164521,0.21688646401470565,0.10371886390074103
4800,0.9390237218986498,0.5714328740374518,0.09557218836700339,0.12837341079606068,0.3632584984224237,0.4278885323334456,1.5064244931128008,0.2513303638736996,0.22214729031713318,0.10605549513959424
4900,0.9528166443790151,0.567517465643028,0.09424304922038468,0.13233084030887404,0.3726873748668205,0.43638952442935536,1.5353536793713753,0.25679841344444554,0.22538933220404492,0.10824707021544873
5000,0.9719719575886152,0.5668575773612775,0.09478713498050421,0.13603792288709884,0.3807247354290485,0.44768838694694635,1.5596932558955985,0.26170960636293733,0.23007778378119387,0.1112089262271988
