milliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100,0.11613941575449162,0.09718922490120792,0.10409553662351606,0.10032372982886345,0.09970065134355717,0.10048272257053842,0.09929520303416871,0.09934914791442517,0.10006429443025767
200,0.13221979577825388,0.09455036640829675,0.10815821689601743,0.10064386904927455,0.09940259054449332,0.10095724522447615,0.09858172831132542,0.09871523392858784,0.10012396782562694
300,0.14823451410976526,0.09207614467373504,0.1121884859465516,0.10096146062648302,0.09910581166049186,0.10142528093676659,0.09786075759696314,0.09809761029683098,0.10017914257420435
400,0.16417810011679151,0.08975917411666309,0.11618684790279533,0.1012772403210209,0.0988103068658566,0.10188804420716265,0.09713343657987662,0.09749563546321358,0.10022994661530686
500,0.18004573665778412,0.08759202979279096,0.12015381746017141,0.10159177658399764,0.09851606861782572,0.10234647596457198,0.09640090282053167,0.09690867986278583,0.10027650899450599
600,0.19583355773694297,0.08556767026130896,0.12408989223906328,0.10190547325758095,0.0982230900080695,0.10280124749277798,0.09566421855566445,0.09633616188533375,0.10031895273720161
700,0.21153843590542826,0.08367940984042391,0.12799555313736216,0.10221863474273116,0.09793136457650509,0.10325286725837998,0.094924378128833,0.09577754092158705,0.10035739536458842
800,0.22715782299638848,0.08192083636431709,0.13187126944512917,0.10253150121460469,0.09764088615194395,0.10370173861184485,0.094182321946641,0.09523230780393999,0.10039195037342194
900,0.2426897163222475,0.0802858147026938,0.1357174988903845,0.10284426156144179,0.09735164881409379,0.10414818089052416,0.09343893572413109,0.09469998397733842,0.10042272728387136
1000,0.25813260230604435,0.07876848623340621,0.13953468764336266,0.10315706393834503,0.09706364685291524,0.10459244668970394,0.09269505094101739,0.09418011995248363,0.10044983172553903
1100,0.2734852969761281,0.077363234117809,0.14332327166076914,0.10347003735943523,0.09677687468409785,0.10503475714496574,0.09195145233714866,0.09367228899286326,0.10047336605050991
1200,0.2887470996075219,0.07606471649069571,0.14708367536777786,0.10378326987739082,0.09649132693442976,0.1054752662690052,0.09120887077619343,0.0931760931624543,0.10049342874200877
1300,0.3039174260938536,0.0748677832362554,0.15081631479463067,0.10409685489221956,0.09620699825460703,0.10591413665515557,0.09046800122914934,0.09269114855013676,0.10051011585879328
1400,0.31899614344548033,0.07376755327739493,0.15452159464410367,0.10441084698028708,0.0959238834933269,0.10635146728211439,0.08972948614253497,0.0922170988408628,0.10052351969358632
1500,0.333983144707399,0.07275932034953446,0.15819991178186255,0.10472531226720863,0.09564197748711378,0.10678737588049081,0.08899393594282416,0.09175359830895471,0.1005337304086152
1600,0.3488786121404979,0.0718386077790772,0.16185165314763456,0.10504029566456653,0.09536127519996013,0.10722194533299273,0.08826191706689367,0.0913003221064903,0.10054083505122488
1700,0.36368282288552056,0.07100112716853392,0.16547719727640978,0.10535584280854562,0.09508177162796937,0.10765525956230798,0.08753396102219045,0.09085695860004551,0.10054491827815953
1800,0.3783961771366197,0.07024277460841298,0.16907691431864316,0.10567199214960918,0.09480346183283363,0.10808739056484402,0.08681056506203631,0.09042320990773359,0.100546062325391
1900,0.3930192344446738,0.06955964716173642,0.17265116555566665,0.10598877568092258,0.0945263409394068,0.108518399631443,0.08609218869803524,0.08999879385547568,0.10054434680874878
2000,0.4075525939505154,0.0689479952099069,0.1762003049102122,0.10630622286103394,0.09425040411326376,0.108948343743489,0.08537926380246046,0.08958343798280458,0.10053984934692478
2100,0.4219969925738855,0.06840426129284453,0.17972467771398404,0.10662435741886371,0.09397564657869034,0.1093772703666934,0.08467218637644984,0.08917688444605039,0.10053264505290004
2200,0.43635318951032975,0.06792502823317349,0.18322462237568118,0.10694320116986884,0.09370206359295806,0.10980522371247119,0.08397132747530826,0.08877888394871693,0.1005228071950407
