milliseconds,IR,pIR,IRS,pIRS,iIRS,Akt,pAkt,mTORC1,pmTORC1,mTORC2,pmTORC2,imTORC2,mTORC1_DEPTOR,mTORC2_DEPTOR,DEPTOR,pDEPTOR
0,50.00682512359747,0.018311388431075583,99.99497781562562,-0.0033730896674640668,8.999073326415387e-06,99.99543049163736,-0.002656844926986793,250.32308654790225,9.298713007388421e-05,201.25087408269104,-0.0006552002435182299,0.0,1.3306214498692246,-2.8646628126948332,347.66292011855495,-4.6618805140447856e-05
100,50.01229425422992,-0.0018939223494660873,100.00099158839069,-0.0008504922748104803,2.6559949125016826e-06,100.0008828765418,0.001718343252049258,242.42794497306247,7.180376830995396e-05,159.51976182325583,-0.0006596522181138399,0.0,10.593961588776045,38.96641595061663,306.7942850524414,-8.66562848986798e-05
200,49.91950571490648,0.10643261167756085,100.00438853842462,-0.0008356642531126698,-9.63505703403565e-07,99.99633292793894,0.005073182379629836,236.97296257419043,1.3731496766914953e-06,133.53344367159826,0.0022709334635778603,0.0,17.013126725638262,65.43300887510263,261.16094363953385,9.398771803232155e-05
300,49.89333841987032,0.1274634199619229,99.99404320011975,0.000597667099872783,2.7476958788028047e-06,100.00493963165079,0.0019501434403560408,229.7441753393017,-4.902504155787047e-06,110.2204106166639,0.0008052092299885021,0.0,20.075353339992148,92.9664143581375,242.66892187924677,-9.472987252386615e-05
400,49.830023689361546,0.09469296224906795,99.99842283120327,-0.001755476381660159,-1.0340887568388787e-05,100.0013995093703,-0.002077405792936867,223.5587783221701,-4.92873214236767e-05,96.29900698209532,0.003744807045395107,0.0,27.92469801805196,107.47614823124462,219.6932563775563,0.00010558991040552234
500,49.84702620940318,0.1579825609895353,99.99341035599747,0.003008897430419556,-3.993988401799052e-06,100.00435920643386,0.004032529057533513,218.78055901688992,-6.829683337129913e-05,81.8136120259822,0.004617988305479619,0.0,28.313397083850145,115.23985507924804,202.11251309720024,0.00016324998640536667
600,49.801512500492706,0.17460897210851548,99.99461116759495,-0.0038900074084164665,-6.618068643286422e-06,99.99741019699552,-0.0030141050520031314,215.46799537894526,-4.4760036207141904e-05,72.18831496652761,0.006688190493290122,0.0,32.11575854373765,133.164594396666,189.96061876408046,0.0002107840066522323
700,49.80296882381407,0.237938659664601,99.99770549252318,-0.0003881939088602078,8.211107737160977e-06,100.00169695771835,0.0026854619209570416,211.80396909781976,2.5884029775239232e-05,62.29094401088549,0.00823575950450695,0.0,36.86525431065837,136.81452753483296,175.06574203715036,0.00027041086729344757
800,49.75023121327041,0.28112602807087217,99.99112115879952,0.004530602469661605,-9.254146236298354e-06,99.99733814241469,0.005743601858199946,208.15966242566563,4.8308209080889855e-05,51.95664382938979,0.008791036138430915,0.0,40.082887729495155,146.45445680584996,160.36719110729413,0.0003270473553044289
900,49.66295977422063,0.3106332923090429,99.98497779782423,0.007293762836125453,6.6182824178366135e-06,99.9931512494717,0.0033978964742476686,202.3059174156693,0.00015670866892766037,53.66047193326488,0.011262628381365755,0.0,45.05402049139314,147.12341562845015,155.51120693664845,0.0005797958376812964
1000,49.647167775628326,0.34521484656755136,99.99567513302449,0.014678309937752706,1.0168001355559214e-05,99.9906265559412,0.010995815843731677,203.81857022989823,0.00017359291916008369,41.61808439133367,0.011838474660084348,0.0,46.39852014845871,157.8486825803842,143.69485312119735,0.0007774107379581651
1100,49.611922672945155,0.3598530345188357,99.9922061651386,0.01809525799767542,-1.2315324999644303e-06,99.99313017101171,0.011553450815295093,197.41581469862564,4.4602192297092994e-05,41.40212273076627,0.013652324834167607,0.0,50.95354595991428,156.65513530217015,146.14105943287592,0.000858703866528326
1200,49.564386168683974,0.44860794633284945,99.97579833947711,0.018792418790034918,4.0337123107121573e-07,99.99275218048511,0.009970224745972794,195.7616558318471,9.88893906010153e-05,36.887649308337274,0.01669816980028155,0.0,56.00032416681446,161.1232129147782,130.34822775935007,0.0006818996641646082
