milliseconds,IR,pIR,IRS,pIRS,iIRS,Akt,pAkt,mTORC1,pmTORC1,mTORC2,pmTORC2,imTORC2,mTORC1_DEPTOR,mTORC2_DEPTOR,DEPTOR,pDEPTOR
0,50.01622233717013,-0.011407033739651587,100.00299506930494,-0.0005449726233893282,-6.892347427993075e-06,100.00177606760577,0.0019166503525833393,250.6649868805775,5.653344911895815e-05,201.0468785213538,-0.00036788727689144094,0.0,2.6683167475078977,3.0876408616658977,351.7891391047095,-0.0001465598702752934
100,49.94622928136319,0.05185736265816587,99.99890620092253,-0.000932238747096648,-4.78708542041751e-06,100.00377929407703,-0.005284853434487654,240.10392438353932,-2.089309024693715e-05,156.7771594467948,-0.00038011605915494543,0.0,10.400407900381223,43.9086248932913,300.38773870338235,9.141179530000322e-05
200,49.900255457000625,0.0648613178505277,100.00573076305776,-0.00507946699485503,1.0310377790056052e-05,99.99559624789033,-0.004461914973329116,236.97040321727408,-5.5027029739926905e-05,133.48078213238173,0.0005602122747948135,0.0,15.297847463125052,69.90209997706395,267.08592911060833,0.0001868186981833492
300,49.889501884985705,0.07772012472098161,99.99145062051984,-0.003241460641901029,-4.540210438219913e-06,100.00232374704756,-0.004001587280576552,227.60241817073143,-9.773215805360904e-06,109.9208097831814,0.0021582848637756507,0.0,20.231164040140136,89.57782094677853,241.6963197853644,9.905648505525454e-05
400,49.84752309251399,0.0994248944851816,99.99998716363167,-2.0978414202515007e-05,8.02205709213772e-06,100.0050145402907,-0.0017344157015644324,221.86457850224895,5.328991169831084e-05,92.01169418337471,0.0033010255558762365,0.0,25.103659894415088,106.51500231959595,213.06874427497266,0.00020667916856655043
500,49.87102288875813,0.19507675359442653,99.99413580641684,0.0080339780894952,-3.1369569532945445e-06,99.99877580817403,0.0007008847060090786,217.43863444655378,-6.000014456453365e-06,80.92927792298732,0.004320752959973362,0.0,31.378813159972992,117.80470198885938,197.9796257697083,2.0951842204842294e-05
600,49.83751584908165,0.24455674779576952,99.99917098327917,-0.0014314718807000564,-2.8121271621022464e-06,100.00358278013528,0.004140078204443079,217.61752019252094,7.732836295208899e-05,70.87465642540256,0.005057699717352572,0.0,35.76631623204286,132.53982526324998,189.3166230780734,1.5229430443516211e-05
700,49.75284505913845,0.19420158324477332,99.99654705991614,0.003698397137938011,-1.1499871891908484e-06,99.99134756834965,0.006505647998410229,210.08320319025194,-5.325381417887444e-05,63.85514608345036,0.008248067576548342,0.0,37.887271264974686,134.44646457203967,176.4331779457815,0.00020488731210171487
800,49.73871134183429,0.25739059140367404,99.98706111110653,0.005854048176542951,4.522170412540845e-06,100.00162812480711,0.006623587944516467,209.9631259791723,-1.3933706400003742e-05,51.962063698315845,0.009928627301099781,0.0,42.196498486011144,146.65815451263802,157.38077748476354,0.000538492255804506
900,49.70815165157146,0.27862204228915516,99.98888919034096,0.01431506881759995,7.932340928891038e-06,99.99800729063396,0.003312463795857423,203.00522600899507,1.778442248396353e-05,52.42787564586463,0.011771664610499536,0.0,43.43345558117194,146.18289653514938,160.63726639760196,0.00032165486670762846
1000,49.686652906948105,0.37064627252731835,99.98644595949582,0.0045851866568237575,6.26646956777514e-06,99.99214506080455,0.005459969282222813,200.62916608479202,2.230136280570104e-05,43.96268485637285,0.012133473830658397,0.0,50.715176930546264,151.66710027662737,144.9274586478933,0.00036577616138972315
1100,49.6356192005437,0.36885692878697657,99.98814970655589,0.006226786884037641,-4.81110161861518e-06,99.99016041980866,0.00497642944567338,198.1408463255189,6.019007301108644e-05,37.90677942166045,0.015680608479500945,0.0,49.81171950075527,162.58726804936114,142.80504130050312,0.0008078386778031464
1200,49.581774474131464,0.44150357389831546,99.98486460982487,0.020009924795090513,1.288282252355055e-05,99.98457014469913,0.008095024676019438,194.41565040789376,0.00014806554039025724,36.69611041288382,0.015515911805864176,0.0,54.22044105453828,166.65415828777003,132.35791962378002,0.0007135926610228498
1300,49.55594251875616,0.43271340625825,99.97778356346069,0.02156930955462025,4.258154043831526e-07,99.98015674601105,0.015374745628310453,192.53482671792057,0.00013318434564075598,30.50474474464187,0.017775691228219166,0.0,56.35015743671151,165.49015630901306,132.5417953888425,0.0007771866379810032
1400,49.57287602008525,0.4582870162434849,99.9819841071154,0.022239801074208906,7.242913073336445e-07,99.97958147033202,0.02011786864905875,188.80059401839156,0.00028377616614988174,30.808241446453973,0.0198363271751041,0.0,55.89261916427729,165.41195797845558,116.37258174433096,0.0013531837969198038
1500,49.50675908258374,0.47611689430612925,99.97870963239008,0.03297926987173959,-3.0573361843137024e-06,99.97723195005491,0.025040720733627828,187.33318027449292,0.0003478059499774739,32.68798568182911,0.021222933227807123,0.0,58.43786113102237,168.17450938133436,113.05577210930578,0.0014694259699805433
1600,49.44482087827357,0.5172763908402581,99.97278627481204,0.021435125199345918,3.903660753158016e-06,99.9802576598842,0.019983806468857498,188.2704848318107,0.000328043595496748,25.139164754021085,0.02165863684804564,0.0,64.45082207391162,170.28539562721363,117.39630330039778,0.0013139032638872063
1700,49.42100194692024,0.5650765233569116,99.96105599247288,0.034578946982411075,2.0595650293042574e-05,99.97790330045088,0.026950693903530904,186.60902178800757,0.00035334723180390393,24.802754937359495,0.02430844078719382,0.0,67.38042957269747,178.08735806880514,107.923813798621,0.0018342682836365578
1800,49.423319908428816,0.5870347653104563,99.96538377014004,0.03773167885618521,7.209759491913861e-06,99.96705048904279,0.03017182848294144,181.50541580461623,0.0004300816664409814,24.85896574997495,0.02456328507725105,0.0,66.02101141492253,180.65952079979292,106.14734945301464,0.001743753943396591
1900,49.317514377410184,0.6222128973175469,99.96589610932246,0.040229325985340916,1.8607265928568496e-05,99.96622729156326,0.03502198900402956,181.77028986615827,0.0003845345297242033,22.995073195686086,0.025297887580092535,0.0,68.65894855932792,179.52388748733705,103.07485521680404,0.0020520771657688568
2000,49.31705589345971,0.6969381923931757,99.95081574215041,0.049713404317718576,1.945393591537032e-05,99.96736976776924,0.04153320355429793,182.1240423948166,0.0004978364286813146,17.848478468704933,0.02820584232501682,0.0,70.67512645781343,177.28623832679716,103.92292071702163,0.0023082832925892796
2100,49.31116173326302,0.7028151404777974,99.9494399308322,0.05364654407413272,1.5630310004404804e-05,99.96420295806323,0.046281131645957735,179.532512991751,0.0005038456440469286,17.80600810172718,0.028752580523496687,0.0,70.2399444059784,181.7735759163562,97.49592969987529,0.002384959994112385
2200,49.24387313707876,0.6861700006614008,99.95122380189343,0.05854674046033379,1.9581002754751018e-05,99.95384305690132,0.0475993950341665,177.92296611063227,0.0006272209647803797,16.71112533481843,0.029652593088957232,0.0,74.44652725563677,179.03339671560212,93.61438315982394,0.0028352698474767945
2300,49.21881066044101,0.7686662043199396,99.93538313481201,0.06235898696821094,2.4943433232215278e-05,99.94525937130138,0.05524946816606843,173.68535875857225,0.0007651020822100819,18.942236868070953,0.030683333611602585,0.0,76.96648409530003,183.56935877517,94.25437610929296,0.002636320657605553
2400,49.21309129961791,0.7892022330331199,99.93846007944259,0.06988508163640807,3.0201631150133555e-05,99.94096443124293,0.05124872091201296,172.78015180303956,0.0007103772983793546,18.517494358027776,0.031374797378893246,0.0,76.43772994654188,184.80125658668808,89.57497640856761,0.0028879800894098715
2500,49.20573326474628,0.8747549356407803,99.92589331954898,0.06661645633291152,4.384473877383694e-05,99.93531913192153,0.05546074401140981,174.20156727076247,0.0007680246972434685,17.468108570704857,0.03037076124473115,0.0,76.47908072135631,188.87088025129864,82.5350397739291,0.0031860091566939313
2600,49.14258100711588,0.8562489642733617,99.92540223274729,0.06822911492672123,4.952676740208601e-05,99.9430541577879,0.06740866877201403,169.55248520756268,0.0008869057682908636,17.532968596333202,0.03327712473194677,0.0,82.34376674300717,182.68932905992204,83.29828615351187,0.003293541415228782
2700,49.086877439542846,0.9144891411869537,99.91532707388183,0.08016453366266507,4.434090634554548e-05,99.93767859222257,0.06621340507691864,170.727709516342,0.0009558724361940493,14.83087973697252,0.03212229232693398,0.0,83.95947752223286,185.44456992101718,78.15880391224503,0.003463016957684657
2800,49.083107878088796,0.8870924228706157,99.92124657686007,0.09248292544909895,6.57886485914426e-05,99.92298494946101,0.07611956115302276,165.61226888754996,0.0011259247248795476,9.815753280870272,0.034972342623903536,0.0,80.31864939743895,190.55021787666615,73.70489009655812,0.003781890940871573
2900,49.07871826630702,0.949301692669056,99.90282931946409,0.08911806047904514,6.523117289254929e-05,99.92524183402533,0.07975550890949094,168.17804705384285,0.0011512135259781004,16.208708147328938,0.034423915285094926,0.0,82.69989090732247,190.845298871989,84.92683551947682,0.0037439281012159134
