milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1000,1009.1225750242951,0.7347354951544584,0.09420651500542561,2.947567133166753e-24,6995.406850436444,0.0004024147771165029,11990.248133490775,2.3243595032768026e-12,-4.4196503403473933e-07,4.08269018889635e-19,-2.854836094608275e-21,82009.90974152953,1.9565384930388077e-14,4.706277098493907e-06,-2.506418497160798e-07,135021.21369055516,8.213872907445746e-17
1100,1008.9617921585436,0.7968177125568809,0.14202818691006025,1.068987265837189e-24,6994.148507582977,-0.002422019583218828,11989.174418107983,3.7646123388179665e-11,-3.919368373028055e-07,1.978845595960634e-19,-2.3084360869878056e-21,82011.88853099028,2.567044227350057e-14,-4.7520258725714625e-05,2.1579044838855565e-07,135024.68321352548,-6.454680688691838e-19
1200,1008.8643848421624,0.8221579264346573,0.1699454500921295,-6.949348138400212e-25,6993.576191108071,0.01296918307319142,11987.649333517895,3.88791388503215e-11,4.774409942795078e-06,-2.0239833654651827e-19,-7.019181004830859e-21,82014.28325685527,-2.5978362461647377e-14,4.424729093550004e-05,-7.832687462884171e-08,135028.68933867698,1.2183006271161703e-16
1300,1008.7661530461962,0.9882117521541637,0.2769953845816115,-1.8792578692254347e-24,6993.398020443896,0.007611556617463858,11987.442866558062,-6.725744347879398e-11,6.476605718490172e-06,-2.814125194118011e-19,8.536080527348864e-21,82016.18884717365,-2.859958241014254e-14,-7.430805643021474e-05,-4.585679605591528e-08,135030.268812728,3.954930112256522e-17
1400,1008.8168748175303,1.0204737156033599,0.2154664930687434,2.6775704797857865e-24,6993.721653552805,-0.00032908399344538757,11984.868057329095,6.525075436548366e-11,6.936197848836817e-07,2.2552363518417945e-19,4.683206168583695e-21,82014.58977593797,2.6698726668665496e-14,9.083996330082618e-05,6.120809761334741e-07,135035.85527962053,7.292782998601765e-17
1500,1008.598600325917,1.016604319392438,0.21470867684549735,-1.3060196881637223e-24,6992.073412264612,0.0031574298739463517,11983.784564620417,1.401282397696664e-11,-2.2661262758830267e-06,-2.1047025100773544e-19,-2.0248914125091669e-22,82015.92277794515,-2.3753896941754454e-14,-6.138053331588515e-05,5.537417623764322e-07,135036.05611820804,9.061674748737108e-17
1600,1008.4703033809121,1.100501509298957,0.30193605415837127,2.9092797699177144e-24,6992.849755019151,0.004454001858623308,11984.699582002735,1.676819322786457e-11,1.2380881687140893e-06,1.4589155154788947e-19,-5.151931470341644e-21,82016.79824606699,-3.371376630780285e-14,3.582334553267961e-05,2.0257220419360277e-07,135034.80018844947,1.329154086548022e-16
1700,1008.3777719077932,1.197918949040971,0.37490135897978755,2.101934754271164e-24,6990.990575306225,0.01917680068339433,11983.04890790138,7.338324573627257e-11,6.858025980655306e-06,-2.5234756027141732e-19,1.3002678313033684e-21,82019.2661985083,-3.449475007196496e-15,8.884663867819876e-05,7.625050151456765e-07,135038.66553255136,-4.7820872101542496e-17
1800,1008.534491745386,1.2313589582763285,0.43640411134951634,-2.2887611877084895e-24,6991.2419801093965,0.018940579797949688,11980.605902651529,-3.2364660381361456e-11,-3.8356467979478913e-07,9.149793681649454e-20,-6.335629385833983e-21,82021.03837528678,-1.6624513454128348e-14,0.00016811848312747052,-3.5991247662108377e-07,135043.33360043785,8.142144060011554e-17
1900,1008.424955609549,1.26711722337003,0.4229703542511916,-4.606366727347999e-25,6990.799053298009,0.014583890619332698,11981.308461897484,5.160677454425283e-11,6.222898831966766e-07,-3.2321802393085073e-19,-3.1380818561057452e-21,82022.4920129744,1.726177571983798e-14,0.00019364460696685767,7.406883800985582e-07,135042.3320423174,1.02654242264607e-16
2000,1008.1173391947846,1.3171431805569234,0.530915185456906,3.305984010259359e-24,6989.677107650302,0.017728724775563812,11978.237557075548,3.680163113204212e-11,1.0292565151674083e-05,1.038223103785355e-19,3.840727418654988e-21,82020.94292280232,-2.7281421198428218e-14,3.8743736563165174e-05,-1.294697242223603e-07,135047.51832147906,-1.3820484573652679e-19
2100,1008.048662768596,1.3288006702353967,0.4903370502234358,-3.1783022151299874e-24,6989.920475338808,0.025347336706976448,11978.839394650307,-2.536984156446212e-11,5.91868642240256e-06,4.1140918776076593e-19,2.8411270208826867e-21,82024.6974899127,3.333403643227095e-14,0.00010452912090789566,8.047017179573429e-07,135049.12763783688,-3.919153206954937e-17
2200,1008.0296230526077,1.409129799930205,0.5152348500267684,-1.849019427735282e-24,6989.77876718193,0.025375561342473887,11976.672501616371,4.1420061234674026e-12,1.4101335071550209e-05,4.794851263704367e-19,-6.79528088370787e-21,82026.3246319032,-1.37005938987733e-14,0.0002619062438685121,1.2837156857920187e-08,135053.68158368533,-2.5805578750871533e-17
2300,1007.9815382273044,1.39622395936397,0.6102855351211988,1.3790546924861511e-24,6988.464563924112,0.03239935235678298,11976.534935391448,2.974613119454521e-11,1.0860413645927126e-05,-4.722693093496248e-20,-7.557167417322245e-21,82027.08338834756,2.105933747241895e-14,0.00018636333658700053,6.523757731845428e-07,135051.0873865945,6.783992996422946e-17
2400,1007.9314859761218,1.471514061720535,0.6433455638590445,-1.8109776787484655e-24,6988.144001489929,0.03768147015688554,11975.682431297128,1.4610850955244865e-11,1.618690323877259e-05,9.519746646497765e-20,-1.506458298559795e-21,82026.16368649896,-2.260879563361183e-14,0.0002922510053509716,6.881068280910279e-07,135056.36560051376,-9.100568178566588e-17
2500,1007.7664210127255,1.4842153218109486,0.6394909858624008,3.196209877624016e-24,6987.10095356186,0.04369514159346586,11973.491754583998,-3.630071762724166e-11,1.1571868895166212e-05,-4.1504299647408725e-19,-1.409875723230047e-21,82026.4943068472,3.07123942591132e-14,0.00020583680438529753,3.0496070830209824e-07,135055.53038609427,1.2149212661158444e-16
2600,1007.6291162542553,1.5424006174229379,0.7536262513339345,-2.5148084473754267e-24,6986.66591276333,0.04592390833722647,11973.825981397982,3.213678392123047e-11,1.3037522417656343e-05,2.9572643814491415e-19,3.5132200199916846e-21,82027.95553035015,3.2086126064623645e-14,0.000331943314300177,1.0930948467284237e-06,135062.09159803746,1.58665368555776e-17
2700,1007.6972193631707,1.605473597940283,0.7619485925142714,-1.7398637780414285e-24,6986.82508042841,0.04810730634259389,11972.165733417383,3.280569067613901e-11,2.4482301208387585e-05,5.134875896381966e-19,-8.71503393299462e-21,82031.66988846306,5.1301341412183125e-15,0.00040995460003920054,2.0617963909346942e-06,135060.10642511002,1.1626305187327556e-16
2800,1007.6458629234862,1.675584459875452,0.8063436169974953,3.1038125829202676e-24,6986.5264298080565,0.05996339671471657,11971.293950966947,5.831703334078237e-11,2.243644730987104e-05,-1.4735273659626868e-20,-3.4721849285320995e-21,82031.59342674802,1.8198546765866434e-14,0.0004795226644507128,1.6679819001649393e-06,135067.4986662256,8.732940126161653e-17
2900,1007.411382502306,1.7202953476246103,0.8520296046387621,-1.6616080599146107e-24,6986.064054042776,0.0639521688049274,11970.593555670768,2.433611777290275e-11,3.129782558181898e-05,5.704461481033469e-19,-6.624846961800998e-21,82033.61765386969,1.3185904037903687e-14,0.00047145278761511974,1.3768868505093013e-06,135064.67991672282,-1.0034722390284387e-18
3000,1007.3487746452216,1.7166007910120602,0.9073140155824405,-2.3889330184380083e-24,6985.979440450312,0.06824669173856038,11969.965513028854,7.286826095790483e-11,2.984786416470162e-05,9.746357793152592e-20,-4.812871739059092e-21,82034.06916003946,6.049457157760992e-15,0.0006270040907540766,2.0153600326027157e-06,135067.20656487774,-1.1185613951935456e-16
3100,1007.1467692571331,1.7825743193396892,0.939074993008678,2.5647600654327697e-24,6985.166182286063,0.07733415343335653,11967.806656780433,1.2136827514111878e-10,3.902777472140411e-05,2.1990742619386973e-19,4.432474820615619e-21,82033.56564299804,6.976054453060447e-15,0.0007043262190347362,2.0728497158946484e-06,135069.00187748042,3.472317849117153e-17
3200,1007.2631930640475,1.7703111434160796,1.0143493954787188,1.2991247357784296e-24,6984.149759054162,0.08326838725396642,11968.05747584614,1.5978373074960876e-10,4.5235419222447565e-05,4.681820348271669e-19,-8.801891519995088e-22,82035.70640110913,4.486153943530309e-14,0.0006677689272104478,3.810984237885899e-06,135074.66279403685,1.4607149741458712e-16
3300,1007.1859587510119,1.773891847659814,1.0957954664912286,-4.895134522271244e-25,6983.399960604041,0.08089208117006436,11966.494811253033,2.470930503086499e-10,4.2214466738055214e-05,6.306949406267174e-19,2.091813535659736e-21,82035.9506327969,2.4941673125500482e-14,0.0007879678774645305,3.8959625624508595e-06,135075.94910333672,4.89214776176026e-17
3400,1006.9588097842247,1.7523707228619063,1.2399177999429545,2.127708597416628e-24,6983.855498985878,0.09926446366575924,11965.952954707667,2.823613834140305e-10,4.90505269356171e-05,-4.0595137200134706e-20,1.1275208692875997e-20,82038.49683559373,7.410820368125332e-14,0.0008999575369226788,3.966958171397839e-06,135081.59065523397,2.222006301371023e-16
3500,1007.0478100713041,1.848310675117396,1.2605113968441555,1.6097262811874629e-24,6983.30496575596,0.09649473697061359,11965.2002222825,2.4388305818680166e-10,5.877034773575077e-05,-1.201257184803507e-19,3.879948751060459e-21,82038.51715304438,5.62093117513852e-14,0.001041864931384706,5.202699158483891e-06,135080.9709726969,8.309312035743385e-17
3600,1006.834913068475,1.9133448487905735,1.2715712690355165,-1.0358366872670885e-24,6983.016905285159,0.1144608698666816,11963.911492205076,4.006672391716109e-10,6.22026878143414e-05,2.425965530715301e-19,6.4696066308877944e-21,82039.27538705262,1.254991491396242e-13,0.0010615529495451935,4.900803292583687e-06,135087.41288385508,7.534965920856688e-17
3700,1006.7910818703375,1.9153702562426194,1.3636372013057683,-1.0014500496431117e-24,6982.185960507016,0.1222435289065729,11963.836395250315,3.9949233279080846e-10,6.649993674958766e-05,5.050036300095269e-19,5.702692252165192e-21,82041.0170303982,1.7135078946393132e-13,0.001185229488199093,6.8511775084202595e-06,135085.26102308172,3.239863235806887e-16
3800,1006.6375092045947,1.921886034844731,1.3710578271351275,2.0141968277803328e-25,6981.144958650125,0.12110516702467557,11962.011762114113,5.089978555789331e-10,7.437480035628848e-05,1.4781069763983983e-18,1.4204111957322746e-20,82042.8696329009,1.4626807601804276e-13,0.00125932345396097,6.588518557204167e-06,135087.1917719372,2.046683354115458e-16
3900,1006.5284352695272,1.964100832898508,1.442954718512165,7.966131941141505e-25,6980.266762550985,0.1381099013921001,11960.508401512867,5.13095039321205e-10,8.80241519106225e-05,1.4404201599035404e-18,2.4742985179611745e-20,82044.1230488527,2.023042073680799e-13,0.0015590994653990903,8.580401128941443e-06,135088.92974689533,5.171373006061201e-16
4000,1006.4524377127792,2.0210195213604734,1.5934588005678152,7.225958330997969e-24,6980.992533285636,0.14158083438726593,11958.464758890126,6.669427654992367e-10,9.093845899208675e-05,1.3962147315186091e-18,2.945285114412498e-20,82044.0891465095,2.420173548737278e-13,0.0015460753505284939,8.977141437383241e-06,135096.0176913825,4.963341219750183e-16
4100,1006.2936097145573,1.9351313454541803,1.580160904110445,9.67007751911631e-24,6980.232547372587,0.1551413687005407,11959.817626158623,7.821830000067427e-10,0.00010568257325595026,2.0240281820689736e-18,4.1274216948206575e-20,82046.03288811688,2.9692078551311516e-13,0.0017731448642309706,1.0650615151856536e-05,135097.82039340996,7.43043920771733e-16
4200,1006.3817104080839,2.061056755883403,1.633768344401711,8.670566498516655e-24,6979.87485170092,0.1734903963954445,11958.179047495878,8.642541840080517e-10,0.00011184039696061237,3.124914256787062e-18,5.544314434243927e-20,82047.26028284445,3.708322159262871e-13,0.001898566689552904,1.1968785478466205e-05,135097.0009806482,1.0623828820130269e-15
4300,1006.2800826685339,2.0040212670928748,1.7092943797445845,1.756111248461267e-23,6979.362849375059,0.17820148544339426,11956.300046540595,1.0434647367295978e-09,0.00011935282147613757,4.182587430798346e-18,6.043807275435322e-20,82047.26845330381,4.568381836717281e-13,0.0021790469265353944,1.3213160032201126e-05,135096.81121815284,1.182688187667156e-15
4400,1006.2028738381631,2.1162808587947946,1.7837334428941978,2.5074809695989598e-23,6979.062270877409,0.19841431166027057,11955.423184554935,1.2302171985319145e-09,0.00013952187938941847,6.133018753118787e-18,7.880389227340372e-20,82049.21909629834,5.096291107010704e-13,0.002315184298988108,1.4445691220016222e-05,135102.70119969704,1.6688125748721504e-15
4500,1006.0531617341863,2.1389258071606476,1.9121856854549786,3.422867904150368e-23,6977.246222982064,0.20509548170755393,11953.967255534937,1.4624660746535127e-09,0.00014563339093677605,7.250499813581938e-18,1.0718052628405124e-19,82050.4322175209,6.054825376460744e-13,0.002571933562340358,1.6686466600299704e-05,135101.57138159336,2.0164605373451935e-15
4600,1006.0035702005576,2.0599394494946703,1.8958070265022495,4.797290396440183e-23,6977.158622083437,0.2085285468251874,11954.517095217167,1.680970085400554e-09,0.0001617698479534958,9.610946596268183e-18,1.5912670746850813e-19,82052.41574136616,7.295584351538024e-13,0.002812464298458984,1.841179556374225e-05,135105.46684413747,2.744913798884051e-15
4700,1005.9805639719553,2.1825621019532964,2.0415056074431646,6.706631941359925e-23,6977.215635488188,0.2291807344912926,11952.697850394416,1.985117999209998e-09,0.00017562569894306128,1.2384260464701659e-17,1.9464315834901284e-19,82050.89607629758,8.885960596435095e-13,0.00303438734810404,2.0462630863141693e-05,135111.9434822362,3.4703191908242706e-15
4800,1005.6719859723004,2.162292341074252,2.107404257199848,9.406467350239815e-23,6976.146469621366,0.238837853992279,11952.522700588643,2.1925337145274352e-09,0.00018796687012083313,1.6034402994213682e-17,2.7259605996039154e-19,82052.58573986839,1.0305562983603577e-12,0.003117790064979444,2.268288008296724e-05,135112.50083440548,4.306436494914698e-15
4900,1005.662584691484,2.160999576533842,2.100824494387993,1.292106284922713e-22,6975.742918081235,0.26201053086399567,11950.123352915924,2.4892863292178414e-09,0.00020728817219268602,2.0872960945859134e-17,3.4410552649459654e-19,82053.99088123906,1.1996947741267162e-12,0.0035310009424048164,2.4565699574476456e-05,135114.56759535038,5.377302334455505e-15
5000,1005.7241917657572,2.190213769096111,2.159577783755952,1.7962764499617471e-22,6975.395666449418,0.2618713925886319,11949.731903080434,2.8172000244044194e-09,0.00021545832490096255,2.7034429647554382e-17,4.54807649672173e-19,82056.96286255406,1.464339077370284e-12,0.003621110070199736,2.6200832902407576e-05,135114.54408215228,6.794604650390101e-15
