milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1700,1008.625657607475,1.113355669387388,0.416285972562047,-2.7318502385431917e-24,6991.123126044609,0.00890805992292398,11982.66607234775,-6.28317531150267e-11,7.918398245679396e-06,-4.977464548336782e-19,-6.156036586706988e-21,82018.50899368736,-3.1359840311558487e-15,0.000133994527101085,-1.124498786699531e-07,135042.3376401947,5.4299002535740875e-17
1800,1008.2846752576081,1.259718734551126,0.33741006100970095,3.4244997726227217e-25,6991.696260969694,0.017363332069380972,11981.635496480645,4.3125954494145434e-11,1.967849787321581e-06,-6.876681489616302e-20,-8.286952559182353e-21,82020.67969207905,-1.625065480140545e-17,0.00016321237738235137,-4.875888018793969e-07,135039.95643267804,-1.3524103713842338e-17
1900,1008.3491316669731,1.227610022415984,0.4696197076996229,2.495460540770808e-24,6990.903495682227,0.013192063132111192,11981.78461153069,5.306628831121799e-11,4.62443777686167e-06,1.8235739681863747e-20,5.9495177421945105e-21,82021.91143187313,3.077581540315576e-14,0.00012365607399947363,-3.0918469487531855e-07,135042.96567110694,5.1302206085386916e-17
2000,1008.2367298175095,1.3146719814717032,0.41589361928827717,-2.2999074797025494e-24,6990.847148508041,0.023616946042770388,11980.090641379451,6.178672282327832e-11,1.2823722388133503e-05,-5.192446804596882e-19,2.610425475900631e-21,82023.96383573092,2.9311586239345134e-14,7.245650578019976e-05,8.916795979944416e-07,135046.94727190424,-5.161232525564734e-17
2100,1008.1995994370822,1.3853918451508223,0.5118140565679421,-3.281590588262806e-25,6990.230745974983,0.020223765869182352,11978.055301524428,4.478930160486812e-11,6.864495588720267e-06,-5.541300788607333e-19,3.648877518709884e-21,82024.7317991787,3.1510249237141025e-14,0.0001087520494994679,7.282606884109397e-07,135050.69808646158,6.130300261201797e-17
2200,1007.9680942812283,1.3823300113907335,0.5839973988118916,-2.6145788434515375e-24,6989.787713190775,0.02049214775144522,11978.98032300053,-3.9875629373725415e-11,6.524689789692066e-06,-5.041869384100176e-19,-6.625621096937079e-21,82025.40613233739,1.0262402017517744e-15,0.00016357045216373796,4.1820422929446297e-07,135051.24366996525,1.4495358863455742e-16
2300,1007.9857923654373,1.396493330340851,0.6568780698674624,1.4207850482200332e-25,6989.010122154761,0.03733030678098405,11975.91107845151,-4.478183684536631e-11,1.4031534379580816e-05,-7.892709622570823e-20,-5.3001944895875844e-21,82024.36983812357,-1.321052575293541e-14,0.0001542049787814681,1.3212363334305235e-06,135051.77095559522,-1.3312526126949534e-16
2400,1007.9620485073397,1.4467846921766743,0.653648176944835,1.3201390518661309e-24,6988.63148411485,0.03120428295343978,11975.785210080392,1.0482156319970594e-11,1.7001303500649155e-05,-5.376386363087669e-19,2.9386243574536952e-21,82027.41750799061,2.156984034321583e-14,0.00020896826027061948,1.1763528447433776e-06,135057.61422146365,-1.1850726385219094e-16
2500,1007.8486987061112,1.4967416522415837,0.6436792993584007,-2.046989081671239e-24,6987.781346344044,0.03392293510976087,11975.826778091347,1.689955302192874e-11,1.854878176215243e-05,1.6302927515251246e-19,-7.166556031982359e-21,82028.11190925696,3.763274936633554e-15,0.0003117140282137567,3.9407322918304164e-07,135061.22753364316,9.681038255684355e-17
2600,1007.8240871355449,1.5405142418021804,0.6816022578767873,-1.6764404988214033e-24,6987.238244522554,0.04401815595604819,11974.486024296546,4.908038659516919e-11,2.435561553125547e-05,-4.3315256405962735e-19,-5.077005728352943e-21,82028.43212235635,5.082932595415531e-15,0.0002578642872460685,1.3855369369847339e-06,135058.4514200862,-8.14285907839424e-17
2700,1007.489027292997,1.5806076851647484,0.7928842961578914,-1.9485170932674408e-24,6986.995657618508,0.043716855036941504,11972.433437568032,7.891637310028985e-11,1.850444152959681e-05,-1.2022271883746252e-19,-1.7880471525038336e-21,82030.97618361205,-1.0837046875358705e-14,0.00040109571628844937,1.8157343819883474e-06,135062.7331732691,6.76509771179854e-17
2800,1007.6303534929258,1.5795829997327215,0.8272583547036598,2.93369083126789e-24,6986.520260434771,0.05565916870269194,11972.061829486143,1.2252706745205682e-10,1.89112457747066e-05,-4.486522356746291e-19,-1.644668456716015e-21,82030.27040454179,-1.026012879380383e-14,0.00035811974083197585,1.8301075800983177e-06,135064.48782578864,2.4208301031027424e-17
2900,1007.5414166470744,1.619788040313293,0.9524060273239954,-1.3558684637566817e-24,6986.126374673289,0.0652910229447306,11970.50035518661,9.555932596464477e-11,2.975024343000292e-05,2.825607404611434e-19,5.3919790777429195e-21,82032.5862995619,-1.0239545542544006e-15,0.0004962833102563237,2.4514967798097826e-06,135070.09049490714,-9.050743771540216e-18
3000,1007.3379218450365,1.7033759474690529,0.9340861228519047,-1.9426310881959383e-24,6985.8598854517,0.061320140884718766,11968.476439647458,8.036634751423945e-11,3.384551833563737e-05,1.3055231443307883e-19,-4.358758073860044e-21,82035.11511987052,5.886016496264614e-14,0.000592868074159668,1.990419575969378e-06,135068.8562504848,1.4955959841291262e-16
3100,1007.1605134918633,1.73141031376873,0.9663468455514012,3.624984022720893e-25,6984.650982160591,0.07550528018935908,11968.94982892102,1.6822964449485884e-10,3.3012064040526275e-05,6.420701743541272e-19,-4.289580707037429e-21,82036.38700191426,2.2086447431949724e-14,0.000694853083711979,2.675188491400513e-06,135071.3478834791,1.7371008022491978e-16
3200,1007.1480465485012,1.70796314217608,1.121720372172979,2.2061891220340612e-24,6984.019767104184,0.0755602463956738,11966.268899523491,1.6408670733363236e-10,3.6977953319242566e-05,3.1218753433612096e-19,2.3175896377965916e-22,82036.42129165455,7.030423090355781e-14,0.0005894140543495076,2.836962023275888e-06,135072.70931056404,3.307744764224609e-17
3300,1007.045024121772,1.7262250319341461,1.0598837894086302,1.596319659144656e-24,6984.023369987876,0.08906992459255944,11965.579008035398,1.6507080337473097e-10,5.185314783742477e-05,-3.099908917155413e-19,-1.5388153084301406e-21,82036.60892020738,3.477583688630298e-14,0.0007863011712401919,3.4058437552538406e-06,135078.1634813133,5.0671684538058287e-17
3400,1007.0531879002078,1.8354171468238034,1.2435156583471831,-2.8936907253339133e-25,6983.57026850601,0.09206172022338505,11964.455088118933,1.7954132080901487e-10,5.2895481103942405e-05,5.216224398485572e-19,-5.167928913603587e-21,82039.2567031293,8.44511838478581e-14,0.0007686814364241681,4.708629475533655e-06,135077.59490295147,-1.2175128185250568e-17
3500,1006.9815131490703,1.7954666532795316,1.2639673646478038,1.265312134847732e-25,6983.495425151348,0.10574314134147982,11964.643225825772,3.3987689327211694e-10,5.69755417150742e-05,9.335921037031468e-19,5.471125114770945e-21,82039.82018764304,7.614942197650725e-14,0.0009028867952980296,5.23371520530454e-06,135084.83342962025,1.3640022306520377e-16
3600,1006.9169570638961,1.8152033953066242,1.3182013933444157,-1.401180259626992e-24,6982.323894711526,0.10531850119782285,11962.501119638462,2.892103075280634e-10,6.449280750538166e-05,5.997265301604365e-19,1.3525008330603222e-20,82041.09490938066,1.3596863567879583e-13,0.0011742172631796683,4.975955603136766e-06,135086.55255397005,1.8611381026594511e-16
3700,1006.62510125635,1.8989718801187367,1.425047001700618,3.7650965903435156e-24,6982.064979181048,0.1257205652122391,11962.557095006481,4.684687297406268e-10,7.587889457402062e-05,3.9558266007704003e-19,1.027832003250111e-20,82041.5181097214,1.6965676293708393e-13,0.0012172499981272591,6.265864881264499e-06,135088.91585033422,2.047944681043536e-16
3800,1006.7599462023754,1.9108912680520969,1.4560415292989688,4.440291624971876e-26,6981.716314067856,0.12029262246055022,11960.459431661819,4.4830041009433727e-10,8.026597415788781e-05,7.748720000000398e-19,2.0144428311168396e-20,82043.26321499309,1.6881460123273746e-13,0.001253506513202417,7.526387235181722e-06,135089.5013418523,4.169164510420201e-16
3900,1006.5640319917919,1.9815969567969023,1.4315890454637916,3.314396926766005e-24,6981.563128499641,0.1327062345049001,11960.316812554076,5.864667519606706e-10,8.126231812580418e-05,9.351308995048588e-19,1.9788415387847917e-20,82044.78834623989,1.8191218876937616e-13,0.0014020182626575338,7.826204879946597e-06,135090.8778230186,5.817715213185045e-16
4000,1006.4480611849052,2.0189376643279635,1.5146089330819537,2.1715255104335472e-24,6979.755619223066,0.15420932794930156,11958.130920152216,6.890403703938246e-10,9.702573816044629e-05,1.4564852153843103e-18,1.7589381028460042e-20,82045.44595928834,2.7119450461640044e-13,0.0015760544743879646,9.8419058354416e-06,135090.66364023148,5.708804978717674e-16
4100,1006.428357682178,2.002021269474638,1.57776329074412,6.043724586162268e-24,6979.580026278989,0.1641960224426354,11959.036009841564,8.095178675996858e-10,0.00010948982318086147,2.185111205353464e-18,3.884091236790455e-20,82046.36935649277,2.8422210696886926e-13,0.0018697098457570653,1.1010495345879176e-05,135093.783235257,7.749789083392881e-16
4200,1006.2338430096,2.014856035416957,1.6325282116456443,8.4576236135944e-24,6979.86731542137,0.1649913139853361,11958.327439121531,9.061477700646816e-10,0.00011093150220524406,3.1246136304017913e-18,4.822439704949669e-20,82046.51877050247,3.897233339795801e-13,0.0019001151204509233,1.12175769539611e-05,135097.2446250794,1.1248415945883492e-15
4300,1006.2906805248439,2.067342251716297,1.7945509062964127,1.8491250119360418e-23,6978.949951414322,0.17436605394004098,11956.115256751562,1.127466209941043e-09,0.00012962842595144638,3.935685299356546e-18,6.817648325983184e-20,82048.03533515758,4.710252265337019e-13,0.0021127946745784798,1.3395499041291882e-05,135102.29875553004,1.436212079498022e-15
4400,1006.2383944938437,2.0448402672748838,1.82979346767466,2.212290019501493e-23,6978.797960368336,0.19457096498811496,11954.097212127897,1.2286911099450303e-09,0.00013824924773339316,6.018779632712933e-18,9.18023842036555e-20,82049.36746597769,5.463731420806155e-13,0.0023404090482905286,1.5354976624012356e-05,135099.27013977704,1.6419024800481425e-15
4500,1006.0800570278991,2.1325852526530653,1.937481808924364,3.270040607961879e-23,6977.429245161632,0.19559165049375207,11954.21945988043,1.4656678769701845e-09,0.00014747534348339,7.46291590394793e-18,1.1560442819648594e-19,82050.31445718865,6.584897438337919e-13,0.002421169477304104,1.597164555806986e-05,135102.4882611724,2.188431186158778e-15
4600,1005.8716198220216,2.0466368269097712,1.905046820631857,4.8761861072026026e-23,6977.129088199525,0.20897472642557807,11953.411618964663,1.6706131259172617e-09,0.00016639762066450266,1.024047302164925e-17,1.5749117409611157e-19,82051.09489492659,7.675115495178144e-13,0.0027199052722672724,1.8227907238375554e-05,135107.64241332057,2.7818630857398565e-15
4700,1005.819193133407,2.166882319327139,1.9887544427307011,6.482659026611633e-23,6977.370437137795,0.23500357183391893,11953.008030465206,1.875801437221594e-09,0.00016759146796505787,1.2966330782812061e-17,1.946580197521128e-19,82052.64287144523,9.183044239027891e-13,0.0030079483936434727,1.9535970769271137e-05,135110.46781898037,3.600026303813854e-15
4800,1005.877720254825,2.1772943676262564,2.1080765281842737,9.646592850066788e-23,6975.7584882303045,0.23398929869630228,11951.852242428056,2.170075403557433e-09,0.00019234262170568525,1.622648512147221e-17,2.6943619016737435e-19,82052.76537699552,1.0686485115691454e-12,0.003297360677891884,2.1527727492683373e-05,135111.00797336473,4.4392320972379556e-15
4900,1005.7030188679819,2.124510823748244,2.192364478072941,1.3194334353947165e-22,6976.072430127522,0.26212041703950184,11951.08067202309,2.4568975775877424e-09,0.00020145770947942166,2.1046856869425585e-17,3.3963861994548967e-19,82055.16802900986,1.209419975702198e-12,0.003547898460025305,2.5165973018711163e-05,135112.54278536746,5.399103983305317e-15
5000,1005.65519256897,2.169539477255296,2.179176074672011,1.7684370654446207e-22,6974.954448517107,0.27368314400924093,11950.822980717203,2.9355090244857046e-09,0.0002188784911111397,2.6916176073745766e-17,4.553469122039081e-19,82055.16888530226,1.4233593994391156e-12,0.0037146495763232096,2.7433410570538694e-05,135118.89327005742,6.641973324230641e-15
