milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
0,1009.9473012824594,-0.014038744039314545,0.016047419796286384,-3.4077577704811166e-25,6999.928967278664,0.001121607060415458,11998.910502594023,3.191570106011673e-11,-7.478882413368125e-07,2.8405247764416764e-19,8.912751384105146e-21,82001.52247477528,-1.2603978422534603e-14,-8.310401755462954e-05,-4.4456108893102133e-07,135000.43769444345,1.2369282026093185e-16
100,1009.8648199554407,0.053746290629820385,0.027190776444797567,9.96075643552146e-25,6999.34172021852,-0.0007301267401697618,11999.057247325429,4.742381422065799e-11,2.1586353483386678e-06,3.508238041250453e-20,2.464940204164905e-21,82000.17855600313,3.471286647043597e-15,-9.283892131455272e-05,-3.109072213012519e-07,135003.24337996202,-5.0414445131454274e-17
200,1009.8135894909843,0.13929659169585104,-0.029043140971030498,2.9588632311443022e-24,6999.6129531395845,0.0028399021880555694,11997.454155458556,3.2731056324441835e-11,1.329490837741349e-06,-5.862890226808402e-21,-5.285448645401837e-21,82002.44089386072,6.402123429486057e-15,-8.4028408650722e-06,1.8110544815364973e-07,135008.12246654683,-6.300403052589782e-17
300,1009.8086269015164,0.2793644909023588,0.05847161841579261,-1.4628582351736795e-24,6998.763990835164,-0.0035353094461036167,11995.961983218373,-2.296974714666851e-11,-4.23595095626911e-08,1.8145614435597155e-19,1.709342942085803e-21,82003.61166155632,-2.7759485131900492e-14,8.122263459980862e-05,-2.6054265565660133e-07,135009.73603882897,1.0689964600646171e-16
400,1009.5827468904869,0.387879264606479,0.05835835847179719,1.0003308140434546e-24,6998.583501166563,-0.007631535096817135,11996.83000319341,-1.4617892458272928e-11,2.164444073846732e-06,-3.306340543527885e-19,2.1939733592013302e-21,82004.01293582494,2.722277015744094e-14,5.541122592762684e-06,-1.9226842224549985e-07,135011.24233591734,-7.142884960661009e-17
500,1009.598758156688,0.3974796881378621,0.026490373637728017,3.305951485274407e-24,6998.138779803139,-0.002550426104117172,11995.419738481382,3.0044022051093805e-11,-5.876110330632458e-06,-5.284668411055586e-19,-1.8251154113266893e-21,82004.69642982885,-1.086026300077483e-14,4.891631999928197e-05,1.2415021627594335e-07,135014.31984783712,6.922653058320211e-17
600,1009.3907362605726,0.5256714872997379,0.08822086625320855,3.024176064366246e-24,6996.844031779464,0.0057967318732322646,11994.982835495002,-2.4431036906954942e-11,-3.179296177303294e-06,-4.948028105627576e-19,7.765470484623577e-21,82007.00177725306,5.4424911932743885e-15,-0.00010347277415298774,7.145794995324594e-07,135011.27873932372,-1.4007862835126722e-16
700,1009.3842347502057,0.5221192406158853,0.04476865752843711,1.1670112039048487e-24,6996.854528095581,-0.0033306581134943296,11991.589580484617,-2.0296193179637647e-11,-4.2292590847214405e-06,-3.4379661373179476e-19,6.220954159545413e-21,82007.07621467568,7.105509332933461e-15,5.393453522319544e-05,7.081147525420511e-07,135017.7157621779,9.054495441235791e-17
800,1009.2849384638072,0.683241151705421,0.08610575445629251,1.753058844887288e-24,6995.886796148512,0.004295738881064767,11992.257301651676,4.743651009151301e-12,6.2051624770748655e-06,4.893899233360836e-19,8.377850254144723e-21,82007.63790674366,-2.8400621973191877e-14,-4.729290781678524e-05,3.6156685674475064e-08,135016.9077505982,8.968833531209212e-18
900,1009.2860098568193,0.6705545782871363,0.0850805353936321,8.713212730436437e-25,6996.041005949132,0.0024024450156154365,11989.816109500876,-3.933751327499297e-11,4.5284397130444617e-07,7.206348275048794e-20,-2.2698955788214876e-21,82009.24426449428,8.730860089254373e-16,4.713257216346408e-05,2.627934885671229e-07,135022.74292353497,-5.1040102717497746e-17
1000,1009.2098460376374,0.7635931260789353,0.17119207101462086,3.1183719032119346e-24,6994.87800612919,0.00987504074785991,11991.230154864757,6.09984146349897e-11,1.5687716428452901e-06,2.92471230920168e-19,5.017609112649977e-21,82009.89046297055,-9.974229789437074e-16,0.00010320886041603655,-5.248774939910649e-07,135020.75060909562,-4.4282306836497775e-17
1100,1009.0817609289444,0.861839446262897,0.1809454130379966,2.187015991274115e-24,6994.155607886766,0.009694718191356437,11988.047258084318,-1.2903323811606877e-11,-6.284523627603351e-07,4.182837544123985e-19,-1.8585540709153007e-21,82013.54067098987,-1.3247567708689407e-14,-5.84887647932737e-05,5.922228926497054e-09,135022.5338346237,8.213693567623129e-17
1200,1008.9056160745951,0.9284624903195002,0.15670770196732026,3.0968748258784382e-24,6994.150456015981,0.002571306733423055,11988.824534638878,-6.458040535953156e-11,5.957623495967046e-06,7.191655230555235e-20,-8.341479294906808e-21,82013.69543229417,-9.535564011779975e-15,3.856037469119349e-05,5.724915225617943e-07,135027.12282343023,4.6589425347981646e-17
1300,1008.9155994518771,0.9948124657030247,0.19548515927805069,1.067846002613617e-24,6993.071025853515,0.005181660344918216,11986.270612600862,-1.584171365272704e-11,-4.151847037003415e-06,-3.5233897615794426e-19,-7.022009611861379e-21,82014.8552180195,5.342326331497162e-15,9.605729021630577e-05,2.322025680877866e-07,135031.44281875264,1.4498016128900364e-16
1400,1008.7380127924799,1.0548006043723481,0.26448151771637857,2.8413372660900076e-24,6992.970782368039,0.01104891246420964,11985.40545926544,5.23830597235424e-11,1.6160639078742317e-07,-4.708252275021917e-19,3.739513032367057e-21,82015.92818847019,1.624741734270075e-14,-5.580793304294055e-05,-3.628294009683337e-07,135032.8904465341,-3.230166166417043e-17
1500,1008.6496268158246,1.0449730032780256,0.24845199973833462,2.977978682290952e-24,6993.206245356818,0.011371406577173839,11984.034067314544,1.6817407733653193e-11,2.6945304812303304e-06,-1.0205700549673924e-19,-7.23593718132475e-21,82016.20880112173,2.5884377700469246e-14,2.2284307925757103e-05,1.1045118106960214e-07,135032.71101394654,-1.8464443053664714e-17
1600,1008.4682173161289,1.1098317348561675,0.3358260606483185,-1.8541135025713812e-24,6992.8110760094,0.010345122299406675,11982.63069318561,-5.738813981269169e-11,8.932635738999777e-06,-2.712059892918879e-21,-4.556878016335128e-21,82018.77252308713,1.6530747409587043e-14,9.534025653952077e-05,3.923575657006578e-08,135034.37355520044,8.271042104715211e-17
