milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
0,1009.9817958705181,-0.049549583702399806,-0.009048095102418722,-1.2556484523356203e-24,6999.536288297734,-0.004392141006069493,11999.894233714509,-4.5835318146145875e-11,-1.9113271267844717e-06,1.6550661686999058e-19,8.502163662216876e-21,82000.94699509251,-1.6945309432074068e-16,-8.587396256025722e-05,3.1543136060130993e-07,135002.12557681152,1.4138974826485428e-16
100,1009.9308452312612,0.04604409793653972,-0.023787764885370485,3.420973463053917e-24,6999.4046701560255,0.006801815060066594,11997.977754366933,-2.0788351290616145e-11,2.4900893431729405e-06,-4.881589156242861e-19,6.018744221738063e-21,82000.79482719245,1.5607574419305424e-14,5.584875216248436e-05,-3.0926394213192486e-07,135004.90029960053,-6.689106936283795e-17
200,1009.7772712403597,0.11797348647454994,0.01629415040313426,1.7066545061799976e-24,6998.930769006334,0.004245252595953161,11998.938760622876,4.441847612496997e-11,4.561959372046267e-06,3.221564361467186e-19,-4.197716759456703e-22,82001.4287584719,-3.1863929557407376e-14,-4.28926511123897e-05,-1.7909218631184078e-07,135004.6376646376,1.191820664513602e-16
300,1009.7381135251442,0.30825024997909495,0.06392007881238075,-2.1883178847209413e-25,6998.198256497249,-0.004094543183241768,11997.956861846456,3.7774184364280546e-11,-2.938776119102911e-06,-6.458027872701175e-20,-8.403083879664179e-21,82004.73516327776,-9.76054174268298e-15,5.123058237366396e-07,-7.098680000170182e-07,135007.549416893,-6.851469440518424e-17
400,1009.5252415767546,0.3292729749224138,0.044235332235499886,-3.247482114851346e-24,6997.544212396261,-0.0059375751703516,11994.904826748856,-2.4356855501407452e-11,5.485193043812116e-06,5.582480555704679e-20,-9.068089178281155e-21,82004.79177944495,2.6871048433781814e-14,3.2690570375045916e-06,4.6568531665475407e-07,135008.34468906553,-7.684648919120739e-17
500,1009.5256555668059,0.44674461858060577,0.08534781821338402,2.2102175064962937e-24,6997.617309293972,-0.006473515158690815,11993.848808029474,-2.8587047724806022e-11,5.1555131756361896e-06,-4.3009188266035125e-19,4.529837305002747e-21,82004.89496202188,-2.019111343558613e-14,2.6207022963146214e-05,5.832981856242536e-07,135012.69726076015,-4.647957361409236e-17
600,1009.4603644605596,0.5291871503495712,0.040562464029704315,2.6069928944696945e-24,6996.49923129413,0.0004019326315401441,11993.67192166751,-6.920915729688532e-11,-4.014851038735575e-06,1.9943173652910212e-19,4.121622814621305e-22,82006.8023572435,-2.370524084745354e-14,6.759713046010477e-05,-3.0656613702342553e-07,135016.73506483948,2.33348816552723e-17
700,1009.273380042101,0.5919136594803583,0.007626096339215113,8.31867391560405e-25,6996.680218921427,-0.0013067906112938525,11994.048128437951,-5.2761996129426194e-11,2.3661879914174395e-06,-2.5407265458828963e-20,-8.920530279755131e-21,82006.9541472742,-1.3683122113569529e-14,0.0001049713132440141,-3.389777464331043e-07,135013.96942299686,-3.894237254159458e-17
800,1009.300096826965,0.5910661385626181,0.0939615262530751,-2.4867012595478733e-24,6995.814932840601,-0.006190312660298987,11991.878516006342,6.89414052326837e-11,3.4857252868298436e-06,-1.9586532772480626e-19,5.849793885239724e-21,82007.79546792699,4.114201080129358e-15,-8.899768732605808e-05,6.065133644088027e-07,135017.52228498354,-8.954197240916413e-17
900,1009.0796535375827,0.6333155509517903,0.12173920162227875,-1.5872231254721453e-24,6995.43437351185,0.0015758539796381602,11992.149064979567,6.959448168986299e-11,-4.733931682116786e-06,4.1149408322799763e-19,1.0580428082179334e-21,82009.4007629951,-2.4132079555763737e-15,-4.9798298717437443e-05,-3.032683260222927e-08,135018.87253540402,-6.906588758256472e-17
1000,1009.0838835370608,0.7560287560118005,0.19562861118274444,2.7194109207457727e-24,6995.067984311991,0.009892130908056506,11990.770321851487,-1.286670798866162e-12,-4.768403945804129e-06,-4.1102734251796172e-19,-1.3886710754903204e-21,82012.25583680824,2.5268902525634847e-14,2.8618502958799093e-05,-6.33965140864822e-07,135023.43866156368,-9.502299647568575e-17
1100,1008.9882955879232,0.866355020376819,0.14857748887509292,2.286374801251652e-24,6993.891121074599,0.006042297939657997,11990.051814153587,-2.946273042440945e-11,5.102456473646609e-06,4.877079061240953e-19,3.0752692944130264e-21,82012.17135306551,-1.5464821731524643e-14,-2.161007425223179e-05,1.339602767035653e-07,135028.97517413404,-5.2839481917600375e-17
1200,1008.8703106896387,0.8849224997910897,0.21461805468977455,2.649272249647923e-24,6993.637345832789,0.0030477860710572706,11988.536235287416,5.32149569961009e-11,1.5212375854111996e-06,-3.9646929485951447e-19,6.880845967607355e-21,82013.4486132908,2.594071103437349e-14,-1.277469939148629e-05,3.0696756515341636e-07,135030.45580159544,1.400931390692669e-17
1300,1008.907917204614,0.9163592292180143,0.21703651649338782,-1.5819791859957609e-24,6993.303207930607,-0.0001220167571501082,11985.934615845916,-4.712094944020893e-11,-1.8195662833468023e-06,-2.0261835863206887e-19,2.059244122209705e-21,82015.25339353677,2.9468232253189706e-15,-2.955987676430691e-05,7.092139044323367e-07,135027.5922276995,7.644115649191436e-17
1400,1008.7753891784632,0.9317995927389865,0.21268706460135883,-2.4393251819803175e-24,6993.814775137405,0.004663443302588711,11986.193410404952,-1.0508549098916607e-11,-2.1906395931146114e-06,1.1441436782480446e-20,-5.027246043331927e-21,82014.66290162195,-5.545696090010713e-15,-5.100304262840551e-06,5.002334806017085e-08,135033.7094149433,7.685918250518763e-17
1500,1008.6404614312733,0.9872389172151737,0.273491432947543,2.9744794559737224e-24,6993.326165421298,0.009952034440709846,11985.72469316767,6.012714663176201e-11,8.115986448640977e-06,3.0119819489083664e-20,-4.2786596981663895e-21,82017.8191127395,-1.1261198087373104e-14,9.128789074389974e-05,-3.81213593030109e-07,135034.9874617329,-4.0519019356209075e-17
1600,1008.6878357857316,1.1039934068478778,0.26385327884457294,-1.2011832124109285e-24,6992.684065648605,0.011995413064428345,11984.136840874391,3.172592164144513e-11,2.8009970754746604e-06,3.952603086388698e-19,-2.069415776204378e-21,82017.72770844997,1.6298388482628337e-14,4.063923434387828e-05,-2.3411746794754426e-07,135040.695025035,6.122571286200196e-17
1700,1008.5139423528146,1.1265172598026356,0.33990857732605917,1.04215715071899e-24,6991.111510773992,0.016459001101522312,11983.24964056768,2.234970631978214e-11,5.1465338212222246e-06,-1.111571103332366e-19,-3.92919639105001e-21,82020.19993690593,-2.4176770510459382e-14,2.381134864329107e-05,2.525460090472689e-07,135042.91130371264,5.647223635529322e-17
1800,1008.3507783282502,1.224460392851811,0.45412829502761165,2.3731031749275824e-24,6991.325276897449,0.014164893810117683,11982.635427733883,4.072426595370814e-12,3.3072932010609693e-06,2.0224398137781933e-19,3.4167012874764415e-21,82018.63308962742,-7.46143285548608e-15,9.447122158582198e-05,-8.327965710105491e-08,135041.05849454022,1.0473308894696746e-16
1900,1008.4274374380942,1.3086602035462782,0.476626024980857,-2.813429884240113e-24,6990.1465039623645,0.01733582588677399,11980.027231075324,-3.328185116432075e-11,2.4255225081946094e-06,-4.891312009703977e-19,-3.3064970155199195e-21,82021.6040983249,7.136692130286376e-15,7.074730566419413e-05,8.250721102337756e-08,135044.71499447012,9.407646396697703e-17
2000,1008.1220271862779,1.3513604977540055,0.45846975660188405,1.3335574479095286e-24,6990.301567156216,0.025900895018224186,11978.429263476366,4.154347549058982e-11,7.805678705148756e-06,-2.0485090922831541e-19,-7.47674840460045e-21,82023.7804843027,-1.6720734207644312e-14,9.556271380493187e-05,4.936046572301568e-08,135048.7255635912,-8.311679669207667e-17
2100,1008.1019168333689,1.2847031142559515,0.5690653762398674,-5.3280476438938335e-25,6990.210747723434,0.01990329468700853,11977.477134801748,-3.776994110353654e-11,5.6091398194395465e-06,1.6367804178734805e-19,-7.062654073232014e-21,82022.51199312735,-5.715615595837357e-15,3.423131191935438e-05,-1.0778464011647426e-07,135050.58109144215,9.940610503182513e-17
2200,1008.1795737107559,1.4058771495926938,0.6099355628851895,1.4453644435935083e-24,6989.752180426769,0.025479316772916625,11978.686823587823,-5.723836868826557e-11,1.3657330953171021e-05,3.621037150963705e-19,-1.9782731507135615e-22,82024.88785801122,-1.1799700939654414e-14,0.00020798774379331166,8.900889478613626e-07,135052.39302347365,-5.109202329884227e-17
2300,1007.9285857634587,1.4508377191164388,0.53910751445757,-6.2440222677950715e-25,6988.482585973567,0.03696672544150298,11976.073244460285,1.167264344566408e-11,1.673085203068834e-05,-6.021856132563937e-20,-8.371029441411154e-21,82025.59009728569,2.0443623656558878e-14,0.00030037437947073804,1.1293628199284756e-07,135050.76271424632,-3.764814462852343e-17
2400,1007.8293507036661,1.4893512569514453,0.6251148498467219,1.658960248405708e-25,6988.9632216422315,0.03191787748874081,11976.76056502654,-3.290171407056062e-11,1.526920682988192e-05,-1.7183666687157412e-19,2.506630241874549e-21,82025.61539415644,1.3040560762545904e-14,0.00025893573250318735,4.16850555581053e-07,135058.0741697976,8.913633275458864e-17
2500,1007.747489557996,1.4821570098630747,0.6387746786657446,2.6850501263852567e-24,6988.216210782932,0.03926120676795462,11976.04105971827,8.360628702408582e-11,1.382681459790761e-05,-1.2337214902835307e-19,5.822810431318342e-21,82027.49611023697,-1.2322935113771831e-14,0.0003293003797944301,1.0323533046039763e-06,135060.59873303724,7.080318543504402e-17
2600,1007.8196775939741,1.5057113754450462,0.6996129075379307,4.400976100632171e-25,6987.699971751685,0.040620282002429474,11974.069355350635,4.7728312969057934e-11,1.8024678030474457e-05,-3.555970269054837e-20,-5.8319265506330705e-21,82028.41050324736,4.218567107399145e-14,0.0002453044131348857,1.8207204100537054e-06,135058.33432362165,4.141836618876361e-18
2700,1007.6194746560601,1.632870820291155,0.7491191565842954,1.8808012016395685e-24,6986.894058652123,0.050131474855730766,11972.56833218924,3.149174943066017e-11,1.74515956010314e-05,5.567904211383741e-19,5.088651784882484e-22,82031.68719784029,4.05222493147663e-14,0.0003647049562090457,1.0741912840196662e-06,135064.32151799588,-1.2009522810202281e-16
2800,1007.4652876151592,1.6195129253176619,0.9099442638399763,-2.052275379168813e-24,6986.022331188895,0.04706863036314043,11970.536316271817,6.949249963115572e-11,2.460206190063148e-05,3.939943258151054e-19,-4.671159304770355e-21,82032.0497359943,2.7557314890924596e-14,0.0004951553323583319,2.114723505303614e-06,135064.9523084997,-4.706702750841927e-17
2900,1007.3940671384111,1.6855589524673416,0.9116781713349938,9.962914468283518e-25,6986.4019574876975,0.05971343703821613,11969.974220085947,4.2199013121422565e-11,3.185075695709562e-05,-3.8988196481534697e-19,2.0513901594308355e-21,82033.7033748502,2.947582329816544e-14,0.0005582290537044694,1.6446123263311413e-06,135068.27931813433,-1.1116291813581661e-17
3000,1007.3320671092193,1.658919867157124,0.9226245624548205,-1.0678180214346659e-24,6984.692298777523,0.06476091497403505,11969.683463442445,1.561822113232176e-10,3.337520470157819e-05,-3.183011274124814e-19,2.141520635975362e-21,82034.64923835539,1.9269432708890463e-14,0.0004747892320226783,2.191100411704004e-06,135073.51350791438,7.342035483919892e-17
3100,1007.3510554111758,1.785085422488877,1.005495448185241,-6.42582837268033e-25,6985.100408443447,0.06990055808137956,11969.69011582278,1.1965330929508623e-10,3.7694232880693776e-05,-2.9795683779236654e-19,-3.094664039932421e-21,82035.55759378718,4.084847940325747e-14,0.0005847939559904767,2.154688005456164e-06,135073.14410887295,1.3998005985139068e-17
3200,1007.2159910235797,1.719114166575801,1.028736617350199,3.559749311918779e-24,6984.4956560671235,0.08561317604721708,11966.038530189206,1.7055035091450452e-10,3.655427438576012e-05,6.82970215202114e-19,3.824035349315913e-21,82034.7675589101,3.126020274514551e-14,0.0006060336872327163,3.1250947543779065e-06,135077.86436829265,1.6801475945217976e-16
