milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
3300,1007.1364744631287,1.7439810581678685,1.1629205138235532,1.68246299569354e-24,6983.942849722469,0.08655387884425786,11966.98835079055,2.3381191438872407e-10,4.689733569305559e-05,3.315594143521181e-20,4.738127954193637e-21,82038.43481862017,7.429637733493864e-14,0.0008679022341454404,3.390327049405047e-06,135079.27166883025,-1.9519303726066536e-17
3400,1006.9913022212143,1.777603193362655,1.210773639670139,-1.4126587613133028e-24,6983.480704535605,0.09472740623944781,11964.55264648281,2.138448333328645e-10,5.320342441720192e-05,7.568616091957014e-19,-4.966877409161777e-22,82039.3010012735,9.945406716039874e-14,0.0007982844871571882,3.831765304447136e-06,135080.52736664517,1.1615971777488889e-16
3500,1006.873923070061,1.7987952385927748,1.2136658739139017,4.022650654061781e-24,6983.043672853875,0.0988826969827448,11964.853812232435,2.857702928934357e-10,5.751818493468016e-05,1.5229721621656146e-19,7.877439276500428e-21,82040.71946200471,8.356714876113632e-14,0.0009450234540773613,5.41115677522431e-06,135078.4979507761,2.395677653057962e-16
3600,1006.8499718286847,1.8333835110462844,1.2507595880912856,-1.0129176057475927e-24,6982.685276728074,0.11804274104391632,11964.525508539302,4.0681537843472204e-10,5.767545518589095e-05,2.5252497779028906e-20,7.035350703106032e-21,82041.30272084384,9.814004893090049e-14,0.0010934900124094534,5.291166371285342e-06,135080.7866200249,2.8682952021216045e-16
3700,1006.8496878579734,1.9327912023090814,1.3496015039454392,-7.365779354593397e-25,6982.452393794604,0.12354876998267827,11961.628562730612,4.5457877933311514e-10,7.499663347353873e-05,6.0677185908460295e-19,1.7049107310282875e-20,82042.29502751127,1.359293143853059e-13,0.0013076697472654576,5.975256160086811e-06,135084.48832720597,3.458820441256404e-16
3800,1006.6708282447098,1.8785685336128817,1.4300368381133406,4.251992439370225e-24,6981.524986458555,0.13303478446176759,11961.546997480718,4.761628205862494e-10,7.644617359896373e-05,6.856547610913317e-19,1.3287333474184021e-20,82042.02772619318,1.67489013591497e-13,0.001354704808407759,7.87281054090105e-06,135089.04466670565,2.0921668160672673e-16
3900,1006.4862035078075,1.9788120688776831,1.5266695568371809,9.678229804943866e-25,6980.702023769487,0.13346619694481707,11961.503652194806,6.277091439591158e-10,8.677131737416375e-05,1.4853489920181818e-18,1.578038726674775e-20,82043.56066277294,1.8194300846640844e-13,0.0014993910942693407,8.52889126034597e-06,135089.87004054638,5.042960289010396e-16
4000,1006.3860623011078,1.9440446123129542,1.562904705986067,3.954027598465743e-24,6980.738542786065,0.14190837834770587,11959.095106903467,6.970670380744471e-10,9.560012131233998e-05,1.9929770055155642e-18,3.436753299613548e-20,82045.78147335221,2.470571651677881e-13,0.0015499873977282948,8.866601389444074e-06,135092.6029487284,7.361419532007943e-16
4100,1006.4873749254837,2.0142319778206654,1.6620339353272973,5.5177504802874184e-24,6980.048979319549,0.16084806669685603,11959.88242144883,7.819534700910066e-10,0.00010177032027235536,2.0537074107439503e-18,2.9722288005025847e-20,82047.28660895099,2.802633899881744e-13,0.0017176068840797842,1.0655730574801541e-05,135095.3091262627,7.35088213720997e-16
4200,1006.2230687304088,1.96519556729148,1.7116159225455623,1.2915983074571996e-23,6978.973146798235,0.16983674499845636,11957.937156563512,9.446243549384349e-10,0.00011752325943146158,3.0663377319388787e-18,3.84070426413056e-20,82046.99532762848,3.4250721763366926e-13,0.0019300565242369083,1.1583151055129772e-05,135100.2531940722,1.1094644020404135e-15
4300,1006.1862245652904,2.083278094791157,1.776662336468118,1.514408331522559e-23,6978.324855441574,0.1728832976750371,11955.437755703675,1.1292807352271787e-09,0.00012491769115199834,4.7658138375714186e-18,6.978964273626348e-20,82047.64173683611,4.716007540914579e-13,0.002096354648421523,1.3060936083862822e-05,135097.90017134123,1.36166648281249e-15
4400,1006.2192300148524,2.052977080806989,1.8326772611502817,2.1043743896551677e-23,6978.087461474958,0.1875760494986873,11956.53561268278,1.2627167361928327e-09,0.00013200164163844916,6.0020627482754945e-18,8.685880093087789e-20,82049.59744526506,5.656641174973755e-13,0.0022015282810742367,1.4505594595799559e-05,135099.43536117722,1.6601517268024677e-15
4500,1005.9131827573008,2.1089909686710686,1.8580521393010319,3.144243474885599e-23,6977.650879484209,0.20032072351838398,11953.347588124241,1.499319782796223e-09,0.00014691094166366175,7.923037639991838e-18,1.1669848010154633e-19,82050.8117050851,6.146417615723477e-13,0.0025694010592096895,1.6963023119754978e-05,135101.45810093073,2.20209865784265e-15
4600,1005.9611372314589,2.1247013966214747,1.928147792060186,4.518771166360896e-23,6976.911639751513,0.21675849243122805,11954.891610212739,1.6601156611704537e-09,0.00015680968518176275,9.838535591854365e-18,1.4884230964898442e-19,82050.0247328167,7.202186066582113e-13,0.0027060282962730656,1.836607211299228e-05,135108.6959695413,2.6754799284122706e-15
4700,1005.9750925628983,2.0772771976915694,2.0742457441060758,6.630002688727824e-23,6977.132275321936,0.2311443547524117,11953.89856295378,1.9108954809339037e-09,0.0001741960733704684,1.298990429574567e-17,1.9347206894842833e-19,82051.67684857303,8.548713848639169e-13,0.002883781757774302,2.045955452446759e-05,135111.02215236807,3.4518073884628466e-15
4800,1005.8834891031192,2.17552028425217,2.0345488583117284,9.482714051103485e-23,6976.962745291158,0.24249271885575088,11952.86332602939,2.1919683376940337e-09,0.000193445894581761,1.652543489543078e-17,2.607163203416634e-19,82053.76171486275,1.0604500646503833e-12,0.003233989481231178,2.1680918900567107e-05,135112.1953080673,4.299917114881366e-15
4900,1005.812672416454,2.1868284696453073,2.0953711818722147,1.2959322379069016e-22,6975.599276692207,0.2564975514847033,11949.790978103058,2.584559459428859e-09,0.00019790396884691045,2.066088185934363e-17,3.5242484632637966e-19,82055.88506976707,1.2113497481409032e-12,0.003487018825718017,2.446620764769636e-05,135113.51082515914,5.297342908004804e-15
5000,1005.4860727552324,2.118769930221149,2.2550073238379142,1.8004260074665066e-22,6975.498026475004,0.26088766109185385,11948.825880260982,2.8493583861079562e-09,0.0002223301620843842,2.677134239176771e-17,4.564341035666643e-19,82056.89828992423,1.4654751216823942e-12,0.0036211109261840286,2.6746521138053576e-05,135113.08401410634,6.752752038688356e-15
