milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1000,1009.2260463453465,0.7330917387200505,0.0872603497485584,3.2025862081447402e-24,6994.830974188746,0.005935211304221526,11991.063298835272,-4.704834800299967e-11,1.843108717193669e-06,-2.2146007325331827e-19,1.709194880086227e-21,82011.60277832534,-1.282802032027391e-14,-1.4173153699671918e-05,-3.5034661437487386e-09,135020.37809358048,-6.372303604446689e-17
1100,1009.0505114576785,0.7753747760783939,0.10700392594518227,2.577158155400356e-24,6994.138464283725,0.009675712823255,11990.261710567096,-4.293534843016495e-11,-3.0971317186211543e-06,-2.481413878697955e-19,1.0229412478803922e-21,82013.66443476647,2.174621110344858e-14,8.134506267467481e-06,-9.475208276222791e-08,135027.69280214238,-7.203848812400039e-17
1200,1008.9901722916039,0.8234492807101736,0.22406876721461003,-5.554455532582748e-25,6993.837907288428,0.00065185244187407,11989.238683631338,-4.443393084328146e-12,-4.3497345856040866e-06,-5.42467633978338e-20,4.970622791329877e-26,82012.31894783315,-3.292879061186633e-14,-1.8743792411968995e-05,1.2034094194351916e-07,135030.79089351793,-9.475446509775856e-17
1300,1008.7295127216115,0.990884482835038,0.2320588904855735,-1.5302330551240004e-24,6993.6814469563315,0.005516087129750969,11986.111921846034,-3.742574173441678e-11,4.151513696100268e-06,2.8264982927432475e-19,6.575265213660844e-21,82014.09635114382,-2.6620246390671534e-14,-9.58275353334776e-06,5.691437643361382e-07,135027.21842407944,1.4984149613607526e-17
1400,1008.8087571763467,1.025868629448743,0.2531068087484528,-1.4303901322293036e-24,6992.700426715968,0.005785242373144272,11986.596217607897,-8.298775751735314e-12,-3.753348071873972e-06,4.1637123056769975e-20,7.4332118478812e-21,82016.55580712027,-8.638060696060068e-15,-5.030183405822227e-05,3.65066707194579e-07,135031.91298818233,-1.4409220287237412e-17
1500,1008.6253390932159,1.1100770698352795,0.26029913929072707,-2.2551856523151975e-24,6991.977238788197,0.016021420647400676,11985.225073387435,1.243179296509724e-11,-1.0573752534963183e-06,-4.635199640412683e-19,6.40022997286591e-21,82016.97437262353,7.533181055409067e-15,-4.875267008808726e-05,1.6841407605844514e-07,135032.60557381765,-3.455726102702775e-17
1600,1008.6122503524233,1.0467016818023183,0.2705820026829248,1.1008286824904349e-24,6991.627259473014,0.009048498180308144,11983.765430420928,6.702208567435134e-11,6.117313169260932e-06,-5.087211719707109e-19,7.139492196798692e-21,82018.13592069279,-5.310294781496011e-15,-3.544244252150453e-05,2.6341253004457846e-07,135036.2122529006,-7.127607404794599e-19
1700,1008.5352796425583,1.136657470607094,0.3636103748426376,-2.2840546483576377e-24,6991.0925856937,0.012394002506894078,11983.595825756227,-5.913953855528918e-11,6.779005723005032e-06,3.8191877307861166e-19,2.2566755869833896e-21,82019.86054533458,2.5042644304063994e-14,-2.2911610900840058e-05,-5.253577030348858e-07,135039.99596003664,-9.540021264617281e-17
1800,1008.4283056388067,1.2513707246705,0.339144413740236,2.0015170718189658e-25,6991.217679855289,0.014954540220888749,11982.154521394414,-1.1825268045672884e-11,4.239101026365601e-06,1.6488356950968037e-19,7.018249401526823e-21,82018.622238751,-7.80131611422005e-15,7.713335788394434e-05,-2.8244707820757514e-07,135039.57760995964,7.68772296846637e-17
1900,1008.4305788204827,1.2155705012001665,0.45359521831608973,-1.1816023217475795e-24,6990.700667818767,0.011520114650364342,11981.968558584096,5.121317088368821e-11,7.2606933429702165e-06,5.158536003419636e-19,1.4074679806927756e-21,82022.80882970683,4.847218107895901e-15,0.00012223640828449526,2.6283135821387495e-07,135046.1707028724,-1.8107566514470734e-17
2000,1008.2455049509335,1.2431778547234866,0.5357786281792019,-1.5143694706043012e-25,6990.155776737947,0.021074562074092515,11980.110080783925,2.3653137559075493e-12,7.243611635269283e-06,-2.4073628234131766e-19,-6.466755236647441e-21,82024.02982881974,1.6612399455346073e-14,0.00013439735706436012,-3.04770548013802e-08,135045.84158885534,-1.1966789881045955e-16
2100,1008.2042863752663,1.3675137464566056,0.44552452955730437,-3.7468619146461097e-25,6990.190287106579,0.02954773839762048,11978.64010773053,-4.440777201306978e-11,1.1616990881571832e-05,1.3317879988467775e-19,1.215412389381966e-21,82024.33393247396,1.6975107305504219e-15,0.0001287924654852303,-1.4083165576934387e-08,135046.44432342576,1.4450398851857738e-16
2200,1008.0418812100352,1.375130030381211,0.5517140453561663,-1.4098695003552387e-24,6988.679932446778,0.029780724034963797,11977.47561986786,-4.6938267070353413e-11,6.001746009735932e-06,-3.734662971868519e-19,8.760087718389272e-21,82024.78364583444,1.6356692209304906e-15,7.324261948803777e-05,1.159328479215086e-06,135048.29459995788,2.1913130804369798e-17
2300,1007.9918966998214,1.405726416303443,0.6447117481123718,1.939340149552587e-24,6988.944220651693,0.026797588178524637,11977.942721268639,-2.385716362514559e-11,1.5597867257243416e-05,-1.330107741278112e-19,1.5354971796421515e-21,82024.93054325655,1.9628788998468374e-14,0.00023653462890642525,1.8357890422636585e-07,135054.00457882154,2.0618683686395263e-17
2400,1007.8024269655491,1.4571361528528222,0.673502201899418,-2.2232623307328904e-24,6988.513522387029,0.03145620308145042,11975.920069953923,1.0112386483943312e-11,9.232645693285622e-06,5.310901668459563e-19,8.73360001786755e-21,82025.80383623693,3.493309309327952e-14,0.00021752339208696553,1.30524298154288e-06,135054.4785852751,1.4539364902848875e-16
2500,1007.8888104744043,1.4783241545002408,0.6258154063163678,3.1326561170380663e-24,6987.436557605331,0.04537948689613147,11975.975550981992,8.087566664744238e-11,1.7678112979751164e-05,-3.796161789565729e-19,8.846928690952945e-21,82028.5098770154,1.2824843337423134e-14,0.00031797177058159404,1.6363626780468825e-06,135060.95254530208,-8.83827785950004e-17
2600,1007.7804605422258,1.5439500442528131,0.6905859736259675,-2.2299983068643025e-24,6986.623751210022,0.04160882430858708,11973.158075855714,3.055756577690313e-11,2.1388068129618872e-05,-2.1535653376572147e-19,6.055351663324038e-21,82030.49991953986,3.2509378835659047e-14,0.000418045132439098,1.007649605845227e-06,135061.10574330995,1.1725391899658433e-16
2700,1007.5447288811098,1.5713236824142887,0.771764258867966,-1.2822075353112421e-24,6986.281047588802,0.054883725465914183,11971.808315000577,4.9981746694849083e-11,2.006336478305985e-05,8.687113359463558e-20,-3.772147715790142e-21,82029.98716010543,-9.400154884037441e-15,0.00038393145404985,1.49061723497677e-06,135065.38634303657,1.0124643449573959e-16
2800,1007.4666848941308,1.6722001465406442,0.8052965379565276,2.8600784932723016e-25,6985.794594544771,0.06026113815519531,11971.54449944003,3.183217317815684e-11,2.655006354155267e-05,5.1664417942550554e-20,1.2032725428496012e-21,82031.74870178934,6.8689862075976924e-15,0.0003190104679319911,1.6283191553718693e-06,135062.51923750644,-2.648910825633368e-17
2900,1007.3612615412982,1.6333329665661185,0.8911717082798378,-2.1076862515938033e-24,6985.95236542738,0.06233097541044505,11971.821313266903,6.403799002530295e-11,2.9371433836384373e-05,-1.62374370153148e-19,2.4566495082585195e-21,82031.18172953122,5.018953219409749e-14,0.0005155380246903186,2.1174929767490892e-06,135070.35119290877,1.437421830214449e-16
3000,1007.2311343075671,1.7217565658776008,0.9288516469167747,1.2575575503550866e-24,6985.298282740468,0.07187130141544026,11968.548789671438,1.5413508093457262e-10,2.6273391664998378e-05,-1.3415477542463679e-19,1.1763016265748493e-21,82033.62986975203,4.6646954453898676e-14,0.00044206464170498254,2.748574110311528e-06,135069.3103401505,-1.058476157282335e-16
3100,1007.3572711858227,1.6707439231699017,1.060419655871403,-2.474715381379155e-24,6984.1791308421025,0.06615710567682984,11967.295514313533,1.168556772011704e-10,3.477617933056514e-05,2.577082491107559e-19,6.743401341745091e-21,82033.65755388759,7.303853285412152e-15,0.0005739505636978887,3.0794083539550193e-06,135072.30136667518,5.893802536412385e-17
3200,1007.2458332610823,1.75677153610841,1.1305359006851754,-1.9506928626182635e-24,6983.821767918687,0.07880780990765786,11966.658681351326,1.6900653399366645e-10,4.0912675954401946e-05,2.0854278043692207e-19,-6.806273259300233e-21,82036.30555638415,3.237316156531476e-14,0.0007660723399208442,2.5812855882077437e-06,135076.53370409875,-3.592764680869172e-17
3300,1007.0437626841889,1.7950043259300523,1.1142023998973263,8.45754009285206e-25,6983.863701265804,0.08609220688802054,11967.089825123192,2.56985806459744e-10,4.409816059998928e-05,2.1273252728761122e-19,-1.4551243882198206e-21,82037.20330719907,6.261544406078412e-14,0.0008816277527858244,3.675830514815164e-06,135078.76361746763,1.747164760080229e-18
3400,1007.0732682381406,1.7971396764394545,1.1475599213844354,2.0500632240113382e-24,6983.2038148562515,0.0903444587615401,11966.175078088861,1.9860893349327522e-10,5.118462332700075e-05,2.925779283711293e-20,-3.2246163467962394e-21,82037.47047534093,9.681419008357366e-14,0.0007760221235897128,4.2903810278696525e-06,135079.1314027997,1.855285355443659e-16
3500,1007.0422534807734,1.805426291238799,1.2549785527660007,-1.2350403508126908e-24,6982.696842646716,0.10440091521901002,11963.772580011426,2.415282170327082e-10,5.298829887916472e-05,6.488912913873329e-19,1.834565944606939e-21,82039.38337685473,7.834420463537707e-14,0.0010309302119897983,4.87770628528003e-06,135079.96983695318,7.08391059036619e-17
3600,1006.7448605469589,1.8673745164560276,1.33474542334177,-5.495727093184702e-25,6981.9537345287545,0.11554247942968651,11964.703938484847,3.253737482147768e-10,6.901081735134706e-05,4.98848566454317e-19,1.4276452485818262e-20,82039.65959456775,1.3276008710657397e-13,0.0010418227380879922,5.7882267562381145e-06,135081.16368141273,3.201152770001646e-16
3700,1006.8632245219422,1.8443266413012562,1.4240730818350698,4.286668468327648e-24,6982.061132553748,0.11283555708406014,11963.861278062626,3.8043707461033194e-10,7.023567085633008e-05,3.727157500932379e-19,1.3165525399498323e-20,82040.1918929055,1.4693392211342903e-13,0.00113475211119415,7.060299959559384e-06,135088.7128906774,3.47296901746184e-16
3800,1006.7269513932984,1.946303458190114,1.4284771491076236,4.005919821519756e-24,6981.76756622855,0.1277271313970829,11961.97856730053,4.775823452248451e-10,7.64146811154187e-05,5.788872653244894e-19,6.0242687702127924e-21,82044.07575494825,1.7407236624904417e-13,0.001240013795067713,7.226026563635167e-06,135089.1144227591,2.2494317294994406e-16
3900,1006.565371464183,2.006858880191597,1.505674116456919,4.4291899765135775e-24,6980.303306890982,0.13592237595790344,11959.64086833443,6.169826465326288e-10,8.146601471210887e-05,9.24443455824948e-19,1.358746251736057e-20,82042.89140635272,1.9381884648135744e-13,0.0015702522652341077,8.865615190593819e-06,135092.78719980046,5.177000013518056e-16
4000,1006.4494751953822,1.9264861608169084,1.513106712491091,3.728864924823872e-24,6979.945765894106,0.14261742393922922,11958.087107792355,6.814734203670294e-10,9.087333836394162e-05,2.374001665673166e-18,3.259945486603931e-20,82045.04267960659,2.598436515564692e-13,0.001508511902535308,8.987358741831096e-06,135090.14970957232,6.987979711128685e-16
4100,1006.4601516713714,2.0128649002573358,1.5911203694614076,1.0192374183986851e-23,6980.30943836916,0.15903221128683295,11958.991544285254,8.395881399174374e-10,0.0001024657659381313,2.6047756467007322e-18,3.5182705478303027e-20,82044.52138731036,3.0636704552131847e-13,0.0018167347106266389,1.0297720292637707e-05,135093.6732331379,8.5096582572991e-16
4200,1006.2418059758263,2.010128228767471,1.6206192514962965,1.2554023464552681e-23,6978.880532218208,0.16729582139466403,11957.308373984355,8.680459427991139e-10,0.00011514383546674504,2.9152786243339233e-18,4.7502861998062424e-20,82045.31917188832,3.8390432873344217e-13,0.0020029731914093783,1.2086967224782557e-05,135100.1823258574,1.0804818831365262e-15
4300,1006.2411016724964,2.054114551564632,1.7834871813535325,1.3796546176679217e-23,6978.343088396922,0.1766909710525084,11956.86493789741,1.1272987594975317e-09,0.00012060352278669226,4.8925412588407374e-18,5.548407768199415e-20,82047.04207666512,4.228386917079094e-13,0.0020635692992065956,1.2877912057251032e-05,135102.4277878647,1.3966481054072213e-15
4400,1006.1187908540861,2.0508959430751474,1.7898529270859762,2.1327516729665514e-23,6979.056181410373,0.19349929999779786,11956.042216165411,1.2862302141617257e-09,0.00013726799641202925,5.9429490393399704e-18,7.753110285722419e-20,82048.62680583671,5.082894347953484e-13,0.0022971304393825005,1.4574069640612138e-05,135102.61570956087,1.75664724066823e-15
4500,1005.9655276030287,2.034142392069464,1.8450322350094315,3.247258973371672e-23,6977.261642437526,0.2095527969808821,11953.639432564696,1.4689011873742093e-09,0.00014464613420845954,7.837856575357962e-18,1.1948609561372178e-19,82051.65476794878,6.571362358882056e-13,0.002523799450908571,1.679973668720062e-05,135104.9567857228,2.169908356208381e-15
4600,1005.8693993454771,2.117245315156448,1.9182226858551088,5.005082144912674e-23,6978.129988544405,0.20742689018298968,11954.958591681972,1.7313476655518834e-09,0.00015889320862613052,9.543800142375242e-18,1.5562514185545386e-19,82051.13395185066,7.68026887255476e-13,0.0027567422237371794,1.8798240713770262e-05,135106.13027910542,2.5949355558706188e-15
4700,1005.9170565259434,2.1840382588647373,1.9758088252279071,6.599475346284856e-23,6976.7228821557355,0.22147757157740353,11952.093037235129,1.9367266640502103e-09,0.0001793694429781308,1.2757736675013486e-17,2.0079263235009317e-19,82053.56716607921,8.626780275973873e-13,0.0029944803415282726,1.9854311923011542e-05,135110.39366337663,3.5976960422936864e-15
4800,1005.664131586754,2.1915410717807235,2.094960943652166,9.454417067053159e-23,6976.589008658655,0.23658076571624767,11950.539452063638,2.2347429630961482e-09,0.00018545628109025775,1.6014872254881357e-17,2.601632163991033e-19,82052.14603234915,1.026245574787626e-12,0.0031159381534528303,2.2595292551795353e-05,135111.10432193548,4.428285516495136e-15
4900,1005.6969837930735,2.1045237551054954,2.188224523275223,1.3184136553937413e-22,6976.324168106589,0.25165184733459606,11951.913077778965,2.538942434280973e-09,0.00020027697582140558,2.133992946316268e-17,3.4872981145059044e-19,82054.01523288718,1.2373878363491638e-12,0.003425413640835422,2.4687601180105093e-05,135114.64046028414,5.396195794336788e-15
5000,1005.5751262419469,2.1345977412559356,2.2549828630618984,1.767404667806049e-22,6975.597212823086,0.27183312793108544,11950.118362983876,2.8481812203673183e-09,0.0002222582645087033,2.649935207312048e-17,4.459969731656044e-19,82057.31308489184,1.4065494004358888e-12,0.0036892038087401003,2.7006365731922603e-05,135113.61131538358,6.732684023185639e-15
