miliseconds,glycerol_i,cin,glucose_i,G6P,trehalose,F16DP,F26DP,trioseP,Gpd1,pyruvate,acetate_i,ethanol_i,Hog1,Hog1PP,Pfk2627a,Pfk2627i,AOG,gpd1mRNA,stl1mRNA,Stl1,AOGi,Fps1r,biomass,cellvol,glycerol_e,glucose_e,acetate_e,ethanol_e,trehalose_e
0,0.08085036889492347,0.5321676021081984,1.957087182636384,1.35698695842203,0.004512077485158939,0.18003971257063667,0.00011210763917340693,0.08092069808684109,0.048513941335799476,0.006838110998141527,1.2661912363842223,14.426875845970017,0.41753130712444725,0.023745518613351918,0.0044942109434550305,0.027123146296894145,0.0019499441094841007,0.001459215413661906,0.0059475492912812325,0.00011095219161213263,0.02170289780675712,0.26623156562458683,2.173717128624379,0.00024000247816667502,0.002614059121754533,0.10469695860689957,0.0024628304241487444,0.027735269336823843,0.0001539210023100781
100,0.08084502243285743,0.5321331491491802,1.9568776890836561,1.356537882150944,0.0045113471714735105,0.18012487385204032,0.00011209146487503648,0.08079520402571329,0.04851188338083187,0.006867770202513934,1.2661278501920317,14.42327674921663,0.41789594432028004,0.02330157688712424,0.004488089097877295,0.027134744454545383,0.0019499334229018048,0.0014590616327948217,0.005948496349054306,0.00011128008680663101,0.02170291291406151,0.4801334628432079,2.1737613005726906,0.00024001929786838166,0.002614059761045439,0.10469687700042471,0.002462902248353042,0.027736139424004994,0.00015392100202759592
200,0.08084370276580492,0.532079319309991,1.9568747455738273,1.3561859200423059,0.004510182220274211,0.18067917748456275,0.00011207326177389497,0.08031078237759842,0.048507616556538694,0.0069166164815607075,1.26598136286872,14.4214914900308,0.4182646451413397,0.02300579327954226,0.004476835026352094,0.02713621940475068,0.001949924649492235,0.001458998368855602,0.0059493254651639075,0.00011246001707599569,0.021702920170746084,0.5793931566891376,2.1739337352438723,0.00024003943513193347,0.0026140641209760705,0.10469675676932892,0.002462892217847512,0.027736514675377546,0.00015392101409716889
300,0.08084028320071569,0.5320525483287849,1.956649268917172,1.3560656404383435,0.0045098953029799075,0.18106398229049664,0.00011207344339462344,0.08036316879083587,0.04850655593773618,0.006936547538758535,1.2658564156345284,14.418636161981539,0.41864524318898644,0.02253269803013605,0.004466095081166282,0.027144146691039883,0.0019499105192838314,0.0014588849673057738,0.005951304977218749,0.00011306935941636407,0.021702925364364946,0.622945789245422,2.1741710253467867,0.00024004097455558308,0.0026140650013668026,0.10469663893554024,0.002462965799526664,0.02773899108718074,0.00015392101887535528
400,0.0808367790818075,0.5320024712531916,1.9565077855734705,1.355721907195482,0.0045092273681376855,0.18112135182504943,0.00011205351813255259,0.08008062951877094,0.04850315526476723,0.006967619525160482,1.2657079966306684,14.415805900902814,0.41888203109911215,0.022285360453337254,0.004464854235138072,0.027146608583258576,0.0019498989577254509,0.0014587242187196253,0.0059516495865177595,0.00011372299488562864,0.02170293978815003,0.6516067912713095,2.1741694634061823,0.00024006302171989703,0.0026140666164764085,0.10469654915321734,0.0024629548252313852,0.02773878689344652,0.00015392102046545459
500,0.08083194205783381,0.5319612783721466,1.956381099712093,1.3555236962736616,0.00450825690179802,0.18155726367582714,0.00011205458826479284,0.07978485639840824,0.048500711290475104,0.006997010692527968,1.2656353136979068,14.413166125798291,0.41929753484610827,0.021916176111929846,0.004451284005130159,0.027152261768560445,0.001949899060291505,0.0014586136640237551,0.005952658653467904,0.00011490479199295635,0.021702948387645003,0.6673043789620353,2.174379808627128,0.00024008731023526908,0.0026140704163284214,0.10469641080442,0.0024629930025720005,0.027741241582923418,0.00015392102956547968
600,0.08082826409691768,0.5319601598786976,1.9560338654152851,1.3552517909179165,0.004507778946389208,0.18164939595164561,0.00011203832395164497,0.07969918931461932,0.048496828487660806,0.007027889994382322,1.2655180123864704,14.410846406857164,0.4195612376498674,0.021551338125370537,0.004441220116062855,0.027164329307089438,0.0019498819460102123,0.0014585161870074544,0.005953343668254115,0.00011530465054712742,0.021702968149805976,0.6756317441030559,2.1744856521941265,0.00024008978952516592,0.0026140721045000465,0.10469620843472428,0.002463060721698776,0.027742202989731474,0.00015392103558451077
700,0.08082727414318659,0.5319061892242407,1.95584971569146,1.3548461702172891,0.004507639914710968,0.18209384464579467,0.00011203071826080585,0.07946718330253899,0.04849587350649995,0.0070513459032703,1.265257543389605,14.408451422991162,0.41987126390566176,0.021195979251902614,0.00442842778311199,0.0271741489740489,0.0019498813702706617,0.0014584790333684893,0.0059542999444283425,0.00011557663675674021,0.021702981329141578,0.6810406187789336,2.1747333194298673,0.0002401156410162532,0.0026140773473616037,0.10469601822981196,0.0024630932528321423,0.02774328165883698,0.00015392103844094144
800,0.08082169202295125,0.5318751860826935,1.9557565686720906,1.354705699945896,0.0045062770408646445,0.1823215211933856,0.0001120110823619747,0.0790623997200486,0.04849188960606519,0.007076105673709669,1.265241907555721,14.407535924559767,0.420026893541595,0.021019094543561195,0.0044201072841802205,0.02717669201132729,0.0019498657082074192,0.0014583365364792308,0.005955111222562837,0.00011660116100834034,0.021702982885422658,0.6917195128411215,2.1748519705591534,0.0002401238923970874,0.002614080365174911,0.10469599767226279,0.0024630949393100836,0.027744589302685575,0.00015392104094050184
900,0.08081941681423106,0.5318382818606244,1.9556094599794633,1.3542825101809968,0.004506299242557725,0.1825580465066477,0.00011200947705083021,0.079046943892062,0.048488207620050065,0.007106324873165251,1.265036511060028,14.406484461389223,0.4202840990355429,0.020682021600427532,0.0044176675587892745,0.027191949373499148,0.0019498453174638807,0.00145823575336253,0.005956513681073453,0.00011754279057429373,0.02170299455049742,0.6927009933808382,2.175026922890327,0.0002401475065933688,0.0026140828943679436,0.10469584257050188,0.0024631616568921958,0.027744887629031486,0.00015392104666864657
