miliseconds,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn
1000,1.118964118465113,0.11539379858731577,0.009933599922680872,0.021630927679682305,0.003972284916732782,-0.0015426660813927095,-0.0005982357873872924,0.0014140390314597154,-0.00018450771476127638,8.084705211360791e-05,3.948002814830046e-06,-1.5899380750467035e-06,-3.229015220471855e-07,0.002470091623571657,5.074582149961211e-07,-2.1308176811221612e-07,-0.0003290886946813724,0.00025338137737282825,-2.7901111653546248e-05
1100,1.1237453525030188,0.11578527976916543,0.012943418863387048,0.023896545160841415,-0.001962484324117404,-0.0016662424900639563,0.00031906622861595154,-0.001960692741539161,-0.00010588583238323148,0.00026876818518247543,2.0380623368733644e-05,4.249496192749927e-06,2.3784476973149756e-06,0.0027106025504139587,-6.302756697793063e-07,-5.3801327750010495e-09,4.85477007542242e-06,8.676237222253335e-05,3.2696247810307925e-05
1200,1.2253556592956174,0.13536795919143896,0.012832641157827071,0.035512177942733106,-0.0016829315219945341,0.002760306038907165,0.0002476144044228348,-0.00027860445438835594,-0.0003229560878292845,-7.487702579261617e-05,-2.271026924445375e-05,6.4398989629051074e-06,-4.964348130905346e-07,0.003281769225400858,-1.0667802980924301e-06,1.9653058611703002e-07,3.9077328505755576e-05,0.00027203341472879485,1.981634652719785e-05
1300,1.2699411510186287,0.1561661927554396,0.015450059027918283,0.04216887960433327,0.005331219516657393,0.0031282167916940294,0.0006274375368942697,0.0030979976725479855,-1.4164096755379501e-05,0.00022824988251222674,1.29144344781565e-05,-4.281528670334249e-06,2.1230839462135455e-06,0.003971239398551167,-6.58035310613099e-07,5.8757305842753634e-08,-0.000557679297453279,0.0002871123136442707,9.719035199267042e-06
1400,1.410581169133949,0.17611953852510623,0.016489296403282512,0.047821782631110775,0.00018364041738190464,0.0028026247585879807,0.0005517514185578226,0.0031273322726961183,0.0004867619820594484,-2.169476846870562e-05,-1.9877696995298262e-05,5.815736609375951e-06,-8.806224851522053e-07,0.004405625422081121,7.130017005709284e-07,4.0491318736688176e-08,0.0004413495149525995,0.00010873788488967491,1.1249547621624971e-05
1500,1.4967771877676834,0.19013300196629596,0.01872942589266915,0.04891586916773301,0.006083837095198015,0.00026234084700483586,-0.00012034350755941439,0.0014229857845588234,0.0006369209054834424,0.00018346122056687216,-1.7786053683223972e-05,-6.634934712900785e-08,1.1488555562289977e-06,0.004788526903583372,1.0316989899859006e-07,-2.137961716532356e-07,0.0015288838237430126,0.00037327527517419496,2.731744419136309e-05
1600,1.5362543183761888,0.20905802830830744,0.018599848480448322,0.06320696437095061,0.003931266321979863,0.004940956612533686,0.0007842333525589477,0.003552303993862138,0.0005208456030733975,0.00025686376498710656,1.0953361599452295e-05,-4.851329761270416e-06,4.026743947106279e-06,0.005398879333665346,9.927018414560816e-07,-1.707402772302615e-07,0.0033792091253697547,0.0003285085233226938,5.7787282927961937e-05
1700,1.58066651056881,0.206997461547525,0.020754508142461204,0.06725192859961815,0.0027188730749809734,0.0035712998700639397,0.0010233264407039813,0.006567016270829864,0.00012952417440998483,0.000453753427076066,8.03720353891967e-06,-3.830055035159999e-06,-1.8075225065586036e-06,0.0061121751433410336,4.605082073634535e-07,9.473078668674622e-08,0.0018072143023477984,7.490024297068427e-05,8.632555620501081e-05
1800,1.713592360041091,0.22041541356767425,0.023373374441708655,0.07953866739604314,0.007728915670655595,0.0029615036475681682,5.7390276004493936e-05,0.0077001550624226115,0.0009879756442614676,0.0003478721091527595,1.9285452014088288e-05,2.403197420485778e-06,1.2173569886410136e-07,0.006509976244242022,-6.34017072277777e-07,9.192108801325614e-08,0.0027844876525979813,0.0005207476144780149,4.7687502300760995e-05
1900,1.7871553919541436,0.24972240176433558,0.024661106471935555,0.08593627141732081,0.009988214888077692,0.007331250906111307,0.0005324103825048843,0.008380353231029177,0.0006472436086342212,0.00040959028534523094,1.7996328634034833e-05,-1.8466689807649698e-06,2.4479996330671913e-06,0.00789975402194988,9.97195838162872e-07,-5.428339148532415e-08,0.006195697020272034,0.0005092154235591425,0.00011165123940442176
2000,1.8696980658823352,0.26285460726353493,0.025314991112729814,0.09733889691048794,0.010953671970447058,0.008437734576044326,0.0005508179662724441,0.0065668277164396245,0.0006696333972459233,0.00043592353188858716,-1.561800155801135e-05,-5.849347627243051e-06,4.063054722317603e-06,0.008624071003121653,-1.0528090155514738e-06,-1.5068029215237252e-07,0.006099710170286501,0.00046126172928440145,0.00011750635287750748
2100,1.8511190149731223,0.27676905483330333,0.026324220506097815,0.09950646436597742,0.013592889900485584,0.00938651712621278,0.0010996309969496703,0.007708989409791408,0.0012875653464550372,0.0007541228426954085,-6.37588999493495e-06,1.2590767273323902e-06,-3.366138135568431e-06,0.00878328100713116,1.3126405833201585e-07,1.613816063241361e-07,0.006250982355251598,0.0006102797392007032,0.00012122298426166281
2200,1.9458303818767217,0.3036096573276896,0.027619542062628004,0.11171395929376234,0.013534313712789216,0.011568087197434898,0.001063401971061581,0.008502665827435668,0.0012651310081428437,0.0007804685522424588,2.371546463379671e-05,1.206288771600106e-06,3.3356309158194247e-07,0.009750778757334466,1.133051437190276e-06,1.7754571157597457e-07,0.008903041299271289,0.0009857524458093242,0.00012340941571585418
2300,2.059694612915172,0.302010288638862,0.030157565160944238,0.11918952903010253,0.015540596757703085,0.012651732398328707,0.0020474567052152035,0.015029529185108371,0.0017368793414174776,0.0010344809358736437,-1.9698389290600424e-05,2.814416302596336e-08,-3.07259066724701e-06,0.010596247076329219,1.0992124703144293e-06,2.2334937052874167e-07,0.012370295304365373,0.0009744060186045131,0.0001396825205197656
2400,2.0913433030377195,0.33749718716673727,0.030788379857282132,0.1292754602862562,0.01269514395825226,0.013726329189988494,0.0025716433960522285,0.016220209799634847,0.0019174924519899685,0.0013178613137957292,-1.7848045994654482e-05,-1.063169875181405e-06,-3.769633402342665e-06,0.011678208515885167,-1.2897293186797633e-07,-9.501709291364568e-08,0.010853202892474418,0.0013438024573226364,0.0002383535187985808
2500,2.1219417002919196,0.33900604166290815,0.031751239570229496,0.13397364114515964,0.016751953390624835,0.01762797373910005,0.0027871712280110165,0.01819981400104886,0.0023036056013059775,0.001231239186622477,1.6160058902294393e-05,3.2168832587266265e-06,-1.8474406484473164e-07,0.012095209320120932,7.475075059883759e-07,1.8323620922833327e-08,0.015551071179699678,0.00171328982330572,0.00028922230874203655
2600,2.282747338713502,0.35663146389448686,0.033555811827380266,0.15041896354107048,0.027825817410971274,0.01871881656775428,0.0033868155736659668,0.01883365012781309,0.002643064080536435,0.0015716085356161178,3.200095207728343e-05,5.934559256257349e-06,1.0729478879625406e-06,0.01319640932473802,1.142531028756098e-06,1.8832329217092472e-07,0.018784830446312045,0.0015575500156772017,0.00030580226270838015
2700,2.294324144522731,0.37746329273501333,0.03502872450288,0.16032205637495028,0.026858206192420228,0.021813003979479415,0.0042585686375401655,0.02267421464701099,0.0031732281917093087,0.0016151248265350163,3.186820422869137e-05,-1.534642306456627e-06,1.4992944616357479e-06,0.014026425760902376,-7.958731459191338e-08,-3.5739556771115196e-08,0.020687201996037245,0.0020088248513903673,0.00031508052210670924
2800,2.3296840466690947,0.4008105640583151,0.036887466931030476,0.16499212359350335,0.036841138151000284,0.02379733739366351,0.004743153962348928,0.027669474561611847,0.0042916305342952325,0.001968881844442203,3.3833988556032283e-06,7.555918093716251e-06,4.6310865335117915e-06,0.014779546200337933,1.0933600250547286e-06,2.1679814699963518e-07,0.02029671314427166,0.0024041805264443266,0.00043452941768384423
2900,2.3913609798893765,0.41097644185843496,0.03723744207316635,0.17205312283066576,0.041662959348154796,0.027410127073387695,0.00603280148484766,0.027131750851071987,0.004641314293901934,0.0021313415424101794,2.4808402674961806e-05,6.053251915628622e-06,2.5299412278378412e-06,0.015706403126591925,1.0797532392043337e-06,1.9926267654815112e-07,0.025859920723502353,0.002465085085605343,0.00045938687464902497
3000,2.489913530691738,0.41579581867649057,0.03978877851395039,0.1800681247302054,0.04210532838683104,0.03397261780292066,0.006605469706414761,0.03266526655484794,0.004924254025656219,0.002788799320608486,4.5002300972532914e-05,7.783974873242607e-06,5.1383460070659865e-06,0.01623296932530551,1.3795663575509866e-06,4.643479757071392e-09,0.026756946864258654,0.002726860548919465,0.0005495999799747252
3100,2.507309885488987,0.44876985021859145,0.0408561961349336,0.19889763820033202,0.05207312128180106,0.038968381546085944,0.0074381151909821315,0.039499689844059355,0.0055494743122274015,0.0031937830496229624,5.6345237645058624e-05,1.0532559919876559e-05,2.158610955434318e-06,0.016454849964800938,2.3265295973037754e-06,3.085164038048275e-07,0.029538526504661867,0.003502811192656753,0.0006340240143032302
3200,2.6397188213238785,0.45485293596834814,0.04240017603950704,0.204849592529752,0.05640054946391646,0.043264867877553514,0.009186743560757707,0.042210359892184295,0.006283777994438024,0.0034232710781182873,3.5761144696795614e-05,1.3601701022127648e-05,5.1617120095871225e-06,0.01826495308962538,2.297183319281251e-06,1.4531324479598125e-08,0.033918844191719595,0.003747347236712311,0.0006915589596360543
3300,2.7133278944331805,0.46620155856328194,0.04262743908520607,0.22003181491464038,0.06390733504611393,0.04707573047989963,0.009527535086335068,0.04702317068774488,0.007661106239243158,0.003933040214616579,6.919239236270095e-05,1.3955407529986477e-05,1.3157813744617055e-05,0.018947766628365278,3.350509530182097e-06,1.829916041416938e-07,0.03938361218228153,0.004086010825502792,0.0008140734780520876
3400,2.763269423837036,0.49006050798517414,0.04367573162958384,0.22414423062445585,0.07616877048608453,0.04888724291980095,0.010750555674212,0.050476866053292366,0.00789105715457297,0.004337143795945095,7.117601581689898e-05,2.0223459890127827e-05,1.17560037133157e-05,0.019233114479730005,2.9714515967421766e-06,3.844934085658702e-07,0.043411589241483646,0.00434020928615916,0.0008613970118467253
3500,2.8065712042019153,0.5051500642620572,0.04437777519176458,0.23524623137897802,0.08747356448172916,0.05586264638884512,0.01215156272037634,0.055253815489096754,0.00871184254652618,0.004588208882727713,0.00012704443258395104,3.1391462879410485e-05,1.6869173627736728e-05,0.01983465134604922,4.047739614398408e-06,6.84475060490388e-07,0.04705668370649061,0.005081125838850971,0.0009731497097137396
3600,2.8571935674126516,0.5340723998350063,0.04561203601567067,0.24704865746884427,0.098139271405717,0.0580013153153517,0.014535597789270983,0.06326919860679842,0.009688705115108241,0.005070527158111022,0.00014329536863890742,3.59927658474907e-05,2.5149486043505146e-05,0.021024199604062203,5.474478383555577e-06,7.626522500232688e-07,0.05102831787448503,0.005612827439355709,0.0010477678257119316
3700,2.891060981617719,0.5391488316416634,0.047156737409109174,0.25181203887864795,0.11287365729898974,0.0679904318810084,0.016774175212474474,0.06984907495282712,0.011273615360739725,0.005600099662332669,0.00019710238832593385,5.299212133754513e-05,3.155852768342818e-05,0.021943744612295427,8.479504217529128e-06,9.15474786951971e-07,0.054853573136863884,0.005805403644118431,0.0011401659248493697
3800,2.953248243955474,0.5536156043038089,0.049187811402878825,0.2647154170325552,0.12027469988281253,0.0726679535952188,0.017492920258577776,0.07402243116721685,0.012230931571976253,0.006159483740130666,0.00020805092231822802,6.114862111691669e-05,3.8430111850393554e-05,0.022997621037126964,1.1138187197694658e-05,1.2135408812767367e-06,0.06275101240744226,0.006553025343039069,0.0012729979259888356
3900,3.019744883571415,0.5817604445696611,0.0491233231875257,0.28224910104555684,0.13175018996996782,0.07729737856718227,0.019592209030073634,0.08285699479699996,0.012908602099632299,0.007205617088660656,0.00028748573721623237,7.746153871307522e-05,4.6944409342760734e-05,0.024011326536350124,1.1316003885575685e-05,1.7660870324159382e-06,0.06573352383025151,0.007051343202265303,0.0014072663132927486
4000,3.115620775081296,0.5862061563011077,0.051893327982632964,0.29783492298589737,0.14386740794757255,0.08366457938121284,0.022076749167403285,0.08828210803845878,0.013871923969320549,0.007551349952075068,0.000355545266234732,9.787293075524275e-05,5.948392861355621e-05,0.02448102335898285,1.5664304502329175e-05,1.8882425440912305e-06,0.07188827743578116,0.007951243326353892,0.0016121807991442256
4100,3.197185079354611,0.6038835561549402,0.05322296054514685,0.30110859388855193,0.16886225993215043,0.09281377070919837,0.024999272694211656,0.093606289776973,0.01562683601797223,0.008229770666080513,0.0004054862797405687,0.00011726895111040823,7.278455951016975e-05,0.02569043267404694,1.8996620908383034e-05,2.8291055197015033e-06,0.0798150076017638,0.008675921409581216,0.0017099090419962083
4200,3.2352669900597015,0.6272305309806172,0.05325203120163929,0.3150649137204377,0.1769281771297796,0.09904970313048184,0.026065754296908515,0.104851835651731,0.01648616961838334,0.009273489343648826,0.0005027474504582999,0.00013325413062441856,8.528214441384548e-05,0.02580572523675482,2.3495207228548162e-05,3.273701324420767e-06,0.08391085551054743,0.008966006127352537,0.0018599667150715866
4300,3.258667914989401,0.6484970610660971,0.05403648614362199,0.3221135724467169,0.20311778490912838,0.10929639832952671,0.030031124844348455,0.11228503857510946,0.01837980323740494,0.010039893912392463,0.0006175027218933136,0.00017198596993783989,0.00010428906379798705,0.02734796512535666,2.9064897820104295e-05,4.597301120510487e-06,0.09313585471708588,0.010115561973419522,0.0020112731272805217
4400,3.302654027500343,0.6622668988881434,0.055993607097460166,0.3352644183865444,0.21314141711830212,0.11661356460062962,0.032506240439211465,0.11858906527833846,0.019905373459076166,0.010844920736711764,0.0007371944829127296,0.00020371791552587648,0.00013286640365174708,0.027922134846143518,3.5268710576003584e-05,5.599871375589562e-06,0.09756749345157432,0.010465790655533162,0.0021868076420548705
4500,3.425768465721692,0.6749861845431507,0.0575332540943476,0.3551550736531016,0.23288649288351088,0.12226016573661308,0.03484692442797719,0.13280738349480284,0.021646850588583805,0.0118261468617067,0.0008696169449011375,0.0002388787575078485,0.00015927604234976502,0.02886575157061937,4.343835570319291e-05,7.143163611847919e-06,0.10659448242647293,0.011294092753773992,0.0024274962039461693
4600,3.3992273274128895,0.6913075068427657,0.05771957198045361,0.36220997272212624,0.258895675437112,0.13266035995266104,0.03820426361030408,0.1383001071969796,0.022874570352564537,0.012445812202284289,0.0010231616727714539,0.00028918266592281144,0.0001827730540644477,0.02938377353636596,5.187715425531284e-05,8.540175536950098e-06,0.11239866449702693,0.012254216536598306,0.0025885864374148204
4700,3.517210691267687,0.724003150607349,0.059601749760901636,0.3702813874798778,0.27816995765136326,0.14145083434251995,0.040848906936072876,0.14900688711546736,0.024798673255875557,0.013509519361580066,0.0012195396646801529,0.00034500559640247857,0.00022582561831366467,0.03101891388292471,6.337701645534605e-05,1.0936803926606992e-05,0.12199028047896268,0.013033667380094453,0.0028071531946553584
4800,3.5977499924542946,0.7334345976878252,0.060051121022533294,0.3949663145858082,0.30356825518990244,0.15333696331810157,0.04429579273945846,0.16227921554532448,0.02624422380190049,0.014616214122990795,0.0014148290821037713,0.000409505579797212,0.00026135188439347105,0.03125241340161948,7.39250604886629e-05,1.3471975333621857e-05,0.13044122225944937,0.014358189953791962,0.002958723459487814
4900,3.6508338773195703,0.7386044215070388,0.061100198075656725,0.4062849335222931,0.3284824318071963,0.16184344249086408,0.0481787068153291,0.17121676076030676,0.02789055490475996,0.015930881923750834,0.001645406859189105,0.00047536146041143293,0.0003088663283201526,0.032127201076519576,8.900966023709442e-05,1.651479645855429e-05,0.13763303278606184,0.015103934344083924,0.0032411677094250336
5000,3.6789924539891654,0.756089224897731,0.062343926123904506,0.41811477257904,0.3584151448097244,0.17357740582686887,0.052589083605434545,0.18398493875454347,0.03040356689074318,0.017040239928562982,0.0019308557356069278,0.0005563925209404264,0.00036442440092594464,0.03309154820386175,0.00010389484443652726,1.999162782553778e-05,0.14388288910161873,0.015990021835145866,0.003409106076722783
