miliseconds,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn
0,-0.05076564389719497,0.00024544071971629067,-0.0009390749725904721,-0.006434647445282539,0.0017397935793607745,-0.0018433020096273428,0.00025788211734877487,0.00010712917789294016,-0.00012926759919663154,4.0148655236943793e-05,2.037508375498834e-05,2.5371402635940618e-06,3.550393636967633e-06,-0.000388774612492321,-7.96337859422625e-07,1.4368090994614534e-08,-0.001570828626897169,5.7347498275172924e-05,-4.2364511941006395e-05
100,0.18434298763697826,0.003161181791183562,0.00041054514868594795,-0.0030855599078589606,-0.00016257124513799584,0.0024058781993011374,0.0004606556660857523,0.0005837521142930514,0.00042573278460517923,-0.00023997234602217277,-6.129373574541684e-06,3.2968118947536138e-06,1.5714986051898438e-06,0.0005174022400373192,-1.1124965952441735e-06,2.6155932361084273e-08,0.000907844114676129,-2.4176646592179233e-05,2.7485249069797503e-05
200,0.26607777980241326,0.01630499662909716,0.0009650615146182856,-0.0021834116033622782,-0.0013874310260203315,-0.002185133394698911,-0.0003889256116005196,0.0007270768585356534,0.00013579420190970717,-7.017978520694279e-06,-1.0684386569769225e-05,5.631186648235849e-07,-2.12995710094805e-06,-0.0005140049498675498,1.0634377254621558e-06,-1.5631967570062889e-07,0.00036746907893140003,0.0001802076778981528,-1.397898583948026e-05
300,0.3947715434655862,0.010540989882725326,0.0010433364276981787,-0.002550265604861244,0.004534889759022242,0.0009028682766083415,-0.0006313399739769344,-0.0005764032459091286,0.0002730630081893747,-0.00022301114450675404,-2.640501047976176e-06,2.677431628700076e-06,4.127984821702383e-06,0.00046625810096674884,6.838814650632145e-07,-3.523272665731175e-08,-0.0020979759494337657,0.00017397860695187917,2.6165199878243806e-05
400,0.5272787500576056,0.03725436291536497,0.0020204683244379467,0.0032701652665959504,-0.003373507390963612,0.0025055620771663152,0.00036341163291418754,0.0024113335335167727,0.0001301775975039909,-0.0001780538992424791,-1.4238237359834629e-05,-6.271606037184378e-06,2.8026191351157912e-06,0.00037538498264400803,8.024432357902139e-07,3.242273911108668e-08,-0.000713992553294518,-0.00012259143017704383,-4.150954052553141e-06
500,0.6717451240080486,0.04418542584955154,0.0033402766309987343,0.0023842053512251452,0.0012260921506417968,-0.002120395822230245,0.0006978075791721963,0.0010854481231004883,-0.0004039806039409103,0.00016866605966922685,-1.4808168480207698e-05,-1.6419892058948577e-06,-4.080960384156664e-06,0.0005355038340757886,-1.0876000829747245e-06,-8.275056969639498e-08,-0.00011161615663370726,-0.0002225598648124066,4.483866139286447e-05
600,0.7290025444726729,0.05801945104271916,0.004223668140098052,0.013165904546675388,-0.00026699606145917936,-0.002113554023413735,0.0002327688170296377,0.002075656928703753,-0.00029214035898343595,3.0086343128013344e-05,1.9033158108630676e-05,6.408078517138754e-06,6.151227709291799e-07,0.0008539486928682671,4.87250730828256e-07,2.0506210941725948e-07,0.00034970386905631317,-6.527328565848864e-05,4.849022025697341e-05
700,0.765398999948561,0.0740069647330259,0.005939438537385491,0.008354587849948445,-0.003680257659843581,0.00043687062671519836,-0.0007352402283629248,0.0003572777703415872,0.00016669231734391509,-0.000144768254540956,-2.2089951888834155e-05,-4.411418985499897e-06,-9.270233554492455e-08,0.00043578672330064504,1.1193240774703638e-06,1.5240445003589878e-07,-0.0014661058043473792,0.00013777523181729846,-1.2789002540284913e-05
800,0.8811217648957885,0.08552639600411321,0.0080420220573066,0.01829809295988067,0.004340373440979587,0.0018955883585719342,0.0003164455081333768,-6.468565168494492e-05,0.00044914923228011943,-4.003150245358527e-05,1.2192499624945931e-05,3.414171633787736e-06,-1.9101672626111231e-07,0.0011858019635893067,-3.823600523680275e-07,-1.47028291070077e-07,0.0010277337106336056,-9.885420214675155e-05,2.280509050747901e-05
900,0.9801726370343883,0.09667426941266329,0.008940511816488425,0.024616440553873218,0.001039183029313688,0.0007479847007555395,0.00027879388894096104,0.0018074160476020597,-0.0003043365688064467,0.0001079306455356361,-1.0483856849186587e-05,5.196111353176367e-06,-3.6792839768384203e-06,0.0019565521848558774,-6.910583416935732e-08,-4.2207124196259805e-08,-0.00041138163479020515,1.7045791765914242e-05,4.388765717025664e-05
1000,1.064827538451779,0.10534451498591071,0.009678361290825985,0.02497735106545533,-0.00010167485358101623,-6.004307880193684e-05,-0.0003681676249388662,-0.00043802690703178014,0.00019273754117400227,-7.968562870824727e-05,1.584790926936393e-05,-2.982220133159194e-06,3.559781977039351e-07,0.0014985631680525327,5.596220347804572e-07,1.8986515418232096e-09,-0.0006214340679310382,1.0000561636618193e-06,-4.304817599506408e-05
1100,1.1991095666936342,0.12277917722932562,0.011762270525832582,0.02705842716132159,-0.0026433129099178152,0.0027451335111977468,0.00038930104955530066,0.0032738207501409903,0.00016029328532904565,-3.619243488854683e-05,-1.3993601138917525e-05,5.543609774767882e-06,-6.33346859147451e-07,0.0025314535436167652,5.205786641272576e-07,7.376328601815982e-08,-4.643988431114168e-06,0.00011865982664513241,-1.667678218281229e-05
1200,1.2342637843665076,0.14575128839582774,0.014513573991143423,0.04171729927503008,-0.004600927419773746,0.001809780674768415,0.000178478303363358,0.002166531801903883,-0.0003349348018177519,4.365890338127384e-05,-1.2180753704062876e-05,4.223060001790025e-06,-1.0371570007386302e-06,0.002924374305373481,2.718414608432102e-07,8.927747631836119e-08,0.001080529660659158,0.00013586029919026297,-3.731924281290746e-06
1300,1.2714164493062223,0.1534124977109827,0.015904646390200568,0.04528148467534097,-0.002604183156214341,0.0035580156533942258,-0.0004891967329858574,-0.0008711378469754875,-0.0001827451565763404,0.00024576219022275764,-4.146027960916666e-06,2.905167892581651e-06,1.6463662400574629e-06,0.0039956186325680754,-1.1364482330813475e-06,-1.288203096063394e-07,0.0030221692323402476,0.00010791062781102334,4.324572481487554e-05
1400,1.4160759844403772,0.17307272046371808,0.016145110303822333,0.053904866038719405,-0.0021716036692012233,0.001351803621276047,-0.000607769650631662,0.0025182631047227463,0.00011441551025808572,0.0003004384802797378,-1.9285497303853177e-05,-3.683592699000006e-06,2.8386248564448983e-06,0.004044583086940599,9.294675642208038e-07,-3.487629247549277e-08,0.0031942219355657084,0.00034751844465833967,5.873768544634998e-05
1500,1.4805950089131006,0.18695091257847418,0.01869449668389294,0.05480547133688516,-0.00016338970923062118,0.004756032599442408,-0.0003363714922946478,0.0015724045429459186,-8.832417168957307e-05,-7.740031085057652e-05,-1.805542651078049e-05,5.48841482416627e-06,3.6228569110562957e-06,0.0049139616396729115,4.700015496466361e-08,-2.1979489431694231e-07,0.003861275640598993,0.00029524732644036904,2.6163714675887392e-05
1600,1.53112079641886,0.20531908504778107,0.02009353627087708,0.05580723350779149,0.0013620264779583566,0.0011280471715694005,-0.0002465589562390759,0.005534816164166253,0.000788919104781703,-5.0934785350069194e-05,-4.788619087331267e-06,5.719100033859436e-06,-2.571208739960031e-06,0.005560419156441272,-6.882416315814085e-07,5.182608002789817e-08,0.004492190310124242,7.412205532374529e-05,-6.136726369869665e-06
1700,1.5872708810192808,0.20672341621657944,0.020611690327429988,0.0644415965778013,0.005887457988240825,0.004704532670809066,0.0005768998592731614,0.0024678138418476837,0.0008259796562949822,0.00046617619552573894,6.1423498567568545e-06,-3.1934037991224404e-06,-3.1759758865308323e-06,0.006069613180935343,4.933921467278433e-07,1.5247855033048325e-07,0.002375557651595514,0.0005292259884369806,4.836447035724118e-06
1800,1.6481349133765415,0.23401008664010134,0.02267688041036439,0.07508493925168484,0.008620481771646222,0.006685444324634313,-0.00010639500238238022,0.004901681492729037,0.000923944815327741,0.0004185814927757191,-1.8783668634149158e-06,3.316896155574008e-06,-1.017328304014596e-06,0.006557357367491996,-2.2993975359612083e-07,6.36013338092038e-08,0.0049521891764580574,0.00040657445072708655,7.942645237163617e-05
1900,1.7912869638374613,0.24326188880912972,0.02376722004704136,0.0821153547871804,0.007123877992718526,0.007733389909703727,0.0004028079548303654,0.004413577033331343,0.0009674683330350741,0.0005342996097895094,1.632003743303666e-05,-3.5292013073158575e-06,-2.58547006235545e-06,0.007591693581055977,7.960260428924427e-07,-1.2514468963940795e-07,0.006090586230476217,0.0003502913030724006,9.83203839330351e-05
2000,1.8011807131519781,0.26350101330425285,0.025482164348808272,0.09772388024997178,0.005246993428692203,0.007538632365116591,0.0008025107421898025,0.00695392634976567,0.00106100073621248,0.0007552135173412606,-9.15060581253815e-06,-4.622094695831987e-06,-2.339283364697688e-06,0.007821560654756537,3.474068730289409e-07,1.9129981587318315e-07,0.007456151759323188,0.0005691633618158482,7.76681758484293e-05
2100,1.9078406154265417,0.2668273410705736,0.027472023413959965,0.09559185005465615,0.012953401269667474,0.009647003666524776,0.0005406141882717205,0.008041558109340374,0.0010236775505010254,0.0007361661534787012,-1.6012907077454933e-06,-3.4530212725599996e-06,3.6176856403858393e-06,0.008697620367843838,1.577709730638411e-07,-8.550683254776257e-08,0.0061789939880070735,0.0007664738431369775,9.411720775928758e-05
2200,1.962831612270392,0.28433480740396316,0.027642309214851002,0.1083621235775568,0.01611839808219753,0.009562087856005732,0.0009834817484221587,0.010721780348898062,0.0015780445034672718,0.0006583926822065609,-5.330072137249624e-06,-1.0785598144404815e-06,-2.0139700865128738e-07,0.00998700719490399,2.8189817163099453e-07,-3.867801294234543e-09,0.007761586857016365,0.0010863617791253592,0.00013576324062632944
2300,2.047667407035836,0.30887274546783827,0.030452463762157853,0.11912574491498451,0.009034097778149449,0.014010907493064308,0.002416164947346039,0.015311685831882832,0.0019705911444368477,0.000765693753651993,2.317724281175428e-05,4.3234879042387984e-06,-4.003322897043156e-07,0.01026839646775492,-8.306468001832692e-07,-4.188786734591223e-08,0.012289427500902362,0.0008659266112408847,0.00021318163358583105
2400,2.0674160996778665,0.32247468786909916,0.03155626612040666,0.1267625228544218,0.01926535039907084,0.01360937401854845,0.001554154621748148,0.013109763175071874,0.0022136609401656737,0.0012369015917112925,-9.998860423156963e-07,-1.9543755500809737e-06,1.535246915129941e-06,0.011573158802247518,-1.9179116918728195e-07,-1.0097780904208367e-07,0.01325015061962677,0.0014771858384322243,0.0002248052055073829
