milliseconds,AR_A1,AR_A2,AR_Central,AR_Dose
0,0.0,0.0,0.01,485.0
100,0.0,0.0,0.015188083891562466,485.0
200,0.0,0.0,0.015890158031080424,485.0
300,0.0,0.0,0.015985116206508984,485.0
400,0.0,0.0,0.015997970258403008,485.0
500,0.0,0.0,0.015999753858534187,485.0
600,0.0,0.0,0.015999981298450275,485.0
700,0.0,0.0,0.01599999637945057,485.0
800,0.0,0.0,0.016000014456445926,485.0
900,8.756361127189976e-12,0.0,0.016000004633553274,484.99999999999125
1000,4.754042802265219,0.0,0.05667435082563159,480.1741693676305
1100,9.320278886200796,0.0,0.12223351247375315,475.39635655306733
1200,13.704729460621408,0.0,0.18877601675053426,470.66608377032446
1300,17.91323309378765,0.0,0.2531437923780377,465.9828779881817
1400,21.95145116138597,0.0,0.3149836438140831,461.3462708821586
1500,25.8248731290334,0.0,0.3743202213086789,456.75579878768247
1600,29.53882169558144,0.0,0.43122405715825224,452.21100265357836
1700,33.09845787310777,0.0,0.4857755359362962,447.7114279951254
1800,36.50878548859979,0.0,0.5380508967087781,443.2566248516766
1900,39.774656092473776,0.0,0.5881228401328011,438.84614773957196
2000,42.90077342631583,0.0,0.6360628208924695,434.4795556083896
2100,45.8916990161776,0.0,0.68194054002987,430.15641178475965
2200,48.751854337665,0.0,0.725823684466447,425.8762839500121
2300,51.48552572828646,0.0,0.7677775207191546,421.63874408936647
2400,54.09686954604414,0.0,0.8078653153070098,417.4433684371926
2500,56.58991154514621,0.0,0.8461483961907572,413.28973748266804
2600,58.96855789876664,0.0,0.8826861635130204,409.17743585249326
2700,61.23659555595786,0.0,0.9175363649288404,405.1060523025168
2800,63.39769374979892,0.0,0.950754924244023,401.0751797005941
2900,65.45541151952993,0.0,0.9823961086050376,397.08441493976204
3000,67.41320233227435,0.0,1.0125125145784442,393.13335888066536
3100,69.27440122382016,0.0,1.0411550043158306,389.2216165051988
3200,71.04225979219349,0.0,1.0683730753045786,385.3487964945695
3300,72.71990127172128,0.0,1.0942143470372052,381.51451177200266
3400,74.31038605242347,0.0,1.1187254342305635,377.71837869989145
3500,75.81664664286262,0.0,1.1419510244437148,373.96001788203415
3600,77.24155481640067,0.0,1.163934881596647,370.2390533170324
3700,78.5878725956461,0.0,1.1847190947380408,366.55511302516334
3800,79.85829028905665,0.0,1.2043446624744867,362.90782854297396
3900,81.05540931124366,0.0,1.2228512306535146,359.296835157726
4000,82.18175105488639,0.0,1.240277223913653,355.72177177467705
4100,83.2397625033952,0.0,1.2566599322745886,352.1822808431222
4200,84.2318076194585,0.0,1.2720353828393256,348.6780084728433
4300,85.16018697000581,0.0,1.2864386354261819,345.2086041474154
4400,86.02711257002942,0.0,1.299903401430661,341.77372109958253
4500,86.83474521511003,0.0,1.3124626140082014,338.37301574337505
4600,87.58517430075008,0.0,1.324148116675368,335.00614797345895
4700,88.28042177989529,5.208682681500461e-13,1.3349907268737078,331.672781105734
4800,87.36191633606381,1.4494923239213167,1.4073936596524113,328.37258179282014
4900,86.45373532506434,2.645787471308544,1.504956947135249,325.1052200117656
5000,85.55574099056865,3.630737995293191,1.5885368278247232,321.870369023634
