milliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
0,0.272067372878265,0.0385665277682963,0.206521274112594,0.312711901675853,0.104555645465821,0.051315426489096,3.07283764226433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.27801296879595827,0.03793881709639586,0.20664654765136925,0.3013623409303543,0.13863473637238857,0.05619076653320904,2.9969391817070297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.2839100024905314,0.03736203810751227,0.20672409036462655,0.29052605924207436,0.16631507476982846,0.0671273459131063,2.9327125835733883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.28975887049123555,0.03683237673262018,0.20675830721108993,0.2801792985017327,0.18842232861013122,0.078402607884898,2.8822746607498217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.29555996620492964,0.03634524390265113,0.20675321448661704,0.2702994278870968,0.2056880535055009,0.08823232696008827,2.844327011298325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.30131367982530666,0.0358961061710102,0.2067124217512788,0.26086488815341374,0.21876066206194797,0.09619502180995886,2.8166672932191914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.3070203983590281,0.03548086873051586,0.20663915814844241,0.251855138088084,0.2282149034404083,0.10232629117498462,2.797038305941643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.31268050565179734,0.035096037688656864,0.20653631841105952,0.24325060373226776,0.23456011406789656,0.10680196387987367,2.783394726305728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.31829438241412256,0.03473876588651775,0.2064065155071762,0.23503263072986436,0.23824738081016406,0.10982842219529436,2.773968589313102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.32386240624697116,0.034406835469320274,0.20625213363520767,0.2271834393933584,0.23967581586680667,0.1116066946160107,2.7672659636992276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.32938495166713494,0.03409860849736844,0.20607537753146538,0.21968608262323724,0.2391980497864437,0.11232092957850412,2.7620438141790813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.33486239013243835,0.03381296423480449,0.20587831729585032,0.21252440605405065,0.2371251486040847,0.11213543697357985,2.7572817948288466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.34029509006672465,0.03354922960100622,0.20566292687454593,0.2056830109111975,0.23373088014023854,0.11119642413793276,2.752153434709247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.3456834168846023,0.03330711452628119,0.20543111627966196,0.19914721917274697,0.22925550096115896,0.10963294631155042,2.7460013332766127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.3510277330160492,0.03308665298504215,0.20518476020695245,0.1929030401140772,0.22390927476970765,0.107558230389166,2.738313875354776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.356328397930844,0.032888150051397905,0.20492572260489858,0.18693713848530863,0.2178756763351058,0.10507133243721015,2.7287038345692025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.36158576816270244,0.03271214002557102,0.20465587471869331,0.18123680534349382,0.2113141015610151,0.10225867866384163,2.716890638964661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.36680019733322905,0.0325593521882308,0.20437711032913097,0.1757899303119531,0.20436234596282016,0.09919540656359659,2.7026846082522096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.37197203617570557,0.03243068259031823,0.2040913593426879,0.17058497494145466,0.19713892636221847,0.0959465032407564,2.6859726566509536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.3771016325586944,0.032327171659545496,0.2038005995258625,0.16561094734715565,0.18974521007462328,0.09256787028643725,2.666705547818115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.3821893315094474,0.032249986928234886,0.20350686651551542,0.16085737815203002,0.18226734569045813,0.08910732766780624,2.6448866980967614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.3872354752371092,0.03220041038365621,0.20321226228994413,0.1563142977637647,0.17477799453336113,0.08560552912406587,2.620562533091639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.3922404031557603,0.0321798288156882,0.2029189627347161,0.15197221462158086,0.16733792207405893,0.08209679952651427,2.5938139303922063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.39720445190720305,0.03218972873170748,0.20262922388478136,0.1478220949852064,0.1599973694495456,0.07860984861899586,2.5647493554157004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.40212795538361784,0.03223169212014539,0.20234538844008018,0.14385534330234948,0.1527973638788481,0.0751684249635082,2.533498446287653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.4070112447500266,0.03230739409664992,0.20206989192072888,0.14006378359172303,0.1457708956978796,0.07179193265453573,2.500206518482662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.4118546484665687,0.0324186018159531,0.20180526851608158,0.13643964178369739,0.1389439698475286,0.0684959923245864,2.4650299162513165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.41665849231059365,0.0325671742914912,0.20155415676079602,0.1329755289512802,0.13233654590098493,0.06529293668301926,2.4281321017639903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.42142309939856976,0.032755062860261495,0.20131930512733376,0.12966442539051262,0.1259633765079982,0.062192248516914725,2.389680386382926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.42614879020782076,0.032984311984143935,0.2011035776025649,0.1264996654604017,0.11983475932577953,0.059200954153735996,2.349843178461661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.43083588259808997,0.033257060184328356,0.2009099592694332,0.12347492315860854,0.1139572078636942,0.05632397602570536,2.3087876982114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
