milliseconds,Susceptible,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Recovered
0,902654.0,1.0,114.0,10785.0,0.0,0.0
100,902697.3830613825,1.1745912760977244,106.9298898939708,10740.21356287989,0.4537650996330139,7.8451294678692385
200,902740.3537817816,1.3361670734439706,100.49745569122423,10695.622802944239,0.9715406885020171,15.2182518208383
300,902782.9296839059,1.4858760752477376,94.64749823319615,10651.226208880487,1.5473009533161108,22.16343195177359
400,902825.1268035029,1.624766955157519,89.32963253070075,10607.02233755092,2.175559027105077,28.720900433131195
500,902866.9598241359,1.7537974794166298,84.49784975323405,10563.009808027417,2.851317941584626,34.92740266241353
600,902908.4421969592,1.8738425942889747,80.11012804572724,10519.187296265382,3.5700268504747705,40.816509284983084
700,902949.5862504017,1.9857018335718983,76.12807605728095,10475.553530262483,4.327541199744192,46.41890024517213
800,902990.4032853859,2.090105751751325,72.51662334786481,10432.107285915965,5.1200875956021275,51.76261200282451
900,903030.9036510055,2.1877210446414734,69.24377394368778,10388.847383883403,5.944236743723666,56.87323337913853
1000,903071.0968271131,2.279156125592323,66.28033797734793,10345.77268593862,6.796872589963268,61.77412025545408
1100,903110.9915086351,2.3649668127654975,63.59965799784199,10302.882091133872,7.675162303449925,66.48661311701872
1200,903150.5956653934,2.4456603706892497,61.177414458273574,10260.174533212743,8.57653412821477,71.03019243669739
1300,903189.9166218523,2.521700889949743,58.991366823651376,10217.64897699464,9.498648533218292,75.42268490625824
1400,903228.9611164092,2.593513289968102,57.02116093291333,10175.304415748597,10.43937673175052,79.6804168876504
1500,903267.7353308245,2.661485315281391,55.24823289832109,10133.139870088638,11.396789516044088,83.81829135718577
1600,903306.2449342604,2.7259705079651804,53.655666049331835,10091.154386018003,12.369141396957605,87.84990176727689
1700,903344.4951369626,2.787291829092171,52.2280166402665,10049.347032515136,13.354850641988518,91.78767141086087
1800,903382.4907229547,2.8457438681192717,50.951207508757136,10007.716900137697,14.352487471768063,95.64293805895966
1900,903420.2361018213,2.9015963326633822,49.8123601392186,9966.263098602183,15.360756047730781,99.42608705696064
2000,903457.7353318251,2.9550956130590236,48.799719348396465,9924.9847558491,16.378485405259834,103.14661195906758
2100,903494.9921582559,3.006467369057875,47.90252879613856,9883.881016304824,17.404615732849454,106.81321354129975
2200,903532.0100282448,3.055917532798978,47.11098270159412,9842.951040287671,18.438192543767634,110.43383868943768
2300,903568.7921191022,3.1036342209612835,46.41613381433356,9802.194002738439,19.478356531778953,114.015753592286
2400,903605.3413625535,3.1497893709152707,45.809814667541765,9761.609092147892,20.524334778242,117.5656064820214
2500,903641.6604647655,3.1945400925692757,45.2845725137394,9721.195509666659,21.575433534862906,121.08947942674199
2600,903677.7519274752,3.238030093848459,44.83360072040425,9680.952468149435,22.631030639133606,124.5929429220709
2700,903713.6180639333,3.280390757599961,44.45068693595466,9640.879191459006,23.690569555817095,128.0810973583044
2800,903749.2610175022,3.321742396650699,44.1301526860034,9600.974913630933,24.75355269007727,131.55862109424996
2900,903784.6827716865,3.3621949316649133,43.866820745983865,9561.238878436678,25.819537573648596,135.02979662566798
3000,903819.8851651842,3.4018489070917646,43.655966246162706,9521.670338708089,26.88813150695084,138.4985494475676
3100,903854.8699044603,3.4407963401534403,43.49327581054973,9482.268555776905,27.958986954819242,141.96848065741085
3200,903889.6385740782,3.4791214185184343,43.374813980338324,9443.032799009123,29.031797858300752,145.44289365559638
3300,903924.1926471835,3.5169012080728486,43.29698915098509,9403.962345332171,30.106295815091936,148.9248213101722
3400,903958.5334946578,3.554206271216685,43.25652381527775,9365.05647882454,31.182246731655315,152.4170496995649
3500,903992.6623942445,3.5911012831526556,43.250424903926486,9326.314490303153,32.25944752032696,155.9221417450955
3600,904026.5805366953,3.627645447292736,43.275963794608394,9287.735677045495,33.337723830993525,159.44245318647918
3700,904060.2890335048,3.663893017738538,43.330651168503245,9249.319342438455,34.4169272782197,162.9801525924477
3800,904093.7889228532,3.699893700924488,43.412217682775086,9211.064795706794,35.496933280514675,166.53723677589286
3900,904127.0811762564,3.735693104966812,43.51859234678185,9172.971351610913,36.57763865584463,170.11554802514937
4000,904160.1667037451,3.771333089840965,43.64788567233709,9135.038330208752,37.65895974235097,173.71678754160905
4100,904193.0463576533,3.806852023708891,43.79837734202261,9097.26505667754,38.7408310515685,177.34252525187438
4200,904225.7209419471,3.842285413016139,43.968485883946734,9059.650860896276,39.823201838986854,180.99422402078451
4300,904258.1912059966,3.8776654833318243,44.156788857786545,9022.195077704197,40.90603842574737,184.67322353250913
4400,904290.4578625455,3.9130223921061953,44.36196448070142,8984.897046105592,41.98931763135134,188.38078684489278
4500,904322.5215741674,3.9483833163176643,44.5828355553372,8947.756109849866,43.073031741623126,192.1180653695694
4600,904354.3829726656,3.9837737615414297,44.81830645951326,8910.77161657156,44.1571814380519,195.88614910396268
4700,904386.0426480592,4.019216820525504,45.06739884675933,8873.942918262268,45.24177982992147,199.68603818152852
4800,904417.5011619498,4.054734075126709,45.32920823399628,8837.269370672955,46.32684759167172,203.51867747652844
4900,904448.7590420534,4.090345229098953,45.60292168942918,8800.750333544072,47.41241496771717,207.38494251637928
5000,904479.8167906902,4.126068681154808,45.88779025106981,8764.385170221389,48.49851869052077,211.28566146575764
