milliseconds,normalized_normal_cell_n,normalized_pre_cancer_cell_g,normalized_cancer_cell_a
0,0.9999999899943054,1.0003511890333074e-08,3.7942342822996556e-18
100,0.9999999900109221,9.993128516978891e-09,1.088522833851011e-17
200,0.9999999900168289,9.988180459999277e-09,2.2749266907055094e-17
300,0.9999999900261857,9.98387399189506e-09,2.955902292438665e-17
400,0.9999999900351322,9.981268239081853e-09,4.463852927709815e-17
500,0.9999999900493018,9.975768143463479e-09,4.592007422385339e-17
600,0.99999999005297,9.968565541504934e-09,6.454335557522332e-17
700,0.9999999900691281,9.967389620886067e-09,6.826960296452086e-17
800,0.9999999900795289,9.963510022814e-09,7.584263057516001e-17
900,0.9999999900886796,9.958540022512083e-09,9.343535190476453e-17
1000,0.9999999900969764,9.951176705538081e-09,9.970576301707322e-17
1100,0.9999999901142956,9.9471652226474e-09,1.0222265605605574e-16
1200,0.9999999901224281,9.942627378462224e-09,1.2327695667687138e-16
1300,0.999999990125776,9.932819880709016e-09,1.2567713728227991e-16
1400,0.9999999901347584,9.931816410947396e-09,1.4499667305989967e-16
1500,0.9999999901545781,9.928765400919802e-09,1.5159515272572135e-16
1600,0.9999999901567986,9.917648496301952e-09,1.5582581156823655e-16
1700,0.9999999901675664,9.918224106129488e-09,1.7433541712530939e-16
1800,0.9999999901848181,9.90736757617149e-09,1.778398059105992e-16
1900,0.9999999901950748,9.901915716418716e-09,1.9119063097243112e-16
2000,0.9999999901950511,9.902719971117849e-09,2.0429146974586224e-16
2100,0.9999999902129102,9.893310438814371e-09,2.0810794754803593e-16
2200,0.9999999902219162,9.893220202848248e-09,2.238124835106824e-16
2300,0.9999999902275148,9.888061063725014e-09,2.2216579084431826e-16
2400,0.9999999902411723,9.881197022247042e-09,2.415062937328217e-16
2500,0.999999990242806,9.87466494423372e-09,2.5330984567558984e-16
2600,0.9999999902534378,9.868279567168016e-09,2.5640052257814564e-16
2700,0.9999999902678817,9.866093973064326e-09,2.6142196217960193e-16
2800,0.999999990268788,9.863369309424936e-09,2.8157521334465137e-16
2900,0.999999990280354,9.858212271083378e-09,2.8414637987699105e-16
3000,0.9999999903007745,9.848246160435141e-09,2.9712549858040115e-16
3100,0.9999999903121146,9.846476951530554e-09,2.982562315054394e-16
3200,0.9999999903115456,9.838809659787402e-09,3.0751530972704547e-16
3300,0.9999999903313018,9.838928240763573e-09,3.269092707339537e-16
3400,0.9999999903342945,9.830022271782343e-09,3.357137340778244e-16
3500,0.9999999903503177,9.824048122686993e-09,3.443447691259367e-16
3600,0.9999999903526953,9.823128686086633e-09,3.4668686353652126e-16
3700,0.999999990366275,9.814092652013965e-09,3.615017651163621e-16
3800,0.9999999903681994,9.80927365603417e-09,3.78465989729858e-16
3900,0.999999990385229,9.810196577632586e-09,3.7823709749115745e-16
4000,0.9999999903965114,9.802978703723398e-09,3.919134346208816e-16
4100,0.9999999904076581,9.800488974958954e-09,3.987269668834606e-16
4200,0.9999999904103781,9.793013939216904e-09,4.0674390073196724e-16
4300,0.9999999904274879,9.78657271334381e-09,4.19108521702438e-16
4400,0.9999999904276083,9.782063443249821e-09,4.2743983914362397e-16
4500,0.9999999904418512,9.773968836639575e-09,4.4015647286501e-16
4600,0.9999999904487626,9.771210558516338e-09,4.450215891101967e-16
4700,0.9999999904559197,9.770552288808522e-09,4.588552772854301e-16
4800,0.9999999904716005,9.7657767357329e-09,4.739009124871933e-16
4900,0.9999999904766539,9.756575216199491e-09,4.777315668820948e-16
5000,0.99999999048465,9.749746829841312e-09,4.852261179670982e-16
