miliseconds,MP_0,MC_0,MB_0,PC_0,CC_0,PCP_0,CCP_0,PCC_0,PCN_0,PCNP_0,PCCP_0,BC_0,BCP_0,BN_0,BNP_0,IN_0,MP,MC,MB,PC,CC,PCP,CCP,PCC,PCN,PCCP,PCNP,BC,BCP,BN,BNP,IN
0,0.5081295894344533,0.2920378257134413,3.0030178285620717,0.9977593447839052,0.993443053104601,1.0108243115340192,0.991495411445401,1.0111050705971372,0.9893363268771344,1.013885755612865,0.9906016589640197,0.9660092448500422,0.9961573933500311,1.0413626902786812,1.0008900498649904,0.9978807396125682,0.49828390579329573,0.30592250399330845,2.9925815008320984,1.0065765383695233,0.996605981992805,1.0017353377128382,1.010367164840229,1.0032450687112016,0.9985610104862392,0.9852548465604608,0.9863593947352878,1.036659950150027,1.001514256521523,1.0424489334733846,1.022168666825192,0.9865547622109624
100,0.5157412792251395,0.29641195670721104,3.0084398412769233,0.9288338282950869,0.919192491268684,0.9672583237205211,0.9895338944416392,0.9380375923477866,0.9760454049959305,0.9590788770956731,0.9568842933990983,1.2007020843957399,1.0019645964613675,0.8984123592976127,1.053313691566029,0.9796327087778307,0.5039161325391162,0.29951277452182407,2.997831498814504,0.942265855719213,0.9354617854775654,0.9824164721233365,0.9906880414581479,0.9428409538797138,0.9590977818704898,0.9746044137338671,0.9626325674723939,1.1236416393530602,1.007363635145953,0.9069610838349057,1.0374792116036302,0.9829899657563265
200,0.5063323324333466,0.28994131596604833,3.009008543124367,0.8839566615974241,0.8508188990780254,0.9435768061034093,0.9742115617774575,0.9052261340644072,0.9597189646332027,0.9515865996601413,0.924132391397691,1.319623898076679,1.0081376194236868,0.8276083811153757,1.0750865010340462,0.9486321816609061,0.504268690701141,0.28515296859174355,3.0046266171236335,0.8763452302457965,0.8523792072334568,0.954224473832876,0.980718782803065,0.9008319468154982,0.9519267096995899,0.9372212609551853,0.9525485541142709,1.3414214717377753,1.016310428945926,0.8623745830000344,1.071881224056158,0.9500138117943424
300,0.5066350949857027,0.26750404234178177,3.027318792987335,0.8419832885733103,0.7990971151042249,0.9378754838829474,0.9712937887813583,0.8444315131595856,0.9123206974261701,0.8999537606247113,0.9131452293451732,1.6002798917981023,1.023564084098566,0.7595802086730263,1.090197704760026,0.906546685571875,0.5045815495498985,0.26987805958424593,3.0306343625584264,0.8343840454816103,0.7951972829240027,0.9261493246341551,0.9726431230497289,0.8260435386595498,0.9379322465248634,0.9148549511157346,0.9207306695510553,1.5568414956448455,1.0158949996642772,0.7564365678319515,1.125223623987887,0.9229616997470456
400,0.48513463721975336,0.24598590306124402,3.0499932657569064,0.787928969690136,0.7568144386499641,0.9047579029818306,0.9733502466456215,0.7676879796078,0.9012946076690749,0.8661171847047954,0.88867508592967,1.6639299535082879,1.0268023506985586,0.7061527994944272,1.1296343128266972,0.8848669566249093,0.48915078525976013,0.2538891860374663,3.045402826760387,0.7936114310023403,0.7467769819201859,0.8980844813606668,0.9745280516993386,0.7653600059390377,0.8783916759746841,0.8696391144594015,0.8938841997035726,1.7372386901491899,1.0242870035905665,0.6948970587245484,1.128221131662743,0.8907852510548769
500,0.4712287635429464,0.21587194940611176,3.061818400463856,0.7646842405999882,0.6827704761973264,0.883795896267812,0.9556578363285828,0.7124547433356326,0.8778070528424373,0.8532387064127289,0.8648362510552097,1.837165299863781,1.038550586600711,0.6562530083731974,1.175743834974075,0.8350055010372769,0.480731354909116,0.22404979239182649,3.071379229835648,0.7676076303920971,0.6846762732872744,0.8909666884704786,0.9544351843171964,0.7119117208716543,0.8754231903212804,0.8362965987369257,0.8576806148306452,1.9173575960191338,1.030961472784576,0.7158298363035361,1.1530363733121436,0.8373395528514148
600,0.46178486900027804,0.20689649198110954,3.089168653435008,0.7289390077179274,0.6344853590707673,0.859062760136079,0.9583262377369607,0.6666812207518164,0.8280684346777734,0.8318973968373266,0.8139037433850009,2.066916652372297,1.0517540508869379,0.678991120351691,1.2003323388267348,0.7858585761060772,0.4535782011313513,0.2098546047561215,3.0913719868330447,0.7268732107109895,0.6537376895465349,0.8709999293263715,0.9586206362022494,0.6694232263862524,0.8322325902780641,0.8257326394280403,0.8219345054812495,2.0488440122150875,1.0441202574680524,0.7042235700302203,1.177435478189739,0.8020563263001506
700,0.42948639269254324,0.17402435623739068,3.1168312980313475,0.7013569520847776,0.5883346636921228,0.829218040108471,0.93578861459168,0.6105761882135441,0.8212477669554271,0.7906345654682232,0.7753577238825449,2.1496861161424876,1.0551027852250672,0.6650307563883615,1.2179402502396968,0.7568009098907575,0.4293941316927213,0.1820345971689178,3.123784473823777,0.684563938980294,0.6033506658210671,0.840289738244433,0.9355825520968427,0.6081264296552578,0.7978816857937714,0.7769495892606435,0.7939042773195711,2.174371659008557,1.0548610316584803,0.680169511706464,1.2300499806495946,0.751204240155598
800,0.396412548549664,0.16790321303027497,3.1495849619350245,0.6570472188434798,0.5421434728949726,0.8136901357945175,0.9271864759807446,0.5556320565315294,0.7710106237761665,0.7733224443619361,0.7449044668150779,2.2711682759187437,1.0627480242312246,0.656502496564142,1.2334009915330573,0.735476174424492,0.4038998037380803,0.16742758852199324,3.143112893146477,0.6634366231350437,0.5420382178491553,0.8218420887276381,0.9384657768764768,0.5454711670751763,0.7803390485818906,0.7645009554871505,0.7651080018330898,2.331427292893003,1.0672505664412544,0.5958386799036411,1.2609114436887998,0.7106800889390081
900,0.392238276165481,0.14810071227736735,3.175496707738395,0.6406582866923717,0.5136415930410635,0.8074631135291599,0.9152715137652154,0.4964808281557282,0.7322120793169552,0.7324038668178122,0.7169132788785137,2.4817164340701834,1.066872908690047,0.6007790924888655,1.2938956095706629,0.680504924246958,0.3796414993673608,0.14084481085870712,3.1720592612281555,0.6293769497469309,0.5137528350517907,0.7856967300148299,0.9264476226351472,0.4991794640427901,0.7395908967347237,0.7332381040405005,0.7427512236161123,2.489845973568221,1.0714608506737262,0.6254388617144102,1.261727483729067,0.6863468723365272
