miliseconds,MP_0,MC_0,MB_0,PC_0,CC_0,PCP_0,CCP_0,PCC_0,PCN_0,PCNP_0,PCCP_0,BC_0,BCP_0,BN_0,BNP_0,IN_0,MP,MC,MB,PC,CC,PCP,CCP,PCC,PCN,PCCP,PCNP,BC,BCP,BN,BNP,IN
0,0.5060644625787509,0.3076701061338515,3.0061985575505874,1.0086312014557643,1.005800179553866,1.0094445513628014,0.9886469548422385,0.989056794833375,0.9908790070027628,0.9895793849323686,0.9933955642271541,0.9800542293764509,1.0015456342661297,1.0248281676449755,1.0194243756222634,0.9993069775530456,0.49774569214050957,0.3031203519637405,2.996563249037387,1.0049399379829496,0.9996605062943815,0.9894182750836898,1.0048803880460548,0.9997214671178837,0.9907484333076688,0.9838863409749483,0.9916322447670521,0.9985049423591689,0.9958717627756549,0.9962814366790049,1.0005642948037077,1.015508797483181
100,0.5156920019201976,0.2936497278495066,3.0024419943232226,0.9449094044613074,0.9277749452150331,0.9804741679858721,0.9979332813524394,0.9387600279994357,0.9628281132914221,0.9728365225514168,0.9556981386357704,1.1866217501343286,1.0008954426853145,0.9341187847754796,1.0209001841079697,0.9608199486481233,0.5006834052611134,0.2901277720161267,3.0043729628818063,0.9402433694039891,0.9207934084748809,0.9778405383801704,0.9869000018556312,0.9434169206129941,0.977648795725949,0.95681545600633,0.9659044397450168,1.1308576739203837,1.0019759746760526,0.8944621170303121,1.0397045424537474,0.9878191851446758
200,0.516099861130226,0.28994477573872557,3.016184564674395,0.8905083527104556,0.8512225481321419,0.9573846373165681,0.9894136030633057,0.9079970725883,0.945101602579361,0.945474862011368,0.9465328404350167,1.3098659071314398,1.0136711763551298,0.8679606865874077,1.0526666773360769,0.9522185694530719,0.5055906958904199,0.271681781441079,3.011193968651951,0.8903679264192093,0.850684724402474,0.9523041938421323,0.994118449806075,0.8972703351489911,0.9504273348190948,0.926615959111202,0.9274119644163469,1.335843159988038,1.0184370055059,0.8285807224803492,1.0506987798254077,0.9414015620384879
300,0.49888228766290466,0.2657497864095023,3.0313265123161477,0.8377500050057713,0.8107645081249059,0.9367214916580485,0.9756262900180863,0.8317958979021289,0.9268013809594486,0.9111305665138855,0.9178946210575567,1.5350670642315365,1.019245503454919,0.8158852016304795,1.1121672659250808,0.9283847911760905,0.5109300063383284,0.26116973928073517,3.025748856314947,0.8433120519588677,0.7942178747274075,0.9255898781402782,0.9856918109629499,0.8274065636144381,0.9189378901826255,0.9027769685306807,0.920005888445042,1.5386448138851765,1.0192077276823341,0.7501994849819572,1.1064113876343988,0.922530218105503
400,0.49039280149278586,0.2421780790828958,3.0452968353223095,0.8025749438703411,0.7485666369376994,0.9090084533749602,0.9641099424134573,0.7922552284048994,0.903323174431371,0.8830359415990933,0.8867178485436962,1.7406672864422743,1.027156928784474,0.7051004393882945,1.146764926671616,0.8878207892525615,0.48956185686467774,0.23758559454817477,3.048814306927463,0.8011837362003237,0.7551778287438305,0.9052084819901018,0.966278659488168,0.7835797959005375,0.896971517924867,0.8917184736904222,0.8878374287058882,1.6907588874871031,1.0231017700773413,0.7583483823805032,1.152564873033384,0.8899382811767745
500,0.46419565295064424,0.22200474203804713,3.0693771558348155,0.757492996538314,0.6854005701733921,0.8879089771734779,0.9506038451577995,0.727480293068045,0.8778004250596846,0.8565556630711955,0.8553476430494145,1.9038928769810513,1.0393779982458498,0.6940088646658864,1.1810334729258758,0.8387561918906773,0.4801368525967733,0.21823611593189746,3.061335911751462,0.7603069978081404,0.6909985040195094,0.8940850019988905,0.9490739598427084,0.7239925810829132,0.8680507358734991,0.8479759630336636,0.8387390906598235,1.9368146648492162,1.0382237722018322,0.6511994096619746,1.1543474980802786,0.828279119216094
600,0.4449456439176659,0.19261848624827105,3.0910295758786397,0.7172770181921797,0.6380813495781296,0.8604514128234578,0.9494211138862065,0.6678702535128902,0.8487477020033993,0.8390841306692144,0.8119460766445552,1.9597922628949627,1.044496703863653,0.6976449795875654,1.1794747600517994,0.8105833159502296,0.4508423012678715,0.20422079989240124,3.0858713012985692,0.7278519671147993,0.6455316095154388,0.8597830914968515,0.9475568012211568,0.6554539881892982,0.8401093645878922,0.8252749499450601,0.831372259958752,2.011717209127282,1.0505940198273496,0.6457537966679177,1.2124487922969491,0.8095674964421772
700,0.42963379023412335,0.17414150772440873,3.1200926399011015,0.691160408125899,0.5968030509067597,0.8512136297789461,0.93501887150961,0.5979872557209354,0.8132963967926232,0.7899864780763433,0.8019251054729624,2.114877407326229,1.0533287874976667,0.6647193478146293,1.211073769943855,0.7646607993946433,0.4233811203077871,0.18591680129133945,3.1164624193461106,0.6987440536322785,0.5987802791438563,0.8459986532290931,0.9412447201095194,0.5927109355353088,0.816229565594644,0.7991934501231527,0.7812114566675179,2.1879985241478295,1.0584535951369207,0.6624825612643033,1.2361767509425128,0.7712483757007127
800,0.41158443202443484,0.17196364966094918,3.1423933857300352,0.6661362204622034,0.5524275460959971,0.8093608141387738,0.933446124898786,0.5404371033407541,0.7785859222395135,0.7637222843726953,0.75831642728477,2.388942357467815,1.0594437617436883,0.6291865030630044,1.2684954669468715,0.713865077833244,0.4005024659078156,0.17142985565188884,3.141931591705204,0.6629821859875655,0.5419863621987726,0.8191388916869602,0.9227029604533673,0.5578292927007391,0.7610790399515149,0.7548012946051595,0.7808507693902025,2.3325319420628756,1.063798235944865,0.614352972007133,1.26893617441921,0.7290314113831082
900,0.38068251689319266,0.14540290003989215,3.183393583917815,0.633285133022117,0.5042592932266862,0.8061694856255529,0.9137239801057442,0.48695636709840495,0.7365303491727343,0.747992282912991,0.7184164797634194,2.448330273233755,1.068170387255877,0.5879900579153778,1.2740572430280215,0.675237542848749,0.38066083375034804,0.15082081071954268,3.1814679339351226,0.641329145822587,0.512758206482384,0.80482783271974,0.9127540847036273,0.49921887994669834,0.7442357009302416,0.7407775487210164,0.7266533938238693,2.493302625187977,1.0721575789775428,0.6565189920077206,1.2714717542264427,0.684761323675124
